BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,48,24.6,10.9,3.8,8.6,43.9,1.5,3.9,38.1,1.9,2.1,88.3,0.2,2.3,2.5,1.9,0.9,0.6,0.1,1.4,1,0,-0.3
Home,25,23.7,10.3,3.4,8.0,42.5,1.1,3.8,29.2,2.4,2.6,89.4,0.1,2.2,2.3,1.6,0.6,0.7,0.3,1.4,0,0,1.0
Road,23,25.6,11.7,4.2,9.2,45.3,1.9,4.0,47.3,1.4,1.6,86.5,0.3,2.4,2.7,2.1,1.2,0.6,0.0,1.3,1,0,-1.7
Wins,22,23.8,10.0,3.5,7.5,45.8,1.1,3.0,37.3,1.9,2.1,89.4,0.0,2.4,2.5,1.7,0.6,0.6,0.1,1.2,0,0,5.9
Losses,26,25.3,11.8,4.0,9.5,42.7,1.8,4.7,38.5,1.9,2.2,87.5,0.3,2.2,2.5,2.0,1.1,0.7,0.2,1.5,1,0,-5.6
October,3,26.1,8.0,2.7,7.7,34.8,0.7,2.7,25.0,2.0,2.0,100,0.0,2.0,2.0,1.3,0.0,0.7,0.0,2.0,0,0,5.3
November,15,25.4,10.7,3.7,8.5,43.0,2.0,4.2,47.6,1.3,1.6,83.3,0.2,2.8,3.0,2.1,0.9,0.8,0.3,1.3,1,0,-1.5
December,12,24.8,12.3,4.5,8.8,51.4,1.8,3.8,45.7,1.5,1.8,85.7,0.3,2.0,2.3,1.4,0.8,0.3,0.1,1.4,0,0,0.6
January,14,23.2,9.9,3.2,8.1,39.5,1.0,3.9,25.5,2.4,2.7,89.5,0.1,2.1,2.2,2.1,1.1,0.9,0.1,1.3,0,0,-1.4
February,4,25.2,14.0,4.8,10.5,45.2,1.3,4.3,29.4,3.3,3.5,92.9,0.5,2.3,2.8,2.0,1.0,0.3,0.3,1.3,0,0,0.8
Pre All-Star,48,24.6,10.9,3.8,8.6,43.9,1.5,3.9,38.1,1.9,2.1,88.3,0.2,2.3,2.5,1.9,0.9,0.6,0.1,1.4,1,0,-0.3
Bench,48,24.6,10.9,3.8,8.6,43.9,1.5,3.9,38.1,1.9,2.1,88.3,0.2,2.3,2.5,1.9,0.9,0.6,0.1,1.4,1,0,-0.3
0 Days Rest,10,26.0,11.9,4.2,9.3,45.2,1.9,4.5,42.2,1.6,1.8,88.9,0.2,2.3,2.5,2.4,0.8,0.6,0.1,2.1,1,0,-0.4
1 Days Rest,25,24.9,11.4,4.0,8.9,45.5,1.4,3.9,37.1,1.9,2.1,90.6,0.2,2.4,2.6,1.6,0.9,0.8,0.2,1.3,0,0,0.0
2 Days Rest,10,23.5,9.5,3.0,7.6,39.5,1.4,3.8,36.8,2.1,2.5,84.0,0.1,1.9,2.0,2.0,1.2,0.6,0.2,0.8,0,0,-2.8
3 Days Rest,1,21.5,11.0,4.0,9.0,44.4,3.0,6.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0,0,3.0
4 Days Rest,1,26.4,7.0,3.0,8.0,37.5,0.0,2.0,0.0,1.0,1.0,100,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0,0,5.0
6+ Days Rest,1,14.7,7.0,1.0,4.0,25.0,0.0,1.0,0.0,5.0,6.0,83.3,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0,0,8.0
