DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,7.0,15.4,45.4,100%,46.6,-1.2
3 Pointers,1.7,4.2,40.7,27.1%,35.9,4.8
2 Pointers,5.3,11.2,47.1,72.9%,50.8,-3.7
Less Than 6 Ft,3.3,6.0,56.0,38.8%,61.2,-5.2
Less Than 10 Ft,3.9,7.6,51.9,49.2%,56.4,-4.5
Greater Than 15 Ft,2.7,6.8,38.8,44.5%,37.7,1.1
