DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,10.7,44.3,100%,44.0,0.3
3 Pointers,1.3,3.5,37.2,32.3%,35.9,1.3
2 Pointers,3.5,7.3,47.7,67.7%,48.3,-0.6
Less Than 6 Ft,1.9,3.4,55.6,31.3%,59.2,-3.5
Less Than 10 Ft,2.4,4.6,52.2,42.9%,53.3,-1.2
Greater Than 15 Ft,2.0,5.3,37.7,49.5%,37.4,0.3
