DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.3,5.2,44.1,100%,43.6,0.5
3 Pointers,0.6,1.8,33.0,34.4%,34.8,-1.9
2 Pointers,1.7,3.4,50.0,65.6%,48.5,1.5
Less Than 6 Ft,0.9,1.5,62.5,28.1%,60.2,2.3
Less Than 10 Ft,1.1,1.9,57.9,37.1%,54.2,3.7
Greater Than 15 Ft,0.9,2.7,34.6,52.0%,36.6,-2.0
