,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 10, 2017 - SAS @ DET",W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,2017-02-10 00:00:00,DET,AWAY
1,"FEB 08, 2017 - SAS @ PHI",W,3,2,1,2,50.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,1,0,2017-02-08 00:00:00,PHI,AWAY
2,"FEB 06, 2017 - SAS @ MEM",L,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,2017-02-06 00:00:00,MEM,AWAY
3,"FEB 04, 2017 - SAS vs. DEN",W,15,2,1,1,100.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,1,3,2017-02-04 00:00:00,DEN,HOME
4,"FEB 02, 2017 - SAS vs. PHI",W,13,4,2,3,66.7,0,0,0.0,0,0,0.0,2,2,4,0,1,1,0,1,-5,2017-02-02 00:00:00,PHI,HOME
5,"JAN 31, 2017 - SAS vs. OKC",W,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2,2017-01-31 00:00:00,OKC,HOME
6,"JAN 27, 2017 - SAS @ NOP",L,8,4,1,1,100.0,0,0,0.0,2,2,100.0,0,1,1,0,0,0,0,1,-5,2017-01-27 00:00:00,NOP,AWAY
7,"JAN 23, 2017 - SAS @ BKN",W,5,0,0,1,0.0,0,0,0.0,0,0,0.0,1,3,4,0,0,0,0,0,-1,2017-01-23 00:00:00,BKN,AWAY
