DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.5,9.1,49.0,100%,48.1,0.9
3 Pointers,0.7,1.5,44.8,16.8%,36.4,8.4
2 Pointers,3.8,7.6,49.8,83.3%,51.3,-1.5
Less Than 6 Ft,2.7,4.4,61.0,48.8%,61.8,-0.8
Less Than 10 Ft,3.0,5.4,55.0,59.5%,56.4,-1.4
Greater Than 15 Ft,1.1,2.7,40.7,29.5%,38.7,1.9
