DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.2,5.7,38.1,100%,43.2,-5.2
3 Pointers,0.7,2.3,32.6,39.4%,33.7,-1.1
2 Pointers,1.4,3.5,41.7,60.6%,48.8,-7.1
Less Than 6 Ft,0.6,1.3,49.0,22.5%,61.7,-12.7
Less Than 10 Ft,0.9,2.1,44.3,36.2%,55.3,-11.0
Greater Than 15 Ft,1.1,3.3,33.9,58.3%,35.2,-1.4
