DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,7.9,15.8,49.8,100%,47.8,2.0
3 Pointers,0.8,2.3,35.3,14.5%,36.0,-0.7
2 Pointers,7.1,13.5,52.3,85.5%,51.0,1.3
Less Than 6 Ft,4.3,7.1,60.2,44.8%,61.0,-0.8
Less Than 10 Ft,5.3,9.7,54.5,61.4%,55.8,-1.4
Greater Than 15 Ft,2.0,4.7,41.6,29.8%,38.2,3.4
