BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,40,24.5,5.9,2.4,5.4,43.3,1.0,2.7,36.7,0.2,0.3,58.3,0.9,3.3,4.2,0.7,0.4,0.5,0.5,1.6,0,0,-1.1
Home,22,26.6,6.3,2.5,5.7,44.4,1.0,2.9,35.9,0.2,0.3,66.7,0.9,3.8,4.6,0.8,0.3,0.5,0.6,1.7,0,0,-1.1
Road,18,21.9,5.3,2.1,5.1,41.8,0.9,2.5,37.8,0.2,0.3,50.0,0.8,2.7,3.6,0.5,0.6,0.6,0.4,1.4,0,0,-1.0
Wins,17,27.2,6.9,2.8,6.4,44.4,1.1,3.0,37.3,0.2,0.2,75.0,0.9,3.8,4.7,0.7,0.2,0.6,0.6,1.7,0,0,4.1
Losses,23,22.5,5.1,2.0,4.7,42.2,0.9,2.5,36.2,0.2,0.3,50.0,0.8,2.9,3.7,0.7,0.6,0.4,0.4,1.5,0,0,-4.8
October,3,21.1,8.0,3.0,6.0,50.0,1.7,3.3,50.0,0.3,0.7,50.0,0.7,3.7,4.3,0.3,1.0,0.0,0.7,2.3,0,0,2.0
November,12,24.2,5.0,2.0,5.5,36.4,0.9,2.4,37.9,0.1,0.3,33.3,0.9,2.9,3.8,0.6,0.6,0.8,0.7,1.7,0,0,-3.2
December,7,26.5,6.4,2.3,5.7,40.0,1.4,3.3,43.5,0.4,0.6,75.0,0.3,4.3,4.6,1.0,0.3,0.6,0.6,1.6,0,0,4.1
January,14,25.4,6.4,2.6,5.6,46.8,1.0,3.2,31.1,0.1,0.1,50.0,1.1,3.1,4.3,0.6,0.4,0.4,0.4,1.6,0,0,-0.1
February,4,21.2,4.3,2.0,3.5,57.1,0.0,0.5,0.0,0.3,0.3,100,0.8,3.0,3.8,1.0,0.0,0.5,0.3,1.0,0,0,-9.3
Pre All-Star,40,24.5,5.9,2.4,5.4,43.3,1.0,2.7,36.7,0.2,0.3,58.3,0.9,3.3,4.2,0.7,0.4,0.5,0.5,1.6,0,0,-1.1
Starters,25,26.7,5.8,2.3,5.8,40.0,1.0,3.0,34.7,0.2,0.2,66.7,1.0,3.4,4.4,0.7,0.4,0.7,0.5,1.7,0,0,1.4
Bench,15,20.7,5.9,2.4,4.8,50.0,0.9,2.3,41.2,0.2,0.4,50.0,0.7,3.1,3.7,0.7,0.5,0.3,0.5,1.5,0,0,-5.1
0 Days Rest,7,20.0,3.7,1.4,3.6,40.0,0.7,1.7,41.7,0.1,0.4,33.3,0.9,2.3,3.1,0.6,0.6,0.3,0.3,1.9,0,0,-3.3
1 Days Rest,22,25.3,6.4,2.6,5.9,44.2,1.2,3.1,38.2,0.0,0.0,0.0,1.0,3.6,4.6,0.7,0.3,0.6,0.6,1.5,0,0,0.8
2 Days Rest,8,28.9,6.9,2.8,6.4,43.1,0.8,2.8,27.3,0.6,0.9,71.4,0.8,4.4,5.1,0.6,0.4,0.6,0.5,1.8,0,0,-2.1
4 Days Rest,1,25.8,8.0,3.0,5.0,60.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0,0,-24.0
6+ Days Rest,2,12.8,3.0,1.0,3.5,28.6,0.5,2.0,25.0,0.5,1.0,50.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0,0,2.0
