"","zip","Year","Count","MedNormSourceEUI","MedSiteEUI","MedSourceEUI","MedNormSiteEUI","city.x","Borough","Observations","region","city.y","state","latitude","longitude"
"602","11417","2013",NA,32,11.4,32.05,32,"NYC","QUEENS",2,"11417","Ozone Park","NY",40.675534,-73.84476
"603","11418","2014",NA,116.05,80.2,116.1,116.05,"NYC","QUEENS",25,"11418","Richmond Hill","NY",40.698485,-73.83365
"604","11418","2012",NA,102.1,68.2,NA,102.1,"NYC","QUEENS",21,"11418","Richmond Hill","NY",40.698485,-73.83365
"605","11418","2013",NA,117.2,74.3,114.6,117.2,"NYC","QUEENS",25,"11418","Richmond Hill","NY",40.698485,-73.83365
"606","11418","2011",NA,89.7,53,NA,89.7,"NYC","QUEENS",3,"11418","Richmond Hill","NY",40.698485,-73.83365
"607","11421","2013",NA,124.1,90.15,124.7,124.1,"NYC","QUEENS",8,"11421","Woodhaven","NY",40.69087,-73.85828
"608","11421","2012",NA,130,78.2,NA,130,"NYC","QUEENS",7,"11421","Woodhaven","NY",40.69087,-73.85828
"609","11421","2014",NA,115.2,83.95,117.7,115.2,"NYC","QUEENS",8,"11421","Woodhaven","NY",40.69087,-73.85828
"610","11422","2013",NA,142.5,77.75,125.5,142.5,"NYC","QUEENS",2,"11422","Rosedale","NY",40.662538,-73.73514
"611","11422","2012",NA,85.75,30.65,NA,85.75,"NYC","QUEENS",2,"11422","Rosedale","NY",40.662538,-73.73514
"612","11422","2014",NA,166.4,97.1,170.35,166.4,"NYC","QUEENS",2,"11422","Rosedale","NY",40.662538,-73.73514
"613","11423","2013",NA,99.15,83.05,122.95,99.15,"NYC","QUEENS",12,"11423","Hollis","NY",40.714261,-73.76824
"614","11423","2011",NA,146.95,108.45,NA,146.95,"NYC","QUEENS",2,"11423","Hollis","NY",40.714261,-73.76824
"615","11423","2012",NA,133.4,78.9,NA,133.4,"NYC","QUEENS",15,"11423","Hollis","NY",40.714261,-73.76824
"616","11423","2014",NA,120.9,83.35,123.25,120.9,"NYC","QUEENS",16,"11423","Hollis","NY",40.714261,-73.76824
"617","11426","2012",NA,98.8,66.1,NA,98.8,"NYC","QUEENS",7,"11426","Bellerose","NY",40.732239,-73.72108
"618","11426","2014",NA,161,117.6,162.4,161,"NYC","QUEENS",5,"11426","Bellerose","NY",40.732239,-73.72108
"619","11426","2013",NA,102.95,78.6,107.5,102.95,"NYC","QUEENS",7,"11426","Bellerose","NY",40.732239,-73.72108
"620","11427","2012",NA,124.9,82.5,NA,124.9,"NYC","QUEENS",11,"11427","Queens Village","NY",40.728235,-73.74782
"621","11427","2014",NA,118.5,89.5,117.7,118.5,"NYC","QUEENS",10,"11427","Queens Village","NY",40.728235,-73.74782
"622","11427","2013",NA,119.1,90.15,120,119.1,"NYC","QUEENS",8,"11427","Queens Village","NY",40.728235,-73.74782
"623","11428","2014",NA,82,48.65,83.4,82,"NYC","QUEENS",2,"11428","Queens Village","NY",40.719981,-73.74127
"624","11428","2013",NA,117.65,67.5,118.2,117.65,"NYC","QUEENS",2,"11428","Queens Village","NY",40.719981,-73.74127
"625","11429","2012",NA,153.65,85.85,NA,153.65,"NYC","QUEENS",4,"11429","Queens Village","NY",40.708833,-73.73903
"626","11429","2014",NA,139.1,84.9,145.7,139.1,"NYC","QUEENS",3,"11429","Queens Village","NY",40.708833,-73.73903
"627","11429","2013",NA,137.95,85.1,137.85,137.95,"NYC","QUEENS",4,"11429","Queens Village","NY",40.708833,-73.73903
"628","11430","2014",NA,177.25,82.6,180.05,177.25,"NYC","QUEENS",2,"11430","Jamaica","NY",40.650519,-73.79567
"629","11430","2011",NA,227.3,94.4,NA,227.3,"NYC","QUEENS",3,"11430","Jamaica","NY",40.650519,-73.79567
"630","11430","2012",NA,220.95,94.7,NA,220.95,"NYC","QUEENS",2,"11430","Jamaica","NY",40.650519,-73.79567
"631","11430","2013",NA,230.5,105,230.7,230.5,"NYC","QUEENS",2,"11430","Jamaica","NY",40.650519,-73.79567
"632","11432","2012",NA,146.2,83.6,NA,146.2,"NYC","QUEENS",117,"11432","Jamaica","NY",40.714144,-73.79324
"633","11432","2013",NA,139.9,91.8,139.4,139.9,"NYC","QUEENS",115,"11432","Jamaica","NY",40.714144,-73.79324
"634","11432","2014",NA,125.75,89.5,127.9,125.75,"NYC","QUEENS",93,"11432","Jamaica","NY",40.714144,-73.79324
"635","11432","2011",NA,300.5,149.7,NA,300.5,"NYC","QUEENS",47,"11432","Jamaica","NY",40.714144,-73.79324
"636","11433","2014",NA,73.9,63.2,90.45,73.9,"NYC","QUEENS",12,"11433","Jamaica","NY",40.696538,-73.78734
"637","11433","2013",NA,101.6,79.65,102.45,101.6,"NYC","QUEENS",10,"11433","Jamaica","NY",40.696538,-73.78734
"638","11433","2012",NA,116.2,68,NA,116.2,"NYC","QUEENS",14,"11433","Jamaica","NY",40.696538,-73.78734
"639","11433","2011",NA,127.75,80.7,NA,127.75,"NYC","QUEENS",6,"11433","Jamaica","NY",40.696538,-73.78734
"640","11434","2012",NA,141.35,72.75,NA,141.35,"NYC","QUEENS",14,"11434","Jamaica","NY",40.674888,-73.7727
"641","11434","2011",NA,220.55,101.4,NA,220.55,"NYC","QUEENS",4,"11434","Jamaica","NY",40.674888,-73.7727
"642","11434","2014",NA,132.05,82.7,151.3,132.05,"NYC","QUEENS",17,"11434","Jamaica","NY",40.674888,-73.7727
"643","11434","2013",NA,160.45,72.5,123.3,160.45,"NYC","QUEENS",17,"11434","Jamaica","NY",40.674888,-73.7727
"644","11435","2013",NA,123.2,86.7,123.6,123.2,"NYC","QUEENS",74,"11435","Jamaica","NY",40.700068,-73.80986
"645","11435","2011",NA,83.4,35.25,NA,83.4,"NYC","QUEENS",4,"11435","Jamaica","NY",40.700068,-73.80986
"646","11435","2012",NA,122,75.85,NA,122,"NYC","QUEENS",72,"11435","Jamaica","NY",40.700068,-73.80986
"647","11435","2014",NA,123.3,86.8,124.9,123.3,"NYC","QUEENS",65,"11435","Jamaica","NY",40.700068,-73.80986
"648","11436","2013",NA,241.1,87.1,210.6,241.1,"NYC","QUEENS",3,"11436","Jamaica","NY",40.674146,-73.79687
"649","11436","2011",NA,203.5,83.4,NA,203.5,"NYC","QUEENS",3,"11436","Jamaica","NY",40.674146,-73.79687
"650","11436","2014",NA,360.2,191.9,363.95,360.2,"NYC","QUEENS",2,"11436","Jamaica","NY",40.674146,-73.79687
"651","11691","2013",NA,97.3,73.8,110.9,97.3,"NYC","QUEENS",55,"11691","Far Rockaway","NY",40.60002,-73.75962
"652","11691","2011",NA,222.5,156.6,NA,222.5,"NYC","QUEENS",5,"11691","Far Rockaway","NY",40.60002,-73.75962
"653","11691","2014",NA,114.5,86.3,136.6,114.5,"NYC","QUEENS",41,"11691","Far Rockaway","NY",40.60002,-73.75962
"654","11691","2012",NA,110.2,66.6,NA,110.2,"NYC","QUEENS",54,"11691","Far Rockaway","NY",40.60002,-73.75962
"655","11692","2011",NA,266.45,165.45,NA,266.45,"NYC","QUEENS",2,"11692","Arverne","NY",40.592939,-73.79568
"656","11692","2014",NA,109,78.4,137.15,109,"NYC","QUEENS",12,"11692","Arverne","NY",40.592939,-73.79568
"657","11692","2012",NA,204,136.5,NA,204,"NYC","QUEENS",5,"11692","Arverne","NY",40.592939,-73.79568
"658","11692","2013",NA,217.5,138.8,190.55,217.5,"NYC","QUEENS",6,"11692","Arverne","NY",40.592939,-73.79568
"659","11693","2014",NA,128.3,115.8,156.6,128.3,"NYC","QUEENS",11,"11693","Far Rockaway","NY",40.596959,-73.81978
"660","11693","2013",NA,94.3,35.6,95,94.3,"NYC","QUEENS",9,"11693","Far Rockaway","NY",40.596959,-73.81978
"661","11693","2012",NA,135.1,87.2,NA,135.1,"NYC","QUEENS",9,"11693","Far Rockaway","NY",40.596959,-73.81978
"662","11694","2012",NA,137.8,79.4,NA,137.8,"NYC","QUEENS",13,"11694","Rockaway Park","NY",40.57649,-73.84721
"663","11694","2014",NA,137.8,87.6,121.2,137.8,"NYC","QUEENS",13,"11694","Rockaway Park","NY",40.57649,-73.84721
"664","11694","2013",NA,130.55,61.85,99.7,130.55,"NYC","QUEENS",14,"11694","Rockaway Park","NY",40.57649,-73.84721
"665","20001","2011",22,222.65,68.25,NA,NA,"DC",NA,NA,"20001","Washington","DC",38.907711,-77.01732
"666","20001","2012",37,195.3,63.9,NA,NA,"DC",NA,NA,"20001","Washington","DC",38.907711,-77.01732
"667","20001","2015",124,182.2,68.15,181.75,69.05,"DC",NA,NA,"20001","Washington","DC",38.907711,-77.01732
"668","20001","2013",47,186.2,72.1,185.9,72.1,"DC",NA,NA,"20001","Washington","DC",38.907711,-77.01732
"669","20001","2014",95,168,62,168,62.5,"DC",NA,NA,"20001","Washington","DC",38.907711,-77.01732
"670","20002","2011",12,226.7,77.15,NA,NA,"DC",NA,NA,"20002","Washington","DC",38.901811,-76.99097
"671","20002","2013",26,191.95,75.95,191.55,76.2,"DC",NA,NA,"20002","Washington","DC",38.901811,-76.99097
"672","20002","2014",72,175.5,71,176.5,70.1,"DC",NA,NA,"20002","Washington","DC",38.901811,-76.99097
"673","20002","2015",96,173.3,NA,176.3,69.4,"DC",NA,NA,"20002","Washington","DC",38.901811,-76.99097
"674","20002","2012",17,205.7,73.5,NA,NA,"DC",NA,NA,"20002","Washington","DC",38.901811,-76.99097
"675","20003","2015",46,166.25,65.35,163.05,66.05,"DC",NA,NA,"20003","Washington","DC",38.881762,-76.99447
"676","20003","2013",9,206,91.8,206,92.9,"DC",NA,NA,"20003","Washington","DC",38.881762,-76.99447
"677","20003","2011",5,216.6,65.6,NA,NA,"DC",NA,NA,"20003","Washington","DC",38.881762,-76.99447
"678","20003","2012",8,186.5,57.65,NA,NA,"DC",NA,NA,"20003","Washington","DC",38.881762,-76.99447
"679","20003","2014",28,151.1,73.65,152.6,72.75,"DC",NA,NA,"20003","Washington","DC",38.881762,-76.99447
"680","20004","2012",27,220.15,NA,NA,NA,"DC",NA,NA,"20004","Washington","DC",38.895268,-77.0276
"681","20004","2013",31,198.2,63.1,198.2,63.1,"DC",NA,NA,"20004","Washington","DC",38.895268,-77.0276
"682","20004","2014",44,205.5,66.5,202.5,68.15,"DC",NA,NA,"20004","Washington","DC",38.895268,-77.0276
"683","20004","2015",48,210.6,68.5,203,69,"DC",NA,NA,"20004","Washington","DC",38.895268,-77.0276
"684","20004","2011",23,224.4,70.6,NA,NA,"DC",NA,NA,"20004","Washington","DC",38.895268,-77.0276
"685","20005","2013",80,189,64.7,188.75,64.75,"DC",NA,NA,"20005","Washington","DC",38.904461,-77.03088
"686","20005","2015",145,182.7,NA,181.5,64.35,"DC",NA,NA,"20005","Washington","DC",38.904461,-77.03088
"687","20005","2011",38,210.2,64.9,NA,NA,"DC",NA,NA,"20005","Washington","DC",38.904461,-77.03088
"688","20005","2014",133,185.5,66,185,65.3,"DC",NA,NA,"20005","Washington","DC",38.904461,-77.03088
"689","20005","2012",53,198.35,61.8,NA,NA,"DC",NA,NA,"20005","Washington","DC",38.904461,-77.03088
"690","20006","2013",48,190.7,64.15,190.7,64.15,"DC",NA,NA,"20006","Washington","DC",38.897567,-77.04195
"691","20006","2015",87,183.85,NA,186.35,64.5,"DC",NA,NA,"20006","Washington","DC",38.897567,-77.04195
"692","20006","2011",20,218.3,71.7,NA,NA,"DC",NA,NA,"20006","Washington","DC",38.897567,-77.04195
"693","20006","2014",75,187,65,191,66.15,"DC",NA,NA,"20006","Washington","DC",38.897567,-77.04195
"694","20006","2012",36,203.75,63.8,NA,NA,"DC",NA,NA,"20006","Washington","DC",38.897567,-77.04195
"695","20007","2013",26,179.35,76.3,179.1,76.35,"DC",NA,NA,"20007","Washington","DC",38.913961,-77.07179
"696","20007","2015",56,166.7,75.1,169,75.65,"DC",NA,NA,"20007","Washington","DC",38.913961,-77.07179
"697","20007","2014",49,172,77,172,76.7,"DC",NA,NA,"20007","Washington","DC",38.913961,-77.07179
"698","20007","2012",22,185.8,70.85,NA,NA,"DC",NA,NA,"20007","Washington","DC",38.913961,-77.07179
"699","20007","2011",8,275.35,92.85,NA,NA,"DC",NA,NA,"20007","Washington","DC",38.913961,-77.07179
"700","20008","2013",7,95.5,58.1,95.4,58.5,"DC",NA,NA,"20008","Washington","DC",38.934866,-77.06039
"701","20008","2014",73,108.5,60,109,57.65,"DC",NA,NA,"20008","Washington","DC",38.934866,-77.06039
"702","20008","2015",68,120.6,63.85,121.3,64.95,"DC",NA,NA,"20008","Washington","DC",38.934866,-77.06039
"703","20008","2011",4,228.9,100.85,NA,NA,"DC",NA,NA,"20008","Washington","DC",38.934866,-77.06039
"704","20008","2012",26,123.7,60.35,NA,NA,"DC",NA,NA,"20008","Washington","DC",38.934866,-77.06039
"705","20009","2014",84,115,59,115.5,58.9,"DC",NA,NA,"20009","Washington","DC",38.919211,-77.03777
"706","20009","2015",94,122.75,NA,123.8,64.95,"DC",NA,NA,"20009","Washington","DC",38.919211,-77.03777
"707","20009","2013",12,137.45,72.7,137,73.25,"DC",NA,NA,"20009","Washington","DC",38.919211,-77.03777
"708","20009","2011",2,245.5,113.35,NA,NA,"DC",NA,NA,"20009","Washington","DC",38.919211,-77.03777
"709","20009","2012",10,106.55,60.1,NA,NA,"DC",NA,NA,"20009","Washington","DC",38.919211,-77.03777
"710","20010","2015",36,131.4,74.85,133.4,75.2,"DC",NA,NA,"20010","Washington","DC",38.933311,-77.02929
"711","20010","2013",2,305.95,158.05,305.05,158.9,"DC",NA,NA,"20010","Washington","DC",38.933311,-77.02929
"712","20010","2014",36,122.6,67.25,123.5,62.8,"DC",NA,NA,"20010","Washington","DC",38.933311,-77.02929
"713","20010","2012",5,110.6,59.4,NA,NA,"DC",NA,NA,"20010","Washington","DC",38.933311,-77.02929
"714","20011","2013",2,133.95,55.3,133.75,55.45,"DC",NA,NA,"20011","Washington","DC",38.95211,-77.02097
"715","20011","2015",46,130.3,66.65,130.85,67.9,"DC",NA,NA,"20011","Washington","DC",38.95211,-77.02097
"716","20011","2014",39,122,69,121,68.2,"DC",NA,NA,"20011","Washington","DC",38.95211,-77.02097
"717","20012","2014",14,120.5,69,122,67.85,"DC",NA,NA,"20012","Washington","DC",38.97808,-77.02858
"718","20012","2013",2,174.15,64,174.35,63.95,"DC",NA,NA,"20012","Washington","DC",38.97808,-77.02858
"719","20012","2015",17,122.8,NA,122.7,60.2,"DC",NA,NA,"20012","Washington","DC",38.97808,-77.02858
"720","20015","2013",5,150.8,75.3,150.5,76,"DC",NA,NA,"20015","Washington","DC",38.96516,-77.06737
"721","20015","2014",14,141,71.5,144.5,67.6,"DC",NA,NA,"20015","Washington","DC",38.96516,-77.06737
"722","20015","2012",4,166.75,73.1,NA,NA,"DC",NA,NA,"20015","Washington","DC",38.96516,-77.06737
"723","20015","2015",19,146.8,69.2,148,70,"DC",NA,NA,"20015","Washington","DC",38.96516,-77.06737
"724","20016","2012",15,118.45,NA,NA,NA,"DC",NA,NA,"20016","Washington","DC",38.94081,-77.08723
"725","20016","2014",45,126.5,65,127,63,"DC",NA,NA,"20016","Washington","DC",38.94081,-77.08723
"726","20016","2015",51,161.75,80.2,158.2,84.25,"DC",NA,NA,"20016","Washington","DC",38.94081,-77.08723
"727","20016","2011",2,427.55,131.6,NA,NA,"DC",NA,NA,"20016","Washington","DC",38.94081,-77.08723
"728","20016","2013",12,189,76.35,189,76.7,"DC",NA,NA,"20016","Washington","DC",38.94081,-77.08723
"729","20017","2013",9,175.6,101.5,175.3,102.7,"DC",NA,NA,"20017","Washington","DC",38.937478,-76.99125
"730","20017","2015",28,133.6,71.95,137.1,71.5,"DC",NA,NA,"20017","Washington","DC",38.937478,-76.99125
"731","20017","2012",7,156.2,72.4,NA,NA,"DC",NA,NA,"20017","Washington","DC",38.937478,-76.99125
"732","20017","2014",16,131,69.5,134.5,68.8,"DC",NA,NA,"20017","Washington","DC",38.937478,-76.99125
"733","20018","2015",26,213.75,106.1,210.6,106.8,"DC",NA,NA,"20018","Washington","DC",38.928761,-76.97523
"734","20018","2014",33,99,50,100,45.2,"DC",NA,NA,"20018","Washington","DC",38.928761,-76.97523
"735","20018","2013",7,161.2,83,160.4,83.4,"DC",NA,NA,"20018","Washington","DC",38.928761,-76.97523
"736","20019","2013",9,143,80.9,143,81.9,"DC",NA,NA,"20019","Washington","DC",38.891445,-76.93811
"737","20019","2014",36,134,74.15,135.9,73.15,"DC",NA,NA,"20019","Washington","DC",38.891445,-76.93811
"738","20019","2015",47,157.4,NA,157.35,81.8,"DC",NA,NA,"20019","Washington","DC",38.891445,-76.93811
"739","20020","2013",4,198.95,105.5,198.05,106.4,"DC",NA,NA,"20020","Washington","DC",38.863079,-76.97138
"740","20020","2015",37,160.2,79.4,159.2,80.4,"DC",NA,NA,"20020","Washington","DC",38.863079,-76.97138
"741","20020","2014",33,137.8,72.6,139.3,71.7,"DC",NA,NA,"20020","Washington","DC",38.863079,-76.97138
"742","20024","2013",31,215,71.3,214.3,71.3,"DC",NA,NA,"20024","Washington","DC",38.880112,-77.02362
"743","20024","2014",49,177,79,187,77.5,"DC",NA,NA,"20024","Washington","DC",38.880112,-77.02362
"744","20024","2011",15,244.45,76.6,NA,NA,"DC",NA,NA,"20024","Washington","DC",38.880112,-77.02362
"745","20024","2012",26,224.3,74.55,NA,NA,"DC",NA,NA,"20024","Washington","DC",38.880112,-77.02362
"746","20024","2015",64,171.9,NA,173,75.3,"DC",NA,NA,"20024","Washington","DC",38.880112,-77.02362
"747","20032","2014",17,128.5,54,129,53.5,"DC",NA,NA,"20032","Washington","DC",38.836145,-77.00058
"748","20032","2015",24,166.9,78.6,165.6,79.7,"DC",NA,NA,"20032","Washington","DC",38.836145,-77.00058
"749","20036","2011",19,220.9,72.8,NA,NA,"DC",NA,NA,"20036","Washington","DC",38.906778,-77.04148
"750","20036","2013",72,200.25,70.05,200.45,70.1,"DC",NA,NA,"20036","Washington","DC",38.906778,-77.04148
"751","20036","2015",128,185.2,70.05,186.65,69.95,"DC",NA,NA,"20036","Washington","DC",38.906778,-77.04148
"752","20036","2012",41,202.8,66.9,NA,NA,"DC",NA,NA,"20036","Washington","DC",38.906778,-77.04148
"753","20036","2014",119,186,71,187,70.25,"DC",NA,NA,"20036","Washington","DC",38.906778,-77.04148
"754","20037","2012",26,194.8,73.6,NA,NA,"DC",NA,NA,"20037","Washington","DC",38.900394,-77.05126
"755","20037","2015",70,179.5,NA,180.6,75,"DC",NA,NA,"20037","Washington","DC",38.900394,-77.05126
"756","20037","2011",14,220.05,72.95,NA,NA,"DC",NA,NA,"20037","Washington","DC",38.900394,-77.05126
"757","20037","2014",62,179,71,178,70.4,"DC",NA,NA,"20037","Washington","DC",38.900394,-77.05126
"758","20037","2013",28,204.2,78.35,204.25,78.45,"DC",NA,NA,"20037","Washington","DC",38.900394,-77.05126
"759","20052","2015",34,193.9,NA,193.9,88.2,"DC",NA,NA,"20052","Washington","DC",38.90014,-77.047899
"760","20052","2012",14,205.25,82,NA,NA,"DC",NA,NA,"20052","Washington","DC",38.90014,-77.047899
"761","20052","2014",17,166,78,169,81.95,"DC",NA,NA,"20052","Washington","DC",38.90014,-77.047899
"762","20052","2013",10,175.3,72,175,72.45,"DC",NA,NA,"20052","Washington","DC",38.90014,-77.047899
"763","20052","2011",4,216.35,80.55,NA,NA,"DC",NA,NA,"20052","Washington","DC",38.90014,-77.047899
"764","20057","2012",3,459.5,208.6,NA,NA,"DC",NA,NA,"20057","Washington","DC",38.893311,-77.014647
"765","20057","2015",2,273.05,122,274.35,122.75,"DC",NA,NA,"20057","Washington","DC",38.893311,-77.014647
"766","20059","2013",3,142.5,45.4,142.5,45.4,"DC",NA,NA,"20059","Washington","DC",38.893311,-77.014647
"767","20059","2012",2,117.25,37.6,NA,NA,"DC",NA,NA,"20059","Washington","DC",38.893311,-77.014647
"768","20059","2011",2,130.4,40.85,NA,NA,"DC",NA,NA,"20059","Washington","DC",38.893311,-77.014647
"769","20059","2015",13,123.3,63,120.7,61.7,"DC",NA,NA,"20059","Washington","DC",38.893311,-77.014647
"770","20064","2015",3,48.2,39.3,46.3,41.1,"DC",NA,NA,"20064","Washington","DC",38.933161,-76.996348
"771","20577","2013",2,173.45,55.7,173.45,55.7,"DC",NA,NA,"20577","Washington","DC",38.900758,-77.034455
"772","94102","2011",1,151.8,100.7,157.2,95.6,"San Francisco",NA,NA,NA,NA,"CA",37.779329,-122.41915
"773","94102","2012",54,149,69.5,151.75,68.45,"San Francisco",NA,NA,NA,NA,"CA",37.779329,-122.41915
"774","94102","2015",91,131.4,61.4,131.9,62.6,"San Francisco",NA,NA,NA,NA,"CA",37.779329,-122.41915
"775","94102","2014",92,136.15,58.25,138.55,60.05,"San Francisco",NA,NA,NA,NA,"CA",37.779329,-122.41915
"776","94102","2013",84,140.3,66.75,141.1,65.45,"San Francisco",NA,NA,NA,NA,"CA",37.779329,-122.41915
"777","94103","2013",152,92.55,34.55,94.2,34.5,"San Francisco",NA,NA,NA,NA,"CA",37.772329,-122.41087
"778","94103","2012",89,114.6,43.4,115.3,42.5,"San Francisco",NA,NA,NA,NA,"CA",37.772329,-122.41087
"779","94103","2015",156,100.8,35.9,99.7,36.7,"San Francisco",NA,NA,NA,NA,"CA",37.772329,-122.41087
"780","94103","2014",168,89.4,34.15,88.15,35.05,"San Francisco",NA,NA,NA,NA,"CA",37.772329,-122.41087
"781","94103","2011",6,138.35,53.85,139.15,54.75,"San Francisco",NA,NA,NA,NA,"CA",37.772329,-122.41087
"782","94104","2012",47,138.5,57.8,139.6,56.2,"San Francisco",NA,NA,NA,NA,"CA",37.791728,-122.4019
"783","94104","2011",1,210.1,105.7,210.1,105.7,"San Francisco",NA,NA,NA,NA,"CA",37.791728,-122.4019
"784","94104","2014",61,124.1,49,123,51.3,"San Francisco",NA,NA,NA,NA,"CA",37.791728,-122.4019
"785","94104","2013",60,130.45,51.2,130.15,51.4,"San Francisco",NA,NA,NA,NA,"CA",37.791728,-122.4019
"786","94104","2015",56,125.05,51.85,125.1,53.85,"San Francisco",NA,NA,NA,NA,"CA",37.791728,-122.4019
"787","94105","2012",83,156.6,58.5,156.5,57.7,"San Francisco",NA,NA,NA,NA,"CA",37.789228,-122.3957
"788","94105","2011",5,140.8,52.5,141.5,51.8,"San Francisco",NA,NA,NA,NA,"CA",37.789228,-122.3957
"789","94105","2015",114,135.45,49.4,135.4,49.7,"San Francisco",NA,NA,NA,NA,"CA",37.789228,-122.3957
"790","94105","2013",113,139.1,55.1,139.1,55.2,"San Francisco",NA,NA,NA,NA,"CA",37.789228,-122.3957
"791","94105","2014",113,138.6,52.2,136.8,53.1,"San Francisco",NA,NA,NA,NA,"CA",37.789228,-122.3957
"792","94107","2012",56,158.5,57.95,155.65,58.1,"San Francisco",NA,NA,NA,NA,"CA",37.766529,-122.39577
"793","94107","2011",3,201.9,89.4,198.2,90.6,"San Francisco",NA,NA,NA,NA,"CA",37.766529,-122.39577
"794","94107","2013",110,114.55,45.2,115,45.35,"San Francisco",NA,NA,NA,NA,"CA",37.766529,-122.39577
"795","94107","2014",119,118.5,44.1,113,44.1,"San Francisco",NA,NA,NA,NA,"CA",37.766529,-122.39577
"796","94107","2015",124,113.7,41.4,113.35,41.5,"San Francisco",NA,NA,NA,NA,"CA",37.766529,-122.39577
"797","94108","2012",64,144.85,55,144.95,55.3,"San Francisco",NA,NA,NA,NA,"CA",37.792678,-122.40793
"798","94108","2011",4,111.65,48.9,112.75,48.3,"San Francisco",NA,NA,NA,NA,"CA",37.792678,-122.40793
"799","94108","2013",93,128,49.4,127.7,49.4,"San Francisco",NA,NA,NA,NA,"CA",37.792678,-122.40793
"800","94108","2014",101,128.8,48,131.4,50.3,"San Francisco",NA,NA,NA,NA,"CA",37.792678,-122.40793
"801","94108","2015",99,130.9,48.9,130.9,50.3,"San Francisco",NA,NA,NA,NA,"CA",37.792678,-122.40793
"802","94109","2012",33,93.9,53.7,95.6,53.2,"San Francisco",NA,NA,NA,NA,"CA",37.792778,-122.42188
"803","94109","2011",1,343.3,177.7,343.5,176.2,"San Francisco",NA,NA,NA,NA,"CA",37.792778,-122.42188
"804","94109","2013",65,115,54.6,115.2,54.5,"San Francisco",NA,NA,NA,NA,"CA",37.792778,-122.42188
"805","94109","2014",73,109.4,52.4,107.3,55.8,"San Francisco",NA,NA,NA,NA,"CA",37.792778,-122.42188
"806","94109","2015",65,111.8,55.4,111.7,55.6,"San Francisco",NA,NA,NA,NA,"CA",37.792778,-122.42188
"807","94110","2012",22,96.8,42.7,100,39.9,"San Francisco",NA,NA,NA,NA,"CA",37.74873,-122.41545
"808","94110","2011",1,193.3,94.5,192.8,92.7,"San Francisco",NA,NA,NA,NA,"CA",37.74873,-122.41545
"809","94110","2013",54,73.3,31.5,75.65,30.15,"San Francisco",NA,NA,NA,NA,"CA",37.74873,-122.41545
"810","94110","2014",58,75.05,27.85,73.2,29.4,"San Francisco",NA,NA,NA,NA,"CA",37.74873,-122.41545
"811","94110","2015",55,78,29.9,77.3,29.8,"San Francisco",NA,NA,NA,NA,"CA",37.74873,-122.41545
"812","94111","2012",69,151.8,58.8,152.2,58.3,"San Francisco",NA,NA,NA,NA,"CA",37.798228,-122.40027
"813","94111","2011",3,25.7,8.2,25.7,8.2,"San Francisco",NA,NA,NA,NA,"CA",37.798228,-122.40027
"814","94111","2013",101,135.3,53.7,134.9,53.7,"San Francisco",NA,NA,NA,NA,"CA",37.798228,-122.40027
"815","94111","2014",104,139.65,53.5,137.7,54.75,"San Francisco",NA,NA,NA,NA,"CA",37.798228,-122.40027
"816","94111","2015",101,136,53.7,135.1,53.9,"San Francisco",NA,NA,NA,NA,"CA",37.798228,-122.40027
"817","94112","2012",6,392.4,138.65,387.45,136.5,"San Francisco",NA,NA,NA,NA,"CA",37.720931,-122.44241
"818","94112","2013",11,64.3,35.6,67.2,34.2,"San Francisco",NA,NA,NA,NA,"CA",37.720931,-122.44241
"819","94112","2014",12,75.8,34.05,71.25,37.45,"San Francisco",NA,NA,NA,NA,"CA",37.720931,-122.44241
"820","94112","2015",11,82.5,37,80.2,39.1,"San Francisco",NA,NA,NA,NA,"CA",37.720931,-122.44241
"821","94114","2012",2,352.9,135.85,353.7,133.45,"San Francisco",NA,NA,NA,NA,"CA",37.758434,-122.43512
"822","94114","2013",7,305.8,166.6,305.8,166.6,"San Francisco",NA,NA,NA,NA,"CA",37.758434,-122.43512
"823","94114","2014",7,257.4,119,269.1,119,"San Francisco",NA,NA,NA,NA,"CA",37.758434,-122.43512
"824","94114","2015",7,263.4,132.9,269.1,132.9,"San Francisco",NA,NA,NA,NA,"CA",37.758434,-122.43512
"825","94115","2012",13,173,65.4,173.6,64.9,"San Francisco",NA,NA,NA,NA,"CA",37.786129,-122.43736
"826","94115","2013",31,130.9,54.3,131.9,53.4,"San Francisco",NA,NA,NA,NA,"CA",37.786129,-122.43736
"827","94115","2015",32,137.2,56.65,135.5,57.05,"San Francisco",NA,NA,NA,NA,"CA",37.786129,-122.43736
"828","94115","2014",33,166.9,61.3,162.8,64,"San Francisco",NA,NA,NA,NA,"CA",37.786129,-122.43736
"829","94116","2012",1,589.5,242.3,589.5,242.3,"San Francisco",NA,NA,NA,NA,"CA",37.743381,-122.48578
"830","94116","2013",7,138.8,76.7,140.8,74.8,"San Francisco",NA,NA,NA,NA,"CA",37.743381,-122.48578
"831","94116","2014",8,136.05,69.9,134.7,71.2,"San Francisco",NA,NA,NA,NA,"CA",37.743381,-122.48578
"832","94116","2015",6,135.75,70.45,134.95,70.9,"San Francisco",NA,NA,NA,NA,"CA",37.743381,-122.48578
"833","94117","2012",2,154.1,71.35,155.9,69.65,"San Francisco",NA,NA,NA,NA,"CA",37.770937,-122.44276
