"","zip","Year","Count","MedNormSourceEUI","MedSiteEUI","MedSourceEUI","MedNormSiteEUI","city.x","Borough","Observations","region","city.y","state","latitude","longitude"
"391","11213","2012",NA,108.1,65.6,NA,108.1,"NYC","BROOKLYN",49,"11213","Brooklyn","NY",40.670937,-73.93459
"392","11213","2013",NA,110.7,75.05,110.7,110.7,"NYC","BROOKLYN",48,"11213","Brooklyn","NY",40.670937,-73.93459
"393","11213","2011",NA,122.25,40.6,NA,122.25,"NYC","BROOKLYN",2,"11213","Brooklyn","NY",40.670937,-73.93459
"394","11214","2012",NA,114.4,78.4,NA,114.4,"NYC","BROOKLYN",58,"11214","Brooklyn","NY",40.598994,-73.99611
"395","11214","2013",NA,112.8,84.8,115.4,112.8,"NYC","BROOKLYN",63,"11214","Brooklyn","NY",40.598994,-73.99611
"396","11214","2011",NA,323.55,153.4,NA,323.55,"NYC","BROOKLYN",4,"11214","Brooklyn","NY",40.598994,-73.99611
"397","11214","2014",NA,126.35,88.7,125.1,126.35,"NYC","BROOKLYN",60,"11214","Brooklyn","NY",40.598994,-73.99611
"398","11215","2014",NA,118.55,70.35,111.7,118.55,"NYC","BROOKLYN",36,"11215","Brooklyn","NY",40.667508,-73.9856
"399","11215","2013",NA,127.6,71,119.7,127.6,"NYC","BROOKLYN",37,"11215","Brooklyn","NY",40.667508,-73.9856
"400","11215","2011",NA,149.4,52.4,NA,149.4,"NYC","BROOKLYN",8,"11215","Brooklyn","NY",40.667508,-73.9856
"401","11215","2012",NA,125.5,60.8,NA,125.5,"NYC","BROOKLYN",33,"11215","Brooklyn","NY",40.667508,-73.9856
"402","11216","2013",NA,127.25,81.1,130.4,127.25,"NYC","BROOKLYN",19,"11216","Brooklyn","NY",40.680398,-73.94824
"403","11216","2012",NA,139.9,83.1,NA,139.9,"NYC","BROOKLYN",14,"11216","Brooklyn","NY",40.680398,-73.94824
"404","11216","2014",NA,151.45,97.9,154.4,151.45,"NYC","BROOKLYN",19,"11216","Brooklyn","NY",40.680398,-73.94824
"405","11217","2012",NA,124.3,65.75,NA,124.3,"NYC","BROOKLYN",30,"11217","Brooklyn","NY",40.68209,-73.97783
"406","11217","2011",NA,318.9,115.2,NA,318.9,"NYC","BROOKLYN",7,"11217","Brooklyn","NY",40.68209,-73.97783
"407","11217","2014",NA,133.85,84.9,134,133.85,"NYC","BROOKLYN",37,"11217","Brooklyn","NY",40.68209,-73.97783
"408","11217","2013",NA,118.65,78.8,118.75,118.65,"NYC","BROOKLYN",26,"11217","Brooklyn","NY",40.68209,-73.97783
"409","11218","2011",NA,167,79.15,NA,167,"NYC","BROOKLYN",6,"11218","Brooklyn","NY",40.644552,-73.97595
"410","11218","2012",NA,109.85,68.35,NA,109.85,"NYC","BROOKLYN",92,"11218","Brooklyn","NY",40.644552,-73.97595
"411","11218","2014",NA,107,80.35,109.05,107,"NYC","BROOKLYN",88,"11218","Brooklyn","NY",40.644552,-73.97595
"412","11218","2013",NA,109.4,76.5,108,109.4,"NYC","BROOKLYN",84,"11218","Brooklyn","NY",40.644552,-73.97595
"413","11219","2013",NA,108.5,73.1,105.65,108.5,"NYC","BROOKLYN",52,"11219","Brooklyn","NY",40.632449,-73.99629
"414","11219","2011",NA,452.5,299.3,NA,452.5,"NYC","BROOKLYN",11,"11219","Brooklyn","NY",40.632449,-73.99629
"415","11219","2012",NA,113.5,69.85,NA,113.5,"NYC","BROOKLYN",52,"11219","Brooklyn","NY",40.632449,-73.99629
"416","11219","2014",NA,102.75,75.3,104.7,102.75,"NYC","BROOKLYN",52,"11219","Brooklyn","NY",40.632449,-73.99629
"417","11220","2013",NA,130.5,88,129.3,130.5,"NYC","BROOKLYN",23,"11220","Brooklyn","NY",40.641436,-74.01574
"418","11220","2011",NA,84.8,31.6,NA,84.8,"NYC","BROOKLYN",8,"11220","Brooklyn","NY",40.641436,-74.01574
"419","11220","2012",NA,115.25,69.25,NA,115.25,"NYC","BROOKLYN",24,"11220","Brooklyn","NY",40.641436,-74.01574
"420","11220","2014",NA,123.3,79.8,123,123.3,"NYC","BROOKLYN",23,"11220","Brooklyn","NY",40.641436,-74.01574
"421","11221","2014",NA,146.95,109,153.5,146.95,"NYC","BROOKLYN",19,"11221","Brooklyn","NY",40.691234,-73.92637
"422","11221","2013",NA,130.1,85.3,134.5,130.1,"NYC","BROOKLYN",15,"11221","Brooklyn","NY",40.691234,-73.92637
"423","11221","2011",NA,231.3,120.4,NA,231.3,"NYC","BROOKLYN",3,"11221","Brooklyn","NY",40.691234,-73.92637
"424","11221","2012",NA,137.4,87.1,NA,137.4,"NYC","BROOKLYN",17,"11221","Brooklyn","NY",40.691234,-73.92637
"425","11222","2011",NA,97.3,65.6,NA,97.3,"NYC","BROOKLYN",11,"11222","Brooklyn","NY",40.726302,-73.94559
"426","11222","2014",NA,96.6,54.3,97.6,96.6,"NYC","BROOKLYN",17,"11222","Brooklyn","NY",40.726302,-73.94559
"427","11222","2013",NA,82.4,45.7,82.3,82.4,"NYC","BROOKLYN",20,"11222","Brooklyn","NY",40.726302,-73.94559
"428","11222","2012",NA,89.2,47.3,NA,89.2,"NYC","BROOKLYN",18,"11222","Brooklyn","NY",40.726302,-73.94559
"429","11223","2013",NA,94.3,77.5,95.7,94.3,"NYC","BROOKLYN",55,"11223","Brooklyn","NY",40.598142,-73.97229
"430","11223","2012",NA,104.95,72.05,NA,104.95,"NYC","BROOKLYN",52,"11223","Brooklyn","NY",40.598142,-73.97229
"431","11223","2014",NA,102.5,82.55,107.75,102.5,"NYC","BROOKLYN",56,"11223","Brooklyn","NY",40.598142,-73.97229
"432","11224","2011",NA,225.3,107.35,NA,225.3,"NYC","BROOKLYN",4,"11224","Brooklyn","NY",40.576589,-73.99172
"433","11224","2012",NA,163,89.55,NA,163,"NYC","BROOKLYN",22,"11224","Brooklyn","NY",40.576589,-73.99172
"434","11224","2014",NA,163.95,101.15,168.6,163.95,"NYC","BROOKLYN",34,"11224","Brooklyn","NY",40.576589,-73.99172
"435","11224","2013",NA,135.5,92,143.1,135.5,"NYC","BROOKLYN",26,"11224","Brooklyn","NY",40.576589,-73.99172
"436","11225","2012",NA,119.4,73.8,NA,119.4,"NYC","BROOKLYN",89,"11225","Brooklyn","NY",40.662892,-73.95509
"437","11225","2011",NA,113.5,36.3,NA,113.5,"NYC","BROOKLYN",2,"11225","Brooklyn","NY",40.662892,-73.95509
"438","11225","2014",NA,121.9,89.5,122.4,121.9,"NYC","BROOKLYN",91,"11225","Brooklyn","NY",40.662892,-73.95509
"439","11225","2013",NA,118.4,86.1,119.65,118.4,"NYC","BROOKLYN",80,"11225","Brooklyn","NY",40.662892,-73.95509
"440","11226","2011",NA,202.55,92.7,NA,202.55,"NYC","BROOKLYN",6,"11226","Brooklyn","NY",40.645256,-73.95553
"441","11226","2014",NA,115.4,86.6,119.8,115.4,"NYC","BROOKLYN",183,"11226","Brooklyn","NY",40.645256,-73.95553
"442","11226","2013",NA,118.55,85.4,118.9,118.55,"NYC","BROOKLYN",172,"11226","Brooklyn","NY",40.645256,-73.95553
"443","11226","2012",NA,116.95,75.55,NA,116.95,"NYC","BROOKLYN",184,"11226","Brooklyn","NY",40.645256,-73.95553
"444","11228","2013",NA,142.8,95.45,144.25,142.8,"NYC","BROOKLYN",4,"11228","Brooklyn","NY",40.617563,-74.01168
"445","11228","2014",NA,155.8,119.65,159.45,155.8,"NYC","BROOKLYN",4,"11228","Brooklyn","NY",40.617563,-74.01168
"446","11228","2012",NA,158.2,87.15,NA,158.2,"NYC","BROOKLYN",6,"11228","Brooklyn","NY",40.617563,-74.01168
"447","11228","2011",NA,565.1,439.9,NA,565.1,"NYC","BROOKLYN",2,"11228","Brooklyn","NY",40.617563,-74.01168
"448","11229","2014",NA,110.1,85.8,117.7,110.1,"NYC","BROOKLYN",100,"11229","Brooklyn","NY",40.599256,-73.94118
"449","11229","2013",NA,118.9,88,120.7,118.9,"NYC","BROOKLYN",113,"11229","Brooklyn","NY",40.599256,-73.94118
"450","11229","2011",NA,389.3,132.6,NA,389.3,"NYC","BROOKLYN",3,"11229","Brooklyn","NY",40.599256,-73.94118
"451","11229","2012",NA,114,76.6,NA,114,"NYC","BROOKLYN",111,"11229","Brooklyn","NY",40.599256,-73.94118
"452","11230","2014",NA,105.2,82.9,108.7,105.2,"NYC","BROOKLYN",163,"11230","Brooklyn","NY",40.622994,-73.96427
"453","11230","2013",NA,107.9,82.15,109,107.9,"NYC","BROOKLYN",168,"11230","Brooklyn","NY",40.622994,-73.96427
"454","11230","2011",NA,155.65,73.1,NA,155.65,"NYC","BROOKLYN",6,"11230","Brooklyn","NY",40.622994,-73.96427
"455","11230","2012",NA,112.8,75.6,NA,112.8,"NYC","BROOKLYN",163,"11230","Brooklyn","NY",40.622994,-73.96427
"456","11231","2011",NA,71.1,26,NA,71.1,"NYC","BROOKLYN",7,"11231","Brooklyn","NY",40.6788,-74.00254
"457","11231","2013",NA,114,51.95,110.95,114,"NYC","BROOKLYN",18,"11231","Brooklyn","NY",40.6788,-74.00254
"458","11231","2014",NA,107,63.7,118.1,107,"NYC","BROOKLYN",15,"11231","Brooklyn","NY",40.6788,-74.00254
"459","11231","2012",NA,129.25,60.8,NA,129.25,"NYC","BROOKLYN",16,"11231","Brooklyn","NY",40.6788,-74.00254
"460","11232","2012",NA,123.5,52.6,NA,123.5,"NYC","BROOKLYN",23,"11232","Brooklyn","NY",40.655481,-74.00424
"461","11232","2011",NA,64.8,27,NA,64.8,"NYC","BROOKLYN",21,"11232","Brooklyn","NY",40.655481,-74.00424
"462","11232","2013",NA,94.2,43.25,91.05,94.2,"NYC","BROOKLYN",24,"11232","Brooklyn","NY",40.655481,-74.00424
"463","11232","2014",NA,98.45,55.85,99.9,98.45,"NYC","BROOKLYN",26,"11232","Brooklyn","NY",40.655481,-74.00424
"464","11233","2011",NA,74.8,45,NA,74.8,"NYC","BROOKLYN",5,"11233","Brooklyn","NY",40.676938,-73.91858
"465","11233","2014",NA,104.6,69.3,114,104.6,"NYC","BROOKLYN",24,"11233","Brooklyn","NY",40.676938,-73.91858
"466","11233","2013",NA,105.5,66.65,106.15,105.5,"NYC","BROOKLYN",18,"11233","Brooklyn","NY",40.676938,-73.91858
"467","11233","2012",NA,94.15,45,NA,94.15,"NYC","BROOKLYN",22,"11233","Brooklyn","NY",40.676938,-73.91858
"468","11234","2013",NA,108.95,77.05,112.65,108.95,"NYC","BROOKLYN",20,"11234","Brooklyn","NY",40.618561,-73.9216
"469","11234","2012",NA,108.4,64.8,NA,108.4,"NYC","BROOKLYN",19,"11234","Brooklyn","NY",40.618561,-73.9216
"470","11234","2014",NA,117.1,74.15,111.25,117.1,"NYC","BROOKLYN",24,"11234","Brooklyn","NY",40.618561,-73.9216
"471","11234","2011",NA,106.4,95.6,NA,106.4,"NYC","BROOKLYN",8,"11234","Brooklyn","NY",40.618561,-73.9216
"472","11235","2013",NA,115.5,79.7,114,115.5,"NYC","BROOKLYN",147,"11235","Brooklyn","NY",40.583803,-73.95019
"473","11235","2011",NA,247.6,106.45,NA,247.6,"NYC","BROOKLYN",8,"11235","Brooklyn","NY",40.583803,-73.95019
"474","11235","2012",NA,117.6,72.8,NA,117.6,"NYC","BROOKLYN",145,"11235","Brooklyn","NY",40.583803,-73.95019
"475","11235","2014",NA,114.5,82.7,115.2,114.5,"NYC","BROOKLYN",147,"11235","Brooklyn","NY",40.583803,-73.95019
"476","11236","2011",NA,98.95,43.25,NA,98.95,"NYC","BROOKLYN",10,"11236","Brooklyn","NY",40.640527,-73.90362
"477","11236","2014",NA,162.1,101.2,165.45,162.1,"NYC","BROOKLYN",18,"11236","Brooklyn","NY",40.640527,-73.90362
"478","11236","2012",NA,185.05,101.25,NA,185.05,"NYC","BROOKLYN",12,"11236","Brooklyn","NY",40.640527,-73.90362
"479","11236","2013",NA,151.9,102.65,153.15,151.9,"NYC","BROOKLYN",16,"11236","Brooklyn","NY",40.640527,-73.90362
"480","11237","2014",NA,84.1,40.35,91.2,84.1,"NYC","BROOKLYN",28,"11237","Brooklyn","NY",40.703355,-73.91993
"481","11237","2011",NA,85.95,34.9,NA,85.95,"NYC","BROOKLYN",14,"11237","Brooklyn","NY",40.703355,-73.91993
"482","11237","2013",NA,87.1,33.5,90.65,87.1,"NYC","BROOKLYN",26,"11237","Brooklyn","NY",40.703355,-73.91993
"483","11237","2012",NA,72.9,31,NA,72.9,"NYC","BROOKLYN",25,"11237","Brooklyn","NY",40.703355,-73.91993
"484","11238","2011",NA,123.1,76.1,NA,123.1,"NYC","BROOKLYN",7,"11238","Brooklyn","NY",40.680145,-73.96257
"485","11238","2014",NA,117.3,84.1,124.3,117.3,"NYC","BROOKLYN",56,"11238","Brooklyn","NY",40.680145,-73.96257
"486","11238","2012",NA,129.75,80.8,NA,129.75,"NYC","BROOKLYN",58,"11238","Brooklyn","NY",40.680145,-73.96257
"487","11238","2013",NA,131,80.85,119.75,131,"NYC","BROOKLYN",60,"11238","Brooklyn","NY",40.680145,-73.96257
"488","11239","2011",NA,239.4,206.6,NA,239.4,"NYC","BROOKLYN",9,"11239","Brooklyn","NY",40.645848,-73.87919
"489","11239","2013",NA,132,86,132.6,132,"NYC","BROOKLYN",9,"11239","Brooklyn","NY",40.645848,-73.87919
"490","11239","2012",NA,210.8,200.9,NA,210.8,"NYC","BROOKLYN",21,"11239","Brooklyn","NY",40.645848,-73.87919
"491","11239","2014",NA,131.4,86.9,133.5,131.4,"NYC","BROOKLYN",9,"11239","Brooklyn","NY",40.645848,-73.87919
"492","11249","2011",NA,79.4,32.3,NA,79.4,"NYC","BROOKLYN",10,"11249","Brooklyn","NY",40.645099,-73.945032
"493","11249","2013",NA,73.8,50.7,96.8,73.8,"NYC","BROOKLYN",41,"11249","Brooklyn","NY",40.645099,-73.945032
"494","11249","2012",NA,91,36.45,NA,91,"NYC","BROOKLYN",38,"11249","Brooklyn","NY",40.645099,-73.945032
"495","11249","2014",NA,97.3,59.9,110.2,97.3,"NYC","BROOKLYN",37,"11249","Brooklyn","NY",40.645099,-73.945032
"496","11354","2011",NA,211.95,96.95,NA,211.95,"NYC","QUEENS",8,"11354","Flushing","NY",40.767969,-73.82496
"497","11354","2014",NA,124.9,90.25,128.8,124.9,"NYC","QUEENS",90,"11354","Flushing","NY",40.767969,-73.82496
"498","11354","2012",NA,128.8,84.3,NA,128.8,"NYC","QUEENS",101,"11354","Flushing","NY",40.767969,-73.82496
"499","11354","2013",NA,133.2,91.65,134.35,133.2,"NYC","QUEENS",86,"11354","Flushing","NY",40.767969,-73.82496
"500","11355","2013",NA,126.4,92.3,126.9,126.4,"NYC","QUEENS",100,"11355","Flushing","NY",40.749463,-73.81941
"501","11355","2011",NA,646.9,341.3,NA,646.9,"NYC","QUEENS",3,"11355","Flushing","NY",40.749463,-73.81941
"502","11355","2014",NA,125,93.6,129.6,125,"NYC","QUEENS",107,"11355","Flushing","NY",40.749463,-73.81941
"503","11355","2012",NA,118.95,81.1,NA,118.95,"NYC","QUEENS",110,"11355","Flushing","NY",40.749463,-73.81941
"504","11356","2013",NA,229.15,101.2,200.9,229.15,"NYC","QUEENS",15,"11356","College Point","NY",40.785462,-73.84366
"505","11356","2011",NA,290.4,112.45,NA,290.4,"NYC","QUEENS",8,"11356","College Point","NY",40.785462,-73.84366
"506","11356","2012",NA,256.8,98.3,NA,256.8,"NYC","QUEENS",15,"11356","College Point","NY",40.785462,-73.84366
"507","11356","2014",NA,144.7,92.15,173.85,144.7,"NYC","QUEENS",18,"11356","College Point","NY",40.785462,-73.84366
"508","11357","2013",NA,146.4,87.65,160.15,146.4,"NYC","QUEENS",28,"11357","Whitestone","NY",40.784453,-73.80922
"509","11357","2014",NA,151.45,84.9,155.4,151.45,"NYC","QUEENS",28,"11357","Whitestone","NY",40.784453,-73.80922
"510","11357","2012",NA,134.6,72.7,NA,134.6,"NYC","QUEENS",27,"11357","Whitestone","NY",40.784453,-73.80922
"511","11357","2011",NA,275.65,102.65,NA,275.65,"NYC","QUEENS",8,"11357","Whitestone","NY",40.784453,-73.80922
"512","11358","2012",NA,89,56.2,NA,89,"NYC","QUEENS",7,"11358","Flushing","NY",40.760522,-73.79612
"513","11358","2014",NA,110,70.9,106.6,110,"NYC","QUEENS",10,"11358","Flushing","NY",40.760522,-73.79612
"514","11358","2013",NA,98.15,71.65,98.6,98.15,"NYC","QUEENS",8,"11358","Flushing","NY",40.760522,-73.79612
"515","11360","2013",NA,153.5,74.7,153.9,153.5,"NYC","QUEENS",35,"11360","Bayside","NY",40.780386,-73.78005
"516","11360","2011",NA,381.4,121.9,NA,381.4,"NYC","QUEENS",13,"11360","Bayside","NY",40.780386,-73.78005
"517","11360","2014",NA,117,75.1,117.9,117,"NYC","QUEENS",25,"11360","Bayside","NY",40.780386,-73.78005
"518","11360","2012",NA,170.8,81.7,NA,170.8,"NYC","QUEENS",31,"11360","Bayside","NY",40.780386,-73.78005
"519","11361","2012",NA,170.65,96.3,NA,170.65,"NYC","QUEENS",8,"11361","Bayside","NY",40.763177,-73.77392
"520","11361","2014",NA,107.7,77.3,110.2,107.7,"NYC","QUEENS",7,"11361","Bayside","NY",40.763177,-73.77392
"521","11361","2013",NA,132.4,91.8,132.6,132.4,"NYC","QUEENS",6,"11361","Bayside","NY",40.763177,-73.77392
"522","11362","2012",NA,161.65,103.15,NA,161.65,"NYC","QUEENS",34,"11362","Little Neck","NY",40.759686,-73.73322
"523","11362","2011",NA,173.8,59.6,NA,173.8,"NYC","QUEENS",3,"11362","Little Neck","NY",40.759686,-73.73322
"524","11362","2013",NA,152.7,112.4,164.5,152.7,"NYC","QUEENS",37,"11362","Little Neck","NY",40.759686,-73.73322
"525","11362","2014",NA,150.95,107.6,151.5,150.95,"NYC","QUEENS",17,"11362","Little Neck","NY",40.759686,-73.73322
"526","11363","2013",NA,128.5,45.45,77.2,128.5,"NYC","QUEENS",2,"11363","Little Neck","NY",40.772636,-73.74644
"527","11363","2012",NA,136.6,36.9,NA,136.6,"NYC","QUEENS",3,"11363","Little Neck","NY",40.772636,-73.74644
"528","11363","2014",NA,92.4,56.25,75.65,92.4,"NYC","QUEENS",4,"11363","Little Neck","NY",40.772636,-73.74644
"529","11364","2013",NA,752.7,703.7,752.7,752.7,"NYC","QUEENS",49,"11364","Oakland Gardens","NY",40.746718,-73.75994
"530","11364","2012",NA,187.5,150.6,NA,187.5,"NYC","QUEENS",55,"11364","Oakland Gardens","NY",40.746718,-73.75994
"531","11364","2014",NA,119.8,93,122.7,119.8,"NYC","QUEENS",21,"11364","Oakland Gardens","NY",40.746718,-73.75994
"532","11365","2013",NA,235,154.1,235.7,235,"NYC","QUEENS",57,"11365","Fresh Meadows","NY",40.738983,-73.79209
"533","11365","2011",NA,421.7,239.7,NA,421.7,"NYC","QUEENS",4,"11365","Fresh Meadows","NY",40.738983,-73.79209
"534","11365","2012",NA,136.2,54.7,NA,136.2,"NYC","QUEENS",59,"11365","Fresh Meadows","NY",40.738983,-73.79209
"535","11365","2014",NA,153.1,114.4,159.8,153.1,"NYC","QUEENS",25,"11365","Fresh Meadows","NY",40.738983,-73.79209
"536","11366","2012",NA,192.2,65.4,NA,192.2,"NYC","QUEENS",11,"11366","Fresh Meadows","NY",40.726137,-73.79502
"537","11366","2014",NA,327.2,231.95,329.2,327.2,"NYC","QUEENS",2,"11366","Fresh Meadows","NY",40.726137,-73.79502
"538","11366","2013",NA,453.9,325.7,454.7,453.9,"NYC","QUEENS",11,"11366","Fresh Meadows","NY",40.726137,-73.79502
"539","11367","2011",NA,172.6,76.5,NA,172.6,"NYC","QUEENS",3,"11367","Flushing","NY",40.728614,-73.82145
"540","11367","2014",NA,132.9,97.9,129.8,132.9,"NYC","QUEENS",31,"11367","Flushing","NY",40.728614,-73.82145
"541","11367","2013",NA,145.4,101.4,141.4,145.4,"NYC","QUEENS",62,"11367","Flushing","NY",40.728614,-73.82145
"542","11367","2012",NA,140.95,94.65,NA,140.95,"NYC","QUEENS",62,"11367","Flushing","NY",40.728614,-73.82145
"543","11368","2012",NA,138.7,82.85,NA,138.7,"NYC","QUEENS",48,"11368","Corona","NY",40.747106,-73.85838
"544","11368","2011",NA,262.6,150.4,NA,262.6,"NYC","QUEENS",3,"11368","Corona","NY",40.747106,-73.85838
"545","11368","2013",NA,125.3,86.3,127.1,125.3,"NYC","QUEENS",29,"11368","Corona","NY",40.747106,-73.85838
"546","11368","2014",NA,124.7,90.7,126.9,124.7,"NYC","QUEENS",45,"11368","Corona","NY",40.747106,-73.85838
"547","11369","2011",NA,217.15,98.75,NA,217.15,"NYC","QUEENS",2,"11369","East Elmhurst","NY",40.762854,-73.87051
"548","11369","2014",NA,151.9,103.7,153.7,151.9,"NYC","QUEENS",12,"11369","East Elmhurst","NY",40.762854,-73.87051
"549","11369","2013",NA,155.1,93.3,164.15,155.1,"NYC","QUEENS",12,"11369","East Elmhurst","NY",40.762854,-73.87051
"550","11369","2012",NA,160.15,87.8,NA,160.15,"NYC","QUEENS",12,"11369","East Elmhurst","NY",40.762854,-73.87051
"551","11370","2011",NA,89.1,60.1,NA,89.1,"NYC","QUEENS",3,"11370","East Elmhurst","NY",40.763015,-73.89052
"552","11370","2014",NA,85.4,76,89.3,85.4,"NYC","QUEENS",16,"11370","East Elmhurst","NY",40.763015,-73.89052
"553","11370","2012",NA,116.7,71.6,NA,116.7,"NYC","QUEENS",18,"11370","East Elmhurst","NY",40.763015,-73.89052
"554","11370","2013",NA,109.7,77.05,111.55,109.7,"NYC","QUEENS",16,"11370","East Elmhurst","NY",40.763015,-73.89052
"555","11372","2014",NA,114.7,86.7,117.8,114.7,"NYC","QUEENS",130,"11372","Jackson Heights","NY",40.750146,-73.88433
"556","11372","2011",NA,127.6,38.4,NA,127.6,"NYC","QUEENS",4,"11372","Jackson Heights","NY",40.750146,-73.88433
"557","11372","2013",NA,112.65,81.6,114.1,112.65,"NYC","QUEENS",122,"11372","Jackson Heights","NY",40.750146,-73.88433
"558","11372","2012",NA,108.7,72,NA,108.7,"NYC","QUEENS",144,"11372","Jackson Heights","NY",40.750146,-73.88433
"559","11373","2012",NA,120.4,79.55,NA,120.4,"NYC","QUEENS",124,"11373","Elmhurst","NY",40.736076,-73.87804
"560","11373","2011",NA,171.8,62.3,NA,171.8,"NYC","QUEENS",9,"11373","Elmhurst","NY",40.736076,-73.87804
"561","11373","2013",NA,125.1,90.5,124.6,125.1,"NYC","QUEENS",119,"11373","Elmhurst","NY",40.736076,-73.87804
"562","11373","2014",NA,130.7,94.7,131.45,130.7,"NYC","QUEENS",116,"11373","Elmhurst","NY",40.736076,-73.87804
"563","11374","2011",NA,242.8,74.1,NA,242.8,"NYC","QUEENS",6,"11374","Rego Park","NY",40.724945,-73.8609
"564","11374","2014",NA,113.2,86.35,121.2,113.2,"NYC","QUEENS",98,"11374","Rego Park","NY",40.724945,-73.8609
"565","11374","2012",NA,112.6,74.05,NA,112.6,"NYC","QUEENS",112,"11374","Rego Park","NY",40.724945,-73.8609
"566","11374","2013",NA,118.75,83.9,121.8,118.75,"NYC","QUEENS",95,"11374","Rego Park","NY",40.724945,-73.8609
"567","11375","2011",NA,436.8,199.2,NA,436.8,"NYC","QUEENS",4,"11375","Forest Hills","NY",40.720535,-73.84582
"568","11375","2013",NA,116.4,80.9,117,116.4,"NYC","QUEENS",183,"11375","Forest Hills","NY",40.720535,-73.84582
"569","11375","2012",NA,112.7,73,NA,112.7,"NYC","QUEENS",209,"11375","Forest Hills","NY",40.720535,-73.84582
"570","11375","2014",NA,115.1,84.3,116.6,115.1,"NYC","QUEENS",183,"11375","Forest Hills","NY",40.720535,-73.84582
"571","11377","2011",NA,97.8,52,NA,97.8,"NYC","QUEENS",9,"11377","Woodside","NY",40.742869,-73.90377
"572","11377","2012",NA,107.65,64.1,NA,107.65,"NYC","QUEENS",60,"11377","Woodside","NY",40.742869,-73.90377
"573","11377","2014",NA,124.4,79.45,120.45,124.4,"NYC","QUEENS",64,"11377","Woodside","NY",40.742869,-73.90377
"574","11377","2013",NA,108,77.1,108.9,108,"NYC","QUEENS",59,"11377","Woodside","NY",40.742869,-73.90377
"575","11378","2014",NA,99.7,61.4,99.3,99.7,"NYC","QUEENS",35,"11378","Maspeth","NY",40.724096,-73.90271
"576","11378","2011",NA,84.8,35.5,NA,84.8,"NYC","QUEENS",25,"11378","Maspeth","NY",40.724096,-73.90271
"577","11378","2012",NA,96.5,38.9,NA,96.5,"NYC","QUEENS",37,"11378","Maspeth","NY",40.724096,-73.90271
"578","11378","2013",NA,105.8,43.9,92.8,105.8,"NYC","QUEENS",27,"11378","Maspeth","NY",40.724096,-73.90271
"579","11379","2013",NA,95.4,74.85,128.2,95.4,"NYC","QUEENS",4,"11379","Middle Village","NY",40.716028,-73.87925
"580","11379","2014",NA,120.1,58,99.8,120.1,"NYC","QUEENS",4,"11379","Middle Village","NY",40.716028,-73.87925
"581","11379","2012",NA,171.8,72,NA,171.8,"NYC","QUEENS",5,"11379","Middle Village","NY",40.716028,-73.87925
"582","11379","2011",NA,195.8,68.85,NA,195.8,"NYC","QUEENS",4,"11379","Middle Village","NY",40.716028,-73.87925
"583","11385","2012",NA,69.65,33.15,NA,69.65,"NYC","QUEENS",20,"11385","Ridgewood","NY",40.703069,-73.89285
"584","11385","2013",NA,64.7,34.45,65.3,64.7,"NYC","QUEENS",18,"11385","Ridgewood","NY",40.703069,-73.89285
"585","11385","2011",NA,100.3,66.2,NA,100.3,"NYC","QUEENS",7,"11385","Ridgewood","NY",40.703069,-73.89285
"586","11385","2014",NA,116.3,65.9,117.8,116.3,"NYC","QUEENS",18,"11385","Ridgewood","NY",40.703069,-73.89285
"587","11412","2014",NA,65.1,86.8,132.75,65.1,"NYC","QUEENS",2,"11412","Saint Albans","NY",40.697188,-73.75948
"588","11412","2013",NA,NA,65.2,113,NA,"NYC","QUEENS",2,"11412","Saint Albans","NY",40.697188,-73.75948
"589","11413","2012",NA,172.5,75.8,NA,172.5,"NYC","QUEENS",7,"11413","Springfield Gardens","NY",40.670138,-73.75141
"590","11413","2014",NA,154.35,50.6,149.2,154.35,"NYC","QUEENS",9,"11413","Springfield Gardens","NY",40.670138,-73.75141
"591","11413","2013",NA,171.3,53.7,160.9,171.3,"NYC","QUEENS",7,"11413","Springfield Gardens","NY",40.670138,-73.75141
"592","11413","2011",NA,115.05,45.85,NA,115.05,"NYC","QUEENS",2,"11413","Springfield Gardens","NY",40.670138,-73.75141
"593","11414","2013",NA,118.3,83.55,123.05,118.3,"NYC","QUEENS",14,"11414","Howard Beach","NY",40.658188,-73.84321
"594","11414","2014",NA,115.8,82.4,118.3,115.8,"NYC","QUEENS",16,"11414","Howard Beach","NY",40.658188,-73.84321
"595","11414","2012",NA,126.75,79.55,NA,126.75,"NYC","QUEENS",14,"11414","Howard Beach","NY",40.658188,-73.84321
"596","11415","2013",NA,110.8,76.9,111.8,110.8,"NYC","QUEENS",41,"11415","Kew Gardens","NY",40.706903,-73.82973
"597","11415","2014",NA,112.6,82.2,117.6,112.6,"NYC","QUEENS",47,"11415","Kew Gardens","NY",40.706903,-73.82973
"598","11415","2012",NA,111.75,70.55,NA,111.75,"NYC","QUEENS",50,"11415","Kew Gardens","NY",40.706903,-73.82973
"599","11416","2014",NA,381.7,166,383.35,381.7,"NYC","QUEENS",2,"11416","Ozone Park","NY",40.683301,-73.8503
"600","11417","2011",NA,40.3,14.3,NA,40.3,"NYC","QUEENS",3,"11417","Ozone Park","NY",40.675534,-73.84476
"601","11417","2014",NA,21.8,8.5,22.1,21.8,"NYC","QUEENS",3,"11417","Ozone Park","NY",40.675534,-73.84476
