airportCode|airportLongName|dTime|dDate|airportCode|airportLongName|arrTime|arrDate|durHours|durMins|stops|price|fx|airline|airlineCode|stopName|stopHours|stopMins|stopType|segKey|tripKey|timeStamp
airportCode|airportLongName|dTime|dDate|airportCode|airportLongName|arrTime|arrDate|durHours|durMins|stops|price|fx|airline|airlineCode|stopName|stopHours|stopMins|stopType|segKey|tripKey|timeStamp
XNB|Dubai Bus Station|4:45a|3/18/2017|JFK|John F. Kennedy Intl.|4:30p|3/18/2017|19|45|1|847.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|3|55|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|17187de06597b316642c8923239a8f61|2017-02-12 16:23:55.793000
JFK|John F. Kennedy Intl.|11:00p|3/10/2017|DXB|Dubai Intl.|1:45a|3/12/2017|17|45|1|1039.46|USD|Norwegian Air Shuttle|[u'DY', u'DY']|Copenhagen (Kastrup)|4|0|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|993403c94a39e2cdace09a181e20c133|2017-02-12 16:23:55.793000
JFK|John F. Kennedy Intl.|10:20p|3/10/2017|DXB|Dubai Intl.|10:45p|3/11/2017|15|25|1|990.26|USD|Emirates|[u'EK']|Milan (MXP)|1|45|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|0b64c82421757a80c55542c0b3c40b2f|2017-02-12 16:23:55.793000
DXB|Dubai Intl.|2:25a|3/18/2017|JFK|John F. Kennedy Intl.|1:30p|3/18/2017|19|5|1|1342.6599999999999|USD|British Airways|[u'BA', u'BA']|London (LHR)|2|50|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|46f9997aabccc65d9eb5c9841a91cf46|2017-02-12 16:23:55.793000
JFK|John F. Kennedy Intl.|10:05p|3/10/2017|DXB|Dubai Intl.|11:30p|3/11/2017|16|25|1|2505.66|USD|British Airways|[u'BA', u'BA']|London (LHR)|2|20|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|b4022d02058d3ca9ab3d5d42d77147b6|2017-02-12 16:23:55.793000
EWR|Liberty Intl.|8:25a|3/10/2017|DXB|Dubai Intl.|8:10a|3/11/2017|14|45|1|904.76|USD|Emirates|[u'EK', u'EK']|Boston (Logan Intl.)|1|19|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|7ded66f47a5d5af2fda065c5a188e36f|2017-02-12 16:23:55.793000
JFK|John F. Kennedy Intl.|5:50p|3/10/2017|DXB|Dubai Intl.|11:59p|3/11/2017|21|9|1|1203.96|USD|Delta|[u'DL', u'DL']|Amsterdam (Schiphol)|7|30|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|dff7a6c0dccc5d1f739368b696a3b7b0|2017-02-12 16:23:55.793000
JFK|John F. Kennedy Intl.|10:05a|3/10/2017|DXB|Dubai Intl.|2:10p|3/11/2017|19|5|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|5|40|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|05ebf427cad7e19ad4d8ea317dc2acef|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|8:30a|3/10/2017|DXB|Dubai Intl.|8:35a|3/11/2017|15|5|1|1342.6599999999999|USD|British Airways|[u'BA', u'BA']|London (LHR)|1|35|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|9c3647b074608dbb5791d4fb36853143|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|10:00p|3/10/2017|XNB|Dubai Bus Station|10:05p|3/11/2017|15|5|1|847.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|1|0|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|272104a40063438d5285e61b60ff49d5|2017-02-12 16:23:55.794000
EWR|Liberty Intl.|6:20p|3/10/2017|DXB|Dubai Intl.|10:45p|3/11/2017|19|25|1|1322.96|USD|Lufthansa|[u'LH', u'LH']|Frankfurt  (Frankfurt Intl.)|5|55|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|b0eaf9c17838da504c7203fd26c8d2f6|2017-02-12 16:23:55.794000
DWC|Al Maktoum Intl.|11:05p|3/18/2017|JFK|John F. Kennedy Intl.|3:15p|3/19/2017|24|10|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|8|50|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|e83dcc50540ba2cfb86f6cba326438fb|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|3:30p|3/10/2017|DXB|Dubai Intl.|11:10p|3/11/2017|22|40|2|1281.06|USD|Qatar Airways|[u'QR', u'QR', u'QR']|Boston (Logan Intl.)|4|43|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|dd5d64b04b7d1a1d1e5e4c29f2994ff6|2017-02-12 16:23:55.794000
EWR|Liberty Intl.|9:30p|3/10/2017|DXB|Dubai Intl.|11:30p|3/11/2017|17|0|1|2505.66|USD|British Airways|[u'BA', u'BA']|London (LHR)|3|10|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|7eb31f1f58b1fc2155e9aebf33557dcd|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|10:20p|3/10/2017|DXB|Dubai Intl.|10:45p|3/11/2017|15|25|1|1322.96|USD|Lufthansa|[u'LH', u'LH']|Frankfurt  (Frankfurt Intl.)|1|30|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|ae6e718fa0df5e4508413add2faa13a5|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|4:29p|3/10/2017|DXB|Dubai Intl.|11:59p|3/11/2017|22|30|1|1203.96|USD|Delta|[u'DL', u'DL']|Amsterdam (Schiphol)|8|25|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|13bc37fc52f21963ecad8025daa3c92d|2017-02-12 16:23:55.794000
XNB|Dubai Bus Station|10:30p|3/18/2017|JFK|John F. Kennedy Intl.|10:25a|3/19/2017|19|55|1|847.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|3|45|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|9ca71fbfa260b1050640b5cfdaddb2b9|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|9:10p|3/10/2017|DXB|Dubai Intl.|9:30p|3/11/2017|15|20|1|1305.96|USD|Swiss International Air Lines|[u'LX', u'LX']|Zurich (ZRH)|1|35|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|3127ecfe39ce4e7dfc80bcb797303fce|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|2:15p|3/10/2017|XNB|Dubai Bus Station|11:50p|3/11/2017|24|35|1|1035.46|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|10|30|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|85410ca245a9567b18f608045a3f498f|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|3:55p|3/10/2017|DXB|Dubai Intl.|10:45p|3/11/2017|21|50|1|1322.96|USD|Lufthansa|[u'LH', u'LH']|Frankfurt  (Frankfurt Intl.)|8|10|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|fc36fc4e849bec88cae8eb0e4b488236|2017-02-12 16:23:55.794000
EWR|Liberty Intl.|7:05p|3/10/2017|DXB|Dubai Intl.|9:30p|3/11/2017|17|25|1|1462.46|USD||[u'UA', u'LX']|Zurich (ZRH)|3|45|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|ca015aca87f810e489488af3c68a058b|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|11:40p|3/10/2017|DXB|Dubai Intl.|7:10a|3/12/2017|22|30|1|912.86|USD|Turkish Airlines|[u'TK', u'TK']|Istanbul (Ataturk Intl.)|8|15|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|553695f732cc84cf264276a01ff59a05|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|2:25p|3/10/2017|DXB|Dubai Intl.|1:25a|3/12/2017|26|0|1|997.66|USD|Aeroflot-Russian Airlines|[u'SU', u'SU']|Moscow (SVO)|11|35|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|020bd48b6c23d7180e511866fc66f987|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|9:20p|3/10/2017|DXB|Dubai Intl.|11:10p|3/11/2017|16|50|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|3|25|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|80d59ab5be57bf572dfeb829cbfb7668|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|10:05a|3/10/2017|DXB|Dubai Intl.|4:10p|3/11/2017|21|5|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|7|40|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|052543ac9e2e9d12def06b94e72694c3|2017-02-12 16:23:55.794000
JFK|John F. Kennedy Intl.|8:30a|3/10/2017|DXB|Dubai Intl.|8:35a|3/11/2017|15|5|1|10802.66|USD|Aer Lingus|[u'EI', u'EI']|London (LHR)|1|35|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|b5f6ca72b28595f3ef5a65fdc5f17d42|2017-02-12 16:23:55.795000
JFK|John F. Kennedy Intl.|9:35p|3/10/2017|DXB|Dubai Intl.|6:00a|3/12/2017|23|25|1|1164.96|USD|KLM|[u'KL', u'KL']|Amsterdam (Schiphol)|9|55|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|cc152912a553558eb2b5d0a2fc67f8de|2017-02-12 16:23:55.795000
JFK|John F. Kennedy Intl.|8:30a|3/10/2017|DXB|Dubai Intl.|8:35a|3/11/2017|15|5|1|1412.6599999999999|USD|American Airlines|[u'AA', u'AA']|London (LHR)|1|35|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|b8999aa1ba2ca9b83d98c154275e24dc|2017-02-12 16:23:55.795000
JFK|John F. Kennedy Intl.|9:20p|3/10/2017|DXB|Dubai Intl.|3:10a|3/12/2017|20|50|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|7|25|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|bbfc22130b30c38427d81310e04aed47|2017-02-12 16:23:55.795000
JFK|John F. Kennedy Intl.|10:00p|3/10/2017|XNB|Dubai Bus Station|11:50p|3/11/2017|16|50|1|847.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|2|45|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|b4807a0c955f3c175f316373a5feb243|2017-02-12 16:23:55.795000
DXB|Dubai Intl.|2:25a|3/18/2017|JFK|John F. Kennedy Intl.|1:30p|3/18/2017|19|5|1|1412.6599999999999|USD|American Airlines|[u'AA', u'AA']|London (LHR)|2|50|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|14150d744f46bb5d0aad75343abf5aaf|2017-02-12 16:23:55.795000
JFK|John F. Kennedy Intl.|9:20p|3/10/2017|DXB|Dubai Intl.|9:10p|3/11/2017|14|50|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|1|25|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|233ac83ed2d9e4ec745bb9bfdffe6312|2017-02-12 16:23:55.795000
JFK|John F. Kennedy Intl.|11:10p|3/10/2017|DXB|Dubai Intl.|11:30p|3/11/2017|15|20|1|10802.66|USD|Aer Lingus|[u'EI', u'EI']|London (LHR)|1|20|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|22c75070a52fbeef109275797f4c17f7|2017-02-12 16:23:55.795000
JFK|John F. Kennedy Intl.|6:30p|3/10/2017|DXB|Dubai Intl.|3:35a|3/12/2017|24|5|1|961.26|USD|Egyptair|[u'MS', u'MS']|Cairo (CAI)|10|35|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|96211f124959abf255e4e86d7ef23073|2017-02-12 16:23:55.795000
JFK|John F. Kennedy Intl.|9:00a|3/10/2017|DXB|Dubai Intl.|10:15p|3/11/2017|28|15|1|1323.66|USD|Cathay Pacific|[u'CX', u'CX']|Hong Kong (HKG)|2|50|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|8d1b37d732c49a96795d7992fe12c21a|2017-02-12 16:23:55.795000
JFK|John F. Kennedy Intl.|9:20p|3/10/2017|DWC|Al Maktoum Intl.|4:35a|3/12/2017|22|15|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|8|55|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|ec2170ed86e109bb1cd6b7a51d112d58|2017-02-12 16:23:55.795000
EWR|Liberty Intl.|9:30p|3/10/2017|DXB|Dubai Intl.|11:30p|3/11/2017|17|0|1|10802.66|USD|Aer Lingus|[u'EI', u'EI']|London (LHR)|3|10|Layover|b52711e0-fa07-47b4-9ae9-40fb15d52a2e|fa39a2f7c7fc51b8df089a3ae32f1e69|2017-02-12 16:23:55.795000
JFK|John F. Kennedy Intl.|2:15p|3/10/2017|XNB|Dubai Bus Station|2:20a|3/12/2017|27|5|1|1033.46|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|13|0|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|42fe10fcdc5ef984c2dc12a28fdb2778|2017-02-12 16:24:07.416000
JFK|John F. Kennedy Intl.|2:15p|3/10/2017|XNB|Dubai Bus Station|3:20p|3/11/2017|16|5|1|847.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|2|0|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|c1f12b09fc194c7b53fdb46e07249115|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|2:25p|3/10/2017|DXB|Dubai Intl.|3:10p|3/11/2017|15|45|1|913.6600000000001|USD|Aeroflot-Russian Airlines|[u'SU', u'SU']|Moscow (SVO)|1|40|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|0d7cf78388d60d5a7d2ceeeb5b97927f|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|10:05a|3/10/2017|DWC|Al Maktoum Intl.|4:45p|3/11/2017|21|40|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|8|20|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|b1ee720c2bd267a6db1e35e5cd38df9d|2017-02-12 16:24:07.418000
DXB|Dubai Intl.|2:40a|3/19/2017|JFK|John F. Kennedy Intl.|1:25p|3/19/2017|18|45|1|953.6600000000001|USD|Aeroflot-Russian Airlines|[u'SU', u'SU']|Moscow (SVO)|2|55|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|c7e55ff6836b87fcedbc01d2367d2efc|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|11:00p|3/10/2017|DXB|Dubai Intl.|1:45a|3/12/2017|17|45|1|1037.46|USD|Norwegian Air Shuttle|[u'DY', u'DY']|Copenhagen (Kastrup)|4|0|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|993403c94a39e2cdace09a181e20c133|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|10:20p|3/10/2017|DXB|Dubai Intl.|10:45p|3/11/2017|15|25|1|990.26|USD|Emirates|[u'EK']|Milan (MXP)|1|45|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|0b64c82421757a80c55542c0b3c40b2f|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|10:20p|3/10/2017|DXB|Dubai Intl.|10:45p|3/11/2017|15|25|1|1477.46|USD||[u'UA', u'LH']|Frankfurt  (Frankfurt Intl.)|1|30|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|81cb73279004e763d636e182bd998894|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|10:05p|3/10/2017|DXB|Dubai Intl.|11:30p|3/11/2017|16|25|1|2503.66|USD|British Airways|[u'BA', u'BA']|London (LHR)|2|20|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|b4022d02058d3ca9ab3d5d42d77147b6|2017-02-12 16:24:07.418000
DXB|Dubai Intl.|7:55a|3/19/2017|JFK|John F. Kennedy Intl.|4:55p|3/19/2017|17|0|1|1354.26|USD|KLM|[u'KL', u'KL']|Amsterdam (Schiphol)|1|10|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|a803500cda3e7cdad2de4f7587d44e00|2017-02-12 16:24:07.418000
EWR|Liberty Intl.|8:25a|3/10/2017|DXB|Dubai Intl.|8:10a|3/11/2017|14|45|1|904.76|USD|Emirates|[u'EK', u'EK']|Boston (Logan Intl.)|1|19|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|7ded66f47a5d5af2fda065c5a188e36f|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|5:50p|3/10/2017|DXB|Dubai Intl.|11:59p|3/11/2017|21|9|1|1201.96|USD|Delta|[u'DL', u'DL']|Amsterdam (Schiphol)|7|30|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|dff7a6c0dccc5d1f739368b696a3b7b0|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|10:05a|3/10/2017|DXB|Dubai Intl.|2:10p|3/11/2017|19|5|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|5|40|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|05ebf427cad7e19ad4d8ea317dc2acef|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|8:30a|3/10/2017|DXB|Dubai Intl.|8:35a|3/11/2017|15|5|1|1342.6599999999999|USD|British Airways|[u'BA', u'BA']|London (LHR)|1|35|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|9c3647b074608dbb5791d4fb36853143|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|10:00p|3/10/2017|XNB|Dubai Bus Station|10:05p|3/11/2017|15|5|1|847.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|1|0|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|272104a40063438d5285e61b60ff49d5|2017-02-12 16:24:07.418000
DXB|Dubai Intl.|4:05a|3/19/2017|JFK|John F. Kennedy Intl.|2:45p|3/19/2017|18|40|1|672.26|USD|Ukraine International Airlines|[u'PS', u'PS']|Kiev (KBP)|2|0|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|888c71a0d972048b79e4c15fb1c6dcf0|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|10:00p|3/10/2017|XNB|Dubai Bus Station|8:50a|3/12/2017|25|50|1|1033.46|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|11|45|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|026860cbcd760beb4547d2187a86a475|2017-02-12 16:24:07.418000
EWR|Liberty Intl.|9:30p|3/10/2017|DXB|Dubai Intl.|11:30p|3/11/2017|17|0|1|2503.66|USD|British Airways|[u'BA', u'BA']|London (LHR)|3|10|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|7eb31f1f58b1fc2155e9aebf33557dcd|2017-02-12 16:24:07.418000
JFK|John F. Kennedy Intl.|10:20p|3/10/2017|DXB|Dubai Intl.|10:45p|3/11/2017|15|25|1|1320.96|USD|Lufthansa|[u'LH', u'LH']|Frankfurt  (Frankfurt Intl.)|1|30|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|ae6e718fa0df5e4508413add2faa13a5|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|4:29p|3/10/2017|DXB|Dubai Intl.|11:59p|3/11/2017|22|30|1|1201.96|USD|Delta|[u'DL', u'DL']|Amsterdam (Schiphol)|8|25|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|13bc37fc52f21963ecad8025daa3c92d|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|9:10p|3/10/2017|DXB|Dubai Intl.|9:30p|3/11/2017|15|20|1|1303.96|USD|Swiss International Air Lines|[u'LX', u'LX']|Zurich (ZRH)|1|35|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|3127ecfe39ce4e7dfc80bcb797303fce|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|2:15p|3/10/2017|XNB|Dubai Bus Station|11:50p|3/11/2017|24|35|1|1033.46|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|10|30|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|85410ca245a9567b18f608045a3f498f|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|3:55p|3/10/2017|DXB|Dubai Intl.|10:45p|3/11/2017|21|50|1|1320.96|USD|Lufthansa|[u'LH', u'LH']|Frankfurt  (Frankfurt Intl.)|8|10|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|fc36fc4e849bec88cae8eb0e4b488236|2017-02-12 16:24:07.419000
DXB|Dubai Intl.|12:00p|3/19/2017|JFK|John F. Kennedy Intl.|12:15a|3/20/2017|20|15|1|1219.15|USD|Virgin Atlantic|[u'VS', u'VS']|London (LHR)|3|55|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|8dba8860cbb5ff790478795ab5a69195|2017-02-12 16:24:07.419000
EWR|Liberty Intl.|7:05p|3/10/2017|DXB|Dubai Intl.|9:30p|3/11/2017|17|25|1|1460.46|USD||[u'UA', u'LX']|Zurich (ZRH)|3|45|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|ca015aca87f810e489488af3c68a058b|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|2:25p|3/10/2017|DXB|Dubai Intl.|1:25a|3/12/2017|26|0|1|995.66|USD|Aeroflot-Russian Airlines|[u'SU', u'SU']|Moscow (SVO)|11|35|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|020bd48b6c23d7180e511866fc66f987|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|9:20p|3/10/2017|DXB|Dubai Intl.|11:10p|3/11/2017|16|50|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|3|25|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|80d59ab5be57bf572dfeb829cbfb7668|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|10:05a|3/10/2017|DXB|Dubai Intl.|4:10p|3/11/2017|21|5|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|7|40|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|052543ac9e2e9d12def06b94e72694c3|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|8:30a|3/10/2017|DXB|Dubai Intl.|8:35a|3/11/2017|15|5|1|10800.66|USD|Aer Lingus|[u'EI', u'EI']|London (LHR)|1|35|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|b5f6ca72b28595f3ef5a65fdc5f17d42|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|9:35p|3/10/2017|DXB|Dubai Intl.|6:00a|3/12/2017|23|25|1|1162.96|USD|KLM|[u'KL', u'KL']|Amsterdam (Schiphol)|9|55|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|cc152912a553558eb2b5d0a2fc67f8de|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|8:30a|3/10/2017|DXB|Dubai Intl.|8:35a|3/11/2017|15|5|1|1431.6599999999999|USD|American Airlines|[u'AA', u'AA']|London (LHR)|1|35|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|b8999aa1ba2ca9b83d98c154275e24dc|2017-02-12 16:24:07.419000
XNB|Dubai Bus Station|10:30p|3/19/2017|JFK|John F. Kennedy Intl.|10:25a|3/20/2017|19|55|1|847.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|3|45|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|9e0f2409b6697c2d9afc0ecd5368c7f8|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|9:20p|3/10/2017|DXB|Dubai Intl.|3:10a|3/12/2017|20|50|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|7|25|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|bbfc22130b30c38427d81310e04aed47|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|10:00p|3/10/2017|XNB|Dubai Bus Station|11:50p|3/11/2017|16|50|1|847.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|2|45|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|b4807a0c955f3c175f316373a5feb243|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|7:35a|3/10/2017|DXB|Dubai Intl.|8:10a|3/11/2017|15|35|1|904.76|USD|Emirates|[u'EK', u'EK']|Boston (Logan Intl.)|2|2|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|e04fd88093bb0eaa784727d1d0cf05eb|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|9:20p|3/10/2017|DXB|Dubai Intl.|9:10p|3/11/2017|14|50|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|1|25|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|233ac83ed2d9e4ec745bb9bfdffe6312|2017-02-12 16:24:07.419000
JFK|John F. Kennedy Intl.|11:10p|3/10/2017|DXB|Dubai Intl.|11:30p|3/11/2017|15|20|1|10800.66|USD|Aer Lingus|[u'EI', u'EI']|London (LHR)|1|20|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|22c75070a52fbeef109275797f4c17f7|2017-02-12 16:24:07.419000
DXB|Dubai Intl.|6:00a|3/19/2017|JFK|John F. Kennedy Intl.|4:55p|3/19/2017|18|55|1|1278.06|USD|Finnair|[u'AY', u'AY']|Helsinki (HEL)|3|35|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|c4702ea240149639b2afec16f7a300c2|2017-02-12 16:24:07.420000
JFK|John F. Kennedy Intl.|6:30p|3/10/2017|DXB|Dubai Intl.|3:35a|3/12/2017|24|5|1|961.26|USD|Egyptair|[u'MS', u'MS']|Cairo (CAI)|10|35|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|96211f124959abf255e4e86d7ef23073|2017-02-12 16:24:07.420000
JFK|John F. Kennedy Intl.|9:00a|3/10/2017|DXB|Dubai Intl.|10:15p|3/11/2017|28|15|1|1321.66|USD|Cathay Pacific|[u'CX', u'CX']|Hong Kong (HKG)|2|50|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|8d1b37d732c49a96795d7992fe12c21a|2017-02-12 16:24:07.420000
JFK|John F. Kennedy Intl.|9:20p|3/10/2017|DWC|Al Maktoum Intl.|4:35a|3/12/2017|22|15|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|8|55|Layover|e5ff3c7e-3a36-4fbd-99ec-f78b9f87accd|ec2170ed86e109bb1cd6b7a51d112d58|2017-02-12 16:24:07.420000
