airportCode|airportLongName|dTime|dDate|airportCode|airportLongName|arrTime|arrDate|durHours|durMins|stops|price|fx|airline|airlineCode|stopName|stopHours|stopMins|stopType|segKey|tripKey|timeStamp
airportCode|airportLongName|dTime|dDate|airportCode|airportLongName|arrTime|arrDate|durHours|durMins|stops|price|fx|airline|airlineCode|stopName|stopHours|stopMins|stopType|segKey|tripKey|timeStamp
JFK|John F. Kennedy Intl.|3:25p|3/9/2017|HKG|Hong Kong Intl.|11:35p|3/10/2017|19|10|1|799.86|USD|China Eastern Airlines|[u'MU', u'MU']|Shanghai (PVG)|1|40|Layover|fe479b92-a649-42f0-bb74-862a01bc41b6|442d18e9d8b65c62058b48e0ef19c79b|2017-02-12 16:09:08.258000
JFK|John F. Kennedy Intl.|9:10p|3/9/2017|HKG|Hong Kong Intl.|5:15p|3/11/2017|31|5|1|945.26|USD|Swiss International Air Lines|[u'LX', u'LX']|Zurich (ZRH)|11|50|Layover|fe479b92-a649-42f0-bb74-862a01bc41b6|94139153a67ce58a4eafd39b892db6e5|2017-02-12 16:09:08.258000
JFK|John F. Kennedy Intl.|3:50p|3/9/2017|HKG|Hong Kong Intl.|6:30a|3/11/2017|25|40|1|1825.86|USD|Air China|[u'CA', u'CA']|Beijing (PEK)|8|25|Layover|fe479b92-a649-42f0-bb74-862a01bc41b6|f4c60bfd6709659f04c612863022340d|2017-02-12 16:09:08.258000
JFK|John F. Kennedy Intl.|10:05a|3/9/2017|HKG|Hong Kong Intl.|8:55p|3/10/2017|21|50|1|1435.8600000000001|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|2|15|Layover|fe479b92-a649-42f0-bb74-862a01bc41b6|7388dc0daf16ba5e42606f6389939b66|2017-02-12 16:09:08.258000
JFK|John F. Kennedy Intl.|10:00p|3/9/2017|HKG|Hong Kong Intl.|9:10a|3/11/2017|22|10|1|1088.26|USD|Hong Kong Airlines|[u'HX', u'HX']|Abu Dhabi (Abu Dhabi Intl.)|2|5|Layover|fe479b92-a649-42f0-bb74-862a01bc41b6|7bc71806101c0c5b2061f538ed284f45|2017-02-12 16:09:08.258000
LGA|LaGuardia|8:01a|3/9/2017|HKG|Hong Kong Intl.|7:55p|3/10/2017|22|54|1|1133.56|USD|American Airlines|[u'AA', u'AA']|Chicago (ORD)|4|10|Layover|8e7b9d26-a9f8-4991-86d1-4a6637b5d630|bf465999bb51d2d57d6069f84397628b|2017-02-12 16:09:20.644000
JFK|John F. Kennedy Intl.|10:45a|3/9/2017|HKG|Hong Kong Intl.|10:40p|3/10/2017|22|55|1|861.26|USD|All Nippon Airways|[u'NH', u'NH']|Tokyo (NRT)|3|25|Layover|8e7b9d26-a9f8-4991-86d1-4a6637b5d630|b17e9d9fce20ae6c0e6cf32714d65e63|2017-02-12 16:09:20.645000
JFK|John F. Kennedy Intl.|11:10p|3/9/2017|HKG|Hong Kong Intl.|2:20p|3/11/2017|26|10|1|3340.96|USD|British Airways|[u'BA', u'BA']|London (LHR)|7|25|Layover|8e7b9d26-a9f8-4991-86d1-4a6637b5d630|0e9e3a876e05523150d555deb6375918|2017-02-12 16:09:20.645000
EWR|Liberty Intl.|10:07a|3/9/2017|HKG|Hong Kong Intl.|7:20p|3/10/2017|20|13|1|778.86|USD|United|[u'UA', u'UA']|Chicago (ORD)|1|38|Layover|8e7b9d26-a9f8-4991-86d1-4a6637b5d630|805bdbf5b43f0a4e7ba6644ae0eb1081|2017-02-12 16:09:20.645000
JFK|John F. Kennedy Intl.|3:25p|3/9/2017|HKG|Hong Kong Intl.|11:35p|3/10/2017|19|10|1|1097.8600000000001|USD|China Eastern Airlines|[u'MU', u'MU']|Shanghai (PVG)|1|40|Layover|8e7b9d26-a9f8-4991-86d1-4a6637b5d630|442d18e9d8b65c62058b48e0ef19c79b|2017-02-12 16:09:20.645000
EWR|Liberty Intl.|6:00a|3/9/2017|HKG|Hong Kong Intl.|2:40p|3/10/2017|19|40|1|1035.83|USD|Air Canada|[u'AC', u'AC']|Toronto (YYZ)|2|28|Layover|8e7b9d26-a9f8-4991-86d1-4a6637b5d630|401b3208192376b60fa86548dbb3e097|2017-02-12 16:09:20.645000
JFK|John F. Kennedy Intl.|9:10p|3/9/2017|HKG|Hong Kong Intl.|5:15p|3/11/2017|31|5|1|1021.26|USD|Swiss International Air Lines|[u'LX', u'LX']|Zurich (ZRH)|11|50|Layover|8e7b9d26-a9f8-4991-86d1-4a6637b5d630|94139153a67ce58a4eafd39b892db6e5|2017-02-12 16:09:20.645000
JFK|John F. Kennedy Intl.|3:50p|3/9/2017|HKG|Hong Kong Intl.|6:30a|3/11/2017|25|40|1|1901.86|USD|Air China|[u'CA', u'CA']|Beijing (PEK)|8|25|Layover|8e7b9d26-a9f8-4991-86d1-4a6637b5d630|f4c60bfd6709659f04c612863022340d|2017-02-12 16:09:20.645000
JFK|John F. Kennedy Intl.|10:05a|3/9/2017|HKG|Hong Kong Intl.|8:55p|3/10/2017|21|50|1|1205.8600000000001|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|2|15|Layover|8e7b9d26-a9f8-4991-86d1-4a6637b5d630|7388dc0daf16ba5e42606f6389939b66|2017-02-12 16:09:20.645000
JFK|John F. Kennedy Intl.|10:00p|3/9/2017|HKG|Hong Kong Intl.|9:10a|3/11/2017|22|10|1|1025.66|USD|Hong Kong Airlines|[u'HX', u'HX']|Abu Dhabi (Abu Dhabi Intl.)|2|5|Layover|8e7b9d26-a9f8-4991-86d1-4a6637b5d630|7bc71806101c0c5b2061f538ed284f45|2017-02-12 16:09:20.646000
LGA|LaGuardia|8:01a|3/9/2017|HKG|Hong Kong Intl.|7:55p|3/10/2017|22|54|1|1000.56|USD|American Airlines|[u'AA', u'AA']|Chicago (ORD)|4|10|Layover|88a2bda8-9325-48a8-9bb0-3c9b1c2bd317|bf465999bb51d2d57d6069f84397628b|2017-02-12 16:09:34.651000
JFK|John F. Kennedy Intl.|10:45a|3/9/2017|HKG|Hong Kong Intl.|10:40p|3/10/2017|22|55|1|796.26|USD|All Nippon Airways|[u'NH', u'NH']|Tokyo (NRT)|3|25|Layover|88a2bda8-9325-48a8-9bb0-3c9b1c2bd317|b17e9d9fce20ae6c0e6cf32714d65e63|2017-02-12 16:09:34.652000
JFK|John F. Kennedy Intl.|11:10p|3/9/2017|HKG|Hong Kong Intl.|2:20p|3/11/2017|26|10|1|3207.96|USD|British Airways|[u'BA', u'BA']|London (LHR)|7|25|Layover|88a2bda8-9325-48a8-9bb0-3c9b1c2bd317|0e9e3a876e05523150d555deb6375918|2017-02-12 16:09:34.652000
EWR|Liberty Intl.|10:07a|3/9/2017|HKG|Hong Kong Intl.|7:20p|3/10/2017|20|13|1|713.86|USD|United|[u'UA', u'UA']|Chicago (ORD)|1|38|Layover|88a2bda8-9325-48a8-9bb0-3c9b1c2bd317|805bdbf5b43f0a4e7ba6644ae0eb1081|2017-02-12 16:09:34.652000
JFK|John F. Kennedy Intl.|3:25p|3/9/2017|HKG|Hong Kong Intl.|11:35p|3/10/2017|19|10|1|584.86|USD|China Eastern Airlines|[u'MU', u'MU']|Shanghai (PVG)|1|40|Layover|88a2bda8-9325-48a8-9bb0-3c9b1c2bd317|442d18e9d8b65c62058b48e0ef19c79b|2017-02-12 16:09:34.652000
JFK|John F. Kennedy Intl.|9:10p|3/9/2017|HKG|Hong Kong Intl.|5:15p|3/11/2017|31|5|1|888.26|USD|Swiss International Air Lines|[u'LX', u'LX']|Zurich (ZRH)|11|50|Layover|88a2bda8-9325-48a8-9bb0-3c9b1c2bd317|94139153a67ce58a4eafd39b892db6e5|2017-02-12 16:09:34.652000
JFK|John F. Kennedy Intl.|3:50p|3/9/2017|HKG|Hong Kong Intl.|6:30a|3/11/2017|25|40|1|1768.86|USD|Air China|[u'CA', u'CA']|Beijing (PEK)|8|25|Layover|88a2bda8-9325-48a8-9bb0-3c9b1c2bd317|f4c60bfd6709659f04c612863022340d|2017-02-12 16:09:34.652000
JFK|John F. Kennedy Intl.|10:05a|3/9/2017|HKG|Hong Kong Intl.|8:55p|3/10/2017|21|50|1|1378.8600000000001|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|2|15|Layover|88a2bda8-9325-48a8-9bb0-3c9b1c2bd317|7388dc0daf16ba5e42606f6389939b66|2017-02-12 16:09:34.652000
JFK|John F. Kennedy Intl.|10:00p|3/9/2017|HKG|Hong Kong Intl.|9:10a|3/11/2017|22|10|1|1031.26|USD|Hong Kong Airlines|[u'HX', u'HX']|Abu Dhabi (Abu Dhabi Intl.)|2|5|Layover|88a2bda8-9325-48a8-9bb0-3c9b1c2bd317|7bc71806101c0c5b2061f538ed284f45|2017-02-12 16:09:34.652000
HKG|Hong Kong Intl.|12:35p|3/21/2017|JFK|John F. Kennedy Intl.|8:30p|3/21/2017|19|55|1|827.46|USD|Korean Air|[u'KE', u'KE']|Seoul (ICN)|2|30|Layover|a4f50fc9-a748-48d3-9ca9-90ae823aca74|71a247d62e78b68230374c7fd3984e0c|2017-02-12 16:09:46.314000
LGA|LaGuardia|8:01a|3/9/2017|HKG|Hong Kong Intl.|7:55p|3/10/2017|22|54|1|996.56|USD|American Airlines|[u'AA', u'AA']|Chicago (ORD)|4|10|Layover|a4f50fc9-a748-48d3-9ca9-90ae823aca74|bf465999bb51d2d57d6069f84397628b|2017-02-12 16:09:46.315000
JFK|John F. Kennedy Intl.|11:10p|3/9/2017|HKG|Hong Kong Intl.|2:20p|3/11/2017|26|10|1|3203.96|USD|British Airways|[u'BA', u'BA']|London (LHR)|7|25|Layover|a4f50fc9-a748-48d3-9ca9-90ae823aca74|0e9e3a876e05523150d555deb6375918|2017-02-12 16:09:46.315000
EWR|Liberty Intl.|10:07a|3/9/2017|HKG|Hong Kong Intl.|7:20p|3/10/2017|20|13|1|703.76|USD|United|[u'UA', u'UA']|Chicago (ORD)|1|38|Layover|a4f50fc9-a748-48d3-9ca9-90ae823aca74|805bdbf5b43f0a4e7ba6644ae0eb1081|2017-02-12 16:09:46.315000
JFK|John F. Kennedy Intl.|3:25p|3/9/2017|HKG|Hong Kong Intl.|11:35p|3/10/2017|19|10|1|584.86|USD|China Eastern Airlines|[u'MU', u'MU']|Shanghai (PVG)|1|40|Layover|a4f50fc9-a748-48d3-9ca9-90ae823aca74|442d18e9d8b65c62058b48e0ef19c79b|2017-02-12 16:09:46.315000
HKG|Hong Kong Intl.|12:00p|3/21/2017|JFK|John F. Kennedy Intl.|8:59p|3/21/2017|20|59|1|713.86|USD|Delta|[u'DL', u'DL']|Seattle (SEA)|3|18|Layover|a4f50fc9-a748-48d3-9ca9-90ae823aca74|99d38e1a54ccc5dd61bdf18e40777705|2017-02-12 16:09:46.315000
JFK|John F. Kennedy Intl.|9:10p|3/9/2017|HKG|Hong Kong Intl.|5:15p|3/11/2017|31|5|1|884.26|USD|Swiss International Air Lines|[u'LX', u'LX']|Zurich (ZRH)|11|50|Layover|a4f50fc9-a748-48d3-9ca9-90ae823aca74|94139153a67ce58a4eafd39b892db6e5|2017-02-12 16:09:46.315000
JFK|John F. Kennedy Intl.|3:50p|3/9/2017|HKG|Hong Kong Intl.|6:30a|3/11/2017|25|40|1|1764.86|USD|Air China|[u'CA', u'CA']|Beijing (PEK)|8|25|Layover|a4f50fc9-a748-48d3-9ca9-90ae823aca74|f4c60bfd6709659f04c612863022340d|2017-02-12 16:09:46.315000
JFK|John F. Kennedy Intl.|10:05a|3/9/2017|HKG|Hong Kong Intl.|8:55p|3/10/2017|21|50|1|1374.8600000000001|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|2|15|Layover|a4f50fc9-a748-48d3-9ca9-90ae823aca74|7388dc0daf16ba5e42606f6389939b66|2017-02-12 16:09:46.315000
JFK|John F. Kennedy Intl.|10:00p|3/9/2017|HKG|Hong Kong Intl.|9:10a|3/11/2017|22|10|1|1025.66|USD|Hong Kong Airlines|[u'HX', u'HX']|Abu Dhabi (Abu Dhabi Intl.)|2|5|Layover|a4f50fc9-a748-48d3-9ca9-90ae823aca74|7bc71806101c0c5b2061f538ed284f45|2017-02-12 16:09:46.315000
LGA|LaGuardia|8:01a|3/9/2017|HKG|Hong Kong Intl.|7:55p|3/10/2017|22|54|1|998.56|USD|American Airlines|[u'AA', u'AA']|Chicago (ORD)|4|10|Layover|4111a508-a1ac-43b9-b508-2bd8834b3b9c|bf465999bb51d2d57d6069f84397628b|2017-02-12 16:09:57.285000
JFK|John F. Kennedy Intl.|10:45a|3/9/2017|HKG|Hong Kong Intl.|10:40p|3/10/2017|22|55|1|||All Nippon Airways|[u'NH', u'NH']|Tokyo (NRT)|3|25|Layover|4111a508-a1ac-43b9-b508-2bd8834b3b9c|b17e9d9fce20ae6c0e6cf32714d65e63|2017-02-12 16:09:57.286000
JFK|John F. Kennedy Intl.|11:10p|3/9/2017|HKG|Hong Kong Intl.|2:20p|3/11/2017|26|10|1|3205.96|USD|British Airways|[u'BA', u'BA']|London (LHR)|7|25|Layover|4111a508-a1ac-43b9-b508-2bd8834b3b9c|0e9e3a876e05523150d555deb6375918|2017-02-12 16:09:57.286000
EWR|Liberty Intl.|10:07a|3/9/2017|HKG|Hong Kong Intl.|7:20p|3/10/2017|20|13|1|703.76|USD|United|[u'UA', u'UA']|Chicago (ORD)|1|38|Layover|4111a508-a1ac-43b9-b508-2bd8834b3b9c|805bdbf5b43f0a4e7ba6644ae0eb1081|2017-02-12 16:09:57.286000
JFK|John F. Kennedy Intl.|3:25p|3/9/2017|HKG|Hong Kong Intl.|11:35p|3/10/2017|19|10|1|584.86|USD|China Eastern Airlines|[u'MU', u'MU']|Shanghai (PVG)|1|40|Layover|4111a508-a1ac-43b9-b508-2bd8834b3b9c|442d18e9d8b65c62058b48e0ef19c79b|2017-02-12 16:09:57.286000
JFK|John F. Kennedy Intl.|9:10p|3/9/2017|HKG|Hong Kong Intl.|5:15p|3/11/2017|31|5|1|886.26|USD|Swiss International Air Lines|[u'LX', u'LX']|Zurich (ZRH)|11|50|Layover|4111a508-a1ac-43b9-b508-2bd8834b3b9c|94139153a67ce58a4eafd39b892db6e5|2017-02-12 16:09:57.286000
JFK|John F. Kennedy Intl.|3:50p|3/9/2017|HKG|Hong Kong Intl.|6:30a|3/11/2017|25|40|1|1766.86|USD|Air China|[u'CA', u'CA']|Beijing (PEK)|8|25|Layover|4111a508-a1ac-43b9-b508-2bd8834b3b9c|f4c60bfd6709659f04c612863022340d|2017-02-12 16:09:57.286000
JFK|John F. Kennedy Intl.|10:05a|3/9/2017|HKG|Hong Kong Intl.|8:55p|3/10/2017|21|50|1|1376.8600000000001|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|2|15|Layover|4111a508-a1ac-43b9-b508-2bd8834b3b9c|7388dc0daf16ba5e42606f6389939b66|2017-02-12 16:09:57.286000
JFK|John F. Kennedy Intl.|10:00p|3/9/2017|HKG|Hong Kong Intl.|9:10a|3/11/2017|22|10|1|1029.26|USD|Hong Kong Airlines|[u'HX', u'HX']|Abu Dhabi (Abu Dhabi Intl.)|2|5|Layover|4111a508-a1ac-43b9-b508-2bd8834b3b9c|7bc71806101c0c5b2061f538ed284f45|2017-02-12 16:09:57.286000
HKG|Hong Kong Intl.|2:45p|3/22/2017|LGA|LaGuardia|10:42p|3/22/2017|19|57|1|851.26|USD|American Airlines|[u'AA']|Dallas (Dallas-Fort Worth Intl.)|2|8|Layover|4111a508-a1ac-43b9-b508-2bd8834b3b9c|6708d293dbd1a75b21156749cd2dd0aa|2017-02-12 16:09:57.286000
LGA|LaGuardia|8:30p|3/9/2017|HKG|Hong Kong Intl.|2:40p|3/11/2017|29|10|1|1130.14|USD|Air Canada|[u'AC', u'AC']|Toronto (YYZ)|11|52|Layover|4111a508-a1ac-43b9-b508-2bd8834b3b9c|252bb92a16151132288a7a2f5639c2cd|2017-02-12 16:09:57.286000
LGA|LaGuardia|8:30p|3/10/2017|HKG|Hong Kong Intl.|2:40p|3/12/2017|29|10|1|1019.58|USD|Air Canada|[u'AC', u'AC']|Toronto (YYZ)|11|52|Layover|c37e18d2-7732-45c5-90fb-f3e3e24695a5|034f278036e231378ac075001f8d7e29|2017-02-12 16:10:25.616000
EWR|Liberty Intl.|5:25p|3/10/2017|HKG|Hong Kong Intl.|6:00a|3/12/2017|23|35|1|1142.56|USD||[u'VX', u'CX']|San Francisco (SFO)|2|1|Layover|c37e18d2-7732-45c5-90fb-f3e3e24695a5|f3c00485d1be29575a6c40a058a5cb38|2017-02-12 16:10:25.618000
HKG|Hong Kong Intl.|11:35a|3/17/2017|EWR|Liberty Intl.|6:55p|3/17/2017|19|20|1|1012.76|USD|Juneyao Airlines|[u'HO', u'UA']|Shanghai (PVG)|2|35|Layover|c37e18d2-7732-45c5-90fb-f3e3e24695a5|98d32db169534e1e93dbeb3724e8ed38|2017-02-12 16:10:25.618000
JFK|John F. Kennedy Intl.|12:20a|3/10/2017|HKG|Hong Kong Intl.|10:05a|3/11/2017|20|45|1|668.66|USD|EVA Airways|[u'BR', u'BR']|Taipei (Taoyuan Intl.)|2|45|Layover|c37e18d2-7732-45c5-90fb-f3e3e24695a5|5e9a2c071938719f3c8648243d375a30|2017-02-12 16:10:25.618000
JFK|John F. Kennedy Intl.|7:15a|3/10/2017|HKG|Hong Kong Intl.|6:30p|3/11/2017|22|15|1|1063.56|USD||[u'AS', u'DL']|Seattle (SEA)|1|36|Layover|c37e18d2-7732-45c5-90fb-f3e3e24695a5|659505078685a167bd1eb5a6cd286757|2017-02-12 16:10:25.618000
LGA|LaGuardia|10:00a|3/10/2017|HKG|Hong Kong Intl.|7:20p|3/11/2017|20|20|1|741.76|USD|United|[u'UA', u'UA']|Chicago (ORD)|1|29|Layover|c37e18d2-7732-45c5-90fb-f3e3e24695a5|ebf53f1fff1d684a93193b4ee6d43297|2017-02-12 16:10:25.618000
HKG|Hong Kong Intl.|12:30a|3/17/2017|JFK|John F. Kennedy Intl.|11:00a|3/17/2017|22|30|1|703.86|USD|Asiana Airlines|[u'OZ', u'OZ']|Seoul (ICN)|5|15|Layover|c37e18d2-7732-45c5-90fb-f3e3e24695a5|6ead0965e104d56f14bd4e0a24d18bdc|2017-02-12 16:10:25.618000
LGA|LaGuardia|6:51a|3/10/2017|HKG|Hong Kong Intl.|7:55p|3/11/2017|24|4|1|1063.56|USD|American Airlines|[u'AA', u'AA']|Chicago (ORD)|5|30|Layover|c37e18d2-7732-45c5-90fb-f3e3e24695a5|fb80797fdaf39f5154eb492e9714ab96|2017-02-12 16:10:25.618000
LGA|LaGuardia|8:30p|3/10/2017|HKG|Hong Kong Intl.|2:40p|3/12/2017|29|10|1|1062.99|USD|Air Canada|[u'AC', u'AC']|Toronto (YYZ)|11|52|Layover|ab7b6b28-1c88-4dce-8200-dd93892f1ba4|034f278036e231378ac075001f8d7e29|2017-02-12 16:10:39.526000
EWR|Liberty Intl.|5:25p|3/10/2017|HKG|Hong Kong Intl.|6:00a|3/12/2017|23|35|1|1142.56|USD||[u'VX', u'CX']|San Francisco (SFO)|2|1|Layover|ab7b6b28-1c88-4dce-8200-dd93892f1ba4|f3c00485d1be29575a6c40a058a5cb38|2017-02-12 16:10:39.528000
JFK|John F. Kennedy Intl.|12:20a|3/10/2017|HKG|Hong Kong Intl.|10:05a|3/11/2017|20|45|1|688.66|USD|EVA Airways|[u'BR', u'BR']|Taipei (Taoyuan Intl.)|2|45|Layover|ab7b6b28-1c88-4dce-8200-dd93892f1ba4|5e9a2c071938719f3c8648243d375a30|2017-02-12 16:10:39.528000
HKG|Hong Kong Intl.|6:30p|3/18/2017|JFK|John F. Kennedy Intl.|5:28a|3/19/2017|22|58|1|751.86|USD|American Airlines|[u'AA', u'AA']|Los Angeles (LAX)|4|30|Layover|ab7b6b28-1c88-4dce-8200-dd93892f1ba4|46857b1f0643bafc4864131a4e7e2214|2017-02-12 16:10:39.528000
LGA|LaGuardia|10:00a|3/10/2017|HKG|Hong Kong Intl.|7:20p|3/11/2017|20|20|1|846.86|USD|United|[u'UA', u'UA']|Chicago (ORD)|1|29|Layover|ab7b6b28-1c88-4dce-8200-dd93892f1ba4|ebf53f1fff1d684a93193b4ee6d43297|2017-02-12 16:10:39.528000
LGA|LaGuardia|6:51a|3/10/2017|HKG|Hong Kong Intl.|7:55p|3/11/2017|24|4|1|1063.56|USD|American Airlines|[u'AA', u'AA']|Chicago (ORD)|5|30|Layover|ab7b6b28-1c88-4dce-8200-dd93892f1ba4|fb80797fdaf39f5154eb492e9714ab96|2017-02-12 16:10:39.528000
JFK|John F. Kennedy Intl.|12:15p|3/10/2017|HKG|Hong Kong Intl.|10:30p|3/11/2017|21|15|1|1219.8600000000001|USD||[u'AA', u'JL']|Tokyo (NRT)|1|35|Layover|ab7b6b28-1c88-4dce-8200-dd93892f1ba4|811a49259597aea9bd077e63c457e33b|2017-02-12 16:10:39.528000
HKG|Hong Kong Intl.|11:35a|3/18/2017|EWR|Liberty Intl.|6:55p|3/18/2017|19|20|1|1060.3600000000001|USD|Juneyao Airlines|[u'HO', u'UA']|Shanghai (PVG)|2|35|Layover|ab7b6b28-1c88-4dce-8200-dd93892f1ba4|8180c073c34e23be7cc5a0037646245c|2017-02-12 16:10:39.528000
HKG|Hong Kong Intl.|10:20a|3/18/2017|JFK|John F. Kennedy Intl.|8:15p|3/18/2017|21|55|1|738.66|USD|China Airlines|[u'CI', u'CI']|Taipei (Taoyuan Intl.)|5|35|Layover|ab7b6b28-1c88-4dce-8200-dd93892f1ba4|75a14d8339e85650852677d38e640abc|2017-02-12 16:10:39.528000
LGA|LaGuardia|8:30p|3/10/2017|HKG|Hong Kong Intl.|2:40p|3/12/2017|29|10|1|1062.99|USD|Air Canada|[u'AC', u'AC']|Toronto (YYZ)|11|52|Layover|72a34a0b-ece1-47a3-9ff3-04fb2aa7b850|034f278036e231378ac075001f8d7e29|2017-02-12 16:10:50.636000
EWR|Liberty Intl.|5:25p|3/10/2017|HKG|Hong Kong Intl.|6:00a|3/12/2017|23|35|1|1210.56|USD||[u'VX', u'CX']|San Francisco (SFO)|2|1|Layover|72a34a0b-ece1-47a3-9ff3-04fb2aa7b850|f3c00485d1be29575a6c40a058a5cb38|2017-02-12 16:10:50.637000
JFK|John F. Kennedy Intl.|12:20a|3/10/2017|HKG|Hong Kong Intl.|10:05a|3/11/2017|20|45|1|688.66|USD|EVA Airways|[u'BR', u'BR']|Taipei (Taoyuan Intl.)|2|45|Layover|72a34a0b-ece1-47a3-9ff3-04fb2aa7b850|5e9a2c071938719f3c8648243d375a30|2017-02-12 16:10:50.637000
LGA|LaGuardia|10:00a|3/10/2017|HKG|Hong Kong Intl.|7:20p|3/11/2017|20|20|1|797.86|USD|United|[u'UA', u'UA']|Chicago (ORD)|1|29|Layover|72a34a0b-ece1-47a3-9ff3-04fb2aa7b850|ebf53f1fff1d684a93193b4ee6d43297|2017-02-12 16:10:50.637000
LGA|LaGuardia|6:51a|3/10/2017|HKG|Hong Kong Intl.|7:55p|3/11/2017|24|4|1|1131.56|USD|American Airlines|[u'AA', u'AA']|Chicago (ORD)|5|30|Layover|72a34a0b-ece1-47a3-9ff3-04fb2aa7b850|fb80797fdaf39f5154eb492e9714ab96|2017-02-12 16:10:50.637000
JFK|John F. Kennedy Intl.|8:00a|3/10/2017|HKG|Hong Kong Intl.|6:30p|3/11/2017|21|30|1|1131.56|USD|Delta|[u'DL', u'DL']|Seattle (SEA)|0|37|Layover|72a34a0b-ece1-47a3-9ff3-04fb2aa7b850|51725352b461b49f5ac0ca1c12773c94|2017-02-12 16:10:50.637000
JFK|John F. Kennedy Intl.|8:00p|3/10/2017|HKG|Hong Kong Intl.|4:00p|3/12/2017|31|0|1|1131.56|USD|American Airlines|[u'AA', u'AA']|Los Angeles (LAX)|8|36|Layover|72a34a0b-ece1-47a3-9ff3-04fb2aa7b850|6cc26f6dfbdbe78d35f4fad5c60c2432|2017-02-12 16:10:50.638000
LGA|LaGuardia|8:00a|3/10/2017|HKG|Hong Kong Intl.|7:20p|3/11/2017|22|20|1|797.86|USD|United|[u'UA', u'UA']|Chicago (ORD)|3|35|Layover|72a34a0b-ece1-47a3-9ff3-04fb2aa7b850|c81334bc69af60b36ba4816cd0153b87|2017-02-12 16:10:50.638000
EWR|Liberty Intl.|7:10a|3/10/2017|HKG|Hong Kong Intl.|8:30p|3/11/2017|24|20|1|797.86|USD|United|[u'UA', u'UA']|San Francisco (SFO)|3|20|Layover|72a34a0b-ece1-47a3-9ff3-04fb2aa7b850|2a6e1236ca35158845ef620ecd4d073d|2017-02-12 16:10:50.638000
LGA|LaGuardia|6:29p|3/10/2017|HKG|Hong Kong Intl.|6:30p|3/12/2017|35|1|2|1152.87|USD|Delta|[u'DL', u'DL']|Detroit (DTW)|12|4|Layover|72a34a0b-ece1-47a3-9ff3-04fb2aa7b850|51f513998aebbd7a330f2747dcffc163|2017-02-12 16:10:50.638000
LGA|LaGuardia|8:30p|3/10/2017|HKG|Hong Kong Intl.|2:40p|3/12/2017|29|10|1|1133.9299999999998|USD|Air Canada|[u'AC', u'AC']|Toronto (YYZ)|11|52|Layover|5c942ba5-e6b4-4171-b622-7ee304a41e28|034f278036e231378ac075001f8d7e29|2017-02-12 16:11:02.858000
EWR|Liberty Intl.|5:25p|3/10/2017|HKG|Hong Kong Intl.|6:00a|3/12/2017|23|35|1|1075.56|USD||[u'VX', u'CX']|San Francisco (SFO)|2|1|Layover|5c942ba5-e6b4-4171-b622-7ee304a41e28|f3c00485d1be29575a6c40a058a5cb38|2017-02-12 16:11:02.859000
JFK|John F. Kennedy Intl.|12:20a|3/10/2017|HKG|Hong Kong Intl.|10:05a|3/11/2017|20|45|1|682.66|USD|EVA Airways|[u'BR', u'BR']|Taipei (Taoyuan Intl.)|2|45|Layover|5c942ba5-e6b4-4171-b622-7ee304a41e28|5e9a2c071938719f3c8648243d375a30|2017-02-12 16:11:02.859000
LGA|LaGuardia|10:00a|3/10/2017|HKG|Hong Kong Intl.|7:20p|3/11/2017|20|20|1|732.86|USD|United|[u'UA', u'UA']|Chicago (ORD)|1|29|Layover|5c942ba5-e6b4-4171-b622-7ee304a41e28|ebf53f1fff1d684a93193b4ee6d43297|2017-02-12 16:11:02.859000
LGA|LaGuardia|6:51a|3/10/2017|HKG|Hong Kong Intl.|7:55p|3/11/2017|24|4|1|996.56|USD|American Airlines|[u'AA', u'AA']|Chicago (ORD)|5|30|Layover|5c942ba5-e6b4-4171-b622-7ee304a41e28|fb80797fdaf39f5154eb492e9714ab96|2017-02-12 16:11:02.859000
HKG|Hong Kong Intl.|6:30p|3/20/2017|JFK|John F. Kennedy Intl.|6:32a|3/21/2017|24|2|1|732.86|USD|American Airlines|[u'AA', u'AA']|Los Angeles (LAX)|5|30|Layover|5c942ba5-e6b4-4171-b622-7ee304a41e28|c3a70a3042d30936bedd5574c1f16e6a|2017-02-12 16:11:02.859000
JFK|John F. Kennedy Intl.|8:00a|3/10/2017|HKG|Hong Kong Intl.|6:30p|3/11/2017|21|30|1|996.56|USD|Delta|[u'DL', u'DL']|Seattle (SEA)|0|37|Layover|5c942ba5-e6b4-4171-b622-7ee304a41e28|51725352b461b49f5ac0ca1c12773c94|2017-02-12 16:11:02.859000
JFK|John F. Kennedy Intl.|8:00p|3/10/2017|HKG|Hong Kong Intl.|4:00p|3/12/2017|31|0|1|996.56|USD|American Airlines|[u'AA', u'AA']|Los Angeles (LAX)|8|36|Layover|5c942ba5-e6b4-4171-b622-7ee304a41e28|6cc26f6dfbdbe78d35f4fad5c60c2432|2017-02-12 16:11:02.859000
