Year,Rank,Name,College,Conference,Games,XPM,XPA,XP_Per,FGM,FGA,FG_Per,Points
2012,61,Shawn Moffitt,Central Florida,CUSA,14,58,63,92.1,10,14,71.4,88
2012,62,Ryan Bustin,Texas Tech,Big 12,13,59,59,100,17,24,70.8,110
2012,63,Will Johnson,Texas State,WAC,12,43,44,97.7,12,17,70.6,79
2012,64,John Bonano,Arizona,Pac-12,13,58,59,98.3,14,20,70,100
2012,65,Andrew Baggett,Missouri,SEC,12,33,37,89.2,14,20,70,75
2012,66,Andrew Furney,Washington State,Pac-12,12,25,26,96.2,14,20,70,67
2012,67,Vincenzo D'Amato,California,Pac-12,12,30,33,90.9,16,23,69.6,78
2012,68,Justus Adams,New Mexico,MWC,12,40,40,100,9,13,69.2,67
2012,69,Zach Olen,North Texas,Sun Belt,12,28,29,96.6,11,16,68.8,61
2012,70,Sam Ficken,Penn State,Big Ten,12,39,41,95.1,14,21,66.7,81
2012,71,Devon Bell,Mississippi State,SEC,13,43,44,97.7,14,21,66.7,85
2012,72,Chad Christen,Connecticut,Big East,11,22,22,100,14,21,66.7,64
2012,73,Edwin Arceo,Iowa State,Big 12,13,37,40,92.5,12,18,66.7,73
2012,74,Matt Nelson,Louisiana Tech,WAC,12,76,80,95,12,18,66.7,112
2012,75,Daniel Schwarz,Tulsa,CUSA,14,52,59,88.1,12,18,66.7,88
2012,76,Nick Sloan,Navy,Ind,12,41,41,100,10,15,66.7,71
2012,77,Steven Valadez,Texas-El Paso,CUSA,12,25,27,92.6,10,15,66.7,55
2012,78,Drew Jarrett,Virginia,ACC,11,27,27,100,8,12,66.7,51
2012,79,Ross Krautman,Syracuse,Big East,13,43,43,100,15,23,65.2,88
2012,80,Adam Yates,South Carolina,SEC,13,49,49,100,11,17,64.7,82
2012,81,Corey Acosta,Southern Mississippi,CUSA,12,27,28,96.4,11,17,64.7,60
2012,82,Bryson Rose,Mississippi,SEC,13,49,49,100,18,28,64.3,103
2012,83,Travis Coons,Washington,Pac-12,13,39,39,100,9,14,64.3,66
2012,84,Jordan Wettstein,Minnesota,Big Ten,13,33,34,97.1,14,22,63.6,75
2012,85,Jordan Williamson,Stanford,Pac-12,14,45,46,97.8,17,27,63,96
2012,86,Andre Heidari,Southern California,Pac-12,11,39,41,95.1,10,16,62.5,69
2012,87,Dan Grochowski,Army,Ind,10,24,27,88.9,10,16,62.5,54
2012,88,Brad Craddock,Maryland,ACC,12,23,25,92,10,16,62.5,53
2012,89,Andrew Haldeman,Western Michigan,MAC,12,42,43,97.7,10,16,62.5,72
2012,90,Kyle French,Wisconsin,Big Ten,14,38,40,95,10,16,62.5,68
2012,91,Daniel Grochowski,Army,Ind,10,24,27,88.9,10,16,62.5,54
2012,92,Chase Hover,Southern Methodist,CUSA,13,47,49,95.9,18,29,62.1,101
2012,93,Tyler Hadden,Hawaii,MWC,12,29,29,100,13,21,61.9,68
2012,94,Coleman Petersen,Utah,Pac-12,12,38,39,97.4,8,13,61.5,62
2012,95,Zach Hocker,Arkansas,SEC,12,32,32,100,11,18,61.1,65
2012,96,Nick Jordan,Texas,Big 12,9,31,32,96.9,9,15,60,58
2012,97,Aaron Jones,Baylor,Big 12,13,71,71,100,16,27,59.3,119
2012,98,Taylor Bertolet,Texas A&M,SEC,13,67,74,90.5,13,22,59.1,106
2012,99,Stuart Williams,Wyoming,MWC,12,35,37,94.6,7,12,58.3,56
2012,100,Tyler Bitancurt,West Virginia,Big 12,13,64,66,97,11,19,57.9,97
2012,101,Marshall Morgan,Georgia,SEC,14,63,67,94,8,14,57.1,87
2012,102,Niklas Sade,North Carolina State,ACC,13,44,46,95.7,13,23,56.5,83
2012,103,Jack Griffin,Florida International,Sun Belt,12,33,36,91.7,9,16,56.3,60
2012,104,Craig McIntosh,Kentucky,SEC,12,27,27,100,8,15,53.3,51
2012,105,Mitch Anderson,Florida Atlantic,Sun Belt,10,23,24,95.8,7,14,50,44
2013,1,Nate Freese,Boston College,ACC,13,40,41,97.6,20,20,100,100
2013,2,Roberto Aguayo,Florida State,ACC,14,94,94,100,21,22,95.5,157
2013,3,Jeremiah Detmer,Toledo,MAC,12,44,45,97.8,19,20,95,101
2013,4,Michael Geiger,Michigan State,Big Ten,11,36,38,94.7,15,16,93.8,81
2013,5,Travis Coons,Washington,Pac-12,13,62,63,98.4,15,16,93.8,107
2013,6,Josiah Yazdani,Ohio,MAC,9,30,30,100,14,15,93.3,72
2013,7,Colby Delahoussaye,Louisiana State,SEC,13,56,57,98.2,13,14,92.9,95
2013,8,Chandler Catanzaro,Clemson,ACC,13,60,61,98.4,13,14,92.9,99
2013,9,Pat Smith,Nebraska,Big Ten,13,43,45,95.6,12,13,92.3,79
2013,10,Anthony Fera,Texas,Big 12,13,45,46,97.8,20,22,90.9,105
2013,11,Dan Goodale,Boise State,MWC,13,57,60,95,17,19,89.5,108
2013,12,Jake Elliott,Memphis,American,12,24,24,100,16,18,88.9,72
2013,13,Jared Roberts,Colorado State,MWC,14,58,58,100,21,24,87.5,121
2013,14,Zach Hocker,Arkansas,SEC,12,28,28,100,13,15,86.7,67
2013,15,Joe Mansour,Kentucky,SEC,12,28,30,93.3,12,14,85.7,64
2013,16,Ryan Bustin,Texas Tech,Big 12,13,52,55,94.5,23,27,85.2,121
2013,17,Andy Phillips,Utah,Pac-12,12,41,41,100,17,20,85,92
2013,18,Vincenzo D'Amato,California,Pac-12,12,31,32,96.9,17,20,85,82
2013,19,Will Conant,Air Force,MWC,11,32,33,97,11,13,84.6,65
2013,20,Jack Cantele,Kansas State,Big 12,10,40,41,97.6,11,13,84.6,73
2013,21,Carl Salazar,Tulsa,CUSA,12,25,26,96.2,16,19,84.2,73
2013,22,Brad Craddock,Maryland,ACC,13,37,38,97.4,21,25,84,100
2013,23,Zane Gonzalez,Arizona State,Pac-12,14,63,65,96.9,25,30,83.3,138
2013,24,John Wallace,Louisville,American,13,52,54,96.3,20,24,83.3,112
2013,25,Elliot Fry,South Carolina,SEC,13,54,55,98.2,15,18,83.3,99
2013,26,Brian Davis,Arkansas State,Sun Belt,13,46,47,97.9,15,18,83.3,91
2013,27,Maxwell Johnson,New Mexico State,Ind,12,29,32,90.6,10,12,83.3,59
2013,28,Niklas Sade,North Carolina State,ACC,12,31,31,100,19,23,82.6,88
2013,29,Brent Zuzo,Nevada,MWC,12,33,36,91.7,14,17,82.4,75
2013,30,Michael Palardy,Tennessee,SEC,12,34,35,97.1,14,17,82.4,76
2013,31,Tyler Tate,Bowling Green State,MAC,14,59,61,96.7,18,22,81.8,113
2013,32,Jordan Williamson,Stanford,Pac-12,11,43,44,97.7,18,22,81.8,97
2013,33,Austin Lopez,San Jose State,MWC,12,30,40,75,22,27,81.5,96
2013,34,Garrett Schwettman,Western Kentucky,Sun Belt,12,45,47,95.7,13,16,81.3,84
2013,35,Justin Sorensen,Brigham Young,Ind,13,45,45,100,21,26,80.8,108
2013,36,Andrew Haldeman,Western Michigan,MAC,12,20,20,100,16,20,80,68
2013,37,Andrew Furney,Washington State,Pac-12,13,49,50,98,16,20,80,97
2013,38,Alec Vozenilek,Virginia,ACC,12,14,15,93.3,12,15,80,50
2013,39,Scott Secor,Ball State,MAC,13,60,62,96.8,19,24,79.2,117
2013,40,Carey Spear,Vanderbilt,SEC,13,48,48,100,15,19,78.9,93
2013,41,Nick Sloan,Navy,Ind,13,51,55,92.7,11,14,78.6,84
2013,42,Aleem Sunanon,South Alabama,Sun Belt,12,37,39,94.9,18,23,78.3,91
2013,43,Marvin Kloss,South Florida,American,12,15,15,100,18,23,78.3,69
2013,44,Kyle Fischer,Louisiana Tech,CUSA,12,22,23,95.7,18,23,78.3,76
2013,45,Chris Hawthorne,Minnesota,Big Ten,13,36,39,92.3,14,18,77.8,78
2013,46,Chris Blewitt,Pittsburgh,ACC,13,40,41,97.6,14,18,77.8,82
2013,47,Jaden Oberkrom,Texas Christian,Big 12,12,37,37,100,14,18,77.8,79
2013,48,Kyle Brindza,Notre Dame,Ind,13,38,38,100,20,26,76.9,98
2013,49,Matt Goudis,Miami (FL),ACC,13,57,57,100,13,17,76.5,96
2013,50,Brendan Gibbons,Michigan,Big Ten,11,44,44,100,15,20,75,89
2013,51,Cody Clark,Middle Tennessee State,CUSA,13,46,46,100,12,16,75,82
2013,52,Nick Diaz,Utah State,MWC,14,51,52,98.1,17,23,73.9,102
2013,53,Josh Lambert,West Virginia,Big 12,11,35,36,97.2,17,23,73.9,86
2013,54,Thomas Moore,North Carolina,ACC,13,46,48,95.8,14,19,73.7,88
2013,55,Will Scott,Troy,Sun Belt,12,49,51,96.1,11,15,73.3,82
2013,56,Cole Netten,Iowa State,Big 12,12,33,34,97.1,13,18,72.2,72
2013,57,Andrew Baggett,Missouri,SEC,14,66,69,95.7,18,25,72,120
2013,58,Cody Parkey,Auburn,SEC,14,66,67,98.5,15,21,71.4,111
2013,59,Harrison Butker,Georgia Tech,ACC,13,53,54,98.1,10,14,71.4,83
2013,60,Will Oliver,Colorado,Pac-12,12,30,30,100,17,24,70.8,81
2013,61,Taylor Zalewski,Illinois,Big Ten,12,38,38,100,12,17,70.6,74
2013,62,Ron Coluzzi,Central Michigan,MAC,12,33,35,94.3,12,17,70.6,69
2013,63,Cade Foster,Alabama,SEC,13,60,60,100,12,17,70.6,96
2013,64,Trevor Romaine,Oregon State,Pac-12,13,50,52,96.2,14,20,70,92
2013,65,Cairo Santos,Tulane,CUSA,13,38,38,100,16,23,69.6,86
2013,66,Jack Russell,Wisconsin,Big Ten,9,34,34,100,9,13,69.2,61
2013,67,Justin Haig,Marshall,CUSA,14,77,80,96.3,11,16,68.8,110
2013,68,Colin McGuire,Fresno State,MWC,13,71,74,95.9,11,16,68.8,104
2013,69,Ross Martin,Duke,ACC,14,58,58,100,13,19,68.4,97
2013,70,Andre Heidari,Southern California,Pac-12,14,49,52,94.2,15,22,68.2,94
2013,71,Ty Long,Alabama-Birmingham,CUSA,12,35,35,100,16,24,66.7,83
2013,72,Ka'Imi Fairbairn,UCLA,Pac-12,13,59,60,98.3,14,21,66.7,101
2013,73,Chris Boswell,Rice,CUSA,14,47,49,95.9,14,21,66.7,89
2013,74,Kyle Federico,Rutgers,American,13,34,35,97.1,12,18,66.7,70
2013,75,Zach Paul,North Texas,CUSA,13,48,49,98,10,15,66.7,78
2013,76,Austin Taylor,Florida International,CUSA,10,11,12,91.7,8,12,66.7,35
2013,77,Justus Adams,New Mexico,MWC,12,49,50,98,8,12,66.7,73
2013,78,Wil Lutz,Georgia State,Sun Belt,11,25,26,96.2,8,12,66.7,49
2013,79,Chad Hedlund,Wake Forest,ACC,11,26,26,100,8,12,66.7,50
2013,80,Sam Ficken,Penn State,Big Ten,12,41,42,97.6,15,23,65.2,86
2013,81,Patrick Clarke,Buffalo,MAC,13,45,48,93.8,13,20,65,84
2013,82,Mitch Anderson,Florida Atlantic,CUSA,12,36,39,92.3,11,17,64.7,69
2013,83,Anthony Melchiori,Kent State,MAC,9,20,20,100,9,14,64.3,47
2013,84,Jake Smith,Arizona,Pac-12,13,53,55,96.4,12,19,63.2,89
2013,85,Chad Christen,Connecticut,American,12,27,27,100,10,16,62.5,57
2013,86,Cody Journell,Virginia Tech,ACC,9,24,26,92.3,10,16,62.5,54
2013,87,Stephen Brauchle,Louisiana-Lafayette,Sun Belt,12,52,54,96.3,8,13,61.5,76
2013,88,Ben Grogan,Oklahoma State,Big 12,13,67,68,98.5,11,18,61.1,100
2013,89,Aaron Jones,Baylor,Big 12,13,82,82,100,14,23,60.9,124
2013,90,Warren Harvey,East Carolina,CUSA,13,61,63,96.8,15,25,60,106
2013,91,Austin Rehkow,Idaho,Ind,12,26,27,96.3,10,17,58.8,56
2013,92,Sean Ianno,Texas-San Antonio,CUSA,12,38,38,100,11,19,57.9,71
2013,93,Robert Stein,Akron,MAC,12,29,30,96.7,9,16,56.3,56
2013,94,Corey Acosta,Southern Mississippi,CUSA,12,24,24,100,11,20,55,57
2013,95,Tyler Hadden,Hawaii,MWC,12,36,37,97.3,7,13,53.8,57
2013,96,Nolan Kohorst,Nevada-Las Vegas,MWC,13,45,49,91.8,10,19,52.6,75
2013,97,Paul Griggs,Purdue,Big Ten,11,21,22,95.5,6,12,50,39
2013,98,Jay Mattox,Texas-El Paso,CUSA,12,32,32,100,7,15,46.7,53
2013,99,Tony Miliano,Cincinnati,American,13,54,56,96.4,7,17,41.2,75
2014,1,Matthew McCrane,Kansas State,Big 12,12,41,42,97.6,18,19,94.7,95
2014,2,Brad Craddock,Maryland,Big Ten,13,44,44,100,18,19,94.7,98
2014,3,Will Conant,Air Force,MWC,13,45,46,97.8,19,21,90.5,102
2014,4,Ross Martin,Duke,ACC,13,50,50,100,19,21,90.5,107
2014,5,Roberto Aguayo,Florida State,ACC,14,55,55,100,27,30,90,136
2014,6,Trevor Moore,North Texas,CUSA,12,37,37,100,15,17,88.2,82
2014,7,Josh Lambo,Texas A&M,SEC,12,59,59,100,13,15,86.7,98
2014,8,Trevor Samson,Brigham Young,Ind,13,62,63,98.4,12,14,85.7,98
2014,9,Evan Sobiesk,Mississippi State,SEC,13,56,59,94.9,12,14,85.7,92
2014,10,Francisco Velez,Florida,SEC,10,30,31,96.8,12,14,85.7,66
2014,11,Garrett Owens,Oregon State,Pac-12,6,17,17,100,11,13,84.6,50
2014,12,Scott Secor,Ball State,MAC,12,34,35,97.1,25,30,83.3,109
2014,13,Justin Manton,Louisiana-Monroe,Sun Belt,12,23,23,100,20,24,83.3,83
2014,14,Cameron Van Winkle,Washington,Pac-12,14,47,49,95.9,20,24,83.3,107
2014,15,Aleem Sunanon,South Alabama,Sun Belt,12,24,26,92.3,15,18,83.3,69
2014,16,Sam Ficken,Penn State,Big Ten,13,28,28,100,24,29,82.8,100
2014,17,Andrew Haldeman,Western Michigan,MAC,13,51,56,91.1,14,17,82.4,93
2014,18,Andy Phillips,Utah,Pac-12,13,44,45,97.8,23,28,82.1,113
2014,19,Ka'Imi Fairbairn,UCLA,Pac-12,13,47,48,97.9,18,22,81.8,101
2014,20,Hunter Stover,Louisiana-Lafayette,Sun Belt,13,43,46,93.5,18,22,81.8,97
2014,21,Zane Gonzalez,Arizona State,Pac-12,12,50,52,96.2,22,27,81.5,116
2014,22,Ian Frye,Virginia,ACC,12,34,35,97.1,22,27,81.5,100
2014,23,Robert Stein,Akron,MAC,11,27,27,100,13,16,81.3,66
2014,24,Jay Mattox,Texas-El Paso,CUSA,13,43,44,97.7,13,16,81.3,82
2014,25,Cole Murphy,Syracuse,ACC,10,11,12,91.7,13,16,81.3,50
2014,26,Sean Ianno,Texas-San Antonio,CUSA,10,19,21,90.5,17,21,81,70
2014,27,Justin Haig,Marshall,CUSA,14,82,82,100,17,21,81,133
2014,28,Donny Hageman,San Diego State,MWC,13,37,37,100,20,25,80,97
2014,29,Paul Griggs,Purdue,Big Ten,12,32,33,97,16,20,80,80
2014,30,Andrew Gantz,Cincinnati,American,13,52,54,96.3,16,20,80,100
2014,31,Tyler Tate,Bowling Green State,MAC,14,45,48,93.8,23,29,79.3,114
2014,32,Mike Weaver,Wake Forest,ACC,12,19,19,100,15,19,78.9,64
2014,33,John Wallace,Louisville,ACC,13,50,50,100,15,19,78.9,95
2014,34,Ben Grogan,Oklahoma State,Big 12,13,41,41,100,22,28,78.6,107
2014,35,Cole Netten,Iowa State,Big 12,12,35,35,100,11,14,78.6,68
2014,36,Tyler Hadden,Hawaii,MWC,13,28,28,100,18,23,78.3,82
2014,37,Michael Badgley,Miami (FL),ACC,11,34,38,89.5,14,18,77.8,76
2014,38,Jack Mitchell,Northwestern,Big Ten,12,26,28,92.9,14,18,77.8,68
2014,39,Brent Zuzo,Nevada,MWC,13,43,45,95.6,14,18,77.8,85
2014,40,Jeremiah Detmer,Toledo,MAC,13,57,59,96.6,17,22,77.3,108
2014,41,Josh Lambert,West Virginia,Big 12,13,45,45,100,30,39,76.9,135
2014,42,Aaron Medley,Tennessee,SEC,13,42,43,97.7,20,26,76.9,102
2014,43,Marvin Kloss,South Florida,American,12,23,23,100,13,17,76.5,62
2014,44,Ty Long,Alabama-Birmingham,CUSA,12,47,48,97.9,13,17,76.5,86
2014,45,Marshall Morgan,Georgia,SEC,13,67,68,98.5,16,21,76.2,115
2014,46,Garrett Schwettman,Western Kentucky,CUSA,13,70,71,98.6,16,21,76.2,118
2014,47,Dan Goodale,Boise State,MWC,14,67,70,95.7,16,21,76.2,115
2014,48,Chris Blewitt,Pittsburgh,ACC,13,50,51,98,16,21,76.2,98
2014,49,Will Oliver,Colorado,Pac-12,12,42,42,100,16,21,76.2,90
2014,50,Daniel Carlson,Auburn,SEC,13,57,57,100,18,24,75,111
2014,51,Marshall Koehn,Iowa,Big Ten,13,38,38,100,12,16,75,74
2014,52,Quentin Breshears,Washington State,Pac-12,11,41,42,97.6,9,12,75,68
2014,53,Shawn Moffitt,Central Florida,American,12,30,30,100,17,23,73.9,81
2014,54,Colby Delahoussaye,Louisiana State,SEC,12,34,36,94.4,11,15,73.3,67
2014,55,Will Johnson,Texas State,Sun Belt,12,32,33,97,11,15,73.3,65
2014,56,Kyle Bullard,Houston,American,13,42,47,89.4,16,22,72.7,90
2014,57,Michael Hunnicutt,Oklahoma,Big 12,13,60,62,96.8,13,18,72.2,99
2014,58,Griffin Oakes,Indiana,Big Ten,10,23,23,100,13,18,72.2,62
2014,59,Elliot Fry,South Carolina,SEC,13,51,51,100,18,25,72,105
2014,60,Andrew Baggett,Missouri,SEC,13,43,45,95.6,18,25,72,97
2014,61,Casey Skowron,Arizona,Pac-12,14,57,57,100,20,28,71.4,117
2014,62,Matt Wile,Michigan,Big Ten,12,28,28,100,15,21,71.4,73
2014,63,Austin Taylor,Florida International,CUSA,12,29,30,96.7,15,21,71.4,74
2014,64,Ryan Bustin,Texas Tech,Big 12,12,42,44,95.5,10,14,71.4,72
2014,65,Ryan Kay,Troy,Sun Belt,12,30,30,100,10,14,71.4,60
2014,66,Alex Hanks,Georgia Southern,Sun Belt,12,47,54,87,10,14,71.4,77
2014,67,Niklas Sade,North Carolina State,ACC,12,46,48,95.8,12,17,70.6,82
2014,68,Nick Diaz,Utah State,MWC,14,40,43,93,12,17,70.6,76
2014,69,Jonathan Barnes,Louisiana Tech,CUSA,11,39,42,92.9,12,17,70.6,75
2014,70,Stuart Williams,Wyoming,MWC,12,31,31,100,12,17,70.6,67
2014,71,Greg Joseph,Florida Atlantic,CUSA,11,34,35,97.1,14,20,70,76
2014,72,Chris Callahan,Baylor,Big 12,13,75,76,98.7,18,26,69.2,129
2014,73,Kaleb Patterson,Miami (OH),MAC,12,31,32,96.9,9,13,69.2,58
2014,74,Jordan Williamson,Stanford,Pac-12,13,43,43,100,15,22,68.2,88
2014,75,Nick Rose,Texas,Big 12,12,30,32,93.8,14,21,66.7,72
2014,76,Ryan Santoso,Minnesota,Big Ten,13,45,46,97.8,12,18,66.7,81
2014,77,Carl Salazar,Tulsa,American,12,34,34,100,12,18,66.7,70
2014,78,Dylan Mulder,Eastern Michigan,MAC,10,20,22,90.9,8,12,66.7,44
2014,79,Jake Elliott,Memphis,American,13,57,57,100,21,32,65.6,120
2014,80,Sean Nuernberger,Ohio State,Big Ten,15,89,89,100,13,20,65,128
2014,81,Jonathan Leiva,Nevada-Las Vegas,MWC,13,32,33,97,11,17,64.7,65
2014,82,James Langford,California,Pac-12,12,56,57,98.2,11,17,64.7,89
2014,83,Kody Kroening,Fresno State,MWC,13,45,46,97.8,9,14,64.3,72
2014,84,Bobby Puyol,Connecticut,American,12,19,22,86.4,9,14,64.3,46
2014,85,Warren Harvey,East Carolina,American,13,57,58,98.3,14,22,63.6,99
2014,86,Michael Geiger,Michigan State,Big Ten,13,72,72,100,14,22,63.6,114
2014,87,Adam Griffith,Alabama,SEC,13,53,54,98.1,12,19,63.2,89
2014,88,Harrison Butker,Georgia Tech,ACC,14,65,66,98.5,11,18,61.1,98
2014,89,Matthew Wyman,Kansas,Big 12,11,25,27,92.6,9,15,60,52
2014,90,Cody Clark,Middle Tennessee State,CUSA,12,46,46,100,9,15,60,73
2014,91,Austin Jones,Temple,American,12,30,30,100,13,22,59.1,69
2014,92,Kyle Brindza,Notre Dame,Ind,13,51,52,98.1,14,24,58.3,93
2014,93,Austin Rehkow,Idaho,Sun Belt,11,28,29,96.6,11,19,57.9,61
2014,94,Anthony Melchiori,Kent State,MAC,11,16,18,88.9,10,18,55.6,46
2014,95,Dan Grochowski,Army,Ind,11,35,37,94.6,7,13,53.8,56
2014,96,Luke Ferguson,Arkansas State,Sun Belt,13,36,42,85.7,8,15,53.3,60
2014,97,Andrew Dirocco,Tulane,American,12,22,24,91.7,8,15,53.3,46
2014,98,Tyler Wedel,Northern Illinois,MAC,14,31,33,93.9,8,15,53.3,55
2014,99,Cody Rademacher,Southern Methodist,American,9,12,12,100,9,17,52.9,39
2014,100,Austin Lopez,San Jose State,MWC,12,27,27,100,12,24,50,63
2014,101,Patrick Clarke,Buffalo,MAC,11,41,44,93.2,6,14,42.9,59
2015,1,Garrett Schwettman,Western Kentucky,CUSA,14,79,80,98.8,15,16,93.8,124
2015,2,Aidan Schneider,Oregon,Pac-12,13,67,67,100,22,24,91.7,133
2015,3,Conrad Ukropina,Stanford,Pac-12,14,67,67,100,18,20,90,121
2015,4,Brent Zuzo,Nevada,MWC,13,38,40,95,17,19,89.5,89
2015,5,Bobby Puyol,Connecticut,American,13,21,24,87.5,16,18,88.9,69
2015,6,Justin Yoon,Notre Dame,Ind,13,50,52,96.2,15,17,88.2,95
2015,7,Clayton Hatfield,Texas Tech,Big 12,12,53,54,98.1,14,16,87.5,95
2015,8,Nick Weiler,North Carolina,ACC,14,67,67,100,20,23,87,127
2015,9,Ross Martin,Duke,ACC,13,42,42,100,26,30,86.7,120
2015,10,Matt Anderson,California,Pac-12,13,50,52,96.2,18,21,85.7,104
2015,11,Jack Cantele,Kansas State,Big 12,10,29,0,,12,14,85.7,65
2015,12,Austin Grebe,Navy,American,13,58,61,95.1,12,14,85.7,94
2015,13,Daniel Carlson,Auburn,SEC,13,40,40,100,23,27,85.2,109
2015,14,Austin Rehkow,Idaho,Sun Belt,12,39,40,97.5,23,27,85.2,108
2015,15,Andy Phillips,Utah,Pac-12,13,47,47,100,23,27,85.2,116
2015,16,Jonathan Barnes,Louisiana Tech,CUSA,13,60,60,100,22,26,84.6,126
2015,17,JD Houston,Arkansas State,Sun Belt,11,43,45,95.6,11,13,84.6,76
2015,18,Greg Huegel,Clemson,ACC,15,57,62,91.9,27,32,84.4,138
2015,19,Aleem Sunanon,South Alabama,Sun Belt,12,32,32,100,16,19,84.2,80
2015,20,Jaden Oberkrom,Texas Christian,Big 12,13,59,60,98.3,21,25,84,122
2015,21,Tyler Rausa,Boise State,MWC,13,59,61,96.7,25,30,83.3,134
2015,22,Michael Badgley,Miami (FL),ACC,12,40,40,100,25,30,83.3,115
2015,23,Ka'Imi Fairbairn,UCLA,Pac-12,13,47,47,100,20,24,83.3,107
2015,24,Westin Graves,Mississippi State,SEC,13,52,54,96.3,15,18,83.3,97
2015,25,Davis Plowman,East Carolina,American,11,37,39,94.9,10,12,83.3,67
2015,26,Griffin Oakes,Indiana,Big Ten,13,53,57,93,24,29,82.8,125
2015,27,Zach Matics,Appalachian State,Sun Belt,13,61,61,100,14,17,82.4,103
2015,28,Trevor Samson,Brigham Young,Ind,12,52,55,94.5,14,17,82.4,94
2015,29,Jake Elliott,Memphis,American,13,63,63,100,23,28,82.1,132
2015,30,Austin Jones,Temple,American,14,44,45,97.8,23,28,82.1,113
2015,31,Kenneth Allen,Michigan,Big Ten,13,46,46,100,18,22,81.8,100
2015,32,Casey Skowron,Arizona,Pac-12,13,59,61,96.7,18,22,81.8,113
2015,33,Ryan Santoso,Minnesota,Big Ten,12,31,31,100,17,21,81,82
2015,34,Roberto Aguayo,Florida State,ACC,13,49,49,100,21,26,80.8,112
2015,35,Marshall Koehn,Iowa,Big Ten,14,47,53,88.7,16,20,80,95
2015,36,Cameron Van Winkle,Washington,Pac-12,13,49,49,100,16,20,80,97
2015,37,Ben Grogan,Oklahoma State,Big 12,13,61,64,95.3,16,20,80,109
2015,38,Andrew Baggett,Missouri,SEC,11,15,0,,16,20,80,63
2015,39,Jay Mattox,Texas-El Paso,CUSA,12,23,24,95.8,15,19,78.9,68
2015,40,Jed Solomon,Troy,Sun Belt,11,39,40,97.5,15,19,78.9,84
2015,41,Stephen Brauchle,Southern Mississippi,CUSA,11,48,52,92.3,11,14,78.6,81
2015,42,Austin Seibert,Oklahoma,Big 12,13,70,72,97.2,18,23,78.3,124
2015,43,Drew Brown,Nebraska,Big Ten,13,44,46,95.7,21,27,77.8,107
2015,44,Andrew Gantz,Cincinnati,American,13,49,50,98,21,27,77.8,112
2015,45,Christian Hagan,Northern Illinois,MAC,14,52,54,96.3,14,18,77.8,94
2015,46,Ian Frye,Virginia,ACC,12,34,0,,17,22,77.3,85
2015,47,Donny Hageman,San Diego State,MWC,14,57,57,100,17,22,77.3,108
2015,48,Andrew Haldeman,Western Michigan,MAC,13,53,56,94.6,17,22,77.3,104
2015,49,Erik Powell,Washington State,Pac-12,13,49,49,100,20,26,76.9,109
2015,50,Chris Kirtley,Old Dominion,CUSA,8,21,0,,10,13,76.9,51
2015,51,Joey Slye,Virginia Tech,ACC,13,41,42,97.6,23,30,76.7,110
2015,52,Zane Gonzalez,Arizona State,Pac-12,13,52,52,100,26,34,76.5,130
2015,53,Trent Domingue,Louisiana State,SEC,12,49,50,98,13,17,76.5,88
2015,54,Nick Rose,Texas,Big 12,11,38,39,97.4,13,17,76.5,77
2015,55,Matthew Wright,Central Florida,American,12,17,17,100,13,17,76.5,56
2015,56,Austin Macginnis,Kentucky,SEC,10,22,23,95.7,13,17,76.5,61
2015,57,Alex Wood,Southern California,Pac-12,13,54,56,96.4,13,17,76.5,93
2015,58,Morgan Hagee,Ball State,MAC,12,31,32,96.9,16,21,76.2,79
2015,59,Gary Wunderlich,Mississippi,SEC,13,63,63,100,19,25,76,120
2015,60,Josh Lambert,West Virginia,Big 12,13,53,54,98.1,21,28,75,116
2015,61,Kyle Federico,Rutgers,Big Ten,12,35,38,92.1,12,16,75,71
2015,62,Cody Clark,Middle Tennessee State,CUSA,13,56,56,100,12,16,75,92
2015,63,Cole Netten,Iowa State,Big 12,12,35,36,97.2,14,19,73.7,77
2015,64,Garrett Owens,Oregon State,Pac-12,12,23,23,100,11,15,73.3,56
2015,65,Wyatt Bryan,Colorado State,MWC,13,43,46,93.5,16,22,72.7,91
2015,66,Josiah Yazdani,Ohio,MAC,13,44,44,100,16,22,72.7,92
2015,67,Cole Murphy,Syracuse,ACC,12,37,37,100,16,22,72.7,85
2015,68,Nick Smith,Marshall,CUSA,13,48,48,100,18,25,72,102
2015,69,Marshall Morgan,Georgia,SEC,13,38,38,100,18,25,72,92
2015,70,Adam Griffith,Alabama,SEC,15,62,62,100,23,32,71.9,131
2015,71,Elliot Fry,South Carolina,SEC,12,25,25,100,20,28,71.4,85
2015,72,John Wallace,Louisville,ACC,13,46,47,97.9,15,21,71.4,91
2015,73,Austin Taylor,Florida International,CUSA,11,32,0,,10,14,71.4,62
2015,74,Taylor Bertolet,Texas A&M,SEC,13,38,38,100,22,31,71,104
2015,75,Nicolai Bornand,Nevada-Las Vegas,MWC,12,43,44,97.7,12,17,70.6,79
2015,76,Jameson Vest,Toledo,MAC,12,49,50,98,19,27,70.4,106
2015,77,Adam Mitcheson,Buffalo,MAC,12,31,36,86.1,13,19,68.4,70
2015,78,Robert Stein,Akron,MAC,13,36,38,94.7,15,22,68.2,81
2015,79,Redford Jones,Tulsa,American,13,58,60,96.7,17,25,68,109
