,X_value,Y_value,Z_value,accel_mag,classification
2017-03-19 10:24:37.369,3.8943,-7.8365,-5.94683,10.5802217268,T_B
2017-03-19 10:24:37.382,4.60083,-6.21508,-4.00208,8.70697998285,T_B
2017-03-19 10:24:37.443,4.61041,-7.15392,-2.0669,8.75822626703,T_B
2017-03-19 10:24:37.532,3.05125,-7.68562,-3.93502,9.1576887776,T_B
2017-03-19 10:24:37.545,2.85247,-7.81016,-7.23056,11.0189011358,T_B
2017-03-19 10:24:37.610,2.62734,-8.30832,-6.69408,10.988257539,T_B
2017-03-19 10:24:37.610,2.62734,-8.30832,-6.69408,10.988257539,T_B
2017-03-19 10:24:37.693,3.88472,-7.75028,-7.20182,11.270496922,T_B
2017-03-19 10:24:37.760,3.97334,-7.26409,-2.81415,8.74493421966,T_B
2017-03-19 10:24:37.760,7.09405,-11.10092,-0.89095,13.2041570027,T_B
2017-03-19 10:24:37.854,3.02251,-8.1742,-3.87993,9.53975728963,T_B
2017-03-19 10:24:37.919,6.30369,-7.91554,-3.13748,10.5941522482,T_B
2017-03-19 10:24:37.919,6.30369,-7.91554,-3.13748,10.5941522482,T_B
2017-03-19 10:24:38.008,3.30513,-7.63293,-4.50503,9.4594291584,T_B
2017-03-19 10:24:38.080,6.54559,-6.75635,-2.58662,9.75620914059,T_B
2017-03-19 10:24:38.080,6.18155,-6.55517,-2.03337,9.23668813419,T_B
2017-03-19 10:24:38.166,5.21635,-8.27,-4.65592,10.829625957,T_B
2017-03-19 10:24:38.166,5.21635,-8.27,-4.65592,10.829625957,T_B
2017-03-19 10:24:38.236,8.07361,-7.96823,-1.86333,11.4955585534,T_B
2017-03-19 10:24:38.317,5.75763,-8.56219,-3.8943,11.0284619645,T_B
2017-03-19 10:24:38.337,5.42711,-9.02443,-6.27495,12.2584198525,T_B
2017-03-19 10:24:38.395,7.1156,-7.19224,-2.45729,10.4114530072,T_B
2017-03-19 10:24:38.476,3.15664,-4.99601,-4.63436,7.51011215757,T_B
2017-03-19 10:24:38.487,5.56842,-6.87371,-2.56986,9.21191461533,T_B
2017-03-19 10:24:38.562,4.77567,-9.07233,-3.52307,10.8409509639,T_B
2017-03-19 10:24:38.562,4.77567,-9.07233,-3.52307,10.8409509639,T_B
2017-03-19 10:24:38.647,4.29906,-8.42807,-5.07505,10.7364059774,T_B
2017-03-19 10:24:38.712,3.25962,-7.0677,-3.61408,8.58132158125,T_B
2017-03-19 10:24:38.712,3.25962,-7.0677,-3.61408,8.58132158125,T_B
2017-03-19 10:24:38.812,3.59971,-7.43175,-3.71707,9.0556849289,T_B
2017-03-19 10:24:38.874,3.97334,-7.53713,-5.03673,9.89769713041,T_B
2017-03-19 10:24:38.874,3.97334,-7.53713,-5.03673,9.89769713041,T_B
2017-03-19 10:24:38.964,2.29443,-9.24717,-5.35526,10.9294726177,T_B
2017-03-19 10:24:38.964,2.29443,-9.24717,-5.35526,10.9294726177,T_B
2017-03-19 10:24:39.032,1.48731,-7.97302,-5.30497,9.69143155872,T_B
2017-03-19 10:24:39.111,2.44292,-7.19224,-4.90261,9.04056188276,T_B
2017-03-19 10:24:39.121,7.48923,-10.71532,-4.57688,13.8511544367,T_B
2017-03-19 10:24:39.190,7.71436,-8.91187,-2.25132,12.0000507853,T_B
2017-03-19 10:24:39.268,6.40189,-6.08814,-4.72537,10.0189203944,T_B
2017-03-19 10:24:39.280,6.30848,-5.05828,-1.93757,8.31488388215,T_B
2017-03-19 10:24:39.348,7.14195,-7.63053,-2.71116,10.797352751,T_B
2017-03-19 10:24:39.432,7.06531,-7.65927,-3.30034,10.9304742095,T_B
2017-03-19 10:24:39.444,7.42935,-7.41738,-2.23216,10.7329076094,T_B
2017-03-19 10:24:39.507,5.63069,-7.08207,-3.24765,9.61288800952,T_B
2017-03-19 10:24:39.507,5.63069,-7.08207,-3.24765,9.61288800952,T_B
2017-03-19 10:24:39.624,5.93965,-7.34073,-2.38304,9.73882121702,T_B
2017-03-19 10:24:39.674,6.18155,-6.7827,-2.5962,9.53712923958,T_B
2017-03-19 10:24:39.674,6.18155,-6.7827,-2.5962,9.53712923958,T_B
2017-03-19 10:24:39.765,5.00799,-8.33227,-3.84401,10.4538557515,T_B
2017-03-19 10:24:39.825,5.07744,-7.36229,-3.76018,9.70168359771,T_B
2017-03-19 10:24:39.825,5.53729,-6.98388,-3.92783,9.73981565059,T_B
2017-03-19 10:24:39.919,5.6259,-7.69041,-3.44883,10.133488301,T_B
2017-03-19 10:24:39.919,5.6259,-7.69041,-3.44883,10.133488301,T_B
2017-03-19 10:24:39.989,4.29188,-7.87482,-3.24525,9.53754011941,T_B
2017-03-19 10:24:40.062,2.62734,-9.10826,-4.41642,10.4579195503,T_B
2017-03-19 10:24:40.073,3.62845,-7.51557,-5.17324,9.81895381011,T_B
2017-03-19 10:24:40.142,4.07153,-7.53473,-5.73128,10.3051969002,T_B
2017-03-19 10:24:40.221,2.98419,-6.27256,-4.3302,8.18541574691,T_B
2017-03-19 10:24:40.230,2.90276,-7.09884,-4.49785,8.89101791617,T_B
2017-03-19 10:24:40.304,2.95545,-8.34185,-5.41035,10.372706168,T_B
2017-03-19 10:24:40.304,2.58423,-7.97542,-3.87754,9.23693051402,T_B
2017-03-19 10:24:40.392,6.36596,-8.43047,-6.26298,12.281009308,T_B
2017-03-19 10:24:40.460,5.39598,-7.96584,-3.52786,10.2477804058,T_B
2017-03-19 10:24:40.460,5.39598,-7.96584,-3.52786,10.2477804058,T_B
2017-03-19 10:24:40.551,5.08463,-8.42568,-3.59971,10.4787145101,T_B
2017-03-19 10:24:40.618,5.53489,-7.26409,-4.14578,10.0294318208,T_B
2017-03-19 10:24:40.618,6.26298,-6.38512,-2.85486,9.38855161963,T_B
2017-03-19 10:24:40.708,6.36596,-6.81144,-2.95306,9.77965873427,T_B
2017-03-19 10:24:40.781,6.52882,-7.28325,-2.71595,10.1512366516,T_B
2017-03-19 10:24:40.781,6.57433,-8.23647,-1.91841,10.7117482204,T_B
2017-03-19 10:24:40.878,6.40668,-7.48204,-3.03688,10.3077209566,T_B
2017-03-19 10:24:40.878,6.31327,-7.23535,-2.56028,9.93794251311,T_B
2017-03-19 10:24:40.938,5.69296,-7.09884,-1.80105,9.27615782583,T_B
2017-03-19 10:24:41.015,5.48459,-7.24254,-2.39981,9.39649940966,T_B
2017-03-19 10:24:41.029,6.28214,-7.36948,-3.38416,10.2580240473,T_B
2017-03-19 10:24:41.095,6.48571,-7.3599,-2.28006,10.0713075525,T_B
2017-03-19 10:24:41.180,6.26777,-7.27128,-3.3195,10.1575358164,T_B
2017-03-19 10:24:41.191,6.44021,-7.3072,-3.07521,10.2141271398,T_B
2017-03-19 10:24:41.254,6.02347,-7.13237,-2.68721,9.71462764299,T_B
2017-03-19 10:24:41.254,5.5804,-6.51924,-2.76625,9.01629044564,T_B
2017-03-19 10:24:41.348,4.50264,-8.07361,-5.36245,10.6870395996,T_B
2017-03-19 10:24:41.420,5.67859,-8.20773,-4.10027,10.7900616409,T_B
2017-03-19 10:24:41.420,5.55405,-9.95849,-3.51589,11.9323290675,T_B
2017-03-19 10:24:41.506,3.68354,-6.64618,-2.2609,7.92791551002,T_B
2017-03-19 10:24:41.571,4.0404,-8.64123,-3.2692,10.0838165747,T_B
2017-03-19 10:24:41.571,4.45713,-7.69999,-4.09309,9.79332627788,T_B
2017-03-19 10:24:41.666,3.79371,-7.47246,-1.7795,8.56717656324,T_B
2017-03-19 10:24:41.666,3.79371,-7.47246,-1.7795,8.56717656324,T_B
2017-03-19 10:24:41.731,2.95306,-8.91666,-5.01996,10.6502294492,T_B
2017-03-19 10:24:41.813,4.74214,-9.33339,-6.94316,12.5621467695,T_B
2017-03-19 10:24:41.823,7.41977,-7.77184,-1.64298,10.8698604922,T_B
2017-03-19 10:24:41.890,5.94683,-7.13237,-2.03577,9.50683166774,T_B
2017-03-19 10:24:41.968,4.01166,-7.38385,-3.74102,9.19836330107,T_B
2017-03-19 10:24:41.979,7.00543,-8.56219,-4.38768,11.9012135038,T_B
2017-03-19 10:24:42.057,6.77551,-7.77423,-3.25244,10.8131657625,T_B
2017-03-19 10:24:42.132,5.39598,-7.09884,-3.33147,9.51886662723,T_B
2017-03-19 10:24:42.149,4.8092,-7.10123,-4.02603,9.47442819983,T_B
2017-03-19 10:24:42.214,6.0091,-6.91682,-3.30992,9.74203531757,T_B
2017-03-19 10:24:42.214,6.36357,-6.86652,-3.15424,9.87893466083,T_B
2017-03-19 10:24:42.304,6.33243,-6.71563,-4.03321,10.0730402017,T_B
2017-03-19 10:24:42.366,7.01022,-8.37299,-2.77583,11.2674477224,T_B
2017-03-19 10:24:42.366,7.01022,-8.37299,-2.77583,11.2674477224,T_B
2017-03-19 10:24:42.456,4.26792,-8.40891,-3.82485,10.1761675515,T_B
2017-03-19 10:24:42.526,3.42488,-6.70845,-4.44516,8.74600204908,T_B
2017-03-19 10:24:42.526,4.6655,-7.57784,-3.97573,9.74663933613,T_B
2017-03-19 10:24:42.620,5.10618,-7.61377,-4.74932,10.3246602011,T_B
2017-03-19 10:24:42.620,4.59365,-7.5994,-4.73256,10.0622872567,T_B
2017-03-19 10:24:42.683,4.20565,-8.01374,-4.16254,9.96163942139,T_B
2017-03-19 10:24:42.763,4.38289,-7.84129,-4.45953,10.0291057147,T_B
2017-03-19 10:24:42.771,4.32541,-7.80537,-4.09309,9.81765543565,T_B
2017-03-19 10:24:42.843,4.70621,-8.09517,-4.30385,10.3054992463,T_B
2017-03-19 10:24:42.929,4.59604,-7.42696,-3.72426,9.49491606444,T_B
2017-03-19 10:24:42.938,4.89302,-7.62335,-4.34457,10.0465117542,T_B
2017-03-19 10:24:43.004,5.74326,-7.63532,-4.35894,10.501595348,T_B
2017-03-19 10:24:43.004,5.74326,-7.63532,-4.35894,10.501595348,T_B
2017-03-19 10:24:43.102,5.65704,-6.59828,-3.76018,9.46986558259,T_B
2017-03-19 10:24:43.159,6.57912,-6.8761,-4.59125,10.5662267507,T_B
2017-03-19 10:24:43.159,6.57912,-6.8761,-4.59125,10.5662267507,T_B
2017-03-19 10:24:43.247,6.8761,-7.08926,-3.66198,10.5332073025,T_B
2017-03-19 10:24:43.322,6.28932,-6.67492,-2.96264,9.63780778177,T_B
2017-03-19 10:24:43.322,6.28932,-6.67492,-2.96264,9.63780778177,T_B
2017-03-19 10:24:43.413,6.79467,-7.48683,-2.70637,10.466355738,T_B
2017-03-19 10:24:43.476,2.35191,-10.11896,-4.83794,11.4599518137,T_B
2017-03-19 10:24:43.476,2.35191,-10.11896,-4.83794,11.4599518137,T_B
2017-03-19 10:24:43.566,2.79978,-8.53106,-6.09054,10.8495359469,T_B
2017-03-19 10:24:43.566,2.64889,-7.6473,-5.66422,9.87831988399,T_B
2017-03-19 10:24:43.638,3.33866,-6.03545,-4.01884,7.98275530401,T_B
2017-03-19 10:24:43.718,3.94699,-6.75635,-1.98308,8.07214975511,T_B
2017-03-19 10:24:43.730,3.87035,-7.83171,-3.78174,9.51928821258,T_B
2017-03-19 10:24:43.794,3.24765,-9.34776,-5.44148,11.2932525045,T_B
2017-03-19 10:24:43.874,5.2906,-7.83171,-4.12422,10.3119018853,T_B
2017-03-19 10:24:43.884,6.91203,-7.42696,-2.91234,10.5554544117,T_B
2017-03-19 10:24:43.956,5.06786,-7.39582,-3.83203,9.7501698638,T_B
2017-03-19 10:24:43.956,5.06786,-7.39582,-3.83203,9.7501698638,T_B
2017-03-19 10:24:44.044,6.5887,-7.13716,-3.09437,10.1943683597,T_B
2017-03-19 10:24:44.112,5.66183,-6.79946,-4.25116,9.81638103305,T_B
2017-03-19 10:24:44.112,5.66183,-6.79946,-4.25116,9.81638103305,T_B
2017-03-19 10:24:44.205,5.68578,-7.03178,-3.59253,9.7303800531,T_B
2017-03-19 10:24:44.271,5.98515,-7.43414,-4.12662,10.3979541587,T_B
2017-03-19 10:24:44.271,5.98515,-7.43414,-4.12662,10.3979541587,T_B
2017-03-19 10:24:44.372,5.384,-7.23056,-3.90867,9.8257903032,T_B
2017-03-19 10:24:44.372,5.384,-7.23056,-3.90867,9.8257903032,T_B
2017-03-19 10:24:44.430,5.34808,-7.51078,-3.87754,10.0024543161,T_B
2017-03-19 10:24:44.509,5.70015,-7.34313,-4.00926,10.1236077545,T_B
2017-03-19 10:24:44.520,5.38161,-7.20661,-3.81766,9.7709509138,T_B
2017-03-19 10:24:44.588,5.1924,-7.44851,-3.76976,9.83119572777,T_B
2017-03-19 10:24:44.668,7.34073,-7.62095,-3.98052,11.305296781,T_B
2017-03-19 10:24:44.689,6.88568,-6.38752,-2.67045,9.76444079378,T_B
2017-03-19 10:24:44.747,1.98068,-5.51334,-3.06802,6.61307477187,T_B
2017-03-19 10:24:44.828,6.66773,-6.82341,-3.36979,10.1179559213,T_B
2017-03-19 10:24:44.840,6.28932,-6.88568,-2.04774,9.54784657566,T_B
2017-03-19 10:24:44.907,6.37315,-7.52755,-3.68833,10.5301865185,T_B
2017-03-19 10:24:44.907,6.37315,-7.52755,-3.68833,10.5301865185,T_B
2017-03-19 10:24:44.996,3.56618,-6.80665,-4.45234,8.88096027975,T_B
2017-03-19 10:24:45.065,7.52755,-7.47725,-1.17116,10.6744972861,T_B
2017-03-19 10:24:45.065,7.52755,-7.47725,-1.17116,10.6744972861,T_B
2017-03-19 10:24:45.165,3.63324,-6.94556,-5.80553,9.75425113436,T_B
2017-03-19 10:24:45.227,6.32525,-7.08447,-3.58055,10.1498197544,T_B
2017-03-19 10:24:45.227,6.32525,-7.08447,-3.58055,10.1498197544,T_B
2017-03-19 10:24:45.319,5.57561,-6.33962,-3.87754,9.29050725569,T_B
2017-03-19 10:24:45.319,5.57561,-6.33962,-3.87754,9.29050725569,T_B
2017-03-19 10:24:45.386,7.27367,-7.58982,-3.6045,11.1132381938,T_B
2017-03-19 10:24:45.462,5.1469,-6.38273,-4.22242,9.22272478822,T_B
2017-03-19 10:24:45.475,5.84624,-7.02459,-4.31583,10.1069172053,T_B
2017-03-19 10:24:45.549,5.65704,-6.92879,-3.26202,9.52108223397,T_B
2017-03-19 10:24:45.624,6.12646,-6.96232,-3.75539,10.0055167766,T_B
2017-03-19 10:24:45.632,5.37203,-6.90484,-4.02842,9.63139083637,T_B
2017-03-19 10:24:45.699,6.57433,-7.118,-3.31471,10.2408515922,T_B
2017-03-19 10:24:45.699,6.57433,-7.118,-3.31471,10.2408515922,T_B
2017-03-19 10:24:45.791,6.34201,-7.66885,-3.9422,10.703891442,T_B
2017-03-19 10:24:45.864,6.21987,-7.34313,-3.21891,10.1473997951,T_B
2017-03-19 10:24:45.864,6.39949,-7.10123,-3.59253,10.2121110244,T_B
2017-03-19 10:24:45.956,5.15408,-6.46416,-3.29315,8.89914277189,T_B
2017-03-19 10:24:46.018,6.52164,-6.87371,-3.21412,10.005510723,T_B
2017-03-19 10:24:46.018,6.52164,-6.87371,-3.21412,10.005510723,T_B
2017-03-19 10:24:46.106,6.46176,-7.04136,-3.5566,10.1972788776,T_B
2017-03-19 10:24:46.177,5.96839,-7.89638,-3.5566,10.5177896849,T_B
2017-03-19 10:24:46.177,5.96839,-7.89638,-3.5566,10.5177896849,T_B
2017-03-19 10:24:46.265,5.43909,-7.2114,-4.07872,9.91079950491,T_B
2017-03-19 10:24:46.265,5.43909,-7.2114,-4.07872,9.91079950491,T_B
2017-03-19 10:24:46.340,5.98515,-7.08926,-3.51349,9.92089914525,T_B
2017-03-19 10:24:46.414,5.69775,-7.51078,-4.10267,10.2814431088,T_B
2017-03-19 10:24:46.424,5.95162,-7.5994,-3.62845,10.3120468573,T_B
2017-03-19 10:24:46.495,5.74086,-7.2114,-3.41051,9.82819118453,T_B
2017-03-19 10:24:46.573,5.92288,-7.58263,-3.63324,10.2848052052,T_B
2017-03-19 10:24:46.583,5.45825,-6.91921,-3.58534,9.51433775952,T_B
2017-03-19 10:24:46.658,5.95881,-7.25691,-3.94699,10.1857198776,T_B
2017-03-19 10:24:46.658,5.95881,-7.25691,-3.94699,10.1857198776,T_B
2017-03-19 10:24:46.742,5.59956,-7.15632,-3.62845,9.78435677694,T_B
2017-03-19 10:24:46.817,5.49417,-7.40061,-3.87035,9.9967265384,T_B
2017-03-19 10:24:46.817,5.49417,-7.40061,-3.87035,9.9967265384,T_B
2017-03-19 10:24:46.897,5.41035,-7.41019,-4.1362,10.0643406838,T_B
2017-03-19 10:24:46.972,4.50743,-7.05094,-3.92544,9.24347117062,T_B
2017-03-19 10:24:46.972,4.50743,-7.05094,-3.92544,9.24347117062,T_B
2017-03-19 10:24:47.062,5.47262,-7.15871,-3.39614,9.62966590428,T_B
2017-03-19 10:24:47.062,5.47262,-7.15871,-3.39614,9.62966590428,T_B
2017-03-19 10:24:47.130,5.39119,-7.37187,-4.44276,10.1561564251,T_B
2017-03-19 10:24:47.210,5.47022,-7.4557,-4.58646,10.3221308202,T_B
2017-03-19 10:24:47.225,5.51334,-7.52755,-4.22721,10.2435458383,T_B
2017-03-19 10:24:47.293,5.12055,-7.11081,-3.62606,9.48324639995,T_B
2017-03-19 10:24:47.368,5.41993,-7.75028,-4.31583,10.3956178206,T_B
2017-03-19 10:24:47.380,5.00559,-7.56347,-3.67875,9.78750280978,T_B
2017-03-19 10:24:47.446,5.22833,-7.21859,-3.87275,9.71811034818,T_B
2017-03-19 10:24:47.526,4.78046,-7.36229,-3.61169,9.49212391996,T_B
2017-03-19 10:24:47.536,5.26904,-7.54192,-3.82245,9.96265345229,T_B
2017-03-19 10:24:47.613,5.13732,-7.73352,-3.90628,10.0726566412,T_B
2017-03-19 10:24:47.613,5.13732,-7.73352,-3.90628,10.0726566412,T_B
2017-03-19 10:24:47.695,5.09181,-7.48683,-3.53026,9.71812163911,T_B
2017-03-19 10:24:47.765,4.74453,-7.43893,-3.37937,9.44819485736,T_B
2017-03-19 10:24:47.765,4.74453,-7.43893,-3.37937,9.44819485736,T_B
2017-03-19 10:24:47.859,4.97685,-7.44372,-3.18538,9.50392808818,T_B
2017-03-19 10:24:47.923,5.11097,-7.48683,-3.70031,9.79116601258,T_B
2017-03-19 10:24:47.923,5.61632,-7.56347,-3.73144,10.132757436,T_B
2017-03-19 10:24:48.015,5.69775,-7.72394,-4.53138,10.6140006072,T_B
2017-03-19 10:24:48.015,5.69775,-7.72394,-4.53138,10.6140006072,T_B
2017-03-19 10:24:48.090,6.70126,-7.62335,-2.82373,10.5354545191,T_B
2017-03-19 10:24:48.162,3.4129,-7.96105,-4.97685,9.98975672552,T_B
2017-03-19 10:24:48.175,5.21396,-7.78621,-3.21891,9.90816969141,T_B
2017-03-19 10:24:48.249,6.26058,-7.50839,-4.0404,10.5780723428,T_B
2017-03-19 10:24:48.321,2.71116,-8.25803,-5.78397,10.4402948707,T_B
2017-03-19 10:24:48.330,6.5384,-8.30593,-3.50631,11.1370264227,T_B
2017-03-19 10:24:48.408,4.41642,-7.51557,-6.78988,11.0494809134,T_B
2017-03-19 10:24:48.408,4.41642,-7.51557,-6.78988,11.0494809134,T_B
2017-03-19 10:24:48.497,6.09532,-6.89047,-3.15185,9.72448770609,T_B
2017-03-19 10:24:48.558,5.58998,-7.20182,-4.12662,10.0071514597,T_B
2017-03-19 10:24:48.558,5.58998,-7.20182,-4.12662,10.0071514597,T_B
2017-03-19 10:24:48.653,5.38161,-7.06291,-4.37331,9.89809396886,T_B
2017-03-19 10:24:48.722,5.51573,-6.98627,-3.69552,9.63784799715,T_B
2017-03-19 10:24:48.722,5.51573,-6.98627,-3.69552,9.63784799715,T_B
2017-03-19 10:24:48.818,5.66901,-6.99825,-3.33387,9.60353406926,T_B
2017-03-19 10:24:48.876,5.30257,-6.64618,-3.6572,9.25548858987,T_B
2017-03-19 10:24:48.876,5.65464,-6.85694,-3.85838,9.68915248707,T_B
2017-03-19 10:24:48.966,4.70621,-7.77184,-3.76018,9.83304953624,T_B
2017-03-19 10:24:48.966,4.70621,-7.77184,-3.76018,9.83304953624,T_B
2017-03-19 10:24:49.035,2.53633,-8.53345,-5.06307,10.241455785,T_B
2017-03-19 10:24:49.115,1.05141,-8.63405,-6.63899,10.942050567,T_B
2017-03-19 10:24:49.125,3.74342,-8.45681,-2.10762,9.48540408928,T_B
2017-03-19 10:24:49.194,5.41514,-8.90708,-3.29076,10.9310986055,T_B
2017-03-19 10:24:49.277,3.33387,-8.33467,-4.1817,9.90293027724,T_B
2017-03-19 10:24:49.289,3.42009,-7.66167,-4.37331,9.46171459901,T_B
2017-03-19 10:24:49.352,5.15648,-7.41019,-3.26202,9.59900913151,T_B
2017-03-19 10:24:49.352,5.12295,-8.02092,-4.25116,10.4236335169,T_B
2017-03-19 10:24:49.445,5.51813,-7.68801,-2.77583,9.86207324278,T_B
2017-03-19 10:24:49.517,5.24749,-6.8785,-5.05349,10.0193649864,T_B
2017-03-19 10:24:49.517,5.24749,-6.8785,-5.05349,10.0193649864,T_B
2017-03-19 10:24:49.603,6.28693,-7.36469,-4.1841,10.5484994398,T_B
2017-03-19 10:24:49.674,4.56491,-7.61137,-4.49785,9.94997543753,T_B
2017-03-19 10:24:49.674,4.56491,-7.61137,-4.49785,9.94997543753,T_B
2017-03-19 10:24:49.765,4.84512,-7.39582,-4.40444,9.87787593567,T_B
2017-03-19 10:24:49.765,4.91937,-7.70238,-4.56251,10.214859586,T_B
2017-03-19 10:24:49.829,4.56251,-7.79339,-4.5673,10.119963166,T_B
2017-03-19 10:24:49.909,4.5218,-7.64969,-4.39726,9.91465217966,T_B
2017-03-19 10:24:49.922,4.56491,-7.75028,-4.46192,10.0406161899,T_B
2017-03-19 10:24:49.988,4.39486,-7.41019,-4.41642,9.68145009139,T_B
2017-03-19 10:24:50.067,4.1817,-7.25212,-4.24876,9.38785496916,T_B
2017-03-19 10:24:50.080,4.49545,-7.49402,-4.25116,9.71811544532,T_B
2017-03-19 10:24:50.147,4.39007,-7.53713,-4.22242,9.6907107014,T_B
2017-03-19 10:24:50.226,4.11225,-7.72873,-4.14578,9.68665882974,T_B
2017-03-19 10:24:50.238,4.58886,-7.68322,-3.93262,9.77522407582,T_B
2017-03-19 10:24:50.314,4.61999,-7.85566,-4.59604,10.206825428,T_B
2017-03-19 10:24:50.314,4.61999,-7.85566,-4.59604,10.206825428,T_B
2017-03-19 10:24:50.397,4.88824,-7.62095,-4.44276,10.0852310642,T_B
2017-03-19 10:24:50.464,4.68226,-7.66885,-4.52898,10.0621309309,T_B
2017-03-19 10:24:50.464,4.68226,-7.66885,-4.52898,10.0621309309,T_B
2017-03-19 10:24:50.563,4.49066,-7.37906,-4.46671,9.72461063196,T_B
2017-03-19 10:24:50.622,4.52659,-7.312,-4.46911,9.6916616336,T_B
2017-03-19 10:24:50.622,4.52659,-7.312,-4.46911,9.6916616336,T_B
2017-03-19 10:24:50.710,4.45953,-7.26649,-4.87147,9.81939431441,T_B
2017-03-19 10:24:50.710,4.45953,-7.26649,-4.87147,9.81939431441,T_B
2017-03-19 10:24:50.783,4.45953,-7.41977,-4.59365,9.80010280539,T_B
2017-03-19 10:24:50.862,5.07505,-8.09996,-4.99122,10.7832166626,T_B
2017-03-19 10:24:50.869,4.20086,-7.88919,-4.70621,10.1012353779,T_B
2017-03-19 10:24:50.942,4.78764,-7.89638,-4.73256,10.3764848589,T_B
2017-03-19 10:24:51.020,4.61999,-7.48683,-4.34217,9.8107783258,T_B
2017-03-19 10:24:51.035,4.7134,-7.6449,-4.31583,9.96428743859,T_B
2017-03-19 10:24:51.103,4.32301,-7.37187,-4.41881,9.62074657046,T_B
2017-03-19 10:24:51.103,4.53856,-7.36469,-4.64873,9.82078796648,T_B
2017-03-19 10:24:51.191,4.45234,-6.89766,-4.32301,9.2784406239,T_B
2017-03-19 10:24:51.265,4.44755,-6.88808,-4.77327,9.48738391664,T_B
2017-03-19 10:24:51.265,4.57209,-7.09644,-4.88584,9.75371212141,T_B
2017-03-19 10:24:51.349,4.68226,-7.25451,-4.3302,9.65930153208,T_B
2017-03-19 10:24:51.418,4.53138,-7.28565,-4.75411,9.80895827899,T_B
2017-03-19 10:24:51.418,4.53138,-7.28565,-4.75411,9.80895827899,T_B
2017-03-19 10:24:51.513,5.22833,-8.4137,-4.97685,11.0857935305,T_B
2017-03-19 10:24:51.584,4.83554,-7.59221,-5.0511,10.3217106618,T_B
2017-03-19 10:24:51.584,4.83554,-7.59221,-5.0511,10.3217106618,T_B
2017-03-19 10:24:51.676,4.33738,-7.04136,-4.12662,9.24243520607,T_B
2017-03-19 10:24:51.676,4.33738,-7.04136,-4.12662,9.24243520607,T_B
2017-03-19 10:24:51.735,4.28469,-7.47965,-4.21523,9.59541017735,T_B
2017-03-19 10:24:51.816,4.70142,-7.30002,-4.39726,9.73291002344,T_B
2017-03-19 10:24:51.826,4.74693,-7.71915,-4.28469,10.0238310812,T_B
2017-03-19 10:24:51.893,4.16254,-6.84257,-4.21763,9.0518454623,T_B
2017-03-19 10:24:51.991,4.54335,-7.70238,-4.71579,10.1097656853,T_B
2017-03-19 10:24:51.999,4.68945,-7.44612,-4.59365,9.92659381054,T_B
2017-03-19 10:24:52.052,4.75172,-7.61856,-4.74453,10.1553859775,T_B
2017-03-19 10:24:52.052,4.46911,-7.32397,-4.98164,9.92120042347,T_B
2017-03-19 10:24:52.145,4.68466,-7.14195,-5.06068,9.92793891906,T_B
2017-03-19 10:24:52.211,4.68705,-7.57784,-5.27144,10.3527859266,T_B
2017-03-19 10:24:52.211,4.68705,-7.57784,-5.27144,10.3527859266,T_B
2017-03-19 10:24:52.310,4.23439,-7.07249,-4.93614,9.60810343261,T_B
2017-03-19 10:24:52.370,4.46192,-6.93598,-4.61281,9.4495801358,T_B
2017-03-19 10:24:52.370,4.46192,-6.93598,-4.61281,9.4495801358,T_B
2017-03-19 10:24:52.462,4.56491,-7.01022,-5.10139,9.79825329784,T_B
2017-03-19 10:24:52.462,4.72777,-6.84257,-5.12295,9.76817229989,T_B
2017-03-19 10:24:52.528,4.6631,-7.31439,-5.80553,10.4378628686,T_B
2017-03-19 10:24:52.620,4.39486,-7.09644,-5.21875,9.84426770541,T_B
2017-03-19 10:24:52.620,4.39486,-7.09644,-5.21875,9.84426770541,T_B
2017-03-19 10:24:52.691,4.14099,-7.38385,-5.2427,9.95765747014,T_B
2017-03-19 10:24:52.766,4.11225,-7.36948,-5.21156,9.9186790031,T_B
2017-03-19 10:24:52.776,4.32062,-7.23056,-4.4739,9.53753303051,T_B
2017-03-19 10:24:52.847,4.04758,-7.36708,-4.88584,9.72256160116,T_B
2017-03-19 10:24:52.927,4.55293,-7.73831,-5.02475,10.288766972,T_B
2017-03-19 10:24:52.937,4.33978,-7.36948,-4.57928,9.7011716425,T_B
2017-03-19 10:24:53.005,4.44755,-7.34792,-4.84033,9.85907824484,T_B
2017-03-19 10:24:53.005,4.44755,-7.34792,-4.84033,9.85907824484,T_B
2017-03-19 10:24:53.097,4.60802,-7.35032,-4.57209,9.80637850539,T_B
2017-03-19 10:24:53.167,4.65592,-7.791,-5.12774,10.4245378581,T_B
2017-03-19 10:24:53.167,4.65592,-7.791,-5.12774,10.4245378581,T_B
2017-03-19 10:24:53.254,4.52419,-8.05445,-5.02236,10.5150634771,T_B
2017-03-19 10:24:53.323,4.37091,-7.73591,-4.67987,10.0424270459,T_B
2017-03-19 10:24:53.323,4.37091,-7.73591,-4.67987,10.0424270459,T_B
2017-03-19 10:24:53.413,4.39007,-7.10842,-4.2799,9.38721969016,T_B
2017-03-19 10:24:53.414,4.55054,-7.37906,-4.83075,9.92441869017,T_B
2017-03-19 10:24:53.481,4.52898,-7.40061,-4.63915,9.8388211151,T_B
2017-03-19 10:24:53.574,4.82357,-7.91793,-4.61041,10.3545315393,T_B
