,X_value,Y_value,Z_value,classification
2017-03-19 10:25:11.124,1.45735,-31.76952,-22.11017,T_B
2017-03-19 10:25:11.199,-2.23015,-31.76952,-26.54767,T_B
2017-03-19 10:25:11.274,-1.10515,-32.51952,-26.54767,T_B
2017-03-19 10:25:11.364,0.01985,-31.01952,-24.54767,T_B
2017-03-19 10:25:11.433,2.20735,-32.14452,-24.11017,T_B
2017-03-19 10:25:11.516,4.08235,-32.83202,-22.92267,T_B
2017-03-19 10:25:11.590,3.33235,-30.26952,-21.29767,T_B
2017-03-19 10:25:11.678,1.08235,-34.70702,-20.04767,T_B
2017-03-19 10:25:11.757,-0.73015,-32.89452,-24.48517,T_B
2017-03-19 10:25:11.836,0.70735,-35.45702,-27.36017,T_B
2017-03-19 10:25:11.908,0.70735,-38.45702,-28.17267,T_B
2017-03-19 10:25:11.999,0.39485,-38.08202,-30.61017,T_B
2017-03-19 10:25:12.067,3.33235,-35.83202,-33.04767,T_B
2017-03-19 10:25:12.151,3.70735,-35.45702,-33.86017,T_B
2017-03-19 10:25:12.231,4.45735,-33.95702,-31.42267,T_B
2017-03-19 10:25:12.315,3.33235,-35.45702,-30.17267,T_B
2017-03-19 10:25:12.379,4.83235,-37.70702,-30.98517,T_B
2017-03-19 10:25:12.478,3.70735,-33.20702,-27.79767,T_B
2017-03-19 10:25:12.544,-0.35515,-28.01952,-26.98517,T_B
2017-03-19 10:25:12.641,-1.85515,-10.58202,-30.17267,T_B
2017-03-19 10:25:12.704,1.45735,3.16798,-20.48517,T_B
2017-03-19 10:25:12.784,-2.60515,10.98048,-15.67267,T_B
2017-03-19 10:25:12.865,-8.16765,9.48048,-8.73517,T_B
2017-03-19 10:25:12.945,-12.60515,10.60548,-3.92267,T_B
2017-03-19 10:25:13.019,-13.35515,9.10548,2.51483,T_B
2017-03-19 10:25:13.107,-13.73015,8.73048,5.01483,T_B
2017-03-19 10:25:13.188,-15.23015,5.73048,8.20233,T_B
2017-03-19 10:25:13.260,-15.98015,5.73048,8.63983,T_B
2017-03-19 10:25:13.340,-18.91765,-0.58202,6.20233,T_B
2017-03-19 10:25:13.420,-20.41765,0.16798,4.20233,T_B
2017-03-19 10:25:13.499,-19.29265,4.66798,4.20233,T_B
2017-03-19 10:25:13.583,-19.29265,4.66798,5.01483,T_B
2017-03-19 10:25:13.655,-16.73015,-1.26952,5.82733,T_B
2017-03-19 10:25:13.747,-17.48015,-5.76952,4.20233,T_B
2017-03-19 10:25:13.814,-16.73015,-6.51952,4.57733,T_B
2017-03-19 10:25:13.920,-16.73015,-6.14452,3.38983,T_B
2017-03-19 10:25:13.972,-14.85515,-8.70702,4.63983,T_B
2017-03-19 10:25:14.067,-13.35515,-9.08202,4.63983,T_B
2017-03-19 10:25:14.131,-12.29265,-16.89452,5.38983,T_B
2017-03-19 10:25:14.217,-15.23015,-12.45702,7.82733,T_B
2017-03-19 10:25:14.290,-15.60515,-10.95702,3.82733,T_B
2017-03-19 10:25:14.381,-14.48015,-11.33202,2.57733,T_B
2017-03-19 10:25:14.448,-15.98015,-10.95702,5.01483,T_B
2017-03-19 10:25:14.535,-14.10515,-3.14452,5.01483,T_B
2017-03-19 10:25:14.607,-15.23015,-1.64452,5.82733,T_B
2017-03-19 10:25:14.695,-18.23015,-5.01952,2.57733,T_B
2017-03-19 10:25:14.771,-18.91765,-3.89452,2.57733,T_B
2017-03-19 10:25:14.849,-14.85515,-9.08202,0.95233,T_B
2017-03-19 10:25:14.932,-14.10515,-6.89452,2.57733,T_B
2017-03-19 10:25:15.008,-12.29265,-5.01952,1.76483,T_B
2017-03-19 10:25:15.083,-15.23015,-3.89452,7.45233,T_B
2017-03-19 10:25:15.173,-15.60515,-12.45702,6.63983,T_B
2017-03-19 10:25:15.247,-17.85515,-8.33202,4.20233,T_B
2017-03-19 10:25:15.334,-17.48015,-13.89452,4.57733,T_B
2017-03-19 10:25:15.411,-17.85515,-14.64452,5.01483,T_B
2017-03-19 10:25:15.487,-14.85515,-19.14452,0.13983,T_B
2017-03-19 10:25:15.566,-15.98015,-14.26952,1.32733,T_B
2017-03-19 10:25:15.642,-16.35515,-13.89452,0.95233,T_B
2017-03-19 10:25:15.723,-17.10515,-16.51952,0.57733,T_B
2017-03-19 10:25:15.803,-13.35515,-14.26952,0.88983,T_B
2017-03-19 10:25:15.877,-9.29265,-15.76952,0.57733,T_B
2017-03-19 10:25:15.964,-10.04265,-18.01952,-0.29767,T_B
2017-03-19 10:25:16.042,-9.66765,-16.51952,-1.86017,T_B
2017-03-19 10:25:16.119,-10.79265,-14.64452,-3.11017,T_B
2017-03-19 10:25:16.202,-11.16765,-12.83202,-4.73517,T_B
2017-03-19 10:25:16.277,-10.41765,-14.64452,-4.73517,T_B
2017-03-19 10:25:16.354,-7.79265,-13.89452,-3.92267,T_B
2017-03-19 10:25:16.445,-7.41765,-12.83202,-5.11017,T_B
2017-03-19 10:25:16.516,-6.66765,-9.08202,-3.92267,T_B
2017-03-19 10:25:16.601,-10.41765,-9.83202,-3.92267,T_B
2017-03-19 10:25:16.679,-14.85515,-7.26952,-2.67267,T_B
2017-03-19 10:25:16.771,-15.98015,-4.64452,0.13983,T_B
2017-03-19 10:25:16.831,-14.48015,-3.14452,-0.67267,T_B
2017-03-19 10:25:16.922,-17.48015,2.04298,-2.67267,T_B
2017-03-19 10:25:16.991,-19.66765,6.10548,-3.92267,T_B
2017-03-19 10:25:17.073,-19.29265,7.23048,-3.11017,T_B
2017-03-19 10:25:17.154,-20.04265,8.73048,-3.48517,T_B
2017-03-19 10:25:17.239,-20.79265,9.10548,-3.11017,T_B
2017-03-19 10:25:17.316,-18.23015,6.85548,-3.92267,T_B
2017-03-19 10:25:17.394,-18.91765,5.04298,-0.67267,T_B
2017-03-19 10:25:17.466,-20.79265,5.04298,-0.73517,T_B
2017-03-19 10:25:17.553,-22.29265,3.54298,-5.11017,T_B
2017-03-19 10:25:17.629,-22.66765,-0.20702,-5.17267,T_B
2017-03-19 10:25:17.719,-20.04265,-2.76952,-8.79767,T_B
2017-03-19 10:25:17.784,-17.10515,-2.39452,-10.42267,T_B
2017-03-19 10:25:17.871,-11.91765,-3.89452,-7.67267,T_B
2017-03-19 10:25:17.942,-10.04265,2.04298,-5.17267,T_B
2017-03-19 10:25:18.030,-10.04265,2.79298,-6.79767,T_B
2017-03-19 10:25:18.102,-8.54265,4.66798,-5.54767,T_B
2017-03-19 10:25:18.200,-8.54265,3.16798,-9.23517,T_B
2017-03-19 10:25:18.260,-7.04265,7.60548,-10.42267,T_B
2017-03-19 10:25:18.343,-5.60515,2.04298,-6.79767,T_B
2017-03-19 10:25:18.424,-5.98015,-0.89452,-5.17267,T_B
2017-03-19 10:25:18.508,-11.91765,-5.39452,-5.61017,T_B
2017-03-19 10:25:18.579,-11.54265,-4.26952,-8.42267,T_B
2017-03-19 10:25:18.671,-8.54265,-2.01952,-6.42267,T_B
2017-03-19 10:25:18.740,-10.41765,-0.51952,-3.98517,T_B
2017-03-19 10:25:18.823,-13.73015,2.04298,-0.73517,T_B
2017-03-19 10:25:18.895,-13.73015,-6.14452,-5.61017,T_B
2017-03-19 10:25:18.991,-16.73015,-1.26952,-3.98517,T_B
2017-03-19 10:25:19.060,-13.35515,-5.01952,-6.42267,T_B
2017-03-19 10:25:19.149,-12.60515,-7.20702,-1.11017,T_B
2017-03-19 10:25:19.221,-11.16765,-9.83202,-2.79767,T_B
2017-03-19 10:25:19.299,-8.91765,-10.20702,-5.98517,T_B
2017-03-19 10:25:19.371,-6.66765,-7.95702,-5.98517,T_B
2017-03-19 10:25:19.455,-6.66765,-0.51952,-3.54767,T_B
2017-03-19 10:25:19.531,-5.60515,0.16798,-3.98517,T_B
2017-03-19 10:25:19.617,-6.35515,-0.89452,-5.23517,T_B
2017-03-19 10:25:19.690,-6.29265,-2.39452,-9.23517,T_B
2017-03-19 10:25:19.772,-5.98015,-7.58202,-7.23517,T_B
2017-03-19 10:25:19.853,-4.48015,-12.08202,-6.86017,T_B
2017-03-19 10:25:19.935,-5.23015,-14.64452,-8.04767,T_B
2017-03-19 10:25:20.016,-4.85515,-15.01952,-5.17267,T_B
2017-03-19 10:25:20.101,-5.98015,-10.20702,-1.98517,T_B
2017-03-19 10:25:20.167,-4.10515,-9.45702,-6.04767,T_B
2017-03-19 10:25:20.260,-2.98015,-10.95702,-6.86017,T_B
2017-03-19 10:25:20.327,0.33235,-16.51952,-6.42267,T_B
2017-03-19 10:25:20.422,-3.35515,-23.95702,-3.98517,T_B
2017-03-19 10:25:20.484,-3.73015,-26.51952,-4.42267,T_B
2017-03-19 10:25:20.577,-4.10515,-27.26952,-3.17267,T_B
2017-03-19 10:25:20.641,-4.10515,-25.01952,-1.61017,T_B
2017-03-19 10:25:20.737,-2.60515,-20.95702,-6.04767,T_B
2017-03-19 10:25:20.805,-4.10515,-18.70702,-3.23517,T_B
2017-03-19 10:25:20.883,-8.91765,-22.45702,0.45233,T_B
2017-03-19 10:25:20.966,-10.79265,-17.64452,-2.42267,T_B
2017-03-19 10:25:21.049,-7.41765,-15.39452,-4.79767,T_B
2017-03-19 10:25:21.125,-6.35515,-11.64452,-5.67267,T_B
2017-03-19 10:25:21.202,-6.35515,-9.45702,-5.23517,T_B
2017-03-19 10:25:21.279,-7.79265,-7.95702,-4.42267,T_B
2017-03-19 10:25:21.367,-6.35515,-8.70702,-5.23517,T_B
2017-03-19 10:25:21.444,-5.23015,-5.39452,-8.11017,T_B
2017-03-19 10:25:21.532,-2.60515,-7.20702,-6.11017,T_B
2017-03-19 10:25:21.595,-0.04265,-17.64452,-1.61017,T_B
2017-03-19 10:25:21.682,-4.85515,-25.01952,2.01483,T_B
2017-03-19 10:25:21.755,-11.54265,-28.39452,-5.23517,T_B
2017-03-19 10:25:21.839,-8.16765,-22.08202,-9.29767,T_B
2017-03-19 10:25:21.914,0.70735,-26.51952,-7.67267,T_B
2017-03-19 10:25:21.996,3.33235,-22.45702,1.57733,T_B
2017-03-19 10:25:22.073,-6.35515,-31.33202,4.01483,T_B
2017-03-19 10:25:22.158,-14.85515,-25.01952,-6.42267,T_B
2017-03-19 10:25:22.237,-13.73015,-19.83202,-10.48517,T_B
2017-03-19 10:25:22.317,-10.79265,-18.70702,-13.36017,T_B
2017-03-19 10:25:22.389,-9.29265,-18.70702,-14.54767,T_B
2017-03-19 10:25:22.475,-7.41765,-18.70702,-12.11017,T_B
2017-03-19 10:25:22.550,-7.04265,-19.83202,-9.23517,T_B
2017-03-19 10:25:22.632,-8.91765,-12.39452,-2.42267,T_B
2017-03-19 10:25:22.706,-5.60515,-16.51952,-1.17267,T_B
2017-03-19 10:25:22.798,0.70735,-15.39452,-1.17267,T_B
2017-03-19 10:25:22.870,2.58235,-24.33202,0.01483,T_B
2017-03-19 10:25:22.959,-5.60515,-30.26952,-1.23517,T_B
2017-03-19 10:25:23.023,-3.73015,-24.70702,-7.23517,T_B
2017-03-19 10:25:23.116,1.83235,-24.26952,-6.48517,T_B
2017-03-19 10:25:23.183,13.41839,-7.87814,3.92837,T_B
2017-03-19 10:25:23.267,5.23089,-14.19064,5.55337,T_B
2017-03-19 10:25:23.341,-1.83161,-15.31564,0.99087,T_B
2017-03-19 10:25:23.431,-3.64411,-7.12814,-7.38413,T_B
2017-03-19 10:25:23.500,-1.08161,-2.31564,-6.19663,T_B
2017-03-19 10:25:23.593,4.16839,1.74686,-11.00913,T_B
2017-03-19 10:25:23.659,26.79339,8.05936,-12.63413,T_B
2017-03-19 10:25:23.747,36.79339,11.05936,-3.82163,T_B
2017-03-19 10:25:23.821,28.66839,8.80936,-10.63413,T_B
2017-03-19 10:25:23.907,28.29339,9.93436,-11.44663,T_B
2017-03-19 10:25:23.981,13.04339,3.24686,-11.00913,T_B
2017-03-19 10:25:24.076,1.54339,1.74686,-0.57163,T_B
2017-03-19 10:25:24.135,-18.14411,2.87186,14.80337,T_B
2017-03-19 10:25:24.217,-16.26911,16.99686,14.42837,T_B
2017-03-19 10:25:24.302,1.16839,25.55936,3.11587,T_B
2017-03-19 10:25:24.378,11.54339,19.93436,-4.57163,T_B
2017-03-19 10:25:24.453,7.10589,-0.81564,-19.57163,T_B
2017-03-19 10:25:24.536,-4.01911,-15.69064,-52.63413,T_B
2017-03-19 10:25:24.612,-25.95661,-12.00314,-60.32163,T_B
2017-03-19 10:25:24.698,-34.08161,-12.00314,-58.25913,T_B
2017-03-19 10:25:24.771,-34.83161,-17.94064,-44.57163,T_B
2017-03-19 10:25:24.859,-33.39411,-17.56564,-35.25913,T_B
2017-03-19 10:25:24.930,-18.14411,-13.44064,-31.63413,T_B
2017-03-19 10:25:25.016,-18.51911,-16.06564,-15.44663,T_B
2017-03-19 10:25:25.088,-24.08161,-13.06564,-16.25913,T_B
2017-03-19 10:25:25.176,-25.20661,-6.00314,-3.75913,T_B
2017-03-19 10:25:25.249,-18.98946,-19.24275,40.03111,T_B
2017-03-19 10:25:25.350,-27.17696,-23.74275,48.15611,T_B
2017-03-19 10:25:25.407,-20.11446,-24.11775,40.46861,T_B
2017-03-19 10:25:25.493,-7.48946,-16.30525,40.46861,T_B
2017-03-19 10:25:25.569,4.76054,-11.11775,44.90611,T_B
2017-03-19 10:25:25.648,8.82304,-19.99275,48.15611,T_B
2017-03-19 10:25:25.723,-3.42696,-30.80525,41.71861,T_B
2017-03-19 10:25:25.808,-12.30196,-17.80525,23.46861,T_B
2017-03-19 10:25:25.882,-34.98946,-9.24275,28.34361,T_B
2017-03-19 10:25:25.964,-41.98946,9.69475,28.78111,T_B
2017-03-19 10:25:26.042,-26.80196,1.88225,30.78111,T_B
2017-03-19 10:25:26.124,-14.92696,1.13225,30.40611,T_B
2017-03-19 10:25:26.202,-4.48946,-3.30525,34.84361,T_B
2017-03-19 10:25:26.284,8.82304,-0.30525,38.84361,T_B
2017-03-19 10:25:26.359,14.76054,4.13225,38.03111,T_B
2017-03-19 10:25:26.445,22.57304,10.44475,33.96861,T_B
2017-03-19 10:25:26.518,24.07304,6.00725,21.46861,T_B
2017-03-19 10:25:26.614,21.82304,3.75725,7.34361,T_B
2017-03-19 10:25:26.677,18.88554,9.69475,-0.71889,T_B
2017-03-19 10:25:26.763,20.38554,10.06975,4.90611,T_B
2017-03-19 10:25:26.850,12.19804,16.75725,21.90611,T_B
2017-03-19 10:25:26.925,10.32304,10.81975,24.34361,T_B
2017-03-19 10:25:26.994,8.13554,-11.11775,17.90611,T_B
2017-03-19 10:25:27.078,16.63554,-8.49275,4.09361,T_B
2017-03-19 10:25:27.153,21.13554,-5.93025,4.53111,T_B
2017-03-19 10:25:27.236,20.01054,-1.43025,-0.71889,T_B
2017-03-19 10:25:27.372,14.97476,-5.9477,-22.72155,T_B
2017-03-19 10:25:27.401,3.84976,4.0523,-16.22155,T_B
2017-03-19 10:25:27.451,-4.27524,3.3648,-9.34655,T_B
2017-03-19 10:25:27.497,-10.96274,5.1773,-4.90905,T_B
2017-03-19 10:25:27.601,-12.46274,12.2398,-0.84655,T_B
2017-03-19 10:25:27.601,-12.46274,12.2398,-0.84655,T_B
2017-03-19 10:25:27.654,-12.08774,13.3648,0.77845,T_B
2017-03-19 10:25:27.695,-17.65024,10.3648,0.77845,T_B
2017-03-19 10:25:27.806,-19.15024,15.2398,-10.53405,T_B
2017-03-19 10:25:27.806,-19.15024,15.2398,-10.53405,T_B
2017-03-19 10:25:27.844,-16.21274,20.8023,-10.15905,T_B
2017-03-19 10:25:27.894,-13.96274,23.3648,-9.72155,T_B
2017-03-19 10:25:27.997,-14.33774,24.1148,-8.90905,T_B
2017-03-19 10:25:27.997,-15.83774,19.6773,-9.72155,T_B
2017-03-19 10:25:28.042,-14.71274,19.3023,-6.47155,T_B
2017-03-19 10:25:28.102,-13.96274,24.4898,-5.28405,T_B
2017-03-19 10:25:28.196,-14.33774,28.9273,-7.28405,T_B
2017-03-19 10:25:28.196,-14.33774,28.9273,-7.28405,T_B
2017-03-19 10:25:28.249,-13.96274,12.6148,-5.65905,T_B
2017-03-19 10:25:28.296,-12.46274,22.9898,-6.09655,T_B
2017-03-19 10:25:28.396,-11.33774,23.7398,-8.90905,T_B
2017-03-19 10:25:28.405,-4.02722,11.19818,3.22263,T_B
2017-03-19 10:25:28.448,-5.08972,13.44818,3.22263,T_B
2017-03-19 10:25:28.489,-4.71472,14.94818,3.66013,T_B
2017-03-19 10:25:28.591,-6.21472,14.57318,2.47263,T_B
2017-03-19 10:25:28.591,-6.96472,29.01068,2.41013,T_B
2017-03-19 10:25:28.638,-6.96472,21.63568,4.41013,T_B
2017-03-19 10:25:28.738,-8.46472,11.19818,1.22263,T_B
2017-03-19 10:25:28.796,-7.71472,5.63568,3.66013,T_B
2017-03-19 10:25:28.796,-7.71472,5.63568,3.66013,T_B
2017-03-19 10:25:28.845,-7.33972,3.38568,5.72263,T_B
2017-03-19 10:25:28.944,-8.83972,1.57318,5.28513,T_B
2017-03-19 10:25:29.000,-11.02722,-0.67682,4.03513,T_B
2017-03-19 10:25:29.000,-11.02722,-0.67682,4.03513,T_B
2017-03-19 10:25:29.038,-10.33972,-2.55182,2.84763,T_B
2017-03-19 10:25:29.140,-11.40222,-2.92682,6.09763,T_B
2017-03-19 10:25:29.187,-10.71472,-16.30182,8.09763,T_B
2017-03-19 10:25:29.187,-10.71472,-16.30182,8.09763,T_B
2017-03-19 10:25:29.238,-9.96472,-20.73932,8.09763,T_B
2017-03-19 10:25:29.340,-10.33972,-16.67682,13.78513,T_B
2017-03-19 10:25:29.396,-11.40222,-16.98932,16.59763,T_B
2017-03-19 10:25:29.396,-11.40222,-16.98932,16.59763,T_B
2017-03-19 10:25:29.440,-11.40222,-18.11432,17.41013,T_B
2017-03-19 10:25:29.533,-10.71472,-17.05182,15.78513,T_B
2017-03-19 10:25:29.592,-8.08972,-15.17682,14.59763,T_B
2017-03-19 10:25:29.592,-8.08972,-15.17682,14.59763,T_B
2017-03-19 10:25:29.631,-6.96472,-12.55182,13.34763,T_B
2017-03-19 10:25:29.736,-4.02722,-6.61432,8.09763,T_B
2017-03-19 10:25:29.785,-3.27722,-1.42682,-0.77737,T_B
2017-03-19 10:25:29.785,-3.27722,-1.42682,-0.77737,T_B
2017-03-19 10:25:29.830,-6.21472,-1.05182,-7.65237,T_B
2017-03-19 10:25:29.935,-1.40222,-6.98932,-21.40237,T_B
2017-03-19 10:25:29.981,7.53528,-15.92682,-35.58987,T_B
2017-03-19 10:25:29.981,7.53528,-15.92682,-35.58987,T_B
2017-03-19 10:25:30.083,19.03528,-21.86432,-44.08987,T_B
2017-03-19 10:25:30.127,24.59778,-22.23932,-48.96487,T_B
2017-03-19 10:25:30.195,29.41028,-22.61432,-58.27737,T_B
2017-03-19 10:25:30.195,29.41028,-22.61432,-58.27737,T_B
2017-03-19 10:25:30.277,32.03529,-23.73932,-65.15237,T_B
2017-03-19 10:25:30.339,33.53529,-22.98932,-68.77737,T_B
2017-03-19 10:25:30.379,32.41029,-23.36432,-70.77737,T_B
2017-03-19 10:25:30.379,32.41029,-23.36432,-70.77737,T_B
2017-03-19 10:25:30.484,34.22279,-20.36432,-69.58987,T_B
2017-03-19 10:25:30.525,33.53529,-16.67682,-66.33987,T_B
2017-03-19 10:25:30.576,30.91028,-11.11432,-64.33987,T_B
2017-03-19 10:25:30.576,30.16028,-7.73932,-63.08987,T_B
2017-03-19 10:25:30.681,19.41028,16.76068,-53.77737,T_B
2017-03-19 10:25:30.727,21.66028,14.51068,-61.08987,T_B
2017-03-19 10:25:30.782,21.97278,16.38568,-65.96487,T_B
2017-03-19 10:25:30.782,21.97278,16.38568,-65.96487,T_B
2017-03-19 10:25:30.880,24.22278,15.63568,-64.71487,T_B
2017-03-19 10:25:30.931,22.34778,15.63568,-63.08987,T_B
2017-03-19 10:25:30.974,21.66028,21.19818,-64.71487,T_B
2017-03-19 10:25:30.974,21.66028,21.19818,-64.71487,T_B
2017-03-19 10:25:31.078,20.16028,21.94818,-66.77737,T_B
2017-03-19 10:25:31.121,20.16028,23.44818,-67.52737,T_B
2017-03-19 10:25:31.173,20.91028,22.32318,-65.52737,T_B
2017-03-19 10:25:31.173,21.97278,23.07318,-65.15237,T_B
2017-03-19 10:25:31.269,20.91028,27.19818,-60.27737,T_B
2017-03-19 10:25:31.325,20.16028,29.01068,-58.65237,T_B
2017-03-19 10:25:31.385,18.66028,33.13568,-56.65237,T_B
2017-03-19 10:25:31.421,11.59778,36.44818,-56.21487,T_B
2017-03-19 10:25:31.472,8.28528,36.82318,-59.02737,T_B
2017-03-19 10:25:31.533,6.78528,36.82318,-61.90237,T_B
2017-03-19 10:25:31.570,4.91028,34.57318,-64.71487,T_B
2017-03-19 10:25:31.618,-1.83368,16.9343,-12.60085,T_B
2017-03-19 10:25:31.678,-2.14618,15.4343,-17.47585,T_B
2017-03-19 10:25:31.727,-1.83368,15.8093,-19.53835,T_B
2017-03-19 10:25:31.770,-3.64618,18.8093,-22.66335,T_B
2017-03-19 10:25:31.822,-2.14618,30.3093,-26.35085,T_B
2017-03-19 10:25:31.865,-8.14618,41.8093,-19.91335,T_B
2017-03-19 10:25:31.920,-17.02118,55.9343,-17.91335,T_B
2017-03-19 10:25:31.976,-23.33368,68.9343,-18.72585,T_B
2017-03-19 10:25:32.018,-17.02118,90.4968,-19.53835,T_B
2017-03-19 10:25:32.063,-7.39618,100.1218,-11.03835,T_B
2017-03-19 10:25:32.133,0.41632,105.3718,-1.28835,T_B
2017-03-19 10:25:32.165,0.04132,110.1843,12.08665,T_B
2017-03-19 10:25:32.222,-6.27118,116.4968,25.02415,T_B
2017-03-19 10:25:32.268,-9.58368,116.8718,24.64915,T_B
2017-03-19 10:25:32.311,6.72882,120.9343,-5.35085,T_B
2017-03-19 10:25:32.369,10.85382,133.5593,-11.03835,T_B
2017-03-19 10:25:32.424,17.85382,142.1218,-2.91335,T_B
2017-03-19 10:25:32.462,5.60382,146.1843,15.33665,T_B
2017-03-19 10:25:32.516,-6.64618,134.6843,25.83665,T_B
2017-03-19 10:25:32.578,-18.52118,124.6843,18.14915,T_B
2017-03-19 10:25:32.617,-1.45868,100.4968,-25.53835,T_B
2017-03-19 10:25:32.663,21.22882,90.4968,-35.66335,T_B
2017-03-19 10:25:32.716,2.48298,14.59167,-56.88098,T_B
2017-03-19 10:25:32.761,6.92048,10.15417,-63.75598,T_B
2017-03-19 10:25:32.807,13.60798,10.52917,-64.56848,T_B
2017-03-19 10:25:32.864,25.48298,13.84167,-53.19348,T_B
2017-03-19 10:25:32.911,24.79548,12.71667,-36.69348,T_B
2017-03-19 10:25:32.968,7.67048,14.21667,-18.88098,T_B
2017-03-19 10:25:33.028,1.35798,15.34167,-16.44348,T_B
2017-03-19 10:25:33.057,-1.57952,18.34167,-10.75598,T_B
2017-03-19 10:25:33.105,-3.45452,20.90417,-5.88098,T_B
2017-03-19 10:25:33.164,-10.89202,25.02917,-2.69348,T_B
2017-03-19 10:25:33.205,-11.64202,26.09167,-1.88098,T_B
2017-03-19 10:25:33.269,-14.95452,29.09167,-0.25598,T_B
2017-03-19 10:25:33.309,-17.20452,30.96667,-2.69348,T_B
2017-03-19 10:25:33.356,-20.20452,35.77917,-2.25598,T_B
2017-03-19 10:25:33.408,-17.95452,32.77917,-4.31848,T_B
2017-03-19 10:25:33.462,-19.45452,35.77917,-3.06848,T_B
2017-03-19 10:25:33.503,-21.64202,37.27917,-4.31848,T_B
2017-03-19 10:25:33.558,-20.89202,38.34167,-6.31848,T_B
2017-03-19 10:25:33.613,-22.39202,36.52917,-6.31848,T_B
2017-03-19 10:25:33.655,-23.51702,36.90417,-5.50598,T_B
2017-03-19 10:25:33.701,-23.89202,39.46667,-5.50598,T_B
2017-03-19 10:25:33.766,-24.64202,38.71667,-6.31848,T_B
2017-03-19 10:25:33.804,-22.39202,38.02917,-6.69348,T_B
2017-03-19 10:25:33.849,-23.14202,39.46667,-7.94348,T_B
2017-03-19 10:25:33.906,-22.39202,41.34167,-9.13098,T_B
2017-03-19 10:25:33.953,-23.14202,42.46667,-7.94348,T_B
2017-03-19 10:25:33.998,-23.51702,40.59167,-5.94348,T_B
2017-03-19 10:25:34.064,-23.14202,38.71667,-5.13098,T_B
2017-03-19 10:25:34.158,-11.26702,20.15417,-14.81848,T_B
2017-03-19 10:25:34.158,-11.26702,20.15417,-14.81848,T_B
2017-03-19 10:25:34.211,-10.89202,29.46667,-14.44348,T_B
2017-03-19 10:25:34.249,-10.89202,27.59167,-12.00598,T_B
2017-03-19 10:25:34.351,-19.82952,31.71667,-6.31848,T_B
2017-03-19 10:25:34.352,-19.82952,30.59167,-4.69348,T_B
2017-03-19 10:25:34.395,-20.89202,28.34167,-4.69348,T_B
2017-03-19 10:25:34.444,-17.20452,33.52917,-5.88098,T_B
2017-03-19 10:25:34.550,-21.64202,32.77917,-9.13098,T_B
2017-03-19 10:25:34.550,-21.64202,32.77917,-9.13098,T_B
2017-03-19 10:25:34.593,-21.26702,36.52917,-8.75598,T_B
2017-03-19 10:25:34.650,-23.14202,34.65417,-7.13098,T_B
2017-03-19 10:25:34.745,-23.14202,30.59167,-9.13098,T_B
2017-03-19 10:25:34.745,-23.14202,30.59167,-9.13098,T_B
2017-03-19 10:25:34.797,-22.76702,25.71667,-9.94348,T_B
2017-03-19 10:25:34.841,-20.57952,24.27917,-8.31848,T_B
2017-03-19 10:25:34.959,-23.89202,42.84167,-7.13098,T_B
2017-03-19 10:25:34.959,-23.89202,42.84167,-7.13098,T_B
2017-03-19 10:25:34.991,-27.95452,25.71667,-6.31848,T_B
2017-03-19 10:25:35.040,-29.07952,30.59167,-8.75598,T_B
2017-03-19 10:25:35.142,-26.89202,26.09167,-9.56848,T_B
2017-03-19 10:25:35.142,-26.89202,26.09167,-9.56848,T_B
2017-03-19 10:25:35.192,-25.39202,27.96667,-9.56848,T_B
2017-03-19 10:25:35.243,-23.89202,26.46667,-7.13098,T_B
2017-03-19 10:25:35.343,-16.82952,23.52917,-4.69348,T_B
2017-03-19 10:25:35.343,-16.82952,23.52917,-4.69348,T_B
2017-03-19 10:25:35.391,-16.07952,23.52917,-2.69348,T_B
2017-03-19 10:25:35.494,-12.39202,22.40417,0.18152,T_B
2017-03-19 10:25:35.547,-14.20452,17.21667,3.36902,T_B
2017-03-19 10:25:35.547,-14.20452,17.21667,3.36902,T_B
2017-03-19 10:25:35.585,-16.82952,16.46667,1.36902,T_B
2017-03-19 10:25:35.692,-19.07952,13.09167,-3.06848,T_B
2017-03-19 10:25:35.737,-13.14202,9.40417,-13.19348,T_B
2017-03-19 10:25:35.737,-13.14202,9.40417,-13.19348,T_B
2017-03-19 10:25:35.789,-13.51702,13.09167,-14.81848,T_B
2017-03-19 10:25:35.883,-17.57952,18.65417,-10.75598,T_B
2017-03-19 10:25:35.936,-6.74966,-5.51836,-2.29415,T_B
2017-03-19 10:25:35.936,-6.74966,-5.51836,-2.29415,T_B
2017-03-19 10:25:35.988,-6.74966,-5.14336,3.39335,T_B
2017-03-19 10:25:36.087,-11.99966,-4.76836,10.26835,T_B
2017-03-19 10:25:36.142,-16.43716,-1.83086,17.14335,T_B
2017-03-19 10:25:36.142,-16.43716,-1.83086,17.14335,T_B
2017-03-19 10:25:36.181,-16.81216,-2.20586,18.33085,T_B
2017-03-19 10:25:36.288,-19.06216,-2.89336,25.64335,T_B
2017-03-19 10:25:36.342,-19.37466,-4.01836,29.26835,T_B
2017-03-19 10:25:36.342,-18.68716,-2.89336,32.51835,T_B
2017-03-19 10:25:36.382,-19.74966,-3.64336,35.76835,T_B
2017-03-19 10:25:36.479,-26.43716,-1.08086,34.95585,T_B
2017-03-19 10:25:36.531,-24.24966,5.98164,26.83085,T_B
