,X_value,Y_value,Z_value,classification
2017-03-19 10:10:04.175,0.05186,0.12536,-0.08793,W
2017-03-19 10:10:04.238,0.09554,-0.20221,-0.09805,W
2017-03-19 10:10:04.326,0.14454,0.21964,-0.20511,W
2017-03-19 10:10:04.326,1.18104,-0.53137,0.64231,W
2017-03-19 10:10:04.397,2.53872,-1.21527,0.61728,W
2017-03-19 10:10:04.397,2.41994,-0.25387,1.39332,W
2017-03-19 10:10:04.487,2.12913,-2.18733,0.86016,W
2017-03-19 10:10:04.558,1.82659,-1.76495,1.62289,W
2017-03-19 10:10:04.558,2.0242,-3.0896,0.29397,W
2017-03-19 10:10:04.651,-0.50155,-0.85521,0.15762,W
2017-03-19 10:10:04.717,0.81033,-1.68292,-0.22321,W
2017-03-19 10:10:04.717,0.68303,0.05452,0.57999,W
2017-03-19 10:10:04.819,2.28519,-0.64695,0.27586,W
2017-03-19 10:10:04.819,0.57757,2.19997,-0.92096,W
2017-03-19 10:10:04.875,-1.05388,2.18505,-2.58384,W
2017-03-19 10:10:04.965,-3.27177,2.54458,-2.64509,W
2017-03-19 10:10:04.965,-3.27017,0.3986,-2.18703,W
2017-03-19 10:10:05.035,-2.07654,-0.27305,-1.21125,W
2017-03-19 10:10:05.124,-1.68133,-0.60115,-0.71643,W
2017-03-19 10:10:05.124,-0.67998,-0.55587,0.58053,W
2017-03-19 10:10:05.197,0.20206,-0.64749,-0.29033,W
2017-03-19 10:10:05.281,-0.37052,-0.24215,-0.15557,W
2017-03-19 10:10:05.281,0.27557,0.35972,-0.37235,W
2017-03-19 10:10:05.352,-0.12071,0.42364,0.18691,W
2017-03-19 10:10:05.352,1.10115,-0.34708,-0.29299,W
2017-03-19 10:10:05.441,-0.42485,0.01191,-0.82349,W
2017-03-19 10:10:05.510,-0.31832,-0.70661,-0.77555,W
2017-03-19 10:10:05.510,-0.20753,0.20579,-0.54066,W
2017-03-19 10:10:05.600,-0.19954,0.08914,-0.27701,W
2017-03-19 10:10:05.668,-0.27518,-0.72152,-0.29299,W
2017-03-19 10:10:05.668,-0.54043,-0.09408,-0.4107,W
2017-03-19 10:10:05.762,-0.19635,-0.31193,-0.36649,W
2017-03-19 10:10:05.762,0.37623,0.28302,-0.2866,W
2017-03-19 10:10:05.827,-0.19049,0.18555,-0.37608,W
2017-03-19 10:10:05.916,0.17277,-0.16279,-0.23813,W
2017-03-19 10:10:05.916,-0.37425,0.5504,0.0724,W
2017-03-19 10:10:05.987,-0.22298,-0.07011,0.0692,W
2017-03-19 10:10:06.082,0.08435,0.92112,0.20289,W
2017-03-19 10:10:06.082,0.10619,0.96532,0.12886,W
2017-03-19 10:10:06.144,0.21857,0.50193,0.22846,W
2017-03-19 10:10:06.144,-0.06479,0.69155,-0.15557,W
2017-03-19 10:10:06.234,-0.20487,0.59621,-0.25624,W
2017-03-19 10:10:06.316,-0.76254,0.48968,0.02712,W
2017-03-19 10:10:06.316,-0.13722,0.08542,0.14111,W
2017-03-19 10:10:06.393,-0.49462,-0.03815,0.13951,W
2017-03-19 10:10:06.471,-0.2821,0.13282,0.11554,W
2017-03-19 10:10:06.471,-0.13616,-0.21978,-0.0842,W
2017-03-19 10:10:06.556,-0.2315,0.09074,-0.04532,W
2017-03-19 10:10:06.624,-0.12604,-0.16492,-0.09858,W
2017-03-19 10:10:06.624,-0.00673,-0.15107,0.03618,W
2017-03-19 10:10:06.715,-0.11272,0.13655,-0.06875,W
2017-03-19 10:10:06.715,-0.01099,-0.35507,0.01807,W
2017-03-19 10:10:06.782,-0.22351,0.10406,-0.09538,W
2017-03-19 10:10:06.873,-0.04828,-0.21818,-0.0043,W
2017-03-19 10:10:06.873,-0.03443,-0.1271,-0.11616,W
2017-03-19 10:10:06.942,-0.12444,-0.04455,-0.09592,W
2017-03-19 10:10:07.033,0.08914,0.02523,-0.09964,W
2017-03-19 10:10:07.033,-0.03443,-0.04934,-0.12095,W
2017-03-19 10:10:07.101,0.13655,-0.12444,-0.1071,W
2017-03-19 10:10:07.101,0.02256,0.03428,-0.09379,W
2017-03-19 10:10:07.190,0.10406,-0.17344,0.0186,W
2017-03-19 10:10:07.259,0.0247,-0.1548,0.09423,W
2017-03-19 10:10:07.259,-0.15054,-0.34069,0.13684,W
2017-03-19 10:10:07.359,-0.07011,-0.39502,0.25296,W
2017-03-19 10:10:07.418,-0.08929,-0.16226,0.23165,W
2017-03-19 10:10:07.418,0.10779,-0.16386,0.27107,W
2017-03-19 10:10:07.510,0.05878,-0.03123,0.15815,W
2017-03-19 10:10:07.510,0.11684,-0.13776,0.17892,W
2017-03-19 10:10:07.582,0.10779,-0.09035,0.11501,W
2017-03-19 10:10:07.670,0.06251,0.01191,0.11128,W
2017-03-19 10:10:07.670,0.06411,-0.04082,0.10861,W
2017-03-19 10:10:07.736,0.0689,0.09341,0.07985,W
2017-03-19 10:10:07.830,0.14827,0.03535,0.08039,W
2017-03-19 10:10:07.830,0.01298,0.16265,-0.00217,W
2017-03-19 10:10:07.894,0.12163,0.03109,0.02339,W
2017-03-19 10:10:07.991,-0.0781,0.18502,0.01647,W
2017-03-19 10:10:07.991,0.0721,0.11311,0.06387,W
2017-03-19 10:10:08.054,0.09234,0.27983,0.0154,W
2017-03-19 10:10:08.054,0.0689,0.21538,-0.00217,W
2017-03-19 10:10:08.144,0.10033,0.20952,-0.02561,W
2017-03-19 10:10:08.223,-0.00407,0.18022,-0.05916,W
2017-03-19 10:10:08.223,0.01724,0.31338,0.00315,W
2017-03-19 10:10:08.305,0.01244,0.09767,-0.03839,W
2017-03-19 10:10:08.371,0.13815,0.08861,-0.12521,W
2017-03-19 10:10:08.371,0.0492,0.08169,-0.07727,W
2017-03-19 10:10:08.465,-0.02857,0.0982,-0.09325,W
2017-03-19 10:10:08.465,-0.02111,-0.00247,-0.02827,W
2017-03-19 10:10:08.536,-0.06425,-0.05999,-0.02401,W
2017-03-19 10:10:08.632,-0.00034,0.06251,0.03724,W
2017-03-19 10:10:08.632,0.03908,0.01138,0.05109,W
2017-03-19 10:10:08.696,0.00872,0.0231,0.07027,W
2017-03-19 10:10:08.777,-0.01419,-0.11432,0.01381,W
2017-03-19 10:10:08.777,0.01777,0.02576,0.03351,W
2017-03-19 10:10:08.857,0.06837,-0.01685,0.01274,W
2017-03-19 10:10:08.857,0.10033,0.05133,-0.00643,W
2017-03-19 10:10:08.947,0.06624,0.0247,-0.02508,W
2017-03-19 10:10:09.009,0.19034,-0.00034,0.0186,W
2017-03-19 10:10:09.009,0.61538,-0.21126,-0.0794,W
2017-03-19 10:10:09.094,0.25959,-0.08875,0.0921,W
2017-03-19 10:10:09.165,0.30593,-0.16865,0.02446,W
2017-03-19 10:10:09.165,0.04653,-0.04721,0.04896,W
2017-03-19 10:10:09.257,0.00339,-0.04401,0.07027,W
2017-03-19 10:10:09.326,-0.09302,0.08542,0.07186,W
2017-03-19 10:10:09.326,0.06997,-0.08503,0.01434,W
2017-03-19 10:10:09.418,-0.08716,0.06464,0.0218,W
2017-03-19 10:10:09.418,0.00765,-0.06212,0.01168,W
2017-03-19 10:10:09.479,0.06784,0.00073,0.00635,W
2017-03-19 10:10:09.574,0.0428,-0.03283,0.05588,W
2017-03-19 10:10:09.574,0.01404,0.03215,-0.06236,W
2017-03-19 10:10:09.638,-0.05254,-0.50581,-0.05544,W
2017-03-19 10:10:09.729,0.08328,0.06677,-0.0059,W
2017-03-19 10:10:09.729,-0.45254,0.56159,-0.10124,W
2017-03-19 10:10:09.803,0.08808,-0.22617,-0.08047,W
2017-03-19 10:10:09.803,-0.14415,0.15998,-0.08633,W
2017-03-19 10:10:09.903,0.09713,-0.19049,0.0415,W
2017-03-19 10:10:09.961,-0.04455,0.01671,-0.05011,W
2017-03-19 10:10:09.961,0.01564,-0.15906,-0.05437,W
2017-03-19 10:10:10.047,-0.0046,-0.03283,0.00049,W
2017-03-19 10:10:10.115,-0.00886,0.05772,0.02499,W
2017-03-19 10:10:10.115,0.04707,0.00765,-0.01389,W
2017-03-19 10:10:10.205,0.03215,0.07423,0.08465,W
2017-03-19 10:10:10.205,-0.00886,0.25106,0.06813,W
2017-03-19 10:10:10.275,0.12323,-0.27305,-0.01069,W
2017-03-19 10:10:10.366,-0.09568,0.2271,-4e-05,W
2017-03-19 10:10:10.366,-0.01898,-0.02857,-0.01922,W
2017-03-19 10:10:10.433,0.04547,-0.01099,0.01114,W
2017-03-19 10:10:10.531,-0.03336,-0.08929,-0.01016,W
2017-03-19 10:10:10.531,-0.2592,0.38422,-0.03413,W
2017-03-19 10:10:10.590,0.11151,-0.10047,0.05216,W
2017-03-19 10:10:10.680,-0.1532,0.32617,0.04736,W
2017-03-19 10:10:10.680,0.48223,0.21644,0.95497,W
2017-03-19 10:10:10.753,-0.46905,0.24521,0.00049,W
2017-03-19 10:10:10.753,0.00232,-0.23416,-0.17528,W
2017-03-19 10:10:10.839,-0.83764,0.07263,-0.63814,W
2017-03-19 10:10:10.916,0.05559,-0.62778,0.19543,W
2017-03-19 10:10:10.916,-0.75242,-2.06802,0.27693,W
2017-03-19 10:10:11.000,-0.51699,-3.67497,1.32994,W
2017-03-19 10:10:11.067,-0.73004,-4.97459,2.22956,W
2017-03-19 10:10:11.067,-1.5487,-2.87762,4.28552,W
2017-03-19 10:10:11.169,-10.72702,7.87623,4.02719,W
2017-03-19 10:10:11.169,-1.69411,-2.75564,0.0431,W
2017-03-19 10:10:11.226,2.63406,-9.49025,2.58855,W
2017-03-19 10:10:11.319,0.49022,-5.88006,2.20239,W
2017-03-19 10:10:11.319,0.80394,-3.99508,1.77096,W
2017-03-19 10:14:38.154,1.2865,0.74588,0.65936,W
2017-03-19 10:14:38.199,-0.74815,-0.53031,0.08891,W
2017-03-19 10:14:38.286,-0.20487,-1.31008,0.72274,W
2017-03-19 10:14:38.286,0.15306,-0.7881,0.13418,W
2017-03-19 10:14:38.357,-0.64216,-0.63204,-0.14598,W
2017-03-19 10:14:38.357,-0.38756,-0.97559,0.28279,W
2017-03-19 10:14:38.445,-0.21073,-1.08052,0.09796,W
2017-03-19 10:14:38.523,0.14507,-0.29755,0.13844,W
2017-03-19 10:14:38.523,0.14507,-0.29755,0.13844,W
2017-03-19 10:14:38.607,-0.55428,0.31338,-0.22268,W
2017-03-19 10:14:38.676,1.2391,0.25905,-0.15877,W
2017-03-19 10:14:38.676,0.23455,-0.38064,0.01168,W
2017-03-19 10:14:38.763,-0.52658,0.99995,-0.8954,W
2017-03-19 10:14:38.763,-0.52658,0.99995,-0.8954,W
2017-03-19 10:14:38.838,0.3219,0.18076,-1.11697,W
2017-03-19 10:14:38.920,-0.13456,0.61752,-1.093,W
2017-03-19 10:14:38.920,-0.2853,0.36398,-0.77928,W
2017-03-19 10:14:38.993,1.3158,-0.08716,-0.11296,W
2017-03-19 10:14:39.088,1.26307,-0.26079,0.45749,W
2017-03-19 10:14:39.088,1.26307,-0.26079,0.45749,W
2017-03-19 10:14:39.158,-0.02431,-0.29861,0.11394,W
2017-03-19 10:14:39.239,0.13655,-0.14468,0.08944,W
2017-03-19 10:14:39.239,-0.28849,-0.45307,0.66309,W
2017-03-19 10:14:39.316,-1.46295,0.64841,0.32699,W
2017-03-19 10:14:39.316,-1.19184,1.30674,0.2178,W
2017-03-19 10:14:39.398,-0.98358,0.53815,0.16614,W
2017-03-19 10:14:39.469,-0.24855,1.02551,-0.13853,W
2017-03-19 10:14:39.469,-0.24855,1.02551,-0.13853,W
2017-03-19 10:14:39.563,-0.56972,0.02896,-0.41816,W
2017-03-19 10:14:39.627,0.24094,0.3544,-0.21949,W
2017-03-19 10:14:39.627,0.66492,-0.48184,-0.21736,W
2017-03-19 10:14:39.717,0.93976,-0.01259,0.10968,W
2017-03-19 10:14:39.717,0.93976,-0.01259,0.10968,W
2017-03-19 10:14:39.787,0.35439,-0.2837,-0.31643,W
2017-03-19 10:14:39.877,0.34427,-0.45414,-0.70099,W
2017-03-19 10:14:39.877,0.01085,-0.5628,0.09743,W
2017-03-19 10:14:39.952,-0.15746,-0.91327,-0.4906,W
2017-03-19 10:14:40.034,-0.56333,-0.25707,-0.45811,W
2017-03-19 10:14:40.034,0.00232,0.54508,-0.48367,W
2017-03-19 10:14:40.104,0.00925,0.1456,0.62207,W
2017-03-19 10:14:40.104,0.00925,0.1456,0.62207,W
2017-03-19 10:14:40.194,-0.5857,0.06038,0.53312,W
2017-03-19 10:14:40.263,-0.0259,-0.17611,0.34777,W
2017-03-19 10:14:40.263,-0.0259,-0.17611,0.34777,W
2017-03-19 10:14:40.367,-0.88824,0.30593,-0.04638,W
2017-03-19 10:14:40.421,-0.53883,-0.34389,0.61675,W
2017-03-19 10:14:40.421,0.2484,-0.25387,0.73978,W
2017-03-19 10:14:40.509,0.38955,0.76399,0.41062,W
2017-03-19 10:14:40.588,1.31313,0.62231,0.19384,W
2017-03-19 10:14:40.588,1.31313,0.62231,0.19384,W
2017-03-19 10:14:40.674,0.78316,0.69954,-0.07195,W
2017-03-19 10:14:40.674,0.5536,0.37836,-0.37928,W
2017-03-19 10:14:40.741,0.14081,0.03162,-0.06875,W
2017-03-19 10:14:40.826,0.07583,-0.69596,-0.09379,W
2017-03-19 10:14:40.826,-0.14415,-1.36068,-1.20326,W
2017-03-19 10:14:40.897,-0.75135,-1.31754,-1.32097,W
2017-03-19 10:14:40.981,-0.9447,-0.64589,-0.43094,W
2017-03-19 10:14:40.981,-0.29488,-0.65068,0.15069,W
2017-03-19 10:14:41.056,-0.47545,0.72191,-0.75744,W
2017-03-19 10:14:41.056,-0.25121,0.46785,-0.90339,W
2017-03-19 10:14:41.143,0.35013,-0.22511,-0.97369,W
2017-03-19 10:14:41.216,-0.52285,0.01351,0.33285,W
2017-03-19 10:14:41.216,-0.52285,0.01351,0.33285,W
2017-03-19 10:14:41.304,0.19674,0.04174,0.39624,W
2017-03-19 10:14:41.375,0.21804,-0.11219,0.58266,W
2017-03-19 10:14:41.375,-0.26772,0.05665,0.35416,W
2017-03-19 10:14:41.463,0.42843,0.20366,0.71369,W
2017-03-19 10:14:41.463,0.53496,-0.00513,0.54058,W
2017-03-19 10:14:41.533,-0.12125,-0.003,0.1672,W
2017-03-19 10:14:41.627,-0.09674,-0.04987,0.11607,W
2017-03-19 10:14:41.627,-0.38916,-0.07065,0.01008,W
2017-03-19 10:14:41.692,-0.20487,-0.13616,-0.01815,W
2017-03-19 10:14:41.780,0.28355,0.66758,0.25349,W
2017-03-19 10:14:41.780,0.44707,-0.07384,0.30036,W
2017-03-19 10:14:41.851,0.59035,-0.04029,0.17732,W
2017-03-19 10:14:41.938,-0.08769,0.18502,-0.36063,W
2017-03-19 10:14:41.938,0.144,0.9323,-0.25091,W
2017-03-19 10:14:42.010,0.38209,0.44175,0.07559,W
2017-03-19 10:14:42.010,0.10352,-0.38223,-0.19978,W
2017-03-19 10:14:42.096,-0.43656,-0.25866,-0.49859,W
2017-03-19 10:14:42.169,-0.207,0.13761,-0.47728,W
2017-03-19 10:14:42.169,0.09394,0.33309,-0.37129,W
2017-03-19 10:14:42.257,0.28782,-0.20487,-0.26103,W
2017-03-19 10:14:42.328,-0.34761,-0.21978,0.18904,W
2017-03-19 10:14:42.329,0.23935,-0.2805,0.55017,W
2017-03-19 10:14:42.420,0.31072,0.39115,0.68865,W
2017-03-19 10:14:42.420,0.15679,0.14986,0.12832,W
2017-03-19 10:14:42.488,-0.04828,-0.57558,-0.00856,W
2017-03-19 10:14:42.580,0.30806,-0.3343,0.39038,W
2017-03-19 10:14:42.580,-0.21872,-0.46692,0.0921,W
2017-03-19 10:14:42.646,-0.27784,-0.60008,0.10968,W
2017-03-19 10:14:42.737,0.13495,-0.39662,0.07293,W
2017-03-19 10:14:42.737,-0.36413,-0.811,-0.23919,W
2017-03-19 10:14:42.804,-0.15693,0.88863,0.22313,W
2017-03-19 10:14:42.804,-0.53297,0.65427,-0.09858,W
2017-03-19 10:14:42.896,-0.16759,-0.68477,-0.6131,W
2017-03-19 10:14:42.963,-0.26346,-0.18303,-1.10312,W
2017-03-19 10:14:42.963,-1.05548,0.19727,-1.92657,W
2017-03-19 10:14:43.051,-0.47438,-1.08158,-1.05945,W
2017-03-19 10:14:43.121,-0.09142,0.90567,0.42287,W
2017-03-19 10:14:43.121,-0.09142,0.90567,0.42287,W
2017-03-19 10:14:43.209,0.1994,0.07796,0.05269,W
2017-03-19 10:14:43.280,-0.14468,1.01007,-0.38833,W
2017-03-19 10:14:43.280,0.26438,0.74641,-0.77715,W
2017-03-19 10:14:43.366,-2.24698,-0.01791,0.16348,W
2017-03-19 10:14:43.366,-0.1825,-0.31299,0.49051,W
2017-03-19 10:14:43.440,0.22656,-0.1564,0.76695,W
2017-03-19 10:14:43.523,-0.06585,-0.12817,0.58479,W
2017-03-19 10:14:43.523,-0.76094,-0.5122,-0.00217,W
2017-03-19 10:14:43.600,0.29581,-0.50474,0.12832,W
2017-03-19 10:14:43.685,0.13761,-0.27038,0.02233,W
2017-03-19 10:14:43.685,-1.08424,-0.44935,-0.30151,W
2017-03-19 10:14:43.757,-1.87787,-0.40887,-0.12042,W
2017-03-19 10:14:43.757,0.22603,-0.04348,-0.07195,W
2017-03-19 10:14:43.841,0.29101,-0.59316,-0.57901,W
2017-03-19 10:14:43.924,1.22951,0.57491,0.08678,W
2017-03-19 10:14:43.924,1.96028,0.16052,0.34564,W
2017-03-19 10:14:44.004,2.28465,-0.12764,0.86282,W
2017-03-19 10:14:44.075,-0.59209,1.25188,0.13258,W
2017-03-19 10:14:44.075,-0.63044,1.30408,-0.62961,W
2017-03-19 10:14:44.169,-0.35667,0.35493,-0.31216,W
2017-03-19 10:14:44.169,-0.26293,-0.71513,-0.14119,W
2017-03-19 10:14:44.235,-0.28583,-1.08851,-0.94813,W
2017-03-19 10:14:44.320,-1.00701,0.15892,-1.08129,W
2017-03-19 10:14:44.320,-0.41153,0.69315,-0.87942,W
2017-03-19 10:14:44.393,-0.30554,-1.15775,-1.02855,W
2017-03-19 10:14:44.481,0.09181,-1.52473,0.11021,W
2017-03-19 10:14:44.481,0.8572,-1.78679,1.08386,W
2017-03-19 10:14:44.551,0.41032,-0.96227,1.32461,W
2017-03-19 10:14:44.640,-0.20487,0.41352,0.76588,W
2017-03-19 10:14:44.640,-0.20487,0.41352,0.76588,W
2017-03-19 10:14:44.710,0.77997,2.28519,0.56987,W
2017-03-19 10:14:44.710,-0.20753,0.89821,0.01434,W
2017-03-19 10:14:44.794,0.20313,0.84282,0.10542,W
2017-03-19 10:14:44.868,0.06997,0.5813,0.18318,W
2017-03-19 10:14:44.868,-0.06212,-0.40141,0.28385,W
2017-03-19 10:14:44.953,0.42364,0.02044,0.24018,W
2017-03-19 10:14:45.028,0.15306,-0.06798,0.03777,W
2017-03-19 10:14:45.028,0.03482,0.01937,0.03192,W
2017-03-19 10:14:47.466,0.21378,0.59355,0.16188,W
2017-03-19 10:14:47.466,0.25746,0.03002,-0.27328,W
2017-03-19 10:14:47.544,-0.09461,0.58343,-0.21469,W
2017-03-19 10:14:47.544,-0.09461,0.58343,-0.21469,W
2017-03-19 10:14:47.638,0.78529,-0.03815,0.41541,W
2017-03-19 10:14:47.638,-0.31566,0.98823,0.43565,W
2017-03-19 10:14:47.703,0.58556,-0.55747,0.41967,W
2017-03-19 10:14:47.788,0.63243,0.31924,0.61994,W
2017-03-19 10:14:47.788,0.00392,-0.19528,0.28705,W
2017-03-19 10:14:47.868,0.10512,-0.47545,0.38984,W
2017-03-19 10:14:47.956,0.09234,0.56585,0.44471,W
2017-03-19 10:14:47.956,0.40819,-0.23257,0.30942,W
2017-03-19 10:14:48.022,0.20259,0.0508,0.32007,W
2017-03-19 10:14:48.022,0.13495,0.19248,0.43459,W
2017-03-19 10:14:48.108,0.23775,-0.42644,0.35682,W
2017-03-19 10:14:48.182,-0.25494,-0.21446,0.13951,W
2017-03-19 10:14:48.182,-0.25494,-0.21446,0.13951,W
2017-03-19 10:14:48.271,0.22923,0.1978,0.27586,W
2017-03-19 10:14:48.340,0.11844,0.02949,0.11128,W
2017-03-19 10:14:48.340,-0.07011,-0.26985,-0.1609,W
2017-03-19 10:14:48.427,-0.49622,0.23082,-0.40538,W
2017-03-19 10:14:48.427,0.05399,-0.25281,0.10595,W
2017-03-19 10:14:48.497,0.11045,0.15839,-0.23653,W
2017-03-19 10:14:48.587,0.09926,0.00712,-0.14332,W
2017-03-19 10:14:48.587,0.03268,0.30646,-0.21523,W
2017-03-19 10:14:48.658,-0.09621,-0.02218,-0.1822,W
2017-03-19 10:14:48.755,0.14773,-0.03975,0.09157,W
2017-03-19 10:14:48.755,-0.24908,0.07636,0.05801,W
2017-03-19 10:14:48.821,0.63243,-0.20647,0.13631,W
2017-03-19 10:14:48.913,0.56372,0.17756,0.33711,W
2017-03-19 10:14:48.913,-0.22937,-0.40514,0.17892,W
2017-03-19 10:14:48.979,0.53655,0.21698,0.37866,W
2017-03-19 10:14:48.979,0.53655,0.21698,0.37866,W
2017-03-19 10:14:49.060,0.38316,-0.29169,-0.30045,W
2017-03-19 10:14:49.138,0.24734,0.04227,-0.55824,W
2017-03-19 10:14:49.138,0.4737,-0.40727,-0.57955,W
2017-03-19 10:14:49.233,-0.19581,-0.39608,0.26627,W
2017-03-19 10:14:49.301,-0.2837,0.43962,0.00475,W
2017-03-19 10:14:49.301,-0.29915,-0.44455,-0.19019,W
2017-03-19 10:14:49.394,-0.0797,0.47637,-0.09751,W
2017-03-19 10:14:49.394,0.0998,-0.57611,-0.20244,W
2017-03-19 10:14:49.453,0.16851,0.0215,-0.56516,W
2017-03-19 10:14:49.541,-0.32471,-0.04668,-0.53161,W
2017-03-19 10:14:49.542,-0.14042,-0.21392,-0.1332,W
2017-03-19 10:14:49.611,0.35972,0.10725,-0.29192,W
2017-03-19 10:14:49.707,-0.21392,-0.00992,-0.54492,W
2017-03-19 10:14:49.707,-0.32365,0.24467,-0.46343,W
2017-03-19 10:14:49.768,-0.5383,0.07956,-0.45651,W
2017-03-19 10:14:49.768,-0.17344,-0.02164,0.24657,W
2017-03-19 10:14:49.875,-0.11485,-0.08556,-0.03466,W
2017-03-19 10:14:49.926,-0.04934,-1.04323,0.3009,W
2017-03-19 10:14:49.926,0.66598,0.72724,0.50276,W
2017-03-19 10:14:50.016,-0.38543,-0.51273,0.23751,W
2017-03-19 10:14:50.085,-0.00886,-0.09941,0.15762,W
2017-03-19 10:14:50.085,-0.00886,-0.09941,0.15762,W
2017-03-19 10:14:50.186,-0.34975,0.42577,0.11767,W
2017-03-19 10:14:50.244,-0.16066,0.37943,0.33179,W
2017-03-19 10:14:50.244,-0.2853,-0.11965,0.0969,W
2017-03-19 10:14:50.336,-0.1287,-0.05573,-0.01602,W
2017-03-19 10:14:50.336,0.2207,-0.19528,0.04736,W
2017-03-19 10:14:50.404,0.00872,-0.44455,-0.24665,W
2017-03-19 10:14:50.494,1.09901,-0.01632,-0.04798,W
2017-03-19 10:14:50.494,0.27823,-0.558,-0.47781,W
2017-03-19 10:14:50.562,-0.17185,0.08648,-0.76703,W
2017-03-19 10:14:50.655,0.16318,-0.78917,-0.22641,W
2017-03-19 10:14:50.655,0.65746,-0.3343,-0.45491,W
2017-03-19 10:14:50.729,0.2452,-0.02484,-0.54546,W
2017-03-19 10:14:50.729,0.28142,-0.19741,-0.42615,W
2017-03-19 10:14:50.812,-0.02324,0.46678,-0.5103,W
2017-03-19 10:14:50.881,-0.19528,0.48436,0.02765,W
