source_name,review_date,critic_name,review_detail
Observer (UK)," February 5, 2017",Wendy Ide," Deftly combining archive footage, interviews and handsome rotoscoped animation, Tower is an innovative documentary account of the mass shootings on the University of Texas campus on 1 August 1966."
Radio Times," February 2, 2017",Jeremy Aspinall," An insightful, intense and intensely moving experience."
Daily Express (UK)," February 2, 2017",Allan Hunter," Maitland's highly imaginative approach deftly pieces together a mosaic of archive footage, eyewitness testimony from key survivors and beautifully animated dramatic reconstructions."
Guardian," February 2, 2017",Peter Bradshaw," The film stands as a powerful, emotional memorial."
Financial Times," February 2, 2017",Nigel Andrews, Search the film out. It's worth the seeking.
CineVue," February 2, 2017",Maximilian Von Thun," An eclectic combination of reenactment, voiceover recollection and contemporary newsreel footage."
Independent (UK)," February 1, 2017",Geoffrey Macnab, This is a morbid but very original film which manages both to be reflective and dramatic.
Total Film," January 31, 2017",Neil Smith, Maitland's harrowing doc offers a minute by-minute chronicle of how the day unfolded.
The List," January 30, 2017",Matthew Turner, This is a remarkable and profoundly moving film with a desperately important message - for those reasons and more it demands to be seen.
Reeling Reviews," January 27, 2017",Laura Clifford, Maitland's achievement is to plunge us into the nightmare right along with the people who lived through it...
Cambridge Day," January 20, 2017",Tom Meek," The film's portrait of pain, perseverance and heroism lingers beyond the borders of time and colored hues."
Boston Globe," January 19, 2017",Ty Burr," ""Tower"" is, in a sense, about the last day of this country's innocence, or whatever was left of it after Dallas, 1963."
Reeling Reviews," January 6, 2017",Robin Clifford, ...the suffering of the victims and acts of police and civilian heroism is captured vividly and powerfully in this unique document of our country's sad first.
Laramie Movie Scope," December 2, 2016",Robert Roten," This unique mixed media 'semi-documentary' about the 1966 mass murder in Austin Texas combines historical photos and video along with animated recreations of events. It covers some, but not all important aspects of the mass murder."
LarsenOnFilm," November 30, 2016",Josh Larsen, ...lends visual poetry to oral history.
Eye for Film," November 30, 2016",Jennie Kermode," Intensely detailed and delivered with great care, Tower is a film that really packs a punch."
Your Movies (cleveland.com)," November 22, 2016",John Urbancich," Keith Maitland's use of real footage and animated characters, who turn into the real survivors of a troubled ex-Marine's barrage from the top of a University of Texas landmark, is as riveting as it gets."
Cleveland Plain Dealer," November 16, 2016",Michael Heaton, Tower is a groundbreaking triumph for both documentary journalism and art.
