source_name,review_date,critic_name,review_detail
El Pais (Spain)," January 24, 2017",Jordi Costa," A film that has a protagonist with a conventional dramatic arc, but everything that surrounds this predictable characterization is pure imaginative fire, served with devilish dominion of the filmic space. [Full review in Spanish]"
El Financiero," January 24, 2017",Daniel Krauze," Train to Busan is undoubtedly a remarkable thriller and a well-assembled film, regardless of whether it works for it to narrate from drama or include political subtexts. [Full review in Spanish]"
rec.arts.movies.reviews," January 23, 2017",David N. Butterworth, The very definition of a mondo midnight movie!
Combustible Celluloid," January 19, 2017",Jeffrey M. Anderson," Often it's the simplest ideas that are the most ingenious. Get this one: zombies... on a train. That's it. Ingenious. And, amazingly, the South Korean film 'Train to Busan' gets just about everything right with this scenario. "
Seanax.com," January 18, 2017",Sean Axmaker," This is viral horror with an organic purity and a cinematic distinction to it, and in its own bloody, diseased way, it's a thing of beauty."
The Blu Spot," January 16, 2017",Jeff Beck," Yeon Sang-ho's Train to Busan may not take the zombie subgenre in any new directions, but it still manages to deliver an engaging, tense, and often thrilling experience that fans are sure to get a kick out of. "
Otroscines.com," January 10, 2017",Diego Battle, An entertaining film for the lovers of the cinema of this genre and a lesson of staging where neither the vertigo nor the visual effects conspire against the understanding and effectiveness of the plot. [Full review in Spanish]
ArtsHub," January 8, 2017",Sarah Ward, There's little about the feature that follows that's unexpected... but there's also little that fails to infect viewers with tension-riddled enthusiasm either. 
San Diego Reader," January 6, 2017",Matthew Lickona," Director Yeon Sang-ho makes smart use of the cramped quarters, and while it's true that his zombies' abilities tend to vary according to the requirements of the moment, it's easy to overlook amid the onslaught of action and emotion."
El Mundo (Spain)," January 5, 2017",Alberto Luchini," A film that is presented as a hyperrealistic comic that plays with all the clichés of the subgenre, to subvert and reinvent it. [Full review in Spanish]"
Sensacine," January 4, 2017",Alberto Lechuga, A film as horizontal and direct as the high-speed train in which it takes place. [Full review in Spanish]
Blog de cine," January 4, 2017",Alberto Abuín," An emotional trip full of death, and that in some moments it becomes sentimental, something very normal in the Korean cinema. [Full review in Spanish]"
Blog de cine," January 3, 2017",Mikel Zorrilla," I don't think 'Train to Busan' is a new top work for zombie movies, but it's a good movie with some great scenes. [Full review in Spanish]"
Cinema em Cena," December 30, 2016",Pablo Villaça, It has one of the most memorable shots of 2016. [Full review in Portuguese.]
Cine Vértigo," December 20, 2016",Ernesto Diezmartinez," A film that has topics such as child orphanhood, the difficulty of fatherhood and has a good execution of action scenes. [Full review in Spanish]"
Chilango.com," December 19, 2016",Oswaldo Betancourt Lozano," Claustrophobic and full of movement at the same time. Without a doubt, one of the best zombie movies of the year. [Full review in Spanish]"
Proceso," December 19, 2016",Fausto Ponce," If there's something to complain about Train to Busan is that suddenly becomes cheesy, but even thought it's an excellent horror movie and never collapses. [Full review in Spanish]"
Cine Premiere," December 13, 2016",Sergio López Aguirre, A zombie film with lots of action and suspense that makes good use of its own atmosphere. [Full review in Spanish]
El Universal," December 7, 2016",Alonso Díaz de la Vega," An ambitious film of unique qualities in many ways, but doesn't manages to meet its own goals. [Full review in Spanish]"
Irish Times," December 2, 2016",Tara Brady," As with Romero's still-peerless original, Train to Busan infects its zombie DNA with a keen social and political awareness."
We Got This Covered," July 23, 2016",Matt Donato," Train To Busan is so much more than ""Zombies On A Train."""
Flick Filosopher," July 23, 2016",MaryAnn Johanson, This South Korean hit is an oozy doozy of a horror-thriller; confidently spins out its own unique - and breathless - take on familiar genre tropes.
"The Stranger (Seattle, WA)"," July 22, 2016",Andrew Wright," Whatever your current stance on brain-eating, this is a keeper."
The Playlist," July 22, 2016",Kevin Jagernauth," What Train To Busan truly needs, and disappointingly lacks, is heart."
RogerEbert.com," July 22, 2016",Brian Tallerico," The most purely entertaining zombie film in some time, finding echoes of George Romero's and Danny Boyle's work, but delivering something unique for an era in which kindness to others seems more essential than ever."
Los Angeles Times," July 22, 2016",Robert Abele," ""Train to Busan"" is really a feast for the scary, gymnastic bit players: contorting their bodies, baring teeth and running full bore. On this express, they're a first-class menace indeed."
New York Times," July 21, 2016",Jeannette Catsoulis," Sprinting right out of the gate, the director, Yeon Sang-ho, dives gleefully into a sandbox of spilled brains and smug entitlement."
Fort Worth Star-Telegram/DFW.com," July 21, 2016",Cary Darling," Breathless and brutal, the film is akin to someone smashing together 28 Days Later with Snowpiercer and then convincing Mad Max's George Miller to help out on some of the action scenes."
Las Vegas Weekly," July 21, 2016",Josh Bell," A big, effects-driven thriller with some very effective action sequences."
NOW Toronto," July 20, 2016",Norman Wilner, Yeon Sang-ho's Train To Busan is the best fast-zombie picture since the Dawn Of The Dead remake. It's also an awful lot of fun.
Film Journal International," July 20, 2016",Maitland McDonagh, A zombie outbreak aboard a packed bullet train pits passengers against flesh-eating monsters in this suspenseful genre picture aimed squarely at horror fans.
Ozus' World Movie Reviews," July 19, 2016",Dennis Schwartz, Well-executed tense zombie train ride thriller.
Hollywood Reporter," July 18, 2016",Leslie Felperin, Yeon Sang-ho has instantly transformed himself into Korea's go-to-guy for zombie movies.
