source_name,review_date,critic_name,review_detail
Film Experience," January 2, 2017",Nathaniel Rogers," I got a little choked up watching these old miners, barmaids, former pit workers and retirees chasing a very odd dream they didn't even know they had then grabbing on to it like a lifeline when the dream starts to feel real."
indieWire," January 2, 2017",Kate Erbland," It's a true winner and a genuine crowdpleaser, a human story told well through one incredible animal."
Georgia Straight," July 13, 2016",Ken Eisner," Saying more would ruin the story, which has more hurdles and switchbacks than a steeplechase."
Phantom Tollbooth," July 8, 2016",Marie Asner," Dark Horse has humor, a look at racing society from the ground up, life in a small Welsh town, and the love of animals."
ReviewExpress.com," July 2, 2016",Jean Lowerison, Great Feel-Good Story
Movie Nation," June 23, 2016",Roger Moore," Predictably charming and sentimental ""one Welsh town and its horse"" tale. It's just quirky enough. "
"Mountain Xpress (Asheville, NC)"," June 21, 2016",Ken Hanke," Sweet without being cloying, crowd-pleasing without being obviously manipulative, this is how this kind of tale ought to be told. See it now before Hollywood decides to remake it."
Creative Loafing," June 18, 2016",Matt Brunson," The whole affair has a Caddyshack-esque ""snobs against the slobs"" vibe to it."
Cinemalogue.com," June 17, 2016",Todd Jorgenson, You don't need to be an equine enthusiast to become captivated by this inspiring documentary.
Salt Lake Tribune," June 17, 2016",Sean P. Means," The story told in the documentary Dark Horse is the sort that a Hollywood executive would sell his mother to tell: an inspirational sports story, loaded with eccentric characters, dramatic twists and a rousing, emotional trajectory."
"Deseret News, Salt Lake City"," June 17, 2016",Josh Terry, Dark Horse is the equestrian equivalent of a D-League affiliate making it to the NBA Finals.
"Journal and Courier (Lafayette, IN)"," June 16, 2016",Bob Bloom, 'Dark Horse' is not so much about Dream Alliance as it is about the impact the horse had on its owners and the town.
Charlotte Observer," June 16, 2016",Lawrence Toppman," ""Dark Horse"" has all the elements of a great sports movie biography: A rise from obscurity, achievement against all expectations, a comeback from a potentially fatal injury, an irresistible ""little guy vs. big guys"" vibe."
Willamette Week," June 15, 2016",Michelle DeVona," This underdog saga escapes banality when syndicate members share their life stories, revealing the stark reality that comes with living in a washed-up mining town."
tonymacklin.net," June 11, 2016",Tony Macklin, Dark Horse is an incredible tale about luck and pluck. 
San Diego Reader," June 10, 2016",Scott Marks, Fantasy fulfillment for those wondering what would happen if Ma & Pa Kettle hauled Mr. Ed to Del Mar and pulled up a stall adjacent to the high-hatted muckety mucks.
Detroit News," June 10, 2016",Adam Graham, It's a galloping victory.
