source_name,review_date,critic_name,review_detail
Reeling Reviews," February 9, 2017",Robin Clifford," I think it is Peter Simonischek's off the wall performance that make's ""Toni Erdmann"" a cut above just quirky."
Flicks.co.nz," February 9, 2017",Paul Casserly," This film delivers surprises, shocks and cringe-inducing comedy at an impressive rate."
Newsday," February 8, 2017",Rafer Guzman," Funny, tender, outrageous - this unpredictable movie belongs in a category all its own."
Herald Sun (Australia)," February 8, 2017",Leigh Paatsch," Wonderfully unconventional, yet highly enjoyable."
Sunday Independent (Ireland)," February 6, 2017",Hilary A White," Maren's screenplay has its eccentricities (for one, a bizarre sexual interlude), but is anchored by the gorgeous duelling of its leads. If only it was 40 minutes shorter."
Irish Independent," February 6, 2017",Paul Whitington," At two hours and 43 minutes, Toni Erdmann may test the patience of some, but it's a wise, insightful, boldly eccentric and, at times, hilarious film that raises all sorts of interesting questions."
Sunday Times (UK)," February 6, 2017",Camilla Long, A German comedy with bite.
Urban Cinefile," February 5, 2017",Andrew L. Urban," Acclaimed with awards and showered with positive reviews though it is, Toni Erdmann has somehow missed out on making me a fan, despite the excellent performances and its quirky qualities "
Urban Cinefile," February 5, 2017",Louise Keller," A highly lauded and awarded comic drama that has many scratching their heads wondering what the fuss is all about ... If you can persevere through the film's often frustrating first half, there is a pay off"
Daily Express (UK)," February 5, 2017",Nicholas Barber, Worth almost three hours of anyone's time.
Observer (UK)," February 5, 2017",Mark Kermode," ""This will not be a comedy,"" Ade reportedly told her co-producer. ""This will be a very long and sad film."" In fact, it is both and more."
ABC Radio Brisbane," February 4, 2017",Matthew Toomey," I'm struggling to think of a more warped, out-of-the-box comedy from the past year."
The Australian," February 3, 2017",David Stratton," The first thing to note is that Toni Erdmann is wholly original. It doesn't follow any of the usual ""rules"" of narrative cinema."
RTÉ (Ireland)," February 3, 2017",Paddy Kehoe," At the heart of this deeply-convincing human drama is the lingering after-effect of unmentioned family discord, astutely tempered with some brilliant comic set-pieces."
Contactmusic.com," February 3, 2017",Rich Cline, Surprises us with both its hilarity and its resonance.
Baltimore Magazine," February 3, 2017",Max Weiss," While I appreciate that the film contains multitudes -- and, yes, maybe even the spark of genius -- I must confess that I'm not fully down with the hype."
sbs.com.au," February 3, 2017",Rochelle Siemienowicz," Long, fluid takes, naturalistic cinematography (by Patrick Orth) and bland, realistic set design (by Silke Fischer) allow all the focus to follow the interactions between the actors -- both verbal and often even more powerfully, non-verbal."
Reel Film Reviews," February 3, 2017",David Nusair," Toni Erdmann, saddled with a storyline that is, at its heart, fairly conventional, ultimately finds its various positive attributes rendered moot in the face of a needlessly, obnoxiously epic running time."
Aisle Seat," February 3, 2017",Mike McGranaghan," The film is funny and insightful, outrageous but still grounded."
London Evening Standard," February 3, 2017",Charlotte O'Sullivan, Boasts two fascinating characters and a string of surreal set-pieces that you can't afford to miss.
Time Out," May 20, 2016",Dave Calhoun, A sly evocation of the absurdities and banalities of modern life. Just brilliant. 
Hollywood Reporter," May 17, 2016",Leslie Felperin," A slow-burning thing of beauty, ultimately as moving as it is implausibly funny."
Paste Magazine," May 17, 2016",Tim Grierson," Toni Erdmann detonates the typical father-daughter drama, Ade and her cast adventurously trying to put back the pieces into an exciting new whole. You'll see the imperfections in this mosaic, but it's still a wonder to look at."
Otroscines.com," May 17, 2016",Diego Battle, The movie shows brilliant comedy moments and others of big psychology intensity. [Full review in Spanish]
The Playlist," May 16, 2016",Jessica Kiang, [T]he genius of Maren Ade's brilliantly funny and slyly crushing Toni Erdmann is that it makes the utterly foreign nation of its central father/daughter relationship feel so much like home.
