source_name,review_date,critic_name,review_detail
Film Ireland Magazine," January 3, 2017",Jonathan Victory, A more accessible watch than one would expect from a politics documentary.
Total Film," January 2, 2017",Neil Smith," Watching his campaign derailed by yet more salacious revelations is like a slo-mo car crash, a queasy pleasure we're spared little of thanks to Josh Kriegman and Elyse Steinberg's ever-present camera and Weiner's insatiable thirst for the spotlight."
Seven Days," January 1, 2017",Rick Kisonak," Run, as they say, don't walk to the nearest theater showing Josh Kriegman and Elyse Steinberg's spectacular new documentary."
3AW," December 26, 2016",Jim Schembri," The bizarre, engrossing story of New York Democratic politician Anthony Weiner is captured in all its pathetic glory in a documentary that will do nothing to redress the reputation of politicians as liars, hypocrites and opportunists. "
Letras Libres," December 20, 2016",Fernanda Solórzano," With a humorous tone, this film describes the media hurricane that is unleashed when sex intersects with the politics. [Full review in Spanish]"
Sunday Times (UK)," December 18, 2016",Edward Porter," What we do see of Weiner is compelling: he's arrogant and hot-tempered, but quite possibly well-meaning. And the movie is worth seeing just for its behind-the-scenes picture of a brassy American political campaign going seriously [wrong]."
Ozus' World Movie Reviews," October 26, 2016",Dennis Schwartz, A scintillating documentary on the failed NYC mayoral candidate Anthony Weiner.
CNN.com," October 25, 2016",Brian Lowry," What Weiner makes painfully clear is the collateral damage of Weiner's actions... To that extent, it's possible to share his politics and still see him as a fatally flawed vessel for them."
tonymacklin.net," October 25, 2016",Tony Macklin, Weiner is Rehabilitation Lost.
The Sunday Age," September 13, 2016",Craig Mathieson," Elyse Steinberg and Josh Kriegman's documentary may well be the ultimate political experience, capturing in excruciating detail the hopeful comeback and disastrous second defeat of former US Congressman Anthony Weiner."
MediaMikes," September 12, 2016",Michael A. Smith," A true ""fly on the wall"" documentary, ""Weiner"" gives the viewer almost unfettered access to the man and his campaign."
MovieMail," August 31, 2016",Mike McCahill," Yet simply to obsess over Weiner's personal failings is to miss a bigger tragedy...how politics and the media have come to collide and collude, and the deleterious-disastrous impact that has had on the world the rest of us have to inhabit."
"Capital Times (Madison, WI)"," August 25, 2016",Rob Thomas," I'm sure Weiner is mortified that his behavior is causing his wife ongoing humiliation to this day. But, after watching ""Weiner,"" I'm not sure he's not secretly happy to see his name in the headlines again."
Reel Film Reviews," August 18, 2016",David Nusair, ...the unjustified downfall of the movie's subject ultimately elevates Weiner above the level of a run-of-the-mill political portrait.
Georgia Straight," August 12, 2016",Ken Eisner," This territory might look parochial to an international audience, but Weiner (winner of the top doc award at this year's Sundance) is a tragicomic entertainment illuminating a number of current trends."
Ex-Press.com," August 9, 2016",Jay Stone, An unblinking look at a political fiasco told as it happens.
ABC Radio (Australia)," August 1, 2016",CJ Johnson," Astonishing, a painfully intimate exposé of how politicians frame the truth ... [And] a scintillating glimpse into a unique political marriage."
Sydney Morning Herald," July 29, 2016",Sandra Hall," In the end, it's hard to tell if his downfall is due to blind egotism or suicidal optimism."
Junkee," July 28, 2016",Glenn Dunks," Naturally, like all good attention-seeking egomaniacs with delusions of grandeur and infallibility, he had a camera crew following his every move. And for that, we are thankful because now we have Weiner."
Herald Sun (Australia)," July 28, 2016",Leigh Paatsch, This incredible documentary is a searing portrait in real time of a man's hopes and dreams going up in flames.
Christianity Today," April 13, 2016",Alissa Wilkinson," A rollicking, highly entertaining, very instructional cautionary tale."
Slant Magazine," March 14, 2016",Christopher Gray, Josh Kriegman and Elyse Sternberg's film never discovers a greater purpose beyond its undeniable sideshow appeal.
New York Post," January 25, 2016",Kyle Smith," ""Weiner"" has drama, laughs and surprises. It's the full package."
Variety," January 25, 2016",Geoff Berkshire, A rollicking and never-dull insider's view of a political campaign that leaves fascinating questions unanswered.
Guardian," January 24, 2016",Lanre Bakare," A compelling, deep dive into a scandal that so many, especially the New York Post and Stephen Colbert, had painted as the simple - and crude - case of one prurient politician."
Newark Star-Ledger," May 19, 2016",Stephen Whitty," According to ""Weiner,"" some politicians are pathological creatures, wrapped in their egos, secure in their narcissism and addicted to constant attention. Yeah, well, tell us something we don't know. Somehow, though, this new documentary manages to."
AV Club," May 19, 2016",Noel Murray," This film doesn't lionize Weiner or justify anything he did. What it does is capture the frenzy of politics, the iron-clad egos of politicians, and the failure of the media to cover the parts of campaigning and government that actually matter."
Rolling Stone," May 18, 2016",Peter Travers, This spellbinder about a politician in free fall would be hilarious if it weren't so agonizingly true.
The New Republic," May 18, 2016",Will Leitch, You can watch years of political documentaries and never see a moments nearly as intimate and wrenching as the ones you see here.
