source_name,review_date,critic_name,review_detail
Laramie Movie Scope," February 8, 2017",Robert Roten," I did not laugh much, but it is effective on an emotional level, as a portrait of a people trying to cope with gang violence that is spinning out of control in their community."
Lyles' Movie Files," January 20, 2017",Jeffrey Lyles," A more mature installment that seeks to challenge audiences as often as it cracks them up, Next Cut marks a charming and enjoyable evolution of the series."
Arkansas Democrat-Gazette," November 14, 2016",Dan Lybarger," For the most part, Lee and company still manage to coax solid laughs and to give the grim facts the gravity they deserve."
Times (UK)," October 10, 2016",Kevin Maher," This one, thankfully, boasts some welcome new cast members (including the rapper Common and Nicki Minaj), a new director in Malcolm D Lee (the cousin of Spike), and a fearless approach to difficult subjects."
Pajiba," September 21, 2016",Rebecca Pahle," It's like a PG-13, dad version of Chi-Raq. The message, if a little preachy and a little schmaltzy, is also worthy and well-meant."
Total Film," August 15, 2016",James Mottram," The barbs are scissor-sharp, making this a threequel that delivers what you want while throwing in some surprises."
Chesapeake Family Magazine," August 2, 2016",Roxana Hadadi, Barbershop: The Next Cut brings topical social issues into the narrative but only starts meaningful conversations without genuinely pushing them forward.
Creative Loafing," July 30, 2016",Matt Brunson," The best of the Barbershop quartet (following 2002's Barbershop, 2004's Barbershop: Back in Business, and 2005's Beauty Shop), Barbershop: The Next Cut offers more laughs and more meaningful commentary than previous installments in the series."
Aisle Seat," July 26, 2016",Mike McGranaghan, The first one to really get a semblance of the first movie's charm back. It's easily the best of the sequels.
San Francisco Examiner," July 1, 2016",Jeffrey M. Anderson," Like its predecessors, the third in the ""Barbershop"" series is rough around the edges, by turns funny, jubilant and sentimental, sometimes forced, but rarely phony."
Daily Express (UK)," June 19, 2016",Brigit Grant," For all the jibes, silly feuds, romances and dancing, it is their decision to take a stand against the violence that impresses most, and their disillusionment with a President they hoped would bring change that stays with you."
HeyUGuys," June 17, 2016",Amon Warmann," What really makes this latest trip to the Barbershop a cut above most comedies is that it manages to be both powerful and timely, without being preachy."
Daily Mail (UK)," June 16, 2016",Brian Viner," The film does have a certain heart, but I can't be the only one hoping not to see a Barbershop 4, whatever the obvious temptation to complete a quartet."
Sky Movies," June 16, 2016",Tim Evans, It's harmless stuff although the swerve into gritty social justice may not win it many fans among a fanbase more concerned with blow-dries than drive-bys.
Radio Times," June 16, 2016",Stephen Carty," In short, it may have been a long time (12 years) coming, but Barbershop 3 is much better than expected."
Spirituality and Practice," May 4, 2016",Frederic and Mary Ann Brussat, An inspiring film about a black South Side community that decides to take a stand against gang violence.
John Hanlon Reviews," April 28, 2016",John Hanlon, A daring and admirable comedy that never loses its sense of humor even when it tackles tough subjects that other films wouldn't dare to address.
EntertainmentTell," April 26, 2016",Stephen Silver," A durably funny comedy that balances a likable cast and has something to say about its subject, even if it's not something especially groundbreaking. (Splice Today) "
The Movie Kit," April 23, 2016",Kit Bowen," For a third installment in a series, Barbershop: The Next Cut feels just as original and relevant as if this were the first one."
Independent Online (South Africa)," April 22, 2016",Helen Herimbi, The funniest in the franchise.
Forbes," April 13, 2016",Scott Mendelson," Without maligning its predecessors, it might be the best of the three."
Village Voice," April 13, 2016",Melissa Anderson," Glutted even more than its predecessors with ancient fellas-versus-females debates, ungainly sociopolitical commentary, and top-40 superstars trying to diversify their brands."
Associated Press," April 13, 2016",Sandy Cohen, Director Malcolm D. Lee and writers Kenya Barris and Tracy Oliver develop each of these characters enough to deliver a winning ensemble comedy with multiple story lines and just the right dose of realistic drama.
Baret News," April 13, 2016",Kam Williams, Third time's a charm for Ice Cube & company!
Metro," April 13, 2016",Matt Prigge, Sneaks real vitriol about an out-of-control problem into the mainstream in a movie about comedians cracking at length about how Obama probably has tail on the side.
New York Daily News," April 13, 2016",Edward Douglas," The Next Cut is a true love letter to Chicago, but one that doesn't ignore the hard truth about the problems the city still faces."
