source_name,review_date,critic_name,review_detail
Siete24.mx," January 24, 2017",Mario P. Székely," A family entertainment film, with good moral and a performance from Meryl Streep that could give her an Oscar nomination. [Full review in Spanish]"
Seanax.com," January 13, 2017",Sean Axmaker," It would be so easy to make Florence the butt of the joke, the victim of an elaborate prank perpetrated by a slice of New York society feeding her delusions, but her story borders on tragedy..."
Cine Premiere," January 6, 2017",Cristina Vales, A solid film with great secondary performances where Meryl Streep truly shines. [Full review in Spanish]
The National (UAE)," January 4, 2017",Kaleem Aftab," Streep has a ball, wearing extravagant dresses and performing excruciatingly badly on stage. Yet she does not play Jenkins as a lamentable, pitiful figure, instead portraying her as a self-aware exhibitionist who chooses to ignore the bad vibes."
Film Experience," January 2, 2017",Nathaniel Rogers, Perhaps it doesn't add up to much but it's lovely to look at and touching.
Excelsior," January 2, 2017",Lucero Solórzano," A delightful comedy told with great taste, in which Meryl Streep stands out of course. [Full review in Spanish]"
indieWire," January 2, 2017",Kate Erbland," That's where the film truly succeeds: Frears doesn't treat Florence like a joke, and neither does Streep."
Total Film," January 1, 2017",Jamie Graham," With Streep on grandstanding form and Grant given a rare chance to show his range, this is an intelligent dramedy that moves and amuses."
MetroActive," December 31, 2016",Richard von Busack," This is an often hilarious film, but it flattens out."
Daily Star," December 31, 2016",Andy Lea, Brilliant Streep wails hilariously and Grant bumbles expertly as Frears turns a true story into an old-fashioned farce. But it's the film's emotional beats that really make it sing.
Cinema Movil," December 19, 2016",Fernando Santoyo Tello," The cast and the firm hand of its director are the main ingredients of the film, and if it were not enough, it has an excellent atmosphere and costumes. [Full review in Spanish]"
Sunday Times (UK)," December 19, 2016",Camilla Long," Is Florence Foster Jenkins a proper film or a blooperish three-minute X Factor audition, spun out over two insufferably camp hours?"
Japan Times," November 30, 2016",Kaori Shoji, Florence Foster Jenkins is a fairy tale of glorious optimism and unclouded love.
Arkansas Democrat-Gazette," November 14, 2016",Dan Lybarger, Streep walks a careful line between Jenkins' silliness and her worthy heart. Florence Foster Jenkins would lose its appeal quickly if she were merely a woman with a fat purse and a lousy voice.
Blog de cine," October 20, 2016",Lucía Ros Serra," A tender and entertaining film with an amazing staging, amazing performances. [Full review in Spanish]"
El antepenúltimo mohicano," October 3, 2016",José Martín," With a wonderful art direction, the excellent musical contribution of Alexandre Desplat and the amazing chemistry between Streep and Grant make this film a real treat for the eyes and ears. [Full review in Spanish]"
Blog de cine," September 21, 2016",Mikel Zorrilla, A very insipid movie based on a extraordinary true story. [Full review in Spanish]
The Straits Times (Singapore)," September 21, 2016",John Lui," The primary emotion in this warmly rendered and often funny comedy is affection, for the subject of this biopic and her peculiarly child-like way of seeing the world."
Associated Press," September 19, 2016",Mark Kennedy," Streep, of course, fills her character with emotion, humanity and need, but director Stephen Frears and writer Nicholas Martin haven't decided whether their movie is slapstick or tragedy."
Phantom Tollbooth," September 19, 2016",Marie Asner, There are humorous moments and moments of poignancy.
ABC Radio Brisbane," May 2, 2016",Matthew Toomey," As hard as it is to believe, both leading actors are overshadowed by comedian Simon Helberg who steals every scene as Jenkins' well-paid pianist. "
Urban Cinefile," May 1, 2016",Andrew L. Urban," Stephen Frears works the material and his terrific cast to perfection, eliciting empathy and sympathy for a woman who desperately loved music but to whom fate had denied a beautiful voice"
Urban Cinefile," May 1, 2016",Louise Keller," Comedy and tragedy are beautifully intertwined in this entertaining, intriguing and heartbreaking tale when our hearts sink and soar in equal proportions"
Radio Times," April 28, 2016",Alan Jones," This compelling biopic is a hugely entertaining, compassionate and ultimately rather touching portrait of self-delusion and devotion."
Empire Magazine," April 21, 2016",Anna Smith," A fizzy, funny, period dramedy with top-notch performances, Florence Foster Jenkins doesn't take many risks but it's a very entertaining experience."
Daily Telegraph (UK)," April 14, 2016",Robbie Collin," A delicious, finger-tingling comedy about the creative instinct that makes your heart want to squawk with joy."
Hollywood Reporter," April 13, 2016",Stephen Dalton," Aiming for the same kind of affectionate comic tone as The King's Speech, this gentle musical farce from director Stephen Frears hits more than a few flat notes, but still delivers gentle laughs and classy star performances."
Screen International," April 13, 2016",Fionnuala Halligan," Bouquets all round: Stephen Frears goes broad in Florence Foster Jenkins, and the appeal should be wide."
Guardian," April 13, 2016",Peter Bradshaw, There are no wrong notes in this film: Frears remains entirely confident within the emotional range he has chosen.
Variety," April 13, 2016",Guy Lodge, An audience picture first and foremost: one wholly sympathetic to its eponymous subject's delusional drive to delight crowds with or without the requisite artistry.
