source_name,review_date,critic_name,review_detail
CineXpress," August 18, 2016",Fico Cangiano, One of Disney's best movies in past years. [Full review in Spanish]
Chesapeake Family Magazine," August 2, 2016",Roxana Hadadi," Zootopia pulls together various elements - a neo-noir mystery, a buddy-cop comedy, and timely social themes - into a mostly entertaining animated film. "
Digital Spy," July 11, 2016",Ben Rawson-Jones, Using the animal kingdom as a means to convey so much sense about our own contemporary world is a masterstroke which owes a debt to George Orwell.
El Universal," July 11, 2016",Alejandro Alemán," Behind the gaze of an optimistic and inclusive film, we have a great homage to the hard-boiled film noir of the 1940s. [Full review in Spanish]"
Antagony & Ecstasy," July 10, 2016",Tim Brayton," It is much too willing to abandon boundless creativity to wallow in an endless succession of overfamiliar narrative constraints. But at the same time, it uses those constraints generally quite well."
Cinema Sight," June 20, 2016",Wesley Lovell, A perfect embodiment of the kind of fable Aesop used to tell. 
Q Network Film Desk," June 20, 2016",James Kendrick, a fast and funny fable about the need for tolerance and understanding in a world in which fear and prejudice are more convenient
Cinema Crazed," June 19, 2016",Felix Vasquez Jr., Another stellar Disney film that begs for a second look thanks to its evocative overtones and commentary.
The Straits Times (Singapore)," May 25, 2016",Boon Chan," For all the animal antics on display here, the movie also gently broaches all-too-human issues of stereotyping, prejudice and racism. This is something worthwhile to chew over, even for younger audiences."
3AW," May 14, 2016",Jim Schembri, The dazzling design of Zootopia offers a non-stop stream of invention and visual wit that perfectly enhances a surprisingly involving plot...A gleaming gem of a film.
RTÉ (Ireland)," May 12, 2016",Harry Guerin, There's plenty of charm and a decent plot to keep things moving.
Den of Geek," May 8, 2016",David Crow, ... a deceptively clever movie that has timely lessons for all generational demographics. 
Graffiti With Punctuation," April 12, 2016",Blake Howard, Zootopia remembers the power of George Orwell's Animal Farm and gives it a Disney digital system upgrade and brings it to the 21st Century.
"Commercial Appeal (Memphis, TN)"," April 11, 2016",John Beifuss," Believe it: Disney's latest digitally animated feature is a contra-Trumpian, race-conscious, political-conspiracy neo-noir in the guise of a funny talking-animal cartoon."
MLive.com," April 11, 2016",John Serba," ""Zootopia"" is a vibrant and smart movie... at times, though, it feels more like commercial compromise than the distinctive art of superior animated works."
Cinemixtape," April 7, 2016",J. Olson," If the film is superficially great, a plastered-over screenplay lurks just beneath, poking its ugly head out early and often."
New Zealand Herald," April 7, 2016",Francesca Rudkin," What's so clever about Zootopia is it takes the normal feel-good positive messages, this time about not judging people by their sex or race, and mixes it with something more mature, a vintage Los Angeles-like crime noir."
Laramie Movie Scope," April 6, 2016",Robert Roten, This is the best animated film I've seen since 'The Incredibles.' 
"Quad City Times (Davenport, IA)"," April 5, 2016",Linda Cook," 'Zootopia' is a brilliant, funny story about bias, empowerment and understanding. And oh, how it entertains while it tells the tale"
South China Morning Post," April 5, 2016",Richard James Havis," Although it would be stretching things to describe Zootopia as a metaphor for modern society, its underlying message of racial tolerance is a useful lesson for everyone."
Seven Days," January 1, 2017",Margot Harrison," Zootopia is a bouncy, candy-colored animation, not an overt political allegory, yet it's an apt movie for this primary season."
Film Experience," December 30, 2016",Nathaniel Rogers, The detective story is actually engaging. It's simple enough to follow (for kids) but complicated enough to offer both genuine surprises and silly amusing detours.
Stuff.co.nz," December 30, 2016",James Croot, Perfect school holiday entertainment for the whole family.
Stuff.co.nz," December 30, 2016",Sarah Watt," Much of Zootopia's charm results from its wonderful animation and captivating energy, but at heart it's the witty, insightful script around deeper socio-political issues which makes it truly satisfying for any grown-up who goes to see it."
Salt Lake Tribune," December 30, 2016",Sean P. Means, A smart four-footed spin on the buddy-cop genre.
Pajiba," December 30, 2016",Kristy Puchko," Sure to speak to kids and grown-ups alike, Zooptopia unfolds a poignant lesson about how prejudice can hurt people, but also how it can be overcome. And it does all this in a wonderfully fun film."
HitFix," December 30, 2016",Drew McWeeny," Zootopia is a reminder of just how beautiful animated films can be. Holy cow, this thing is almost hallucinatory."
The Mary Sue," December 30, 2016",Petra Halbur, Zootopia is an exceptional film and -- dare I say it? -- an important one.
TIME Magazine," December 30, 2016",Stephanie Zacharek," There are enough under-the-radar subtleties, rendered with a refreshing lack of smart-aleckiness, to make Zootopia feel current and fresh. It's a modest, unassuming entertainment that's motored by a sly sensibility."
Hindustan Times," December 30, 2016",Soumya Srivastava, Zootopia has great voice performances from Ginnifer Goodwin and Jason Bateman who suit their characters perfectly.
PopMatters," December 30, 2016",Bill Gibron," Zootopia is a blast to watch, a wonderful cartoon experience with an extra bit of gravitas for spice and flavor."
Daily Star," December 30, 2016",Andy Lea, The film's messages -- the importance of tolerance and following your dreams -- are pretty standard for a kiddie flick. But there's a political edge that is very unusual for a Disney movie.
CineVue," December 30, 2016",Jamie Neish, An entertaining and endlessly inventive comedy and something with more insight than anyone could have anticipated.
Columbus Alive," December 30, 2016",Melissa Starker," [A] colorful, nicely crafted, perfectly voice-cast animated feature."
Sunday Times (UK)," December 18, 2016",Camilla Long, Charming and inventive.
Film Ireland Magazine," December 14, 2016",Tom Crowley, Not only does [Zootopia] have a strong plot but also a fantastic message of tolerance and inclusion for audiences of all ages.
Movie Habit," December 12, 2016",Robert Denerstein," Directors Byron Howard, Rich Moore and Jared Bush do a fine job of keeping Zootopia amusing for kids and equally enjoyable for the adults who accompany them to theaters."
Movie Mezzanine," November 17, 2016",Josh Spiegel, ...a genuinely charming and funny film.
Arkansas Democrat-Gazette," November 14, 2016",Dan Lybarger, The [DMV} sequence is so funny that it's oddly forgivable that the rest of Zootopia rarely matches up to that comic plateau.
Arkansas Democrat-Gazette," August 26, 2016",Philip Martin," ...an Animal Farm-type fable about racism and sexism -- a shrewd and timely critique of fear-based politics set in a remarkably detailed, endlessly fascinating alternate universe."
TheWrap," February 12, 2016",Robert Abele," With its upfront themes of prejudice and diversity, and its release at a time in which society's biases are under the microscope, Zootopia may be one of the more fortuitously scheduled family entertainments in recent memory."
Time Out," February 26, 2016",Dave Calhoun, The world that Zootropolis creates is intelligent and fascinatingly detailed -- it feels more like a movie by Disney-owned Pixar than a straight Disney film.
Movie Nation," February 25, 2016",Roger Moore," Smart, but better at delivering a message of tolerance than laughs. "
Siete24.mx," February 23, 2016",Mario P. Székely," The most ingenious part of the film is building this designed and raised city for animals, creating the perfect metaphor about how a rabbit and a mouse can represent our dreams, ambitions, talents and flaws. [Full review in Spanish]"
CinemaBlend.com," February 23, 2016",Dirk Libbey, Zootopia isn't simply another fun Disney animated movie. It's one of the greatest Disney animated movies the company has ever produced.
