source_name,review_date,critic_name,review_detail
Total Film," January 2, 2017",Richard Edwards," Beyond the history, stunning archive footage and talking heads, the film gets deep into Cernan's mind to reveal the sacrifices the Apollo guys - and their families - made to ensure they had the right stuff."
Eye for Film," August 7, 2016",Amber Wilkinson," Funny, thoughtful and self-aware, [Gene Cernan] is a wonderful raconteur with a fabulous turn of phrase."
Common Sense Media," July 12, 2016",Renee Schonfeld," Awe-inspiring, insightful docu spotlights American astronaut"
Epoch Times," May 18, 2016",Joe Bendel," It seems everything you remember from The Right Stuff was true. The Apollo astronauts worked hard, studied hard, and played hard."
Little White Lies," April 10, 2016",David Jenkins, A biographical tale that captures more than just the story.
Radio Times," April 8, 2016",Jamie Healy, Mark Craig's film is all the more affecting for weaving such achingly personal testimony into what is a thoroughly absorbing account of the last great era of human endeavour.
Daily Mail (UK)," April 7, 2016",Brian Viner," A terrific documentary directed by Mark Craig and executive-produced by Sir Jackie Stewart, among others."
Times (UK)," April 7, 2016",Kevin Maher," The Last Man on the Moon is a compelling, artful and fantastically straight-faced documentary portrait of the now 82-year-old Eugene Cernan."
Guardian," April 7, 2016",Henry Barnes, Craig's film deals with the fallout of the era - and how the returning heroes kept their feet on the ground - but he can't help but get swept up in the romance of the effort.
CineVue," April 7, 2016",Matthew Anderson," Shines a light on a charismatic, courageous - some might say foolhardy - thrill-seeker."
Empire Magazine," April 7, 2016",Andrew Lowry," Given the wealth of footage available, you can't really go wrong with docs on the Apollo era - and yet amongst all that, Cernan is compellingly frank about the human costs of spaceflight."
Starburst," April 6, 2016",Whitney Scott Bain, An instant classic not to be missed.
Time Out," April 4, 2016",Tom Huddleston, Tales of remarkable men in extraordinary times.
The List," April 4, 2016",Hannah McGill," Cernan is a wise, warm presence, and the specifics of his story are extraordinary enough to withstand the somewhat hackneyed treatment."
AARP Movies for Grownups," March 23, 2016",Bill Newcott," Thanks to its expert blend of home movies, newsreels, NASA footage and extensive recollections by Cernan, his family and fellow astronauts, this ranks among our very best space documentaries. "
Entertainment Weekly," March 4, 2016",Dylan Kickham," Cernan knows how to spin a great yarn, and if you do zone out for a moment, he can quickly reel you back in with the time he nearly died on his Gemini 9 mission or the surprisingly fierce politics behind his being chosen for the Apollo 10 crew."
Reno News and Review," March 4, 2016",Bob Grimm, This is the documentary the man deserves.
The Playlist," February 27, 2016",Gary Garrison," ""The Last Man On The Moon"" is, more than anything else, an engaging look back at one of the most exciting times in American history. "
Nerdist," February 26, 2016",Scott Weinberg," While we'll always have the epic Apollo stories like the ones found in The Right Stuff, Apollo 13, and From the Earth to the Moon, it's refreshing to come across a documentary that illustrates how special the explorers actually were."
San Francisco Chronicle," February 26, 2016",Mick LaSalle, Cernan is an interesting guy -- interesting in himself and interesting as a type.
Aisle Seat," February 24, 2016",Mike McGranaghan," Spellbinding! A vital, wondrous piece of history is beautifully preserved."
Village Voice," February 23, 2016",Alan Scherstuhl," Craig's film stirs emotions closer to what Cernan exclaimed when first stepping into the lunar dust: ""Oh, my golly! Unbelievable!"""
Dork Shelf," April 2, 2015",Jason Gorber," This film will help us remember, help us feel that sense of discovery and adventure, and help us, perhaps, recognize our insatiable human need to reach for the heavens and try to find a way up there. "
Toronto Star," March 27, 2015",Peter Howell," The Last Man on the Moon alternates between archival footage and current interviews, the latter tinged with nostalgia and regret. But Craig avoids either lionizing or reducing his subject."
San Francisco Examiner," February 26, 2016",Anita Katz," The memories and observations add up to a vivid and satisfying personal portrait, history lesson, nostalgic ride and glimpse of the astronaut psyche."
"HeraldNet (Everett, WA)"," February 26, 2016",Robert Horton, A good if overly worshipful documentary about Gene Cernan.
Nonfics," February 26, 2016",Christopher Campbell," Offers a different sort of space travel than expected, taking us into a man's headspace, which may not be as exciting but seems to be a more interesting place than the Moon."
Under the Radar," February 26, 2016",Zach Hollwedel," The Last Man on the Moon is about the man, not the moon, and it's an intriguing, unique addition to the library of space exploration."
RogerEbert.com," February 26, 2016",Glenn Kenny," The filmmakers, attempting to jazz up their material, get in the way a lot."
Los Angeles Times," February 25, 2016",Michael Rechtshaffen," The film traces Cernan's career trajectory, going back to his days in San Diego as a hot-shot naval aviator, blending terrific archival footage with contemporary perspectives to quietly poetic effect."
New York Times," February 25, 2016",Neil Genzlinger," You already know the history told in ""The Last Man on the Moon,"" but this story just never grows old."
Paste Magazine," February 25, 2016",Kenji Fujishima," Perhaps the copious biographical details, as banal as they may be, are ultimately necessary to emphasize just how lucky Cernan was to travel to the farther reaches of our universe."
Seattle Times," February 25, 2016",Soren Anderson, Craig charts the flight path of Cernan's life from his years as a naval aviator flying off aircraft carriers in the late 1950s to his selection as an astronaut in 1963 and his trips into space.
Spirituality and Practice," February 25, 2016",Frederic and Mary Ann Brussat, A superb documentary that helps us to imagine what it was like to be an astronaut and to walk on the moon.
NPR," February 25, 2016",Andrew Lapin," Craig never makes his interviews, the film's brick and mortar, feel revelatory or vital."
New York Post," February 25, 2016",Sara Stewart," Cernan is clearly still in awe of what America achieved during those cowboy years - but he also speaks, with the melancholy that results from several decades of hindsight, about the havoc it wreaked on the personal lives of the astronauts."
Chicago Sun-Times," February 25, 2016",Richard Roeper, This is a great documentary about a great man.
Chicago Reader," February 25, 2016",J. R. Jones," Director Mark Craig struggles to construct a terrestrial portrait of Cernan, now a Houston retiree in his 80s, and one senses a man powerless against the gravitational pull of his career."
SF Weekly," February 25, 2016",Sherilyn Connelly," The Last Man on the Moon is a reminder that while there were no bigger heroes in the 1960s than the Apollo astronauts, they were still flawed men who had to come back down to earth."
Arizona Republic," February 25, 2016",Bill Goodykoontz," ""The Last Man on the Moon"" is one of those movies we didn't realize we needed, but turns out to be just the thing for our fractured, cynical times."
Washington Post," February 25, 2016",Stephanie Merry," Cernan is proud of what he accomplished, calling himself the luckiest man in the world for all that he got to see. But he also expresses regret at having done it at the expense of his family."
NOW Toronto," February 24, 2016",Norman Wilner," Cernan's an engaging subject, and he's got a great story to tell."
Hollywood Reporter," February 24, 2016",Stephen Dalton," Take a pinch of Top Gun, stir in a generous dollop of The Right Stuff, add a light sprinkling of Mad Men and you have the formula for this uplifting documentary portrait of former Apollo astronaut Eugene Cernan."
We Got This Covered," February 24, 2016",Brogan Morris," The Last Man on the Moon is not just a tribute to one man, though -- it's also an elegy for a time when humankind still appeared determined to achieve impossible goals."
