source_name,review_date,critic_name,review_detail
East Bay Express," December 31, 2016",Kelly Vance, See Eat That Question and get to know Frank Zappa.
MetroActive," December 31, 2016",Richard von Busack," The movie is the puzzle of a hardworking and even morose figure, drawn irresistibly to silliness."
Radio Times," December 1, 2016",David Aldridge, Even those who are too young to remember Zappa's work may be drawn in by his iconic rebel status.
The List," November 28, 2016",Eddie Harrison," Zappa and his music may rarely have been fashionable, but this documentary provides a valuable and permanent record of the man himself; his musical canon can be enjoyed elsewhere."
El Pais (Spain)," November 23, 2016",Javier Ocaña," An interesting French documentary about Zappa, that truly captures his essence. [Full review in Spanish]"
Guardian," November 21, 2016",Peter Bradshaw," In a perfect world, ""Zappa in his own words"" would really mean nothing but his music and lyrics, which is where he would be truly himself - but this is nonetheless a thoroughly entertaining watch."
Arkansas Democrat-Gazette," August 26, 2016",Philip Martin," ...well stitched together, giving us the flavor of Zappa's times as well as his life. "
Detroit News," August 19, 2016",Tom Long, Any true Zappa fan will eat this stuff up. For novices it may open up the universe.
Your Movies (cleveland.com)," August 18, 2016",John Urbancich, Even hardcore Zappa enthusiasts might be surprised by what they learn about this certified musical genius.
Cleveland Plain Dealer," August 17, 2016",Michael Heaton," A must for Zappa fans -- and a maybe for those curious about the phenomenon that was the acerbic, iconoclastic, cynical and always outspoken experimental musician."
It's Just Movies," August 14, 2016",Ron Wilkinson," Hungry freaks daddy! It is Frank in the flesh, nothing more, nothing less."
"Capital Times (Madison, WI)"," August 12, 2016",Rob Thomas," In the film, as was probably true in life, Zappa gets the first and last word."
Film Experience," August 10, 2016",Glenn Dunks, Eat That Question does at least have the alternative punkish spirit to feel definitive even if so much is clearly left unsaid. 
tonymacklin.net," August 9, 2016",Tony Macklin, Eat That Question: Frank Zappa in His Own Words is a riff on the creative process.
We Got This Covered," August 6, 2016",Will Ashton," Eat That Question is more insightful than illuminating, but that's what makes it such a fitting tribute to Frank Zappa's eccentric genius."
Charlotte Observer," August 4, 2016",Lawrence Toppman," When son Dweezil was born, Zappa filled in the spot for ""religion"" on the birth certificate with ""musician."" ""Eat That Question"" shows how true that was."
Orlando Weekly," August 4, 2016",Matt Gorney," Many of the interviews play like conversational grindcore - truculence branded with a scowl and an iconic mustache, soul patch and stringy black hair. It's a good show for everyone."
NUVO Newsweekly," August 3, 2016",Edward Johnson-Ott," He was a troublemaker, and a visionary. Sometimes Frank Zappa's sneer made me angry. But his challenges made me better. He made a lot of us better."
Cinemalogue.com," July 30, 2016",Todd Jorgenson, ... provides a fresh perspective for a new generation on an innovative entertainer whose stance on artistic freedom still resonates today.
Playback:stl," July 29, 2016",Sarah Boslaugh," Eat That Question, which was produced in association with the Zappa Family Trust, asks no interesting questions and omits as much as possible anything negative about Zappa."
Salt Lake Tribune," February 2, 2016",Sean P. Means," Zappa's prickly demeanor is on full display, and it's to Schütte's credit that he finds what Zappa doesn't say as illuminating as what he does."
Guardian," February 2, 2016",Jordan Hoffman," Okay, so if you aren't a Zappa fan -- and that means most people -- I can see you rolling your eyes like my wife. But maybe this documentary changes that a bit."
Consequence of Sound," June 29, 2016",Collin Brennan," Zappa's fans and true believers will already be familiar with many of these clips, so the most Eat That Question can offer is fresh context. The fact that it seems to actively avoid contextualizing, then, is a problem."
Tolucan Times," June 27, 2016",Tony Medley," You don't have to like Kappa's music, or even know anything about it, to get something out of this informative film which includes caustic comments about virtually everything, government, religion, the music industry, American culture, and more."
Time Out," June 24, 2016",Joshua Rothkopf," His rock music gets a decent airing, but you wish more of the man's perversity came through: his intimidating ego, the way he could exhaust his bandmates."
Entertainment Weekly," June 24, 2016",Leah Greenblatt," Eat That Question is a fitting title for a movie that never quite gets at the mystery of Zappa's contradictions, even as it stacks up intimate live clips and fierce monologues from a rich trove of vintage interviews."
RogerEbert.com," June 24, 2016",Glenn Kenny," The movie put me on a major Zappa listening jag ... which makes it sound like a fan-only proposition. It kind of might be, but I hope it isn't."
Wall Street Journal," June 23, 2016",Joe Morgenstern," Seeing Mr. Schütte's film, I'm reminded of how much more there was to explain about Zappa, and delighted to find how well the film explains it almost a quarter-century after his death."
New York Times," June 23, 2016",Neil Genzlinger," Along the way, we are given an overview of Zappa's career, from his early albums with the Mothers of Invention through his not particularly accessible classical compositions."
Los Angeles Times," June 23, 2016",Kenneth Turan," Along the way, we learn some things that may be surprising."
New York Post," June 23, 2016",Kyle Smith," Zappa made for a good celebrity if a rotten musician, and his takes on language and fame keep this doc sprightly and engaging."
Village Voice," June 22, 2016",Rob Staeger, There's no explicit attempt to put forth a Grand Unifying Theory of Zappa; Schütte immerses us in the competing aspects of Zappa's public persona for their own sake. The results are fascinating.
Film Journal International," June 22, 2016",Daniel Eagan, Even rock neophytes will be drawn to this boisterous look at a prodigiously talented musician and composer.
AV Club," June 21, 2016",Noel Murray," For all its faults and frustrations, this documentary is always a vivid portrait of a man who considered himself a working musician, just trying to support a family with his creativity."
ScreenAnarchy," June 20, 2016",Jason Gorber," By giving us Zappa In His Own Words, Schütte has done a service to the man's legacy and provided a highly entertaining film at the same time. Eat that, naysayers."
honeycuttshollywood.com," June 20, 2016",Kirk Honeycutt," Thorsten Schüette's 'Eat That Question: Frank Zappa in His Own Words' will, one hopes, restore Zappa to his rightful place in music history."
Baret News," June 20, 2016",Kam Williams, A riveting retrospective plumbing the depths of the brilliant mind of a bona fide Renaissance man underappreciated in his own time.
Hollywood Reporter," June 20, 2016",Leslie Felperin, A compelling gateway documentary that should absorb both fans and novices alike.
Slant Magazine," June 20, 2016",Oleg Ivanov, It presents a captivating portrait of one of the era's greatest defenders of artistic freedom and a true American original.
Movie Nation," May 24, 2016",Roger Moore," A laugh-out-loud celebration built on his decades of often hilarious TV interviews, Congressional hearings and public appearances. "
The Playlist," February 2, 2016",Oktay Ege Kozak, It's a perfectly fine first step into Zappa's world of highly controlled insanity.
Variety," February 2, 2016",Dennis Harvey," Eat That Question: Frank Zappa In His Own Words pulls together interview, concert and behind-the-scenes footage to commemorate one of the rock era's most idiosyncratic star musicians."
St. Louis Post-Dispatch," July 28, 2016",Calvin Wilson," ""Eat That Question"" may be of most interest to Zappa fans, but newcomers to the man and his music may also find it well worth a look."
"HeraldNet (Everett, WA)"," July 22, 2016",Robert Horton," Covers only a portion of the man's Zappa-ness. But it's an entertaining start."""
One Guy's Opinion," July 20, 2016",Frank Swietek, Admittedly selective [but] the parts of Zappa's life that it includes provide fascinating insight into a complex man and a complicated artist.
Minneapolis Star Tribune," July 14, 2016",Colin Covert," It's a good reminder, or introduction, for a multi-talent like no other."
