source_name,review_date,critic_name,review_detail
Cleveland Plain Dealer," February 9, 2017",John Petkovic," Robinson, who delivers a performance that is alternately ironic and straight, is deft at bringing the whole shebang to life."
Globe and Mail," January 27, 2017",Barry Hertz," This is not a potion fit for everyone, but for a select few, The Love Witch offers powerful magic."
ArtsHub," January 8, 2017",Sarah Ward, A glorious feast for the senses as well as for the mind.
EntertainmentTell," December 23, 2016",Stephen Silver," A wildly assured, confident debut film, and one of the most visually stunning films of the year. (Splice Today) "
Ozus' World Movie Reviews," December 20, 2016",Dennis Schwartz," A retro 1960s film about witches, that puts a spotlight on their supernatural powers to drive men crazy over sex."
Antagony & Ecstasy," December 17, 2016",Tim Brayton," Mercilessly carve out a third of the running time, and suddenly we have one of 2016's best, most subversively smart and deliciously entertaining films."
Detroit News," December 9, 2016",Adam Graham," A modern feminist horror tale that rewards deep exploration beneath its admittedly beautiful surface. What looks like it might be simply a pure exercise in style not only invites multiple viewings, it requires them."
Otroscines.com," December 8, 2016",Carlota Mosegui," Biller sculpts a very unique portrait of that era without putting to shame the films, authors and the elements in which it is inspired. [Full review in Spanish]"
AllMovie," December 8, 2016",Violet LeVoit," . . . unabashedly satisf[ies] female cravings for self-validity, glamour, and, yes, love. "
Vanguard Seattle," December 1, 2016",Molly Laich, [The Love Witch] is different from any other movies you'll see in this or any other year.
Metro," December 1, 2016",Matt Prigge," Though it may seem Biller is mountain an assault on delightfully garish exploitation fare - with overemphatic titles like ""Vixen!"", ""Score!"" and ""The Lickerish Quartet"" - that's not quite what she's doing. "
Daily Dead," November 30, 2016",Heather Wixson," A vibrant and eye-catching homage to the Technicolor films of the 1960s, writer/director Anna Biller's The Love Witch is a seductive and clever twist on the gender politics, witch-centric cinema, and pulp storytelling of that era."
Washington City Paper," November 30, 2016",Noah Gittell," If you're prone to acid flashbacks, watch out. Although it takes place in contemporary times (note the cell phones), Biller films the proceedings with a day-glo palette that resembles the Technicolor movies of a bygone era."
The Playlist," November 30, 2016",Jordan Ruimy," Biller proves to be an auteur in the truest sense of the word: she directed, wrote, produced, and edited the film, and created many of the spectacular costumes and set decorations. She also, quite possibly, has created a new cult classic."
Philadelphia Inquirer," November 30, 2016",Tirdad Derakhshani," Biller's visual splendor is ... wasted on a mediocre script riddled with structural problems. Scenes follow another willy-nilly, as if moved around late in the process."
Entertainment Weekly," November 28, 2016",Chris Nashawaty," It's like a Bewitched episode stretched out to two hours. But boy, is it gorgeous to look at."
Seattle Weekly," November 25, 2016",Robert Horton," Really knows what it's doing. And it's hilariously funny, sometimes in an almost subliminal way."
Seattle Times," November 24, 2016",Soren Anderson," Is ""the Love Witch"" a parody? It sure feels like it. But I'm not sure Biller intended it to be one."
Arizona Republic," November 24, 2016",Bill Goodykoontz, It's a lot of fun.
Newcity," November 22, 2016",Ray Pride," Anna Biller's blissfully strange widescreen appropriation of the trappings of sexploitation, horror and high art, is a rubicund marvel, and a deadpan madhouse comedy... Biller's movie isn't beholden to influence, it's its own wild creature. "
Birth.Movies.Death.," July 17, 2016",Meredith Borders," Biller has created a world of feminine mystique made tangible, colorful and tidy and sensual."
Starburst," July 5, 2016",Andrew Marshall," Much more than just a meticulously constructed throwback, The Love Witch is gorgeous, sexy and mesmerising in every way."
HeyUGuys," July 1, 2016",Steven Neish," There is no denying the fact that The Love Witch is an exercise in self-indulgence, a nostalgia trip, but that doesn't mean it isn't worth indulging in."
Hollywood Reporter," June 22, 2016",Frank Scheck," Destined to be a cult classic, this sophomore effort by Anna Biller is a heady throwback to the American and European sexploitation horror films of the late '60s and early '70s."
The Skinny," June 19, 2016",Rachel Bowles," Nothing less than a tour de force of 21st century queer, feminist film."
Chicago Reader," June 2, 2016",Leah Pickett, This spellbinding ode to exploitation films of the 1960s and '70s is impressive not only for its mock-Technicolor hues and period mise-en-scène but also for what lies beneath.
