source_name,review_date,critic_name,review_detail
Seven Days," January 1, 2017",Margot Harrison, The good news about Civil War is that those willing to bone up on the backstory will find characters they actually care about enough to root for.
Black Girl Nerds," December 31, 2016",Joelle Smith, Captain America: Civil War is without a doubt my new favorite superhero movie.
NUVO Newsweekly," December 30, 2016",Edward Johnson-Ott," When the big battle between two feuding factions of the Avengers finally happens, it's a doozy."
Sunday Times (UK)," December 17, 2016",Camilla Long," Never mind if his stuff is cut with unbelievable dross, if the acting is terrible, the costumes are hideous, if the wigs are preposterous and the codpieces are disappointingly flat, loyal fans will still come back to be expertly fleeced."
MovieCrypt.com," December 13, 2016",Kevin A. Ranson, ... this is exactly what we asked for since (Steve) and Tony squared off in The Avengers... but it is also not what we wanted - and that's a good thing.
Film Experience," December 2, 2016",Nathaniel Rogers," [While] the Russo brothers in the directors chair show a fairly deft hand at balancing a dozen characters and keeping the action exciting, elsewhere there's a bit of flailing."
Movie Mezzanine," November 17, 2016",Josh Spiegel, A perfectly fine brand deposit in the Marvel Cinematic Universe.
Arkansas Democrat-Gazette," November 14, 2016",Piers Marchant," If we don't have something quite as fun and thrilling as The Avengers, we're still a hell of a long way from Zack Snyder's regrettable, murky Batman v Superman: Dawn of Justice fiasco."
Seanax.com," October 6, 2016",Sean Axmaker," Joe and Anthony Russo (who directed the earlier Captain America: Winter Soldier, which introduced even more story threads picked up in this film's dense plot weave) are actually quite adept at this kind of big team juggling. "
Matt's Movie Reviews," September 20, 2016",Matthew Pejkovic," Its many ideas, plot-points and characters are expertly conceived, written and portrayed to make for a roller coaster of a superhero movie. "
Chesapeake Family Magazine," August 2, 2016",Roxana Hadadi," The real key to Captain America: Civil War is its sense of inevitability, and its acceptance that sometimes things change-they change big."
Washington Free Beacon," July 14, 2016",Sonny Bunch," Despite the name on the marquee and the content of the advertising campaign, this is very much a film about Tony Stark (Robert Downey Jr.)."
The Mary Sue," July 13, 2016",Lesley Coffin," Captain America: Civil War is good, but too stuffed to be great."
Antagony & Ecstasy," July 10, 2016",Tim Brayton," Civil War is the Marvel machine doing things right, but the machine is still designed to make films with all of the corners rounded off and all of the themes simplistic enough for ten-year-olds."
San Francisco Examiner," July 1, 2016",Jeffrey M. Anderson," Recalls last year's extravaganza ""Avengers: Age of Ultron,"" although it's less slick and has a stronger emotional center."
Baltimore Magazine," June 13, 2016",Max Weiss, It's this light-heartedness that keeps Captain America: Civil War from succumbing to the kind of pretentiousness that marred Batman V. Superman.
El Mundo (Spain)," June 1, 2016",Luis Martínez," The most mature, smart and fun Marvel movie. [Full review in Spanish]"
Pitch.com," May 31, 2016",Eric Melin," Marvel's response to superhero fatigue, then, is clear: Double-down on character and up the storytelling's short game as well as its long game. It's an old-fashioned strategy, and it absolutely works."
Cinema Signals," May 30, 2016",Jules Brenner," Marvel, with its comic strip cool, Industrial Light & Magic control of gravity, what may be the largest ensemble of characters in its movie history and visual artistry, has done it again."
Japan Times," May 20, 2016",James Hadfield," It wields an equally large cast with surprising dexterity, never losing sight of which players matter most to the story it's trying to tell."
Total Film," April 13, 2016",Jordan Farley," If there's a risk of the Marvel 'formula' becoming stale, there isn't any evidence of that here. Civil War isn't just a damn-near-perfect popcorn crowd-pleaser; it doesn't offer any easy answers for its combatants, or the world going forward."
IGN Movies," April 13, 2016",Jim Vejvoda," Featuring what's arguably the best ever screen depiction of Spider-Man as well as a cool new hero in Black Panther, Captain America: Civil War can't quite recapture the emotional and cerebral strengths of its predecessor."
Screen International," April 13, 2016",Tim Grierson," A gargantuan entertainment that finds room for a little emotional resonance underneath the sterling spectacle, ""Captain America: Civil War"" is a well-paced, thoroughly satisfying, completely overstuffed action-thriller."
Forbes," April 13, 2016",Scott Mendelson," 'Captain America: Civil War' Is Great Fun, Even As It Alternates Between Shameless Fan Service Bits And Subversive Narrative Choices."
Empire Magazine," April 13, 2016",Dan Jolin," Matching its blockbuster scale and spectacle with the smarts of a great, grown-up thriller, Captain America: Civil War is Marvel Studios' finest film yet."
Hollywood Reporter," April 13, 2016",Sheri Linden," Call it ""civil war"" or call it brand extension; call it a ""cinematic universe"" or a corporate behemoth - the latest Marvel extravaganza furthers the studio's cross-pollination of action franchises in a way that's sure to satisfy devotees."
Variety," April 13, 2016",Justin Chang, The most mature and substantive picture to have yet emerged from the Marvel Cinematic Universe.
The Daily Beast," April 13, 2016",Jen Yamato," Finally, a big budget superhero sequel that manages to be both effortlessly entertaining and utterly sobering, instead of just one of those things-or, as we've endured too frequently in the past, neither of them. (Looking at you, Batman v Superman.)"
Uproxx," April 13, 2016",Mike Ryan, This is the best Marvel movie so far. This is not hyperbole. I have my doubts they can make anything better.
CinemaBlend.com," April 13, 2016",Eric Eisenberg," Bringing together tremendous character dynamics; bold structure; an emotional narrative; and spell-binding, fun action sequences, it's everything a blockbuster should be. "
CraveOnline," April 13, 2016",William Bibbiani," It is entertaining without being fluffy. It has consequence without being dire. It is the floor of a child's bedroom, covered in action figures who are perpetually in mid-conflict, whose limitations have yet to be discovered."
Starburst," April 21, 2016",Paul Mount," It's a magnificent action film, it's a wonderful character piece, it's big, brash, bursting with confidence and brio; it's Marvel firing on all cylinders just when, by rights, we might be expecting the law of diminishing returns to set in."
The Straits Times (Singapore)," April 21, 2016",John Lui," Once the plot kicks in, things chug along nicely, though action scenes are blighted by shaky camera syndrome."
Access Hollywood," April 21, 2016",Scott A. Mantz," The biggest, the boldest and the most ambitious movie yet to come from Marvel Studios."
SciFiNow," April 21, 2016",Poppy-Jay Palmer," The film's tone and themes feel a tiny bit darker and a lot more grown-up than usual, but the reaction it provokes is still one of giddy, childlike joy."
Independent (UK)," April 21, 2016",Clarisse Loughrey, If Captain America: Civil War is the true herald of Marvel's Phrase Three and its carefully planned future; maybe it doesn't actually feel so bad that we'll be getting these movies every year until the Earth collapses in on itself.
New Statesman," April 21, 2016",Ryan Gilbey," The characters are multi-layered, crammed full of old allegiances and grudges and irritations. They have personalities. Remember those?"
The Skinny," April 21, 2016",Josh Slater-Williams," There are still imperfections to be found in this Marvel offering, but when the highs are this good, it's hard not to temporarily give in to our new insect overlords."
Time Out," April 21, 2016",Tom Huddleston, Packed to bursting with the one ingredient 'Batman v Superman' lacked: joy. 
CineVue," April 20, 2016",Joseph Walsh," The pitch is simple enough - liberalism or totalitarianism, heroes or vigilantes - and there's more than a whiff of American imperialism on both sides of the coin."
WOW247," April 20, 2016",Matthew Turner, Puts a certain other superhero vs superhero movie to shame. 
Little White Lies," April 20, 2016",David Jenkins, Calling this 'the best Marvel movie' is equivalent to proclaiming 'this is the best Dorito I've ever tasted.'
