source_name,review_date,critic_name,review_detail
JWR," January 31, 2017",S. James Wegg," An engaging, 'blinking' quest"
ArtsHub," January 8, 2017",Sarah Ward," Always showcases just the right amount of creases and folds in its plot, visuals and emotions."
Film Experience," January 2, 2017",Nathaniel Rogers," The story, too convoluted for its own good perhaps, rescues itself from its arguably clumsy plot and off-voices with intermittent movie magic and interesting characters."
MetroActive," December 31, 2016",Richard von Busack," Laika Studios' independence is rare in feature-length animation today -- rather than topping a franchise, they seek emphasis on character, background, and the sharp wounding edge of a story."
Total Film," December 28, 2016",Jordan Farley," Visually astonishing and touchingly told, Kubo is utterly wonderful. If there's any justice, it'll be a monster hit."
Irish Times," December 27, 2016",Tara Brady," Sweeping tableaux, a wonderful voice cast and adventure that feels genuinely folkloric make this a film that definitely deserves to be taken out of cellophane."
3AW," December 26, 2016",Jim Schembri," Man, is it gloomy."
Cinema em Cena," December 24, 2016",Pablo Villaça, The film finds a delicate balance between the somber and the fun. [Full review in Portuguese.]
Cinema Crazed," December 23, 2016",Felix Vasquez Jr.," A magnificent piece of filmmaking and family entertainment I'd gladly re-watch a million times before touching ""Trolls"" or ""The Angry Birds Movie"" ever again."
Seanax.com," December 15, 2016",Sean Axmaker," Like the Pixar films it is a storybook odyssey that tells a story of family and courage, but this one is also about loss and sacrifice, and about the power of stories and storytelling. "
Film Inquiry," December 7, 2016",Mike Daringer," As bold as it is in its artistic and embellished techniques, Kubo & The Two Strings manages to be equally thought-provoking and surreal in the most visual of ways."
MovieCrypt.com," December 7, 2016",Kevin A. Ranson," ... a fluid tale full of magic, discovery, and secrets. (Studio) Laika has never failed to deliver the goods and their latest is no exception."
Antagony & Ecstasy," December 6, 2016",Tim Brayton, The best animated film of 2016 by a resounding margin.
Lyles' Movie Files," December 2, 2016",Jeffrey Lyles," With a stunningly lavish world and a fascinating premise, Kubo and the Two Strings is a highly satisfying and entertaining adventure."
Arkansas Democrat-Gazette," November 14, 2016",Piers Marchant," Emotional depth aside, the film is also gorgeous, with glowing evening light filtering off of the characters' faces, and beautiful renderings of post-feudal Japan in its natural glory."
Medium," November 6, 2016",Chris Barsanti," ...a quasi-animist saga where spirits infuse almost every object and being, while the characters remain deeply and at times overpoweringly human."
Proceso," October 21, 2016",Fausto Ponce, A film with amazing visuals and kind characters. A fantastic adventure full of action. [Full review in Spanish]
Código espagueti," October 17, 2016",Nicolás Ruiz, A beautiful animation about the value of memories and the importance of death for man. [Full review in Spanish]
Vanguardia (Mexico)," October 14, 2016",Carlos Díaz Reyes, The new production of Laika Studios is visually amazing and dares to go further with a complex work. [Full review in Spanish]
Times (UK)," October 10, 2016",Kate Muir, A glorious flight of the imagination.
Variety," August 12, 2016",Peter Debruge," With its staggering visuals and genuine heart, Laika chief Travis Knight's fantastical samurai adventure puts the emotion in stop-motion."
