source_name,review_date,critic_name,review_detail
Cinetvymas.cl," February 9, 2017",Daniel Bernal," Absolutely recommended not only for those who like bank robberies and persecutions, but also those who enjoy a good, well narrated film with a clever script and good direction. [Full review in Spanish]"
Film Threat," February 7, 2017",Anthony Ray Bench," The movie is tight, well written, sympathetic, without resorting to cloying sentimentality, and brutal in its consequences."
Otroscines.com," February 2, 2017",Diego Battle, This walk through the founding genres of american classic cinema has a delirium that makes it a very attractive class B exponent. [Full review in Spanish]
JWR," January 31, 2017",S. James Wegg," With a subtler approach, Mackenzie might have delivered a knock-out punch and testament to systemic rage..."
El Mundo (Spain)," January 27, 2017",Luis Martínez," One of the best films of the season, the director manages to come up with something like an X-ray of a desperate time. [Full review in Spanish]"
Blog de cine," January 5, 2017",Alberto Abuín, A jewel whose identity is in the heritage and memory of the genre par excellence. [Full review in Spanish]
El Pais (Spain)," January 2, 2017",Javier Ocaña, A film with a rebellious and deeply ethical vision of the American politics and society of Trump's era. [Full review in Spanish]
Stuff.co.nz," December 31, 2016",James Croot," Filled with dramatic tension, complex characters, rich, memorable dialogue and uncomfortable reflections of the plight of many modern day Americans, David Mackenzie's contemporary western is a compelling watch from go to whoa."
indieWire," December 31, 2016",Eric Kohn," Just as it taps into a dying corner of American society, Hell or High Water resurrects the power of western mayhem done right."
CineVue," December 31, 2016",Maximilian Von Thun," The only saving graces are the (admittedly excellent) cinematography and production values -- the action scenes are crisp, smooth and packed with tension -- but they feel almost irrelevant when the content they have to work with is this bad."
MetroActive," December 31, 2016",Richard von Busack," The violence has speed, impact and follow-through -- it's a magnificent rebuke to all the hundreds of cute killings on screen in summer movies. "
Total Film," December 28, 2016",Kevin Harley," Mackenzie goes western in satisfying style, while Bridges, Pine and Foster bring true grit to Sheridan's tight script."
Irish Times," December 28, 2016",Donald Clarke," We will never get another Howard Hawks or Raoul Walsh, but, every now and then, we see a film that pays homage to their spirit."
Sunday Times (UK)," December 19, 2016",Edward Porter," Is there any better background for this sort of tale than a succession of wide open landscapes, dusty streets, and cheap diners?"
Seanax.com," December 15, 2016",Sean Axmaker, ... as good an American drama as you'll see this year.
Film Ireland Magazine," December 14, 2016",Michael O'Sullivan," It illustrates that, with enough tweaking and refinement, even a generic story can be made into a tense pacing thriller that can still surprise while trying to be as entertaining as possible."
Denver Post," December 14, 2016",John Wenzel," This neo-Western works splendidly as a self-contained tale of loyalty, loss and redemption, with polished turns from a smoldering Chris Pine and spunky Ben Foster."
Antagony & Ecstasy," December 8, 2016",Tim Brayton," A neo-Western for neo-Western lovers, a lean character study of Texan poverty told with wiry masculinity ."
Sensacine," November 29, 2016",Daniel de Partearroyo," A western directly transplanted into the 21st century, featuring a colossal and magnetic Jeff Bridges. [Full review in Spanish]"
Cinemalogue.com," November 25, 2016",Todd Jorgenson," ... a contemporary Western that doesn't fall victim to genre pitfalls. In other words, there's more depth and complexity here than a simple manhunt leading to a climactic showdown. Yet it still dishes out some old-fashioned frontier justice."
Hollywood Reporter," May 16, 2016",David Rooney, A soulful outlaw tale with a socioeconomic perspective and a rich sense of place.
Arizona Republic," August 10, 2016",Bill Goodykoontz," Let's make it easy: If you like sitting in a dark room looking at pictures that move, you should see ""Hell or High Water."" It's terrific."
Movie Nation," August 9, 2016",Roger Moore," A heist picture that plays like a Waylon Jennings song -- lonesome, ornery and mean. "
Tribune News Service," August 9, 2016",Katie Walsh," A dusty, blood-soaked myth of crime and punishment far from fantasy, a finger planted on the pulse -- and the trigger."
Film Journal International," August 9, 2016",Maitland McDonagh, Hell or High Water delivers both action and character that should satisfy viewers looking for an alternative to high-octane Hollywood blockbusters.
Village Voice," August 9, 2016",Danny King, Hell or High Water's deliberate pacing gives it the feel of a heist story with its feet stuck in mud - and that's a good thing.
Slant Magazine," August 9, 2016",Jake Cole," As with Sicario, the broad strokes of the film's Southwestern stereotypes gradually sharpen into focus as the story pivots to a look at the systemic forces that shape the characters."
