source_name,review_date,critic_name,review_detail
We Got This Covered," January 23, 2017",David James," Feminist by nature rather than design and consistently visually dazzling, The Eagle Huntress is top flight documentary cinema."
New Zealand Herald," January 5, 2017",Francesca Rudkin," This a beautiful and gentle documentary, well, except for a sacrificial killing of a goat and fox, and is filled with stunning landscapes."
indieWire," January 2, 2017",Kate Erbland," A soaring, sweet documentary that welcomes its audience into an unexpected new arena."
Austin Chronicle," December 31, 2016",Steve Davis," There's no doubt about the veracity of Aisholpan's inspirational story. She exists, and she's a champion in every sense. But many sequences in the film appear planned out, even staged."
Sunday Independent (Ireland)," December 28, 2016",Aine O'Connor," It's interesting, beautiful and Aisholpan and her dad are so sweet that it makes for lovely viewing."
Irish Independent," December 28, 2016",Paul Whitington," The footage used in Otto Bell's film is breathtaking, but unfortunately it's accompanied by an overbearing soundtrack and commentary that cheapen Aisholpan's achievements."
Irish Times," December 27, 2016",Tara Brady, DOP Simon Niblett's camera seems to fly over the steppe as dozens of eagle hunters gather for the national championship where this well-loved daughter and classic sports underdog must prove herself in a stirring contest.
East Bay Express," December 27, 2016",Kelly Vance, A must-see.
"Commercial Appeal (Memphis, TN)"," December 26, 2016",John Beifuss," If the girl-empowerment message is unsubtle, the chronology dubious and the occasionally staged action sometimes manipulative, the film also is quite moving, especially as the high-spirited girl develops her remarkable bond with her 15-pound bird."
Financial Times," December 23, 2016",Nigel Andrews, It's spectacular at best; watchable even at worst.
CineVue," December 20, 2016",Matthew Anderson, A wondrously beautiful and beguiling journey into the unknown and a documentary of simultaneously mythic and very modern proportions.
London Evening Standard," December 18, 2016",Charlotte O'Sullivan," This lovely ode to change (which gets you thinking, not just about gender but all hierarchies) contains two powerful youngsters. It should really be called The Eaglet and her Girl."
Observer (UK)," December 18, 2016",Wendy Ide," Whether or not the storytelling here is disingenuous, there remains a manipulative quality to the film-making that is, in the end, off-putting."
Sunday Times (UK)," December 17, 2016",Edward Porter," For its terrific wildlife action and sweet human scenes, the film is overwhelmingly worth seeing."
Phantom Tollbooth," December 16, 2016",Marie Asner, The Eagle Huntress is a look into another world.
Little White Lies," December 16, 2016",Rebecca Speare-Cole," Otto Bell's beautiful, cinematically innovative documentary ... strikes at the very heart of our primal instincts to strive and succeed."
Daily Mail (UK)," December 15, 2016",Brian Viner, It deserves to soar.
Daily Express (UK)," December 15, 2016",Allan Hunter," The Eagle Huntress tugs at the heartstrings but it is an undeniably beautiful, rousing true-life tale."
Daily Telegraph (UK)," December 15, 2016",Tim Robey," A vivifying, sometimes inspiring watch ..."
Guardian," December 15, 2016",Peter Bradshaw, This is a very nicely filmed piece of work.
New York Times," November 1, 2016",A.O. Scott," Viewers jaded by daily doses of digital dazzlement might not fully register the reality of the wonders they are witnessing. But that doesn't, in the end, make ""The Eagle Huntress"" any less wonderful."
Los Angeles Times," November 1, 2016",Kenneth Turan," As unlikely as it is enchanting, ""The Eagle Huntress"" tells its documentary story with such sureness that falling under its sway is all but inevitable."
New York Daily News," October 31, 2016",Ariel Scotti," ""The Eagle Huntress"" is all at once an inspiring story for children of all ages to believe that they can do anything, a reflection of the unfairness of gender roles and a rare and unique look at a remote part of the world."
Christian Science Monitor," October 28, 2016",Peter Rainer," The film, some of which looks staged, is too slick, and its feminist emphasis, complete with Australian performer Sia singing ""You can do anything"" on the soundtrack, grates. But Aisholpan triumphs over these excesses."
L.A. Biz," October 28, 2016",Annlee Ellingson, A feel-good documentary about a remarkable girl in an incredible place.
Film-Forward.com," October 28, 2016",Kent Turner, The footage and camera work are amazing.
Film Journal International," October 27, 2016",Edward Douglas, An inspiring look at a brave young girl taking on her tribe's male-dominated eagle-hunting traditions.
Entertainment Weekly," October 27, 2016",Joey Nolfi," The movie's restrained second half stuns, ranking as one of the most magical stretches of nonfiction filmmaking in recent years."
AwardsCircuit.com," October 25, 2016",Clayton Davis," Soulful and angelic, it's one of the most uplifting and spiritually rousing documentaries of the year."
Slant Magazine," October 23, 2016",Oleg Ivanov, Aisholpan's liberation is a harbinger of the growing pressure that the outside world exerts on a once isolated community.
Under the Radar," September 29, 2016",J.A. Kordosh, Aisholpan's sincerity and joy shines through [any] concerns. She's a genuine hero for the 21s century and her story is not to be missed.
SSG Syndicate," September 14, 2016",Susan Granger," Stunning, soaring heroic adventure...."
Eye for Film," August 9, 2016",Amber Wilkinson, This film is worth seeing simply for its National Geographic style snapshot of rural Mongolia.
The Film Stage," February 19, 2016",Jordan Raup," Aisholpan offers a real-life, profoundly inspiring testament to disregard age-old societal constraints and forge ahead with your passion."
Variety," January 31, 2016",Dennis Harvey, A 13-year-old nomadic Mongolian girl breaks a traditional role's gender barrier in this entertaining documentary.
"Deseret News, Salt Lake City"," January 29, 2016",Josh Terry," It's a fun story arc, and Aisholpan is a sweet protagonist who is easy to cheer for. "
National Post," November 4, 2016",Chris Knight," You won't see a more majestic shot in a film this year than in the documentary The Eagle Huntress, when a bird of prey swoops down from its rocky perch to land on the leather-clad arm of its trainer."
