source_name,review_date,critic_name,review_detail
Fort Worth Weekly," January 19, 2017",Kristian M. Lin, The reasons to see this are Na's expert buildup of sickening dread.
Financial Times," December 27, 2016",Nigel Andrews," Very crazy, very Korean, very long: 156 minutes of murder, diabolism, exorcism and things that go bump by day and night."
CineVue," December 20, 2016",Martyn Conterio," In just three films, Na Hong-jin has emerged as one of South Korean cinema's best kept secrets."
Antagony & Ecstasy," December 17, 2016",Tim Brayton, As great as any horror movie of the 2010s to date.
Concrete Playground," December 16, 2016",Sarah Ward, Packed with everything from gorgeously moody landscapes to an increasingly dark atmosphere.
Seanax.com," December 15, 2016",Sean Axmaker, This is dark and disturbing and surprisingly long-over 2 1/2 hours-and directed with a slow build that churns up the tension as it shifts suspicion around. 
Eye for Film," November 30, 2016",Jennie Kermode," Overall, The Wailing is a deeply flawed but nonetheless compelling film which will cement Na's reputation as a force to be reckoned with."
Times (UK)," November 29, 2016",Kate Muir, A complex Korean horror with the surreal village feel of Twin Peaks.
Radio Times," November 24, 2016",Alan Jones," The well-created atmospheres of bleak desolation, shivery seat-edged thrills and sheer-intensity of spirit-world dabbling paper over the more nonsensical sections of the scattershot narrative that does eventually build to quite a chilling crescendo."
Guardian," November 24, 2016",Phil Hoad," The layers of dissembling and self-dissembling pile up so thickly that not only does Na evidently touch on something integral about the nature of evil, but actually seems to be in the process of summoning it before your eyes."
Little White Lies," November 21, 2016",Anton Bitel," By turns funny and despairing, this village noir brings the horror of uncertainty."
Time Out," November 21, 2016",Tom Huddleston," A stupendously entertaining movie, crammed with delights."
The List," November 21, 2016",Matt Glasby," The result is striking, frustrating and - whisper it - ripe for remaking."
Total Film," November 21, 2016",Simon Kinnear," This is a queasily funny, often exhausting but genuinely unnerving watch."
Empire Magazine," November 21, 2016",David Hughes," The Wailing takes its time to burrow under your skin, but by the time it weaves its dark, potent spell, it leaves you with a lingering, unshakeable sense of dread that Hollywood horror films can rarely muster."
Cinemanía (Spain)," November 15, 2016",Rubén Romero Santos," A lesson of classic cinema, script, composition of planes, use of the sound and photography that rubs the perfection. [Full review in Spanish]"
South China Morning Post," November 2, 2016",James Mottram," The Wailing isn't quite dynamic enough to truly terrorise, but ... there are ferocious moments that puncture the stillness."
