source_name,review_date,critic_name,review_detail
Film Ireland Magazine," January 3, 2017",David Turpin," If the film's collection of frissons is ultimately less satisfying than the knockout punch of I am Love, it's still as enjoyable, refreshing, and ever-so-slightly discombobulating as a good holiday."
Total Film," January 2, 2017",Kevin Harley," Despite some loose ends, Guadagninos melodrama drips with mood and boasts a runaway lead in Fiennes: his bum-bared makeover is a bells-on blast. Swinton shimmers, too."
Huffington Post," January 1, 2017",Derek Malcolm," By the end of what seemed a very long two hours, I wanted to strangle the lot of them as useless appendages to the human race. "
Columbus Alive," December 31, 2016",Brad Keefe," The problem here as that his soap opera twists of sexual tension are either the kind you see a mile coming, or the kind that come out of nowhere (including logic)."
PopMatters," December 31, 2016",Alex Ramon," A Bigger Splash isn't without some shortcomings, then, but the movie is never dull, and I found it to be surprisingly substantial."
NUVO Newsweekly," December 31, 2016",Edward Johnson-Ott," A Bigger Splash takes you to a location you've never visited and, by its end, leaves you feeling like you have."
Financial Times," December 31, 2016",Rebecca Rose," Luca Guadagnino's shimmering remake of Jacques Deray's 1969 La Piscine transports the action to the far-flung Italian island of Pantelleria, an outpost for celebrities wanting to discreetly recharge."
Sunday Times (UK)," December 18, 2016",Camilla Long," A simmering, shimmering thriller set on the hot, dusty Italian island of Pantelleria."
Movie Habit," December 12, 2016",Robert Denerstein," Tilda Swinton plays rock star Marianne Lane in A Bigger Splash, a thriller posing as a vacation posing as a commentary on what happens when two men fix their attentions on the same woman."
Film Inquiry," December 7, 2016",Becky Kukla," A Bigger Splash is a lazy, meandering journey which takes its time getting there, but when it arrives it feels worth it. "
Japan Times," November 23, 2016",Kaori Shoji," A Bigger Splash marks Luca Guadagnino's third team-up with Tilda Swinton, and once again he has assembled just the cast to offset her majestic presence."
"Vue Weekly (Edmonton, Canada)"," November 17, 2016",Josef Braun, I was frequently seduced and happily puzzled by A Bigger Splash.
Arkansas Democrat-Gazette," November 15, 2016",Dan Lybarger," For all the skin and sunshine in A Bigger Splash, Guadagnino and screenwriter David Kajganich manage to make charming places and beautiful people seem pretty unsettling."
Graffiti With Punctuation," September 28, 2016",Blake Howard, A Bigger Splash is a sensual thrill ride of temptation as four people map out where they are now and who they thought they'd be.
Groucho Reviews," September 9, 2016",Peter Canavese," The significant visual appeal and magnetic turns by the leading players make this four-hander a diverting dip into human nature: specifically, jealousy and the folly of opting for interiority over communication."
Cinemalogue.com," August 26, 2016",Todd Jorgenson, ... provides plenty of rewarding moments and clever twists that effuse its central mystery with some emotional relevance.
RTÉ (Ireland)," July 26, 2016",Paddy Kehoe," With some reservations, A Bigger Splash is an entertaining exercise and certainly worth seeing."
Common Sense Media," July 1, 2016",Jeffrey M. Anderson," A loose remake of a 1969 French movie, this mature, fascinating character drama is alive in a very sensual way, zeroing in on atmosphere and environment and the way they react with humans."
Thrillist," June 30, 2016",Matt Patches," The mesmerizing photography and ecstatic personality of A Bigger Splash will leave you tipsy, so please, bring a designated driver for this one."
New England Movies Weekly," June 17, 2016",Sean Burns, An amazing thing happened when Ralph Fiennes started going bald because that's when the world found out he's funny.
Radio Times," February 11, 2016",Stephen Carty," The four leads are superb, but Fiennes steals the show, dominating a scene whenever he appears. His dancing, in particular, is a joy to behold."
Independent (UK)," February 11, 2016",Geoffrey Macnab, The film makes its hedonistic protagonists seem like characters in a classical tragedy. The intimacy between them becomes more oppressive and results in ever more extreme behaviour. The zest of the film-making belies the darkness at the core here.
Empire Magazine," February 11, 2016",Damon Wise," [The] climax ... ought to be powerful and ironic yet simply falls flat - a crushing damp squib of an ending for a film that begins with a tone of anarchic, irreverent promise."
Little White Lies," February 11, 2016",Craig Williams, A modern cinematic opera - the sun-kissed bacchanal followed by the tempestuous comedown.
Guardian," February 11, 2016",Peter Bradshaw," The story begins to resemble something by Ruth Rendell, as filmed by Chabrol."
The Skinny," February 1, 2016",Josh Slater-Williams," All four leads are great in their own way, but Fiennes steals the show with his obnoxious, brash whirlwind."
The List," October 12, 2015",Emma Simmonds, A Bigger Splash lives up to its title by being every bit as exuberant and refreshing as it sounds.
Variety," September 9, 2015",Peter Debruge," Though this isn't a typical awards-seeking performance from Fiennes, it certainly ranks among the actor's best."
Time Out," September 9, 2015",Dave Calhoun, This is often a seriously fun film with a shadier side that's ripe for unpicking when the curtain drops.
London Evening Standard," September 9, 2015",David Sexton, Consistently enjoyable.
Hollywood Reporter," September 9, 2015",Deborah Young," The film feels empty and intellectualized at the core, where it should feel powerfully emotional."
HeyUGuys," September 9, 2015",Jo-Anne Titmarsh," The film has much to offer, primarily Ralph Fiennes, who could walk away with a prize for his dazzling bravura turn."
Times (UK)," September 9, 2015",Wendy Ide," Luca Guadagnino's sly, funny follow-up to I Am Love suddenly feels like the greatest party you have ever been invited to."
Screen International," September 9, 2015",Lee Marshall," In this overlong remake of cult 1969 drama La Piscine, Italian director Luca Guadagnino, treading water after the classy, well-received I Am Love, drains all the smouldering Gallic passion and sexual jealousy out of the pool."
Guardian," September 7, 2015",Andrew Pulver, A film that is both deeply strange and undeniably funny.
Daily Telegraph (UK)," September 7, 2015",Robbie Collin," There's an awful lot in here, and drawing it out takes a little time and thought."
The Playlist," September 6, 2015",Jessica Kiang," It's not deep, nor refined, in fact it's kind of trashy at times. But you can still make a solid, buzzy rock 'n' roll album track out of trash, if not quite a hit single."
TheWrap," September 6, 2015",Alonso Duralde, A lush and intriguing experience that works so well for so long that it can't be undone by a few flaws.
The Australian," March 25, 2016",David Stratton," Swinton is terrific and, against the odds, compellingly convincing as a world-famous rock star, while Schoenaerts and Fanning provide crucial support."
FILMINK (Australia)," March 24, 2016",Matthew Lowe," Like the band that it adulates, its best asset is the vulnerability with which it underscores its own sleaze."
Herald Sun (Australia)," March 23, 2016",Leigh Paatsch, The uncomfortable energy which ebbs and flows between this quartet is anything but uncomfortable to witness as a viewer.
