source_name,review_date,critic_name,review_detail
Total Film," December 30, 2016",Kate Stables," Filled with cherry-blossom gorgeousness and sentimental homages to small-town Japanese life, it's a film of quiet, telling moments, even when big revelations surface. "
Financial Times," December 27, 2016",Raphael Abraham," [A] warmly enveloping exploration of grief, guilt and gradually letting go."
Sunday Times (UK)," December 18, 2016",Edward Porter," It helps that Koreeda's way with atmosphere is in full effect. The film has tranquil settings, fresh-food meals, cherry blossoms and soothing breezes; watching it is a good way to clear your head."
Cleveland Plain Dealer," November 10, 2016",Michael Heaton," Our Little Sister is not so much a dramatic work as a cinematic tone poem. The point of the movie is not to get anywhere in particular, but just to enjoy the journey along the way."
Georgia Straight," November 9, 2016",Ken Eisner," Often compared with Yasujirō Ozu's domestic tales, Koreeda's films share that Chekhovian vibe, but his movies have more cinematic fluidity and highly tactile surfaces; he makes you feel things you might otherwise forget."
Winnipeg Free Press," October 14, 2016",Alison Gillmor," There are minor conflicts and revelations, but these never seem like plot points. Rather they feel like the fabric of everyday life, observed with limpid simplicity and given powerful emotional effect with natural, easy, unforced performances."
Playback:stl," September 16, 2016",Sarah Boslaugh," ...practices the same virtue as its characters, realizing that life is lived in the small moments as well as the great ones, and that being present in your own life is the greatest gift of all. "
Minneapolis Star Tribune," September 15, 2016",Colin Covert," Kore-eda has made a career of family stories focused on youth, some of them heartbreakingly bleak. Here he uses a much lighter brush, creating a picture that is simpler than most, and all the more beautiful for it."
St. Louis Post-Dispatch," September 15, 2016",Calvin Wilson, Rarely has a film more eloquently captured the universality of human experience.
Salt Lake Tribune," September 8, 2016",Sean P. Means, The most touching of family reunions.
Austin Chronicle," September 8, 2016",Marjorie Baumgarten," Kore-eda is one of the most optimistic and humanist filmmakers working today, and even though Our Little Sister isn't quite as finely articulated as some of his previous work, his core compassion for humanity comes through clearly."
Arkansas Democrat-Gazette," September 2, 2016",Philip Martin," ...a lyrical, plain-sung movie about people who are obliged to love one another. And do."
Blu-ray.com," August 25, 2016",Brian Orndorf," While urgency is less of a priority this time out, the helmer still puts together an irresistible collection of characters and personal issues."
"Journal and Courier (Lafayette, IN)"," August 24, 2016",Bob Bloom," 'Our Little Sister' is a tender and restrained feature that flows by like a gentle stream, lulling you with its melodic cadence and drawing you into its beauty."
