source_name,review_date,critic_name,review_detail
The Playlist," January 29, 2016",Nikola Grozdanovic," ""The Fits"" is unlike any dance film you'll ever see, which doesn't automatically make it good, just different. The film suffers from being diminutively compelling throughout, regardless of how deeply under your skin the score gets. "
Newcity," December 29, 2016",Ray Pride," The dreamy, joyous The Fits is elegance and simplicity supreme."
Flavorwire," June 6, 2016",Jason Bailey," When I first stumbled out of 'The Fits,' I wasn't entirely sure what to make of it; after a second viewing, I'm still not certain. But I know this much: I've never seen anything quite like it."
Vox," June 6, 2016",Todd VanDerWerff," In terms of capturing that adolescent ennui, it's as good as any movie I've seen."
NPR," June 6, 2016",Andrew Lapin," The Fits is a movie that, if examined scene by scene and frame by frame, confirms its own uniqueness the way a conservationist might identify a member of an endangered species."
Baret News," June 6, 2016",Kam Williams," A mellow meditation on a beautiful, little black girl beginning to bloom!"
Film School Rejects," June 4, 2016",Rob Hunter," A beautiful, hauntingly precarious coming of age film that uses mystery and an at times dream-like atmosphere to create a mesmerizing tale."
L.A. Biz," June 3, 2016",Annlee Ellingson," An exquisite metaphor of adolescent rites of passage, with dance as the language of expression for an otherwise reserved character who speaks little."
Under the Radar," June 3, 2016",Sarah Winshall, A highly composed technical tour de force.
Uproxx," June 3, 2016",Keith Phipps," Just like its heroine, The Fits never gets swallowed up by the darkness that surrounds it."
TheWrap," June 3, 2016",Robert Abele," A confident blend of performance, kineticism, and tone, it has a pulse all its own, born of passion and curiosity, and a healthy dose of psychological mystery to boot."
The Verge," June 3, 2016",Tasha Robinson," What Holmer does offer is a story about suggestion and nuance, about movement and emotion. It's a narrative film, but it feels like a dance piece itself, and it's strongest in its meaningful silences."
Paste Magazine," June 3, 2016",Michael Snydel," Even in an abbreviated running time, The Fits manages to reinvent the sports story as something both brainy and physically pure."
RogerEbert.com," June 3, 2016",Sheila O'Malley," ""The Fits"" is the kind of film that asks more questions than it answers. The questions have echoing resonance."
Brooklyn Magazine," June 3, 2016",Jesse Hassenger, This movie casts a spell.
New York Times," June 2, 2016",Manohla Dargis," A singular first feature from the young director Anna Rose Holmer, who's made a movie that can feel like a memory."
Consequence of Sound," June 2, 2016",Allison Shoemaker," The Fits is a rare little film. Not only are answers few and far between, but even the questions are hard to pin down. It's quiet and strange and simple."
Wall Street Journal," June 2, 2016",Joe Morgenstern," All ups with no downs, it's a motion picture in the truest sense of the term. I've never seen anything quite like it and I loved every one of its 72 minutes."
Film Journal International," June 2, 2016",Rebecca Pahle, Royalty Hightower is a powerful new presence in a film that nevertheless falls short of the mark.
TIME Magazine," June 2, 2016",Stephanie Zacharek," The Fits riffs on the power and mystery of adolescent beauty, and on the joy of what it means to move."
AV Club," June 2, 2016",Noel Murray," Part of what's so terrific about The Fits is that so much of it is open to interpretation, even though the film as a whole isn't that oblique."
The New Republic," June 1, 2016",Tim Grierson," Neither cutesy nor needlessly bleak, the debut narrative film from writer-director Anna Rose Holmer possesses a refreshingly intimate, honest tone about adolescence. The modesty of this movie's design has its own sneaky power."
Willamette Week," June 29, 2016",Amy Wolfe," In the best scenes, dancers take over urban areas, like a highway overpass, with their heavy breathing echoing across the cityscape as the camera pans out."
Georgia Straight," June 24, 2016",Ken Eisner," The tale is overly aestheticized, with ponderously aggressive sound editing and self-consciously discordant music constantly reminding viewers just how Important Everything Is."
Washington City Paper," June 24, 2016",Noah Gittell," First-time filmmaker Anna Rose Holmer has crafted a story so poetic and precise that it must be the pure, uncorrupted vision of its creator. It's not a flawless film, but it is perfect in its own way."
Philadelphia Inquirer," June 24, 2016",Molly Eichel," Like its lead Royalty Hightower, whose performance is just as spectacular as her name, The Fits is impossible to look away from. It's gorgeous, poetic, and opaque, and I've never seen any other movie like it."
sbs.com.au," June 23, 2016",Rochelle Siemienowicz," The limited locations, lack of adult characters and the fact we never see the kids at home effectively creates a socially contained world with its own rules and consequences. Then there's Royalty Hightower's knockout lead performance."
Spliced Personality," June 23, 2016",Sean Burns, Hightower has a naturally commanding screen presence. Imagine if Steve McQueen was an eleven-year-old black girl and you're starting to get the idea.
Washington Post," June 23, 2016",Ann Hornaday," ""The Fits"" and its electrifying young star give getting in formation renewed meaning, with inspiring, self-assured verve."
Arizona Republic," June 23, 2016",Bill Goodykoontz," You honestly don't know what to expect, and when the film is done, you're not exactly sure what has happened."
"Mountain Xpress (Asheville, NC)"," June 21, 2016",Ken Hanke, Virtually impossible to synopsize and not even easy to describe. Let me just say that this a rather special movie.
The Sunday Age," June 19, 2016",Craig Mathieson, A quietly audacious coming-of-age tale lodged inside a psychological horror film.
The Skinny," June 19, 2016",Michelle Devereaux," Holmer's principle lyrical tool is her young star, whose luminous, almond-shaped eyes veritably burn with an intense clarity of purpose."
San Francisco Examiner," June 17, 2016",Anita Katz," The trials of adolescence come to life in fresh and mesmerizing ways in The Fits, a low-budget, mood-rich tale about a tomboy, an all-girl dance team, the need to belong, and a baffling sickness."
The Young Folks," June 16, 2016",Allyson Johnson, ... the film has an air of realism that helps tether its viewers to these characters as the storyline aims to sweep them off their feet. 
SF Weekly," June 15, 2016",Sherilyn Connelly, Anna Rose Holmer's The Fits is the best portrait of female teenage alienation since Eliza Hittman's It Felt Like Love.
San Francisco Chronicle," June 15, 2016",David Lewis," Though the narrative is threadbare, the concept of the story - girls at the rec center are inexplicably suffering from strange seizures - keeps us engaged."
Rolling Stone," June 15, 2016",Peter Travers," Watching the girls defy gravity as they whirl into scary, seductive, hallucinatory patterns, you realize The Fits is more than a transporting film experience. It's cinema poetry in motion. "
4:3," June 14, 2016",Eloise Ross," A sophisticated exploration of sound, image, and rhythm, where movement and music are combined to make the film dance."
Tiny Mix Tapes," June 14, 2016",Derek Smith," If nothing else, it introduces Anna Rose Holmer to the world as another bright young female director with a unique perspective and, especially for a debut feature, a surprisingly impressive command of pacing and tone."
PopMatters," June 10, 2016",Cynthia Fuchs," In Toni, a girl who comes of age, who comes into herself, the movie offers a brilliant, new, and sensory experience."
Los Angeles Times," June 9, 2016",Kenneth Turan," ""The Fits"" pulls you in and won't let go."
