source_name,review_date,critic_name,review_detail
Total Film," January 2, 2017",Jamie Graham, Watch Adam McKay's flash and funny financial crisis movie The Big Short and then turn to The Measure of a Man to see the human cost.
Sunday Times (UK)," December 19, 2016",Edward Porter," Stéphane Brizé's absorbing but unspectacular film stars Vincent Lindon as a working-class Joe who experiences the indignities of unemployment and, later, those of a soul-corroding job."
Film Inquiry," December 7, 2016",Mike Daringer," There are far better films, including French ones, that tackle the same thematic ideas as The Measure of a Man and actually do something with them."
Seattle Times," July 21, 2016",Moira MacDonald," Stéphane Brizé's ""The Measure of a Man"" feels so real, you're almost startled when it's over - it seems as if this French drama about a middle-aged husband and father facing unemployment should just go on, as life tends to do."
It's Just Movies," July 12, 2016",Ron Wilkinson, A piece of narrative fiction that borders on agit-prop in its fervent plea for the worker.
Urban Cinefile," July 9, 2016",Andrew L. Urban," Lindon draws us in beautifully to his character, even though there isn't much to explore. It all relies on the final scene, a weak payoff to justify the title"
Urban Cinefile," July 9, 2016",Louise Keller," Subtle, voyeuristic and engrossing, with a stellar naturalistic performance by Lindon, this is a film for the discerning cinema lover"
Brooklyn Magazine," July 8, 2016",Elise Nakhnikian," The Measure of a Man is a triumph of realistic cinema, and a dirge for a blue-collar European worker left stranded after a once-solid job has melted away."
The Sunday Age," July 5, 2016",Craig Mathieson," Built around long, unsparing takes that are scrupulously observant ... the movie makes clear the importance of employment as a means of not just economic but mental underpinning."
Reeling Reviews," July 5, 2016",Laura Clifford," ""The Measure of a Man' poses an important question - what are we losing as humans in a world that champions financial profit above all?"
Sydney Morning Herald," June 29, 2016",Paul Byrnes," No question, it is a fine performance. Lindon has a minimalist style, a shaggy dog look, and a barely suppressed working-stiff rage that gives the film some grit."
The Australian," June 24, 2016",David Stratton," The subject is one that will be familiar to working-class people all over the world, and is presented by Brize and his co-writer Olivier Gorce without a hint of compromise or sentimentality."
Empire Magazine," June 5, 2016",Patrick Peters," Uncompromisingly authentic, impeccably played and quietly compelling."
Observer (UK)," June 5, 2016",Wendy Ide," Impassive on the surface, Lindon reveals the weight of despair in the dragging steps, the bowed shoulders, even the droop of his character's moustache."
Irish Independent," June 3, 2016",Paul Whitington," Vincent Lindon is staggeringly good in the part, burying so deep into his demanding role that actor and character merge and become indistinguishable."
Sight and Sound," June 2, 2016",Ginette Vincendeau," Brizé has cleverly cast people with an extraordinary confidence in front of the camera, which means that Lindon's customary minimalist yet charismatic performance style blends wonderfully with the rest of the cast."
San Francisco Chronicle," June 2, 2016",Mick LaSalle," As 15 minutes turns into a half hour, and then an hour, and then more, viewers will get tired of nodding their heads. The movie makes a point, but it doesn't build on it."
Guardian," June 2, 2016",Peter Bradshaw," A tough, clear-sighted, compassionate film."
Little White Lies," June 2, 2016",Philip Concannon, An absorbing and enraging look at a broken system.
SF Weekly," June 1, 2016",Sherilyn Connelly," [The] picture isn't as much of a study of masculinity as its domestic release title The Measure of a Man would suggest; the original French title, La Loi du Marché, translates as The Law of the Market, which is far more appropriate on multiple levels."
Spirituality and Practice," April 14, 2016",Frederic and Mary Ann Brussat, A remarkable portrait of what it's like to live in the prison of unemployment.
AV Club," April 14, 2016",Mike D'Angelo, The Measure Of A Man's beating heart is Lindon's performance ...
