source_name,review_date,critic_name,review_detail
Fort Worth Weekly," January 19, 2017",Kristian M. Lin," [Andrzej Wajda] didn't make this horror film, but his spirit hangs over it."
Daily Dead," December 16, 2016",Heather Wixson," We've seen weddings explored as a chaotic setting in cinema numerous times before, but there's something uniquely compelling and wholly original about what Wrona creates with Demon."
NUVO Newsweekly," October 27, 2016",Sam Watermeier, Demon isn't a bad film; it's a disappointing one.
Georgia Straight," October 27, 2016",Adrian Mack, A fistfight between the bridegroom and one of his guests is the least bad thing that happens at the wedding of Piotr (Itay Tiran) and Zaneta (Agnieszka Zulewska).
Portland Mercury," October 26, 2016",Andrew Wright," Ultimately, what lingers most strongly in Wrona's impressive film is less the actual aberration, and more the examination of how people as a group react to it being in their midst."
KPBS.org," October 7, 2016",Beth Accomando," A swift, elegant film about something dark and harrowing resurfacing from the past to cause havoc in the present."
Salt Lake Tribune," September 29, 2016",Sean P. Means, Tiran and Zulewska give powerful performances as a man overtaken by a malevolent spirit and the new bride who fights to save him from it.
San Diego Reader," September 29, 2016",Scott Marks," Though it's based on Piotr Rowicki's play Clinging, director Marcin Wrona's spirited staging keeps it from ever dissolving into canned theater."
Austin Chronicle," September 29, 2016",Marc Savlov, Not only an instant genre classic but also an astute and affecting rumination on the notion that the shades of the past are always with us and can disrupt us to the point of personal and societal collapse.
Under the Radar," September 29, 2016",Jason Wilson, Demon is a fine film steeped deeply in its culture.
NOW Toronto," September 28, 2016",Norman Wilner," Demon feels too crowded by half, unable to build the momentum it needs to really get under our skin."
Film Comment Magazine," September 26, 2016",Ela Bittencourt," For a tale of repressed guilt, Demon sparkles with humor, reveling in the macabre."
Detroit News," September 23, 2016",Adam Graham," ""Demon"" is a testament to a still-budding talent, and it would have been fascinating to see where he went next."
East Bay Express," September 22, 2016",Kelly Vance," The past cannot and will not remain covered up. Demon is worth seeing, if only to re-emphasize that."
Minneapolis Star Tribune," September 22, 2016",Colin Covert," Entertaining and deeply screwed up with historic horrors, this is an all-too-human ghost story that wears several bleeding hearts on its sleeve."
