source_name,review_date,critic_name,review_detail
Graffiti With Punctuation," January 13, 2017",Blake Howard," ""Sully"" is completely engrossing."
Seven Days," January 1, 2017",Rick Kisonak," This is a picture that works on multiple levels and proves to be a pleasant, powerful surprise on every one."
TheShiznit.co.uk," January 1, 2017",Ed Williamson," As generous an actor as [Hanks] usually is, here he's sacrificed any chance of personal plaudits on the film's behalf. "
Hindustan Times," December 31, 2016",Rashid Irani, Eastwood elicits Oscar-worthy performances from Hanks and Eckhart.
MetroActive," December 31, 2016",Richard von Busack, Clint Eastwood's often-pretty-good Sully is highlighted by the self-effacing underacting of Tom Hanks as Chesley Sullenberger.
Daily Star," December 31, 2016",Andy Lea, No one plays no-nonsense heroes like Tom Hanks and no director admires them quite so much as Clint Eastwood.
Cinema Movil," December 28, 2016",Oscar Uriel," A film that generates tension without going through the easy paths of sentimentality and moralistic discourse, even though we know the outcome beforehand. [Full review in Spanish]"
Cinema Crazed," December 28, 2016",Felix Vasquez Jr.," Forgettable, drab, basic cable fodder screaming for Oscar recognition until the very end."
Financial Times," December 27, 2016",Nigel Andrews," Sully is about the man who landed the plane on the Hudson. Who better for Chesley ""Sully"" Sullenberger than Tom Hanks in white hair and matching moustache?"
3AW," December 26, 2016",Jim Schembri," Any lingering doubts that Clint Eastwood was at the top of his game as one of America's premier film directors are swept away by his taut, compelling retelling of the forced landing on New York's Hudson River in which 155 lives were saved."
Cinéfiloz," December 20, 2016",Emmanuel Báez," Sully is sincere, simple, and most important, a good tribute to a really kind man, those who make you think of the real concept of heroism. [Full review in Spanish]"
Seanax.com," December 20, 2016",Sean Axmaker, [Tom] Hanks plays Sully with the kind of bedrock decency and sincere modesty that he does better than anyone on screen today.
CineVue," December 20, 2016",Matthew Anderson, Eastwood renders the well-documented event and astonishing outcome as tense and immediate.
Cinexcepción," December 19, 2016",Hugo Hernández Valdivia, A classic and remarkably sober film with an excellent performance by Tom Hanks. [Full review in Spanish]
El Financiero," December 19, 2016",Daniel Krauze," Sully needs a character, but especially a plot. It's no accident that Eastwood decides to put a long landing sequence, as if sensing that the drama of the film will not catch our attention. [Full review in Spanish]"
Sunday Times (UK)," December 17, 2016",Camilla Long, [The film has] a second act of dubious heroism in which there is far more crash than take-off.
The Blu Spot," December 16, 2016",Jeff Beck," With a fantastic performance from Tom Hanks, skilled direction from Clint Eastwood, and a strong script from Todd Kamarnicki, Sully becomes a compelling telling of an incredible true story."
Cine Vértigo," December 12, 2016",Ernesto Diezmartinez, A simple but emotive tribute to a man who only complied with doing his job well. [Full review in Spanish]
Ibero 90.9," December 12, 2016",Fernando Moreno," Another example of Eastwood's unique talent, with excellent performances by Tom Hanks and Aaron Eckhart. [Full review in Spanish]"
Sensacine," December 9, 2016",Xavi Sánchez Pons," A precise and tempered portrait of the pilot played by Tom Hanks, where Eastwood brilliantly exploits and demolishes the figure of the hero. [Full review in Spanish]"
