source_name,review_date,critic_name,review_detail
Hollywood Reporter," July 8, 2015",Jordan Mintzer," A surreal sci-fi period piece that reimagines mid-20th century Paris as a smog-filled, steam-powered Napoleonic empire whose future lies in the hands of an orphaned young woman."
Boston Globe," April 7, 2016",Ty Burr, A delightfully deranged steampunk adventure.
Austin Chronicle," April 7, 2016",Marc Savlov," You miss out on this and you miss out on something entirely, amazingly original and jaw-droppingly entertaining. C'est magnifique!"
San Diego Reader," April 7, 2016",Matthew Lickona," Fun, fast-paced French film d'animation that manages to keep its ideas from getting lost amid the steampunk aesthetics, frequent chases, and occasional explosions."
San Francisco Chronicle," April 7, 2016",G. Allen Johnson," If you're a steampunk fan, by all means go. Just don't expect a classic."
The Sunday Age," April 6, 2016",Craig Mathieson," It's a two-dimensional world on the screen, but the imagination at work is definitely in three dimensions."
Reeling Reviews," April 6, 2016",Laura Clifford," The film, which is like Jules Verne crossed with Tintin, offers a thoughtful revisionist history within its modern science fiction....a cautionary global climate change message within a grand adventure."
FILMINK (Australia)," April 1, 2016",John Noonan, April And The Extraordinary World is a heart-warming animation that's fit to burst with all the joy that it brings.
BuzzFeed News," April 1, 2016",Alison Willmore," While the film tells a rollicking, sometimes barbed story about oppressive governments, secret labs, selfishness, and the point where science meets ethics, it's the world-building that really delights. "
Nerdist," April 1, 2016",Kyle Anderson," I would highly, highly recommend seeking it out if you can. It's a journey to a completely different version of Earth and a science fiction adventure that will still be timeless in a further 70 years"
Los Angeles Times," March 31, 2016",Kenneth Turan, Ambitious in scale and often gorgeous to look at.
Forbes," March 31, 2016",Luke Y. Thompson, You might have missed the chapter in your history books in which Napoleon II went full-Dr. Moreau in trying to commission a homicidal army of immortal monkeys...
Sydney Morning Herald," March 30, 2016",Jake Wilson," The filmmakers are willing to dabble in social allegory while refusing to boil things down to a simple opposition between good and evil. At the same time, the twists are sufficiently outrageous to suggest that everyone involved is having fun."
Vox," March 29, 2016",Todd VanDerWerff," It's a loose, scrappy tale that blends pulpy adventure with a young woman's coming of age, and then adds a healthy dollop of mad science."
The Verge," March 29, 2016",Tasha Robinson," It's a rousing, thrilling adventure, beautifully animated in rich, deep hues with a look that meets neatly between the flow of hand-drawn cels and the smoothness of digital animation."
Paste Magazine," March 28, 2016",Andy Crump," Think of April and the Extraordinary World as an intense workout for your brain, or perhaps your wrist, assuming you're the type to notate while watching movies."
Film Journal International," March 25, 2016",David Noh," This unique, super-smart and berserkly imaginative French animated entry is a real achievement in the world of animation."
Common Sense Media," March 25, 2016",Sandie Angulo Chen," French steampunk tale for kids mixes science, adventure."
RogerEbert.com," March 25, 2016",Brian Tallerico," A joyful, accomplished movie that echoes ""The City of Lost Children,"" ""The Adventures of Tintin,"" ""Metropolis,"" ""Howl's Moving Castle"" and something unique into a, well, delightful piece of work."
New York Times," March 24, 2016",Glenn Kenny, Who says they don't make mind-bending French science-fiction animated movies like they used to?
The Film Stage," March 24, 2016",Jared Mobarak, Animation should push boundaries and this aesthetic and revisionist plot do exactly that.
