source_name,review_date,critic_name,review_detail
New York Daily News," January 28, 2016",Katherine Pushkar," Unfortunately, looks aren't everything. The plot is plodding and predictable."
Philadelphia Inquirer," January 28, 2016",Tirdad Derakhshani," It's easy to mistake the simplicity of plot and theme here for simple-mindedness - this isn't Pynchon or Proust. Kung Fu Panda 3 has the economy of a Zen koan, not to mention its inner harmony and wisdom."
Washington Post," January 28, 2016",Sandie Angulo Chen," The directors ... make sure to let Po stay the charming bumbler he's always been. That's what makes him such an earnest, lovable hero."
Orlando Weekly," January 28, 2016",Dan Hudak," The screening I attended was full of youngsters, and the only sound I heard from them was consistent laughter, not chatter. Sounded like an endorsement to me."
Bullz-Eye.com," January 28, 2016",David Medsker," As cute and fun as the Kung Fu Panda movies have been, this seems like a good time to walk away."
San Francisco Chronicle," January 28, 2016",Peter Hartlaub," ""Kung Fu Panda 3"" has a moment or two for everyone, but no chance develop any character beyond a single dimension. The next scene has often arrived before the viewer can process the last one."
AV Club," January 28, 2016",Ignatiy Vishnevetsky," Kung Fu Panda 3 is often inspired as animation, and tired as everything else."
RogerEbert.com," January 28, 2016",Glenn Kenny," ""Be the best you you can be"" is this movie's message, and writers Jonathan Aibel & Glenn Turner, and directors Alessandro Carloni & Jennifer Yuh heed their own advice throughout this brisk romp."
TIME Magazine," January 28, 2016",Stephanie Zacharek," Mostly, Kung Fu Panda 3 is just fun."
Blu-ray.com," January 28, 2016",Brian Orndorf," While the story isn't completely engrossing, character charms and creative visual design remain as beguiling as ever. "
Toronto Star," January 28, 2016",Linda Barnard," Black and white and fun all over, Kung Fu Panda 3 achieves best-of-franchise status with a story that goes deeper than typical kid fare, wrapped in beautifully crafted animation."
New York Times," January 28, 2016",Neil Genzlinger," Lots of comedic fight scenes break up the story's more somber stretches, and the animation, especially in 3-D, is simply gorgeous."
Las Vegas Weekly," January 28, 2016",Josh Bell," At this point, there's really nothing new to discover in a Kung Fu Panda movie, but it's still nice to see old friends every so often."
NOW Toronto," January 27, 2016",Radheyan Simonpillai," If Kung Fu Panda 3 feels like a step down, it's only because it's got a sterling pedigree to live up to."
We Got This Covered," January 27, 2016",Zachary Shevich," Though entertaining at times, Kung Fu Panda 3 isn't entirely different from watching that video of Tian Tian, the Smithsonian's National Zoo panda, rolling in the snow on an hourlong loop"
Arizona Republic," January 27, 2016",Bill Goodykoontz," The ""Kung Fu Panda"" formula works, still, and if directors Alessandro Carloni and Jennifer Yuh don't reinvent the panda-as-martial-artist wheel, they avoid making the story seem stale."
Tampa Bay Times," January 27, 2016",Steve Persall," A singular look, an exemplary vocal cast, and a narrative arc like a caress. That'll be the Kung Fu Panda franchise's legacy, the idea that shouldn't have worked but did, beautifully and with its own chi."
Film Journal International," January 27, 2016",Daniel Eagan," Tightly written and marvelously imaginative, [Kung Fu Panda 3] is also one of the loveliest animated features to be released recently."
Entertainment Weekly," January 27, 2016",Christian Holub, Just complicated enough to reward steady viewers and just simple enough for parent escorts to enjoy without much prior knowledge.
Metro," January 27, 2016",Matt Prigge," The three 'Kung Fu Panda' films are powerfully forgettable but they're also handsomely made, extremely pretty, elegantly designed and funny exactly when they need to be."
Examiner.com," January 28, 2016",Travis Hopson," ""Kung Fu Panda 3"" doesn't quite raise the bar but that's only because the first two films set such an incredibly high standard."
Animation Scoop," January 28, 2016",Charles Solomon, Kung Fu Panda 3 provides a welcome reminder of what the talented artists at DreamWorks can do when they're given worthwhile material.
Beliefnet," January 28, 2016",Nell Minow," Like the martial arts masters themselves, the film achieves a seemingly effortless balance."
Los Angeles Times," January 28, 2016",Gary Goldstein," Writers Jonathan Aibel and Glenn Berger ... unfurl the narrative with buoyant clarity, gentle charm and much endearing (read: sweetly hokey) humor. The tale's ""be yourself"" mantra, though nothing new, is also well used."
Fort Worth Star-Telegram/DFW.com," January 28, 2016",Maricar Estrella," The main reason families enjoy the series is Po, thanks to Jack Black's frenetic and friendly approach. There's just enough huggable and HiYa! moments to keep the animated film's core audience chomping on their popcorn and glued to the screen."
Illinois Times," January 28, 2016",Charles Koplinski," A fun, vibrant sequel that's the perfect counterpoint to the darkly themed second entry, this series shows no sign of slowing down, as the tale of martial arts master Po takes an unexpected turn rife with possibilities. "
Chicago Daily Herald," January 28, 2016",Dann Gire, Could it be possible that a second sequel can be as good or better than its slightly above-average original? Kung Fu Panda 3 says yes! It's the Return of the King of the trilogy.
Toronto Sun," January 28, 2016",Liz Braun, Waaaaay too talky and overcomplicated.
Austin Chronicle," January 28, 2016",Kimberley Jones," This is a visually stunning picture, a rhapsody of saturated color and contrasting texture, from the painstaking detail of coarse panda fur to the painterly dreamscape that is the spirit world. "
Tulsa World," January 28, 2016",Michael Smith," Kung Fu Panda 3 delivers a great message to young people, some of the most gorgeous animation out there, and action-comedy that will amuse those of all ages."
Mark Reviews Movies," January 28, 2016",Mark Dujsik, Kung Fu Panda 3 brings a more-than-satisfactory conclusion to the story...
Reeling Reviews," January 28, 2016",Robin Clifford," ""Kung Fu Panda 3"" continues the Po saga, setting up for the next installment, of course, but in a way that makes you want more."
Boston Globe," January 28, 2016",Tom Russo," The whole fightin'-bear jamboree is agreeable enough, but it takes some of the spotlight away from Black being Black, and doesn't jibe with messages about having a sense of self, of what makes you you."
Wall Street Journal," January 28, 2016",Joe Morgenstern," In Hollywood's franchise game, sequels are seldom the best they can be. This one isn't, but it's pretty, perfectly pleasant and good enough."
Associated Press," January 28, 2016",Jocelyn Noveck," Like a well-made dumpling, it's not too heavy but not too light, has the right amount of spice, and leaves one with some appetite for the next time."
One Guy's Opinion," January 28, 2016",Frank Swietek, A visually stunning but story-wise pretty threadbare entry in the popular series.
Kansas City Star," January 28, 2016",Jon Niccum," This is a nice, kid-friendly movie. But it also makes some disingenuous choices at key moments that deflate its value."
Film Racket," January 28, 2016",Bill Gibron, DreamWorks' delightful Kung Fu Panda series has only gotten better with age
The Young Folks," January 28, 2016",Jon Espino," Few animated franchises have the honor of reaching this milestone without a sharp decline in quality... Kung Fu Panda 3 remains relevant because it evolves with its audience, introducing deeper themes and messages."
IGN Movies," January 28, 2016",Max Nicholson," Features the same heart, humor and action of the first two films. "
Deadline Hollywood Daily," January 30, 2016",Pete Hammond," Best. Panda. Ever. A threequel that beats the standard with fight, fun and loads of heart. "
Cinemalogue.com," January 29, 2016",Todd Jorgenson, This latest effort seems designed simply to meet fan expectations rather than try something new.
Newsday," January 29, 2016",Rafer Guzman, Another successful entry in this dependably smart and well-crafted franchise for kids.
ReelViews," January 29, 2016",James Berardinelli," Kids, especially those who enjoyed the previous Kung Fu Panda movies, will appreciate what the third movie has to offer."
"Deseret News, Salt Lake City"," January 29, 2016",Josh Terry, A stylistic and creative extension of a unique franchise.
Fat Guys at the Movies," January 29, 2016",Kevin Carr," Kung Fu Panda 3 may be the least of the three films, but it's still good family entertainment."
San Diego Reader," January 29, 2016",Matthew Lickona," Once again, it's fun to look at and full of wisecracks, which, coupled with the dueling-dads subplot, may be enough to see you through."
Houston Press," January 29, 2016",Pete Vonder Haar," Po now has an almost infinite number of movies to advance from Dragon Warrior to Master of Chi to...Ol' Dirty Bastard, which is what I assume the ultimate Shaolin title is."
ScreenRant," January 29, 2016",Ben Kendrick, Kung Fu Panda 3 is a well-meaning piece of escapism for kids - one that shows signs of wear in the larger computer-animated kung fu franchise. 
Killer Movie Reviews," January 29, 2016",Andrea Chase," slick, witty, and not afraid to embrace the essential silliness of a story that finds a Kung Fu rooster taking on a water buffalo, and a bug getting the best of a simian"
Boston Herald," January 29, 2016",James Verniere," Fun, but It's the same movie over again. I've had enough dumplings, thanks. Ski-doosh."
EricDSnider.com," January 29, 2016",Eric D. Snider," We've reached the point, somewhat prematurely, that comes in almost every movie franchise, where the sequels start to feel like episodes."
Suburban Journals of St. Louis," January 29, 2016",Mathew DeKinder, Any spark or originality this series had has been wrung out by this point and is really of no value to anyone other than a desperate parent looking for 90 minutes of non-sensibility-offending distraction for their kids.
New York Post," January 29, 2016",Lou Lumenick," The stunning visuals surpass the high standards set by its predecessors, but storywise, it breaks no new ground."
Screen It!," January 29, 2016",Teddy Durgin," Perfectly solid, diverting family entertainment with well-drawn characters, involving action, and some nice messages. (Full Content Review for Parents - Violence, Scary Scenes, etc. - Also Available)"
Reeling Reviews," January 29, 2016",Laura Clifford," ""Kung Fu Panda 3"" continues the fun while completing a circle, but it fails to reach the trilogy's artistic pinnacle, ""Kung Fu Panda 2."""
Newark Star-Ledger," January 29, 2016",Stephen Whitty," [It's] mostly like those dishes at my old Chinese buffet - stretched thin, badly reheated and really, best taken in very small quantities."
HollywoodInToto.com," January 29, 2016",Christian Toto, Audiences may enter Kung Fu Panda 3 with their arms folded tightly against their chest. Here's betting they'll leave pining for more Po.
Globe and Mail," January 29, 2016",Kate Taylor," The animation is still strong - there are some interesting and refreshingly uncuddly depictions of the spirit world from whence Kai springs - but, mainly, KFP3 is too much of a good thing."
Seattle Times," January 29, 2016",Soren Anderson," It's gloriously colorful, very funny and, better yet, unexpectedly substantive and genuinely moving."
Georgia Straight," February 18, 2016",Janet Smith," Endearing, action-jacked, and self-effacingly funny, Kung Fu Panda 3 simply reaffirms it has a Wuxi Finger Hold on the chop-socky, Taoist, slapstick kids-animation market."
Uproxx," February 17, 2016",Jen Chaney, Kung Fu Panda 3 follows that same template almost to the letter and punctuation mark. But it's so engaging and entertaining that its reliance on that well-worn hero's journey narrative doesn't feel stale.
leonardmaltin.com," February 16, 2016",Leonard Maltin, Kung Pow! for Kung Fu Panda 3. The third in the series is all that!
MLive.com," February 15, 2016",John Serba," There's a rich, colorful narrative to experience through a character like Po, who's a klutzy goof on the outside, but is finding the graceful spirit within."
"Quad City Times (Davenport, IA)"," February 12, 2016",Linda Cook, The third installment ties up the tale of our beloved hero very nicely.
ChristyLemire.com," February 12, 2016",Christy Lemire," So vividly immersive is Kung Fu Panda 3 - so vibrant, so tactile - it will make you feel as if you've stepped into a fully realized world. And then once you've stepped out, you'll be craving dumplings."
Laramie Movie Scope," February 11, 2016",Robert Roten," If this sounds like a lot of eastern philosophy and religion, it is, but it is also a good story, with strong characters. There is also some kung fu action, of course, but the main story is about the spiritual journey of Po."
Cinema-stache," February 9, 2016",Rob Vaux, Makes January at the movies a little brighter.
Time Out," February 9, 2016",Anna King," The new sequel lacks the tear-jerking revelations and darker edge that characterized its predecessor. Visually though, it's a candy-colored 3-D treat, from the exquisite sunset that shimmers over the panda enclave to the psychedelia of the spirit world."
Movie Guys with Jeff & Dave," February 6, 2016",Jeffrey K. Howard," Fun for the whole family! Funny, creative and by the film's end, you take away lessons for being a better person. A good time. "
National Post," February 4, 2016",David Berry," As Perfect as Black is for Po, Kung Fu Panda 3 is a pretty good indication that everything runs its course. Time to let the bear live on as another actor's impression on Saturday morning TV."
Fort Worth Weekly," February 3, 2016",Kristian M. Lin," As the year of the goat gives way to the year of the monkey, Kung Fu Panda 3 is a nice way to celebrate the calendar turning."
"Mountain Xpress (Asheville, NC)"," February 2, 2016",Ken Hanke, Absolutely the only thing wrong with Kung Fu Panda 3 is that it's the third film in a series that is starting to show the inevitable signs of strain. 
Tribune News Service," February 1, 2016",Katie Walsh," With a star-studded voice cast (Black in the lead, with Rogen and Cross on backup) there's no shortage of humor. But the animation is the real standout in the film."
Sacramento News & Review," February 1, 2016",Jim Lane," Like the first two, it's stylishly pretty to look at, and the over-the-top fight scenes and visual humor (courtesy of directors Alessandro Carloni and Jennifer Yuh) are amusing."
Chicago Sun-Times," February 1, 2016",Bill Zwecker," I think the secret to the appeal of the entire Kung Fu Panda franchise is the enormous affection we feel for Po, that seemingly bumbling good guy who also can rise to the occasion and showcase true heroism and mystical power."
Movie Nation," February 1, 2016",Roger Moore," Winded, out of ideas and laughs. "
Cinemaclips.com," January 31, 2016",Roger Tennis," With a moderate level of fun, the cuddly 'Kung Fu Panda 3' rises above unbearable. "
SSG Syndicate," January 31, 2016",Susan Granger," Sweetly supernatural, revolving around the concept of family and forgiveness, recommended for children over the age of six."
ReelTalk Movie Reviews," January 30, 2016",Donald J. Levit, 'Kung Fu Panda 3' kicks in with ready-made anticipation from two successful predecessors and should please most kids and adults.
En Filme," March 11, 2016",Carolina Ruiz, A beautiful movie aesthetically inspired by Chinese art and a strong message about believing in yourself. [Full review in Spanish] 
Irish Independent," March 11, 2016",Paul Whitington," It's sweet, irresistible stuff, but the animation is absolutely spectacular, blending influences from ancient Chinese and Japanese art with a glorious palette of colours to create something truly special."
Irish Times," March 11, 2016",Tara Brady," Gaze in wonder at the beautiful woodcut-inspired landscapes, the 2D manga-style flashbacks, and the inventive choreography. Skidoosh, indeed. "
Radio Times," March 11, 2016",Alan Jones," The inventive visual side is stirring, dazzling and vibrant, an exemplar of creative grandeur and finesse."
Little White Lies," March 11, 2016",Joel Philpott," Decent, generic fun for all the family."
The Sun (UK)," March 10, 2016",Alex Zane, Kung Fu Panda 3 makes sure to continue the tradition of being perfectly pleasant for parents to sit through after being dragged to the multiplex by their kids.
Sky Movies," March 10, 2016",Elliott Noble," In terms of optical stimulation, there's something to please all of the people at least some of the time. Even when it all gets a bit Confucius."
Daily Mail (UK)," March 10, 2016",Brian Viner," Po the chubby panda and his fellow anthromorphs return for another exhilaratingly silly DreamWorks adventure, this time with a formidable new villain to vanquish, in the form of Kai, an enormous, snorting, bull-like creature from the Chinese spirit world."
Vanguardia (Mexico)," March 10, 2016",Carlos Díaz Reyes," A great 3rd part, exploring the character in new ways and showing us great action animated sequences. [Full review in Spanish]"
Cine Premiere," March 10, 2016",Carlos Del Río," Visually stunning, Kung Fu Panda 3 is also a very fun and entertaining movie. [Full review in Spanish]"
Blog de cine," March 10, 2016",Mikel Zorrilla, This is the weakest entry in the trilogy. [Full review in Spanish]
Blog de cine," March 10, 2016",Sergio Benítez, Kung Fu Panda 3 leaves us amazed by pushing the limits of the animators imagination when it comes to showing what they can do with martial arts. [Full review in Spanish]
Times (UK)," March 10, 2016",Kevin Maher, Nothing short of a tranquilliser dart or a polo mallet to the back of the head is apparently going to stop the gobsmackingly successful Kung Fu Panda franchise.
Guardian," March 10, 2016",Alex Needham, Starting in the exploding mountains of the spirit realm and concluding with a spectacular musical set piece - what else but Kung Fu Fighting? - this third instalment of the animated children's franchise knows how to impress.
Empire Magazine," March 10, 2016",Olly Richards," Rather than the cynical 'one last grab' of the series, Kung Fu Panda 3 might actually be the best."
Daily Telegraph (UK)," March 10, 2016",Tim Robey," The first two films laid down a distinctive visual template which this pushes ever further into trippy, sliced-and-diced abstraction, nodding frenetically to the techniques of the wuxia martial arts genre."
Konexión," March 7, 2016",Israel Acosta Aroche," In spite of being the third entry in the series, the concept is still fresh and endearing. [Full review in Spanish]"
HeyUGuys," March 7, 2016",Stefan Pape," In the case of Kung Fu Panda - it's never been in any doubt that there is the scope in this narrative to fulfil a third entry into the franchise, and warrant a return into this particular world. "
The List," March 7, 2016",Angie Errigo," While the adventure is not as entirely 'Awesome!' as its predecessor, or as its hero proclaims it to be, it is - as he is also fond of exclaiming - 'Sweet!'"
Combustible Celluloid," March 2, 2016",Jeffrey M. Anderson," Kung Fu Panda 3 actually feels like part of the story, like it has a good reason to exist on its own, aside from just being an investment for a movie company. "
Urban Cinefile," March 19, 2016",Louise Keller," A happy whirlwind of colour, 3D dazzle and Kung Fu madness, this third film in the panda franchise continues to blossom like its unlikely hero, who learns to become the best he can be, through his journey of self worth and belonging"
Starburst," March 18, 2016",Jack Bottomley, Another darn fun entry in this deservingly popular series.
Independent Online (South Africa)," March 18, 2016",Munya Vomo," If you liked the Kung Fu Panda films and Monsters Inc, you will like this."
Reforma," March 15, 2016",Edgardo Reséndiz, http://www.tomatazos.com/noticias/143782/Nuevas-imagenes-de-High-Rise
Reforma," March 15, 2016",Eduardo Molina, A worthy sequel but you kinda miss the surprise factor of the original. [Full review in Spanish]
Cinexcepción," March 15, 2016",Hugo Hernández Valdivia, A saga that grows with his main character. [Full review in Spanish]
La Nación (Argentina)," March 15, 2016",William Venegas, Animated films bloom again with this great sequel. [Full review in Spanish]
LaButaca.net," March 15, 2016",José Arce," A simple story to close the trilogy, but one that leaves you with a good taste in your mouth. [Full review in Spanish]"
Excelsior," March 15, 2016",Adrián Ruiz, The chi of the film is bight and mighty. [Full review in Spanish]
Cinema Movil," March 15, 2016",Jonathan Sánchez, A great sequel that's on par with the other two films when it comes to quality. [Full review in Spanish]
Cine 140," March 15, 2016",Juan Hernández, Kung Fu Panda 3 delivers and then some. [Full review in Spanish]
Sunday Independent (Ireland)," March 14, 2016",Aine O'Connor," It's a role that Jack Black, who co-wrote, clearly relishes. Angelina Jolie, Seth Rogen and Jackie Chan all return for what is a predictable but enjoyable, heart-warming story with lots of nice details and gorgeous colour."
London Evening Standard," March 14, 2016",Charlotte O'Sullivan," The film is simultaneously sweet, simple and savvy."
Daily Express (UK)," March 14, 2016",Henry Fitzherbert, The story is a little slight and rushed in places but it has (n)oodles of charm and good humour.
Daily Express (UK)," March 14, 2016",Allan Hunter, The film's mixture of cheerful life coaching and action-packed adventure is sweet and winning.
Observer (UK)," March 13, 2016",Mark Kermode," It's amiable, colourful fare, buoyed up by occasional moments of beauty, most of them in the dazzling background designs - both worldly and otherworldly."
Movie Talk," March 12, 2016",Jason Best," The animation is gorgeous, too, drawing its inspiration from sources as richly diverse as ancient Chinese scrolls and the fantastical landscapes found on Roger Dean's prog-rock album covers."
El Pais (Spain)," March 11, 2016",Jordi Costa," The colors, the textures and the endearing characters are there, but soemthing seems to be missing in this sequel. [Full review in Spanish]"
Siete24.mx," March 11, 2016",Mario P. Székely, Dreamworks gets another hit with this sequel that wors perfectly. [Full review in Spanish]
Chilango.com," March 11, 2016",Oswaldo Betancourt Lozano, It has several lessons which may well be directed to children or any viewer. [Full review in Spanish]
