source_name,review_date,critic_name,review_detail
Fort Worth Weekly," January 19, 2017",Kristian M. Lin," I don't look forward to Mike Birbiglia's films, but whenever I see them, I find I like them. "
Film Inquiry," January 18, 2017",Ryan Morris," Don't Think Twice a funny film about very funny people, but finds areas in life that aren't funny and shows the impact that it can have on even the most unexpected people."
Columbus Alive," December 29, 2016",Brad Keefe," One of the funniest, warmest and best movies of the year."
amNewYork," December 29, 2016",Robert Levin, Don't Think Twice depicts the travails of a longstanding improv troupe in New York City and it does so with the sort of exacting specificity only possible from a filmmaker who understands that world intimately.
Associated Press," December 29, 2016",Lindsey Bahr, A deeply sincere and literate coming-of-age tale.
Deadline Hollywood Daily," December 29, 2016",Pete Hammond," [It's] a handsome looking indie that may be too truthful to have wide appeal, but should be a must for anyone looking for a smart and revealing showbiz story that at its heart is wholly -- and unapologetically -- human."
Seanax.com," December 15, 2016",Sean Axmaker," The drama is honest without getting nasty and it's genuinely funny but not at the expense of the characters. Well, not entirely anyway."
Hammer to Nail," December 5, 2016",Don R. Lewis," While Don't Think Twice is about success, creativity and the struggle with both, it's also an incredibly human movie with a lot of funny moments tossed in to ease that pain. "
Eye for Film," November 30, 2016",Jennie Kermode, Don't Think Twice has quite a bit in common with these performances at a structural level. It's an intelligent film with a clear passion for its subject. It just doesn't quite hit the mark.
Counterpunch.org," November 25, 2016",Louis Proyect, Both a breezy entertainment and a profound statement on the pursuit of the Bitch Goddess success in American capitalists society.
HeyUGuys," October 14, 2016",Stefan Pape," With Birbiglia at the helm there are plenty of laugh out loud moments, while there remains a certain warmth to proceedings, as a writer who balances comedy and pathos remarkably well."
PopMatters," October 5, 2016",Kyle Aaronson," Its greatest achievement, though, is its refusal to let the viewer abide by the third rule of improv: don't think."
East Bay Express," September 22, 2016",Kelly Vance, If you want to make a movie about show business failure you'd better make it funny.
Sacramento News & Review," September 16, 2016",Daniel Barnes, It's just affable enough to survive a disastrous last 10 minutes.
Seven Days," September 9, 2016",Margot Harrison," A low-key drama and a surprisingly funny comedy rolled into one, Birbiglia's film suggests that improv and life have something in common."
Spirituality and Practice," September 6, 2016",Frederic and Mary Ann Brussat," A dramedy about the toxic effects of envy, fear, and competition on the hopes and dramas of a band of improv comedians in New York City."
"Journal and Courier (Lafayette, IN)"," August 31, 2016",Bob Bloom," A heavy air of desperation weighs on ""Don't Think Twice."" The troupe members all frantically seek validation, recognition and - most importantly - praise from each other, celebrities, students, family and audience members."
It's Just Movies," August 30, 2016",Ron Wilkinson, An inside story about breaking into show business that rejects simple answers and inspires the audience.
Missoula Independent," August 26, 2016",Molly Laich, There's an honesty and urgency to the characters' plight that thoughtful viewers can't help recognize.
Combustible Celluloid," August 26, 2016",Jeffrey M. Anderson," Appealingly rich and cluttered, as well as fascinating and funny."
Slant Magazine," April 18, 2016",Elise Nakhnikian," A smart, affectionate take on the rivalry, love, ambition, and creative juices that fuel the lives of professional comedians."
Flavorwire," April 9, 2016",Jason Bailey," 'Don't Think Twice' isn't quite as great as 'Sleepwalk With Me.' Yet it's still a wonderful work, funny and warm, and wise to the ways of creative types."
Birth.Movies.Death.," March 17, 2016",Meredith Borders," The humor and hijinks are met with such genuine, complex feeling that DON'T THINK TWICE will win over the most stubbornly skeptical viewer."
We Got This Covered," March 16, 2016",Matt Donato," Don't Think Twice is a heartfelt love-note to passionate dreams, coupled with a sobering story that's not about giving up, but moving on."
Austin American-Statesman," March 15, 2016",Matthew Odam, [An improv troupe] makes for a solid backdrop for writer-director Mike Birbiglia to explore what happens when individual ambitions and latent jealousy can poison a group.
indieWire," March 14, 2016",Eric Kohn, The imperfections of Don't Think Twice are fitting for a movie about artistic expression that's never quite finished. 
The Playlist," March 14, 2016",Charlie Schmidlin," An entertaining, thoughtful portrait of friends in crisis when success is near."
Hollywood Reporter," March 14, 2016",John DeFore," Expanding on the behind-the-curtain Sleepwalk With Me, which focused on the personal life of a stand-up comic, Birbiglia displays a feel for his troupe-minded brethren here."
Consequence of Sound," March 14, 2016",Randall Colburn," Don't Think Twice is a brisk, engaging watch. It's sweet, it's melancholy, and, perhaps most importantly, it's hilarious."
Vanity Fair," March 14, 2016",Joanna Robinson," Birbiglia has built his comedy brand on telling stories about himself, but in embracing improv's valuing the group over any individual, he's spun his most compelling yarn yet."
Variety," March 14, 2016",Dennis Harvey," Portraying a cutthroat business in which little is ""fair,"" ""Don't Think Twice"" acknowledges the bloodshed, but applies the razor with enough empathetic delicacy to earn its cautiously upbeat fade."
NPR," July 21, 2016",Andrew Lapin," It's alternately hysterical and heartbreaking, comedy by way of John Cassavetes, who gets an appropriate shout-out."
Wall Street Journal," July 21, 2016",Joe Morgenstern," ""Don't Think Twice"" really shines as an improv procedural, a film that celebrates, in illuminating detail, the skills and anxieties of this showbiz subgenre."
AV Club," July 21, 2016",Jesse Hassenger," Amidst its hard truths about the odds of real success in a creative field, it's surprisingly effective at communicating, through Jacobs especially, a kind of clear-eyed improv idealism."
honeycuttshollywood.com," July 20, 2016",Kirk Honeycutt," ""Don't Think Twice"" is one of the better movies you'll see about what it takes to establish a viable career in show business."
Time Out," July 20, 2016",Joshua Rothkopf," Birbiglia continues to mine a scene he knows well, and even though he doesn't strike you as a natural-born filmmaker (some of these scenes are as flatly lensed as the SNL sketches being spoofed), he's evolving as a confrontational dramatist."
New York Daily News," July 20, 2016",Joe Dziemianowicz," Birbiglia is a keen observer with a laid-back, off-the-cuff demeanor and a big heart. Those assets come through here as he explores juicy themes of success, friendship and moving on."
Village Voice," July 20, 2016",Alan Scherstuhl," Mike Birbiglia's Don't Think Twice stands as the best, most revealing film about comedy people and one of the best about artistic collaboration."
The New Republic," July 20, 2016",Will Leitch," There's a generosity of to spirit that the film that seems to draw directly from improv, with everybody getting a turn in the spotlight. "
FilmDrunk," July 19, 2016",Vincent Mancini," It depicts comedy folks mining their personal and professional frustrations for laughs, without getting cheesy or schmaltzy, and with jokes that are actually funny."
Paste Magazine," July 19, 2016",Kenji Fujishima," Despite its miscalculations, Don't Think Twice does leave a bitter, lingering aftertaste."
New York Magazine/Vulture," July 19, 2016",David Edelstein," I don't know how Birbiglia pulled it off, but he gets the minutiae of an improv-comedy show thrillingly right while using the form to build a kind of allegory of the corrosive effects of capitalism."
Film Journal International," July 18, 2016",Doris Toumarkine," Don't Think Twice is a smart, engaging, hugely entertaining ride that rewards indie fans appreciative of solid comedy and fine craftsmanship."
New Yorker," July 18, 2016",Richard Brody," [An] amiable, lovingly detailed comedy about comedy ..."
Slant Magazine," July 17, 2016",Chuck Bowen, It displays an intimate chemical understanding of the exhausting and unrelentingly impotent agony of failure.
Compuserve," July 16, 2016",Harvey S. Karten, The theme is good--that entertainment groups can fall apart when one of its members achieves success--but the stand-up shtick by the improvisational folks is unfunny.
ChaseWhale.com," July 5, 2016",Chase Whale, A sweet and poignant examination of finding solace in the art world hustle. Don't Think Twice is one of the best films of the year. 
Nerdist," June 13, 2016",Alicia Lutes, A mix of scripted and real-time improv performed throughout adds to the film's nuanced emotional playing field-an impressive feat as the Commune struggles with their own understandings and frustrations.
BuzzFeed News," April 21, 2016",Alison Willmore," Dexterous at distilling that nauseating mix of happiness, enviousness, and fear of losing contact that can accompany a friend's sudden success."
Den of Geek," April 20, 2016",Edward Douglas, Mike Birbiglia's second feature takes the focus off himself and shines a spotlight on his extremely talented cast.
The Film Stage," April 19, 2016",Jordan Raup," While Don't Think Twice depicts a certain world with incisive specificity, its themes of what success truly means are universal to anyone involved in the arts. "
IGN Movies," July 28, 2016",Josh Lasser," Don't Think Twice is a beautifully realized movie. Its use of familiar comedic faces lends the characters something of an autobiographical feel, even if it's entirely fictional."
Reeling Reviews," July 28, 2016",Robin Clifford, It is a nice slice of life look into these modern day vaudevillians.
Chicago Sun-Times," July 28, 2016",Darel Jevens," It's a movie that fleshes out the people who entertain us, not with bemusement like a Christopher Guest mockumentary, but with compassion."
RedEye," July 28, 2016",Lauren Chval," The film is a very specific representation of the comedy scene in New York, but ultimately, the performances, script and direction elevate it to a universal portrait of figuring out who you are."
Chicago Tribune," July 28, 2016",Michael Phillips," ""Don't Think Twice"" is a genuinely charming comedy about real people challenging themselves to create new realities for laughs and a little truth, one made-up scene at a time."
Bullz-Eye.com," July 28, 2016",Jason Zingale, Don't Think Twice continues Birbiglia's impressive form with a funny and poignant alternative from the typical studio comedy.
Hollywood & Fine," July 23, 2016",Marshall Fine," One of the summer's small treasures, in the flood of big-budget dross."
Rolling Stone," July 22, 2016",Peter Travers," Birbiglia, a filmmaking talent to watch, lays out the joy, pain, anger, and aching doubt that go into letting an audience in on the joke. You'll laugh till it hurts."
RogerEbert.com," July 22, 2016",Sheila O'Malley," Don't Think Twice is hilarious, yes, but it's also thoughtful and sad and sweet. Birbiglia knows how to communicate those things, too."
Common Sense Media," July 22, 2016",S. Jhoanna Robledo," Poignant, profound dramedy deals with mature themes. "
Christianity Today," July 22, 2016",Alissa Wilkinson," Don't Think Twice is a clever comedy, buoyed along by some of the best comics working today who boast both stand-up and acting chops."
Ozus' World Movie Reviews," July 22, 2016",Dennis Schwartz, Pleasing genial comedy about a struggling New York six-member improv troupe called the Commune.
Movie Mezzanine," July 22, 2016",Vikram Murthi," So many films about the arts focus on the struggle of making it, but Don't Think Twice works within the struggle of letting go, of changing course instead of driving fruitlessly down an endless road."
Reeling Reviews," July 22, 2016",Laura Clifford," The truths of human nature in the face of success vs. failure, ambition vs. comfort and spotlight vs. support may apply outside the world of comedy, but they're a little funnier in it."
ScreenAnarchy," July 22, 2016",Chase Whale, A Sweet and Poignant Examination of Finding Solace in the Art World Hustle.
leonardmaltin.com," July 21, 2016",Leonard Maltin," Filmmaker Birbiglia has created his Annie Hall here... Funny, artfully entertaining and with widespread appeal... Don't Think Twice is the perfect movie for anyone on the hunt for a summer movie treat."
TheWrap," July 21, 2016",Sam Fragoso," Rarely does contemporary cinema so bluntly (and accurately) depict envy in its most insidious iteration. It's about the vexing confluence of emotions upon seeing their friends excel while they stagnate, a toxic amalgamation of happiness and jealousy."
Entertainment Weekly," July 21, 2016",Devan Coggan," Don't Think Twice isn't all envy and self-doubt; Birbiglia has also crafted a love letter to improv, capturing the tempestuous and unforgiving art form in a way that only an insider could."
New York Times," July 21, 2016",Stephen Holden," ""Don't Think Twice,"" which has a warm heart, could have been a much nastier movie. Yet its disappointed show-business hopefuls dreading their expiration dates make no bones about their insecurities."
Metro," July 21, 2016",Matt Prigge, A quietly devastating and exacting portrait of a tight-knit group splintering.
Beliefnet," August 4, 2016",Nell Minow, Clear-eyed but generous.
Philadelphia Inquirer," August 4, 2016",Tirdad Derakhshani," Don't Think Twice does a nice job of satirizing this corner of the showbiz world. More than that, it's a celebration of improv, a uniquely American art form."
Boston Globe," August 4, 2016",Ty Burr," ""Don't Think Twice"" manages the neat trick of remaining sweet-natured while letting absolutely no one off the hook."
Austin Chronicle," August 4, 2016",Marjorie Baumgarten, Birbiglia's penetrating observational skills make Don't Think Twice an exceptional film about both the comedy world and the plight of young professionals who wonder if they've stalled out before even getting into gear.
Washington Post," August 4, 2016",Alan Zilberman," Paradoxically, ""Don't Think Twice"" feels both dramatically thin and overstuffed."
Seattle Times," August 4, 2016",Moira MacDonald," A smart, wistful and very funny movie in which six friends weather difficult times but ultimately realize that they do, indeed, have each other's back, for always."
Arizona Republic," August 4, 2016",Bill Goodykoontz," A tiny gem, a delightful film as surprising as it is satisfying."
Fort Worth Star-Telegram/DFW.com," August 4, 2016",Cary Darling, This sketch of a group of co-workers coming together and potentially falling apart is at once a knowing glimpse into dashed dreams and a skillful portrait of fraying adult friendships.
Willamette Week," August 3, 2016",Zach Middleton," While Key's virtuosic comedic talent is fully on display, we also get one of our first looks at his dramatic chops, which are substantial."
Seattle Weekly," August 3, 2016",Robert Horton," This movie has a few hard feelings and one thrown punch, but Birbiglia prefers to capture a detailed world and its relationships, not hunt for dramatic beats."
Blu-ray.com," August 3, 2016",Brian Orndorf," While his vision is blurred at times, ""Don't Think Twice"" is accomplished work, clearly identifying the helmer's creative growth. "
San Francisco Chronicle," August 3, 2016",Peter Hartlaub," There are many moments that don't ring true from a narrative standpoint, but they don't detract from the message: Improv is beautiful, difficult, delicate and fleeting, and its practitioners suffer for their art."
Groucho Reviews," August 2, 2016",Peter Canavese," Pinpoints a creative community that's never been explored in a narrative film...its wistful, naturalistic presentation of a thirtysomething turning point-a forced maturation of sorts-rings true."
Movie Nation," August 1, 2016",Roger Moore," Intimate but melodramatic and conventional look ""behind the laughter"" at comics who realize ""I might never make it"" when one of their troupe does. "
Under the Radar," August 1, 2016",Austin Trunick," It's nice to see this group of funny people navigate these more grounded, sometimes heartbreaking roles."
Cinemalogue.com," July 29, 2016",Todd Jorgenson," A heartfelt tribute to improvisational collaboration, this ensemble comedy has plenty of laughs along with its sharply observed examination of the fickle nature of fame."
The Atlantic," July 29, 2016",David Sims, 'Don't Think Twice' does a beautiful job exploring the myriad ways that comedians exploit their own tragic circumstances to score meaningful laughs.
Mark Reviews Movies," July 29, 2016",Mark Dujsik," Don't Think Twice is wise about the way people cling to the dreams of the past, even when the promise of the future could be better."
Killer Movie Reviews," July 29, 2016",Andrea Chase," a bittersweet, insightful consideration of the value of the unexamined dream, done with a dash of impudent wit."
Los Angeles Times," July 28, 2016",Gary Goldstein," It's an ensemble film in the truest sense, one that gives each of its well-drawn, interdependent characters their due. Think ""The Big Chill"" without the college history."
"Capital Times (Madison, WI)"," August 26, 2016",Rob Thomas," ""Don't Think Twice"" is one of the best of the year, an Altman-esque ensemble comedy-drama that blends loose and funny comedy with painfully true insights about the strain that success and failure can put on friendships."
Chicago Reader," August 25, 2016",J. R. Jones," It has more laughs than any big-studio comedy I've seen this year, but it's dead serious about the difficulty of creating something collectively in a world where everyone's chasing the spotlight."
Las Vegas Weekly," August 24, 2016",Josh Bell," Draws its audience in with the promise of laughs, and then reaches into deeper and more rewarding emotional territory from there."
Salt Lake Tribune," August 18, 2016",Sean P. Means," The ensemble really come together in their weekly performances, where the laughs rise and fall in direct correlation to what's happening to their lives."
NUVO Newsweekly," August 18, 2016",Edward Johnson-Ott," If you're a fan of indie films, comedy, improv comedy, and/or well-textured ensemble acting, then go see Don't Think Twice. Mike Birbiglia's latest is rich and rewarding."
The Young Folks," August 15, 2016",Jon Winkler," Comedy can surely be a barrel of laughs, but writer/director/star Mike Birbiglia wants the audience to look just a little closer and see the frowns behind the painted smiles."
Cinemixtape," August 12, 2016",J. Olson, A film that's at once as magnanimous and volatile as the art form it's celebrating.
Playback:stl," August 12, 2016",Sarah Boslaugh, ...honest about its performers in a way that is rare in backstagers..
CinemaBlend.com," August 11, 2016",Mike Reyes," One of the best films of this year, no questions asked."
Us Weekly," August 11, 2016",Mara Reinstein, The most biting comedy of the summer has nothing to do with talking pets.
Baltimore Magazine," August 9, 2016",Max Weiss, Don't Think Twice is about the creeping realization that you might not live up to that dreaded thing called potential or that the mythical big break might never come your way. It's also about learning to be okay with that.
Minneapolis Star Tribune," August 8, 2016",Colin Covert," A surprising, bitingly honest drama entwining strands of blood, sweat and jokes."
EntertainmentTell," August 8, 2016",Stephen Silver, Even if you don't care much for improv-and I really don't-you're going to fall for this movie. (Splice Today) 
One Guy's Opinion," August 7, 2016",Frank Swietek," A relatively modest [film], but one that offers some real insight into the world of performers struggling for a degree of recognition most are unlikely to achieve."
The Patriot Ledger," August 5, 2016",Al Alexander, A story that deftly sneaks up on you before grabbing your emotions by the throat. 
SF Weekly," August 5, 2016",Jeffrey Edalatpour, Don't Think Twice portrays the distress of love as simply a distraction from Samantha's companions and their good work together - the rare achievement of a collective soul.
Punch Drunk Critics," August 5, 2016",Travis Hopson," Birbiglia has assembled a Murderer's Row of comedic talent, and like any successful improv group they make one another look better throughout. "
Washington City Paper," August 5, 2016",Noah Gittell, A melancholic ode to comedic suffering.
HollywoodInToto.com," August 5, 2016",Christian Toto, Don't Think Twice is hard to watch at times ... but that's a compliment!
Detroit News," August 5, 2016",Adam Graham," Don't think twice, just see it."
