source_name,review_date,critic_name,review_detail
HeyUGuys," January 13, 2017",Cassam Looch," In the masterful hands of the director and boosted by a deliciously manipulative performance by Kate Beckinsale, this feels like the most refreshing take on Austen's work ever put on screen."
indieWire," January 2, 2017",Kate Erbland," Love & Friendship may not be traditional Austen, but it's pretty stellar Stillman."
Total Film," December 30, 2016",Philip Kemp, A lesser-known novel by Jane Austen becomes an auspicious foray into costume drama by Whit Stillman. Kate Beckinsale shines.
East Bay Express," December 27, 2016",Kelly Vance, Love & Friendship is one of Mr. Metropolitan's best.
El Mundo (Spain)," December 22, 2016",Alberto Bermejo," An agile and funny story, with a simple but effective atmosphere. [Full review in Spanish]"
El Pais (Spain)," December 22, 2016",Javier Ocaña, A film where the American director has done an excellent job in translating the novel into dialogues and their interpreters. [Full review in Spanish]
Sunday Times (UK)," December 19, 2016",Camilla Long," Halfway through Love & Friendship... I felt a stab of terrible rage. How had this wonderful book not been adapted before, and why has the hilarious Kate Beckinsale been kept from (intelligent) audiences for so long?"
LarsenOnFilm," December 10, 2016",Josh Larsen," I've seen Austen adaptations that are more romantic, but few that are so hilarious."
Film Inquiry," December 8, 2016",Angela Trott, If only all adaptations of Jane Austen were as vibrant and authentic as Love & Friendship. 
Antagony & Ecstasy," December 4, 2016",Tim Brayton," Pure confection with a nasty little soul, and it's utterly pleasurable in the way that only pure decadence can be."
Tampa Bay Times," November 29, 2016",Jimmy Geurts," The best performance comes from relative unknown Tom Bennett, who makes a fine addition to the all-time great cinematic lunkheads as Sir James Martin, the suitor of Lady Susan's daughter."
Blog de cine," November 23, 2016",Alberto Abuín," A film that gains interest because of Tom Bennett's presence, the perfect character for a story full of gossip, appearances and hidden interests. [Full review in Spanish]"
Seanax.com," November 18, 2016",Sean Axmaker," Susan provides the cutting wit, Sir James the broad comedy and giggling silliness, and filmmaker Stillman the social frame and elegant world to make it all work."
Sensacine," November 17, 2016",Quim Casas," A film where the gestures, the words and what they hide in a subtle way are perfectly interchangeable with the media world of our time. [Full review in Spanish]"
Cinemanía (Spain)," November 15, 2016",Andrea G. Bermejo, A clever film with a great cast that includes revelations like Xavier Samuel and Tom Bennett. [Full review in Spanish]
Cinema Signals," November 5, 2016",Jules Brenner," The trick for Beckinsale was to make it stylish and comedic enough to maintain audience sympathy for such an inscrutable demon, which is actually a bit of an acting tightrope to walk."
El antepenúltimo mohicano," October 13, 2016",Alberto Sáez Villarino," A film where the director manages to handle a complicated text, making the necessary adjustments to the script without succumbing to authorial infidelity. [Full review in Spanish]"
Movie Talk," October 2, 2016",Jason Best," Kate Beckinsale is perfect in the leading role of young widow Lady Susan Vernon, a beautiful and cunning woman who makes Machiavelli look like a bumbling innocent when it comes to scheming."
Clarín," September 26, 2016",Horacio Bilbao, This adaptation of Jane Austen's novel is a brilliant film about female manipulation. [Full review in Spanish]
Creative Loafing," September 17, 2016",Matt Brunson, More of a piece with Stillman's other films than with such Austen adaptations as Sense and Sensibility and Emma.
Christianity Today," January 29, 2016",Alissa Wilkinson," It's pure fun, suitable for most everyone -- and a worthy addition to the Austen canon."
AV Club," January 29, 2016",A.A. Dowd, The film is a fine showcase for Stillman's typically inspired bon mots and the atypical charms of his leading lady.
New Statesman," January 28, 2016",Ryan Gilbey," In the case of Love & Friendship, the match between adaptor and adaptee is exquisite and advantageous to both."
