source_name,review_date,critic_name,review_detail
Clarín," February 9, 2017",Pablo A. Scholz," Pablo Larraín's film, before a biopic, is a movie that plays with the dispute of who is its protagonist, whether the poet or the detective who pursues him. [Full review in Spanish]"
La Nación (Argentina)," February 9, 2017",Alejandro Lingenti," With humor and irreverence, Larraín draws his own Neruda in this provocative and baroque film. [Full review in Spanish]"
EscribiendoCine," February 7, 2017",Emiliano Basile," An interesting and complex, cold and pretentious film that generates admiration and rejection with the same force. [Full review in Spanish]"
JWR," January 30, 2017",S. James Wegg, Desperately chasing the King of Love
One Guy's Opinion," January 29, 2017",Frank Swietek," An engrossing blend of poet and filmmaker, of history and art, done up in florid period style."
Eye for Film," January 27, 2017",Jennie Kermode," Luis Gnecco is perfect in the title role, charismatic but understated, capable of captivating others with his speech but not too good looking, so we never make the mistake of interpreting the feelings he inspires as simple lust. "
Blu-ray.com," January 26, 2017",Brian Orndorf," The essentials of transformation and urgency are well preserved by the production, which strives to turn Neruda's exile into wandering saga of obsession and self-preservation."
Willamette Week," January 25, 2017",Grace Culhane," t is a celebration of Neruda, but it's also a celebration of all that his work celebrates; an ode to the beauty of art and architecture and the natural world in honor of the master of odes."
Killer Movie Reviews," January 22, 2017",Andrea Chase," As a portrait of an artist with imperfections and genius, it has a truth that mere reportage cannot approach. As a portrait of a country grappling with applying abstract ideology to human endeavor, it is unimpeachable."
East Bay Express," January 20, 2017",Kelly Vance," Gnecco, García, and Morán's performances are succinct and beguiling, Larraín's touch is graceful."
Georgia Straight," January 19, 2017",Ken Eisner," The mix of visual spoofs, mind games, and classical music is hugely entertaining, even if the realities of an emerging police state aren't ignored."
Common Sense Media," January 19, 2017",Jeffrey M. Anderson," Chilean director Pablo Larrain's biopic twists the formula around and explores surprisingly intimate and universal themes, while still guiding expert performances."
Arizona Republic," January 19, 2017",Randy Cordova, A sumptuous puzzle of a movie that takes a turbulent period in the life of the Chilean poet and politician and turns it into a fable about fame and the power of words.
San Francisco Examiner," January 13, 2017",Anita Katz," The actors make the robust, confident Neruda and the thin, self-doubting Peluchonneau riveting psychological, as well as physical, complements."
SF Weekly," January 12, 2017",Sherilyn Connelly," Neruda is ultimately about as historically accurate as Miles Ahead, but like that film, it's also more satisfying and poetically truthful than had it just related events as they happened."
San Francisco Chronicle," January 11, 2017",Walter V. Addiego," This is a serious movie that often feels playful, one that has metafictional ambitions but wears them lightly. You can surrender to the enjoyment of the chase at the film's heart, while not losing sight of Larraín's serious aims."
ArtsHub," January 8, 2017",Sarah Ward, The feature's pleasures and resonance only increase as the real and the illusory intertwine.
Under the Radar," January 6, 2017",Jason Wilson," Larrain's film is still worth watching for its highs and despite the odd misstep, it's a fine film that flirts with being something greater."
Film Experience," January 2, 2017",Nathaniel Rogers, Peluchonneau may not always know what he's doing and Neruda himself may also lean similarly towards self delusion but Larraín himself is always in control of this strangely funny but ultimately moving historical drama. 
Antagony & Ecstasy," December 31, 2016",Tim Brayton, A great piece of cinema and a great attempt to engage with history and pro-people politics.
Variety," May 13, 2016",Jay Weissberg," Not a biopic but a Nerudian take on the famed Chilean politician-poet, ""Neruda"" is a stunningly inventive take on the function rather than the life of a writer."
Screen International," May 13, 2016",Allan Hunter," It is often very funny, unsettling and yet still proves illuminating on the character of Neruda and the battle for Chile in the 1940s."
Hollywood Reporter," May 13, 2016",David Rooney," The film at times is more playful than illuminating, but it's also a handsomely crafted and boldly idiosyncratic contemplation of a great artist for whom political compromise was anathema."
RogerEbert.com," October 19, 2016",Brian Tallerico," Neruda culminates in a series of scenes in the snow that are riveting in terms of what they say about art, history, politics and human nature."
Otroscines.com," October 12, 2016",Diego Lerer," A film that plays with the boundaries between reality and fiction, not only in the life of the writer but in regard to the narrative construction itself. [Full review in Spanish]"
Slant Magazine," September 25, 2016",Oleg Ivanov," Pablo Larraín has captured Pablo Neruda in all of his pomposity, pretense, courage, and undeniable genius."
