source_name,review_date,critic_name,review_detail
Columbus Alive," December 30, 2016",Brad Keefe, It's one of the more challenging -- and perhaps rewarding -- film-going experiences of the year so far.
Financial Times," December 27, 2016",Nigel Andrews, If this isn't the first work of a major filmmaker I'll eat my review. And I'll film it for you on YouTube.
Washington Free Beacon," December 9, 2016",Sonny Bunch, Among the most engrossing 80-or-so minutes you'll see all year.
Little White Lies," December 8, 2016",David Jenkins," Tough to stomach, but incredible talent in front of and behind the camera."
Film Inquiry," December 7, 2016",Becky Kukla," Krisha is a truly unique film, and one that I'll be thinking about for weeks."
Time Out," December 6, 2016",Trevor Johnston, Are we watching the emergence of America's next great filmmaker?
The List," December 5, 2016",Katherine McLaughlin, The tension is apparent from the off and this tightly wound and intimate drama delivers on both the intensity and complexity of a black sheep returning to the fold.
Total Film," December 5, 2016",Kevin Harley," A family Thanksgiving reunion starts with a flurry of ""so good to see yous"" and ends in expletive-laden recriminations in this brilliantly feel-bad debut from name-to-remember Trey Edward Shults."
Brooklyn Magazine," November 29, 2016",Benjamin Mercer," A big old family might gather under a single roof in Krisha, but the intriguing indie nonetheless steers clear of home-for-the-holidays formula -- it's more emotional-spiral suspense film than sentimental drama."
LarsenOnFilm," October 23, 2016",Josh Larsen, ...as if we're experiencing that most familiar of American traditions-Thanksgiving dinner-through the eyes of an uncomfortable alien.
Film International," July 11, 2016",Elias Savada," Other than a kitchen catastrophe, there's not a sloppy moment in Trey Edward Shults' micro-budgeted, crowdsourcedKrisha, an incredibly well-constructed debut feature that plays like a home movie gone awry."
Combustible Celluloid," July 1, 2016",Jeffrey M. Anderson," This is boldly independent work, with more than enough painful, searing drama to leave a mark."
Thrillist," June 5, 2016",Matt Patches, Krisha stages these typical festivities with the fury of battling gods. 
MLive.com," May 10, 2016",John Serba," Shot like a creeper of a horror movie, it's intense and focused, seemingly crafted from raw tension, building to boiling catharsis. "
The Young Folks," April 16, 2016",Jon Espino," Ingrained in each scene is a great understanding of every side of addiction, making this family affair into an uncomfortably familiar one for anyone who has dealt with either side of addiction."
Detroit News," April 15, 2016",Adam Graham," ""Krisha"" is a stone cold stunner."
Salt Lake Tribune," April 8, 2016",Sean P. Means," Shults' greatest ally, and greatest find, is his aunt, Krisha Fairchild. She gives a gritty, lived-in performance brimming with soul and heartache."
EntertainmentTell," April 7, 2016",Stephen Silver," Unlike most indie movies with intriguing backstories, Krisha stands on its own as a truly great movie, one of the most powerful of the year. (Splice Today) "
Mark Reviews Movies," April 1, 2016",Mark Dujsik," Shults' camera simply, expertly moves with Krisha as she attempts to maneuver her way into a sense of normalcy with -- of belonging to -- her family again."
Arizona Republic," March 31, 2016",Bill Goodykoontz," From the first scene of ""Krisha,"" writer and director Trey Edward Shults puts us off balance, and for the next 83 minutes keeps us that way, almost daring us to look away."
