low,medium,high,listing_id
0.0,0.0,0.0,7211212
0.899983763695,0.0966374576092,0.00337879196741,6890059
0.0,0.0,0.0,6867765
0.0,0.0,0.0,7147902
0.0,0.0,0.0,6873818
0.0,0.0,0.0,7020124
0.0,0.0,0.0,6960696
0.0,0.0,0.0,6976491
0.0,0.0,0.0,6840550
0.0,0.0,0.0,6908601
0.923641622066,0.0759196281433,0.000438779243268,6923454
0.0,0.0,0.0,6868581
0.0,0.0,0.0,6943848
0.0,0.0,0.0,6943912
0.0,0.0,0.0,6862663
0.0,0.0,0.0,6849455
0.0,0.0,0.0,6822335
0.0,0.0,0.0,6845700
0.0,0.0,0.0,6880149
0.0,0.0,0.0,6853875
0.0,0.0,0.0,6880156
0.0,0.0,0.0,6933859
0.0,0.0,0.0,6933865
0.0,0.0,0.0,6924176
0.899786949158,0.0990461558104,0.00116692192387,6924281
0.0,0.0,0.0,6857706
0.0,0.0,0.0,6858940
0.0,0.0,0.0,6857442
0.0,0.0,0.0,6857901
0.0,0.0,0.0,6854535
0.998599410057,0.00140017829835,3.90219980773e-07,6857887
0.0,0.0,0.0,7154069
0.0,0.0,0.0,7096310
0.0,0.0,0.0,7154078
0.0,0.0,0.0,7117872
0.0,0.0,0.0,7117765
0.0,0.0,0.0,7228818
0.0,0.0,0.0,6848822
0.0,0.0,0.0,7139656
0.963265419006,0.0364502333105,0.000284333800664,7229256
0.0,0.0,0.0,7057266
0.0,0.0,0.0,7229051
0.0,0.0,0.0,6966599
0.99597889185,0.00400365423411,1.74251872522e-05,7057822
0.693071305752,0.280897021294,0.0260316729546,7054346
0.0,0.0,0.0,7054333
0.770357072353,0.226619809866,0.0030231133569,6955349
0.0,0.0,0.0,7005073
0.34120246768,0.5087043643,0.150093153119,6933629
0.0,0.0,0.0,6857617
0.0,0.0,0.0,6857813
0.0,0.0,0.0,6857576
0.0,0.0,0.0,6917796
0.0,0.0,0.0,6917721
0.0,0.0,0.0,6857846
0.0,0.0,0.0,6924222
0.0,0.0,0.0,6924193
0.0,0.0,0.0,6921320
0.0,0.0,0.0,6885715
0.0,0.0,0.0,6862236
0.0,0.0,0.0,7095519
0.979444563389,0.0205214638263,3.3964683098e-05,6886300
0.0,0.0,0.0,6851586
0.0,0.0,0.0,6922515
0.0,0.0,0.0,6930276
0.0,0.0,0.0,6858210
0.0,0.0,0.0,6848888
0.901142179966,0.0957440659404,0.00311377365142,6899349
0.0,0.0,0.0,6875502
0.0,0.0,0.0,6851747
0.0,0.0,0.0,6829440
0.0,0.0,0.0,6854755
0.0,0.0,0.0,6818685
0.0,0.0,0.0,6875609
0.0,0.0,0.0,6818970
0.999365508556,0.000633923860732,5.84989606978e-07,6855299
0.0,0.0,0.0,6886885
0.0,0.0,0.0,6838981
0.954235374928,0.0456919558346,7.26532598492e-05,6870981
0.0,0.0,0.0,6883478
0.0,0.0,0.0,7175994
0.0,0.0,0.0,6812025
0.0,0.0,0.0,7164177
0.0,0.0,0.0,7145442
0.0,0.0,0.0,7158257
0.0,0.0,0.0,7118947
0.0,0.0,0.0,7167342
0.0,0.0,0.0,7168006
0.0,0.0,0.0,7197519
0.0,0.0,0.0,7175964
0.0,0.0,0.0,7119233
0.0,0.0,0.0,7169079
0.0,0.0,0.0,6894754
0.0,0.0,0.0,7228990
0.0,0.0,0.0,7054759
0.0,0.0,0.0,7010885
0.0,0.0,0.0,7048185
0.0,0.0,0.0,6978932
0.0,0.0,0.0,6982335
0.0,0.0,0.0,6988748
0.0,0.0,0.0,6995622
0.0,0.0,0.0,7048450
0.0,0.0,0.0,6979517
0.0,0.0,0.0,6842965
0.0,0.0,0.0,7010852
0.0,0.0,0.0,7055280
0.0,0.0,0.0,7046664
0.0,0.0,0.0,6978125
0.0,0.0,0.0,7000656
0.680686116219,0.275591552258,0.0437223576009,6983440
0.0,0.0,0.0,7071188
0.0,0.0,0.0,7011433
0.0,0.0,0.0,7082645
0.0,0.0,0.0,7075771
0.0,0.0,0.0,7149966
0.0,0.0,0.0,6869583
0.0,0.0,0.0,7028073
0.0,0.0,0.0,7010047
0.0,0.0,0.0,7054379
0.0,0.0,0.0,7069824
0.0,0.0,0.0,7055213
0.0,0.0,0.0,6996022
0.0,0.0,0.0,6978861
0.0,0.0,0.0,6899191
0.0,0.0,0.0,6871190
0.0,0.0,0.0,6859438
0.0,0.0,0.0,6915888
0.0,0.0,0.0,7088568
0.0,0.0,0.0,6898787
0.0,0.0,0.0,6894259
0.0,0.0,0.0,6871464
0.0,0.0,0.0,6892491
0.0,0.0,0.0,6859834
0.0,0.0,0.0,6875404
0.0,0.0,0.0,6855178
0.0,0.0,0.0,6870782
0.0,0.0,0.0,6848225
0.301496863365,0.578717708588,0.119785435498,6946123
0.0,0.0,0.0,6856146
0.63087272644,0.34398663044,0.0251406617463,6866253
0.0,0.0,0.0,6865466
0.0,0.0,0.0,6866828
0.0,0.0,0.0,6830150
0.0,0.0,0.0,6866297
0.0,0.0,0.0,6865693
0.0,0.0,0.0,6834142
0.992123603821,0.00787520315498,1.2072833897e-06,6866274
0.0,0.0,0.0,6878080
0.0,0.0,0.0,6871275
0.0,0.0,0.0,6856224
0.0,0.0,0.0,6832324
0.0,0.0,0.0,6835166
0.0,0.0,0.0,6832941
0.258073687553,0.473449021578,0.268477290869,6831670
0.0,0.0,0.0,6866744
0.0,0.0,0.0,6833662
0.881439566612,0.113626405597,0.00493401521817,6865548
0.0,0.0,0.0,6866269
0.0,0.0,0.0,7149786
0.0,0.0,0.0,6918023
0.0,0.0,0.0,7149878
0.0,0.0,0.0,7147934
0.0,0.0,0.0,7148589
0.0,0.0,0.0,7148503
0.0,0.0,0.0,7148333
0.0,0.0,0.0,6856169
0.0,0.0,0.0,6855898
0.0,0.0,0.0,6856062
0.0,0.0,0.0,6866836
0.0,0.0,0.0,6866683
0.0,0.0,0.0,6847551
0.0,0.0,0.0,6865571
0.0,0.0,0.0,6866077
0.0,0.0,0.0,6869981
0.947923362255,0.05164937675,0.000427246006439,7117584
0.0,0.0,0.0,7117859
0.0,0.0,0.0,7118342
0.0,0.0,0.0,7069198
0.0,0.0,0.0,6924775
0.0,0.0,0.0,6934541
0.0,0.0,0.0,6903483
0.0,0.0,0.0,6848489
0.0,0.0,0.0,7144370
0.0,0.0,0.0,7144609
0.0,0.0,0.0,7196780
0.0,0.0,0.0,7156284
0.0,0.0,0.0,7095169
0.0,0.0,0.0,7144670
0.0,0.0,0.0,7144895
0.0,0.0,0.0,7133522
0.500947475433,0.357356876135,0.141695678234,7165836
0.0,0.0,0.0,7084348
0.0,0.0,0.0,6852851
0.0,0.0,0.0,7027514
0.0,0.0,0.0,7116494
0.842166423798,0.152480214834,0.00535335205495,6917178
0.0,0.0,0.0,6939379
0.0,0.0,0.0,6827560
0.0,0.0,0.0,6828075
0.0,0.0,0.0,6943997
0.0,0.0,0.0,6851019
0.0,0.0,0.0,6891417
0.0,0.0,0.0,6897909
0.0,0.0,0.0,7176287
0.0,0.0,0.0,6863328
0.0,0.0,0.0,6888518
0.0,0.0,0.0,6897647
