time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.014,-0.06950,0.47948,0.18049
0.057,-0.10945,0.20837,-0.16679
0.115,0.91587,1.61292,-0.09435
0.156,1.46927,3.03398,0.38715
0.204,1.73718,4.67449,1.06040
0.255,1.02878,5.52457,1.05561
0.307,0.53344,4.03000,1.65375
0.361,0.66766,2.71387,-0.55294
0.405,0.39335,2.45022,0.20819
0.456,-0.31025,-0.14637,-0.25467
0.507,-0.04767,0.48321,0.34507
0.556,0.16858,0.83261,0.72164
0.624,-0.12437,0.57908,1.26813
0.659,0.51639,1.17403,1.10248
0.711,0.82798,1.31358,0.73123
0.757,1.21148,2.12957,-0.02244
0.816,1.00588,1.45739,0.15759
0.859,0.70068,1.55806,-1.25016
0.915,0.45993,0.91837,-0.53963
0.961,-0.24261,0.44752,-0.31326
1.012,-0.73689,-0.41588,0.16398
1.063,0.35287,0.14179,-0.68663
1.116,0.52598,0.47575,-0.62911
1.157,0.24475,0.10717,-0.00167
1.211,0.24901,0.32661,-0.07198
1.272,0.25061,0.40864,-0.19608
1.321,0.15953,0.18014,-0.10021
1.357,0.00453,0.03952,0.04573
1.418,0.06525,-0.01427,0.09633
1.462,0.03170,-0.07553,0.11391
1.506,0.04235,-0.10748,-0.01765
1.554,-0.04181,-0.08085,0.04520
1.606,0.01891,-0.01694,0.02869
1.659,0.11425,-0.05475,-0.09009
1.711,0.08176,0.14925,-0.02138
1.756,0.06419,-0.04623,-0.10180
1.810,0.00080,-0.00469,-0.06026
1.855,-0.10093,-0.02066,0.05532
1.916,-0.03115,-0.03025,-0.00487
1.954,-0.02317,-0.00841,0.06384
2.005,-0.05938,-0.05582,-0.00593
2.060,-0.04394,0.02248,0.04680
2.114,-0.05353,-0.10855,0.02976
2.184,0.03969,0.04059,-0.01392
2.204,-0.00825,-0.13838,-0.01658
2.264,-0.09507,0.06402,0.19008
2.309,-0.05672,-0.22200,0.09953
2.375,0.04182,-0.01427,0.07823
2.403,-0.06418,-0.06008,0.02443
2.461,-0.01518,-0.06647,0.07929
2.511,0.00933,0.00277,0.02230
2.566,-0.03222,-0.07286,0.01964
2.606,-0.04341,-0.05262,0.00472
2.669,-0.03222,-0.16394,-0.07624
2.716,-0.06151,-0.11334,-0.05440
2.766,-0.36884,-0.45742,-0.07251
2.819,-0.57870,-1.65851,-0.53750
2.861,-1.67752,-2.05958,-0.58916
2.904,-1.95289,-0.87181,-0.52258
2.956,-1.33930,0.06296,-0.84163
3.011,-1.72812,-0.97727,-0.85761
3.056,-2.26448,-1.15038,-0.75055
3.103,-2.41681,-1.22548,-0.46453
3.162,-2.41202,-0.42813,-1.97560
3.209,-2.28206,-0.48512,-1.80037
3.259,-2.72041,-0.21987,-1.98253
3.304,-2.26182,0.04325,-1.36308
3.360,-1.05115,0.41716,-0.99609
3.403,0.09082,0.26376,-0.80488
3.454,0.33370,-0.85051,-0.33190
3.512,0.37737,-1.09818,-0.22005
3.558,0.36779,-1.41989,0.18315
3.613,0.21119,-1.55092,0.28329
3.655,-0.33475,-2.14800,0.34933
3.711,-0.58616,-1.63188,0.11711
3.755,-0.17976,-0.38232,-0.19821
3.812,0.16912,0.19399,-0.16519
3.860,0.11532,0.54446,-0.64882
3.909,0.12864,0.58760,-0.77878
3.967,0.00986,0.41876,-0.88105
4.010,-0.12277,0.38467,-1.21021
4.058,-0.16005,-0.14637,-0.74203
4.113,-0.26977,-0.21987,-0.49222
4.161,-0.19148,0.02727,-0.15187
4.208,-0.16485,0.36390,0.21245
4.261,0.05620,0.64992,0.40100
4.308,0.17338,0.78627,0.00632
4.359,-0.01464,1.08455,-0.08370
4.408,-0.16698,1.66458,0.02656
4.454,-0.08974,1.70347,0.55600
4.516,-0.08175,2.04861,0.33708
4.556,-0.42956,1.34980,0.85427
4.617,-0.61918,0.77615,0.76532
4.658,-0.94302,0.62222,0.79941
4.707,-0.80613,-0.31734,0.58689
4.759,0.11852,-0.63000,-0.44429
4.806,-0.02956,-1.23134,-0.41339
4.876,0.22398,-0.89578,-0.56786
4.906,-0.03595,-1.19405,-1.67573
4.957,-0.18082,0.17375,-3.09626
5.010,0.01305,0.68507,-3.09307
5.067,0.33583,-0.88459,-3.50745
5.112,-0.09241,0.06030,-1.91915
5.160,0.69962,-0.51548,-0.77452
5.216,0.45407,0.75698,-0.35534
5.284,0.01092,1.03821,-0.58757
5.305,0.64848,1.25712,-0.57638
5.364,-0.14887,1.84089,-0.00167
5.409,-0.33635,0.80598,-0.30793
5.459,-0.60800,-0.07073,0.17889
5.504,-3.37662,-2.70939,-0.25680
5.559,-1.85915,-2.65240,-2.89972
5.605,-1.21520,-3.23031,1.83857
5.663,0.41839,1.01051,-1.51062
5.712,0.45088,-0.32107,-1.32047
5.758,0.66819,-0.87447,-1.72900
5.805,0.07484,0.24618,-0.82086
5.858,-0.17070,-0.17140,-0.38410
5.916,0.00400,-0.15276,-0.35534
5.958,-0.14727,0.00117,-0.31752
6.005,0.03010,0.68028,-0.85282
6.057,0.26020,0.41077,-1.17346
6.104,-0.11904,-0.08937,-1.19264
6.172,-0.88177,0.09811,-1.15269
6.212,-0.49934,0.01183,-1.38651
6.258,-1.38457,-1.73148,-0.40860
6.318,1.03464,0.63873,1.45188
6.361,1.15928,1.10905,0.08408
6.411,0.64795,-0.22839,0.27690
6.455,-0.45300,-1.02468,-0.89702
6.510,-1.10441,0.46723,0.43083
6.559,-0.44341,3.76475,0.76745
6.610,1.00162,1.68376,-0.42511
6.655,0.22025,-0.37220,0.11018
6.710,-0.73956,-1.60311,-0.30367
6.756,-0.05139,-0.26301,-0.16732
6.818,0.23516,0.69253,0.32803
6.856,0.30760,0.59453,0.02070
6.916,0.17178,0.52102,-0.03682
6.956,-0.02423,0.03846,0.06384
7.009,-0.02050,-0.02066,0.08195
7.054,0.02104,-0.20069,0.20765
7.108,0.27458,0.49439,0.24867
7.154,0.23836,0.20517,0.16611
7.210,0.24581,0.53168,0.13309
7.267,0.13343,0.30424,0.09154
7.363,0.18137,0.00224,0.13255
7.364,0.00027,0.20091,0.20180
7.405,0.07271,0.21689,0.02496
7.462,0.00347,0.18760,0.03881
7.505,-0.13182,-0.07126,0.07130
7.559,-0.12223,0.11356,0.11391
7.605,-0.14993,-0.19590,-0.00540
7.665,-0.06151,0.07308,0.00472
7.712,-0.11797,-0.00362,-0.02990
7.762,-0.13555,0.00277,-0.02244
7.806,-0.12277,-0.08724,-0.07198
7.861,-0.03115,-0.03345,-0.05387
7.911,-0.02743,-0.01108,-0.04748
7.968,-0.06311,-0.18578,-0.10127
8.006,-0.06205,-0.11920,-0.03096
8.074,-0.01411,-0.18099,-0.02511
8.105,0.04235,-0.11601,0.10539
8.161,0.13343,-0.06967,0.15333
8.206,0.07750,-0.19324,0.15066
8.260,0.13290,-0.16234,0.09101
8.303,0.07058,-0.05635,0.12084
8.374,0.01998,0.09438,0.04627
8.414,0.07005,0.23979,0.11764
8.465,-0.12064,-0.12453,0.01484
8.506,-0.07004,-0.01960,0.01484
8.572,-0.18562,-0.16501,-0.03469
8.623,-0.08708,0.06775,-0.00114
8.682,-0.10466,0.05497,-0.06079
8.710,-0.07749,0.00597,-0.06186
8.764,-0.16112,-0.06114,-0.16466
8.808,-0.11797,-0.03824,-0.20620
8.878,-0.03755,-0.01853,-0.17744
8.905,-0.08921,0.07628,-0.13856
8.961,0.04235,-0.12613,-0.03736
9.018,-0.04980,-0.11174,-0.10553
9.063,-0.20479,-0.53732,-0.24348
9.115,-0.25220,-0.77381,-0.24508
9.158,-0.67511,-0.77753,-0.09754
9.210,0.33210,0.11303,0.33336
9.267,-0.18509,-0.17673,-0.35001
9.348,0.03915,0.08906,-0.11352
9.359,0.14302,0.24192,-0.06399
9.414,0.05460,0.22967,-0.25840
9.465,-0.16218,-0.22519,0.08675
9.526,-0.40240,-0.46914,0.09474
9.555,0.11638,-0.60336,-0.01286
9.608,-0.22503,-0.46861,0.04307
9.664,-0.11904,-0.32533,0.05799
9.707,-0.07163,-0.17353,0.05000
9.762,-0.00026,-0.25289,0.00739
9.817,0.03116,-0.14637,0.02816
9.857,0.01146,-0.06327,0.02390
9.906,0.03223,-0.00255,0.09261
9.965,-0.15686,-0.19324,0.20712
10.020,-0.48709,-0.55543,0.38875
10.053,-0.47857,-0.71255,0.45107
10.108,-0.10785,-0.35675,0.04680
10.161,0.10626,-0.13997,-0.07890
10.215,-0.19893,-0.34450,-0.07517
10.268,-0.04234,-0.36634,-0.16572
10.312,-0.08389,-0.14317,0.05799
10.359,-0.01038,-0.09790,0.05958
10.418,0.14195,0.04964,-0.09967
10.466,-0.00079,-0.02013,0.08408
10.506,-0.09028,-0.23159,0.24867
10.562,0.12810,-0.22306,-0.10127
10.621,0.00347,0.03633,0.07929
10.688,0.02743,0.08267,-0.01445
10.713,0.11585,0.39745,-0.14655
10.761,-0.16005,-0.24863,-0.01126
10.815,-0.13981,-0.54957,-0.04428
10.862,-0.14887,-0.39138,-0.14921
10.904,-0.07323,-0.39031,-0.20940
10.959,-0.20373,-0.51175,-0.11938
11.004,-0.21278,-0.61189,-0.07730
11.082,-0.16005,-0.54477,-0.05973
11.106,-0.28309,-0.71681,0.16558
11.159,-0.07110,-0.26354,-0.03416
11.206,0.03542,-0.25822,0.14534
11.260,-0.03861,-0.07659,0.18422
11.307,0.06152,0.30318,0.16398
11.360,-0.03701,0.63341,0.00099
11.410,0.02850,0.36762,-0.15933
11.498,0.49935,0.06243,-0.62751
11.507,0.70494,-0.16607,-0.93484
11.565,0.04661,1.12876,0.40420
11.616,0.18350,1.00039,0.16931
11.660,-0.00239,0.64246,0.05319
11.703,0.19308,0.43846,-0.11725
11.765,0.06791,0.62755,0.02922
11.814,0.07431,0.51197,0.05639
11.879,0.02690,0.42568,0.11072
11.916,0.12437,0.39000,0.04733
11.966,0.02903,0.36283,0.14960
12.017,0.07804,0.29306,0.13681
12.058,0.09668,0.20837,0.15013
12.114,0.02743,0.06669,0.15546
12.157,0.01891,-0.06967,0.12297
12.252,-0.00665,-0.01374,0.18955
12.254,0.04288,0.05018,0.15120
12.322,0.04235,-0.06274,0.08781
12.354,-0.01944,-0.05475,0.04733
12.408,0.05726,0.08959,0.04094
12.458,0.06632,0.12688,-0.00167
12.544,0.01998,0.01129,0.04414
12.556,0.08123,0.02834,-0.09062
12.608,0.02264,-0.02013,-0.04748
12.664,0.07644,0.01609,0.01751
12.708,-0.02423,0.12315,0.13309
12.754,0.13769,0.29465,0.13309
12.809,0.06046,0.35005,0.18901
12.855,-0.09134,-0.12186,0.03402
12.919,-0.10040,-0.20549,-0.15134
12.958,-0.05512,0.05817,-0.14282
13.004,-0.11052,0.09545,-0.03363
13.059,-0.07323,0.17002,0.03295
13.107,-0.07962,0.07521,-0.03150
13.153,-0.15739,-0.13625,-0.00487
13.212,0.03862,0.08799,-0.06026
13.261,-0.03169,0.06722,0.00312
13.310,0.07644,0.18760,-0.02830
13.361,0.07164,0.14232,-0.06718
13.404,0.09401,0.15510,-0.07730
13.460,0.10520,0.10131,-0.08316
13.583,0.03969,0.11516,-0.00487
13.583,0.09242,0.17268,0.02763
13.609,-0.01518,-0.08778,0.01324
13.668,-0.03009,-0.07979,0.03029
13.706,-0.09507,-0.20975,0.01005
13.762,-0.06950,-0.10482,0.05213
13.827,-0.02157,-0.00362,0.01910
13.858,-0.05779,-0.00149,0.03402
13.916,-0.02902,-0.00895,0.08036
13.959,-0.08335,-0.06700,0.12030
14.008,-0.08229,-0.10216,0.09420
14.058,0.01625,-0.01054,0.07823
14.120,0.03329,-0.15595,0.02230
14.156,-0.01464,-0.15009,0.06118
14.216,-0.04873,-0.11867,0.00845
14.255,-0.08122,-0.13039,0.00845
14.307,-0.07004,-0.15755,-0.04588
14.362,-0.00985,-0.07979,-0.01871
14.404,-0.01784,-0.04996,-0.02351
14.455,-0.03222,-0.09044,-0.01232
14.503,-0.02157,-0.13039,-0.00806
14.554,0.04128,-0.07499,-0.00646
14.641,0.06099,-0.04676,0.01857
14.661,0.07750,-0.01640,0.03295
14.711,0.06046,-0.07233,0.06331
14.756,0.13130,-0.05209,0.09580
14.817,0.13396,-0.00682,0.10219
14.860,0.06951,-0.00469,0.07077
14.910,0.02051,-0.02493,-0.00913
14.955,-0.03329,-0.06114,-0.05653
15.091,0.00134,-0.03931,-0.07784
