time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.058,-0.07425,0.04790,9.81000
0.117,0.03832,0.22513,9.91299
0.176,-0.07425,0.14370,10.09740
0.176,-0.20118,-0.03593,9.63516
0.252,-0.07185,0.34967,10.15967
0.296,-0.03593,-0.16286,9.58726
0.356,-0.02635,0.09820,10.00879
0.413,-0.17723,0.00000,9.73096
0.473,-0.07664,0.04072,9.83874
0.473,-0.02156,0.04790,9.92017
0.532,-0.07425,0.01916,9.82198
0.592,-0.11975,0.12454,9.98723
0.651,-0.05748,-0.02395,9.79084
0.714,-0.03593,0.05269,9.89143
0.770,-0.14131,0.02156,9.80761
0.770,-0.05988,0.01677,9.85551
0.831,-0.06227,0.02156,9.86748
0.889,-0.09820,0.00000,9.84353
0.951,-0.10778,-0.00479,9.85551
1.008,-0.07185,0.02874,9.89143
1.068,-0.07904,-0.02635,9.79803
1.068,-0.11496,0.04790,9.86748
1.127,-0.10299,0.03353,9.84832
1.189,-0.12215,-0.04072,9.74294
1.246,-0.03114,0.00240,9.91059
1.307,-0.11257,-0.01677,9.89383
1.365,-0.11736,-0.05509,9.73815
1.429,-0.11736,-0.02395,9.84593
1.429,0.06227,-0.05269,9.94173
1.503,-0.25627,-0.01437,9.79084
1.552,-0.10299,0.02156,9.84832
1.605,-0.01198,0.05030,9.91299
1.668,-0.14370,-0.01916,9.84832
1.735,-0.07664,-0.03832,9.81000
1.735,-0.10778,0.02635,9.87467
1.783,-0.05988,-0.03832,9.88425
1.847,-0.09101,-0.00240,9.88185
1.905,-0.08143,0.02395,9.87946
1.965,-0.05988,-0.04790,9.82437
2.023,-0.11975,0.00479,9.87227
2.023,-0.12694,-0.02156,9.82916
2.086,-0.04790,-0.05269,9.85551
2.152,-0.08622,0.03353,9.87227
2.200,-0.07904,0.00240,9.87706
2.259,-0.04072,-0.04072,9.84593
2.324,-0.13652,0.01437,9.86748
2.340,-0.07185,0.00719,9.87227
2.380,-0.08862,0.02874,9.88425
2.438,-0.12454,-0.06706,9.81719
2.507,-0.07425,0.00000,9.84114
2.558,-0.07425,0.03114,9.87946
2.621,-0.07904,-0.09341,9.82437
2.621,-0.10538,0.05748,9.90580
2.695,-0.05269,0.04551,9.88904
2.737,-0.09580,0.00958,9.86748
2.797,-0.12215,-0.04551,9.83874
2.879,-0.06227,-0.01198,9.88904
2.921,-0.06467,0.04072,9.88664
2.980,-0.09580,-0.02874,9.86269
2.980,-0.09101,-0.02635,9.85790
3.048,-0.09101,0.06706,9.90820
3.101,-0.10059,-0.08143,9.80282
3.158,-0.08622,-0.06227,9.82198
3.216,-0.07425,0.05269,9.89383
3.273,-0.08862,0.02395,9.86988
3.274,-0.10538,-0.04551,9.83156
3.333,-0.08383,-0.02874,9.86748
3.403,-0.08622,0.02395,9.88185
3.460,-0.08622,-0.03832,9.83874
3.511,-0.07425,-0.00958,9.85551
3.572,-0.09101,0.05030,9.89622
3.572,-0.07185,-0.04311,9.84593
3.630,-0.11257,-0.06706,9.82198
3.701,-0.08622,0.05509,9.90580
3.752,-0.06706,0.02874,9.89622
3.810,-0.10538,-0.06227,9.81479
3.870,-0.09101,0.02156,9.86988
3.880,-0.07904,-0.00240,9.84593
3.930,-0.09101,-0.03832,9.83635
4.008,-0.07664,0.02395,9.86748
4.056,-0.06706,0.02635,9.87706
4.112,-0.08143,0.02156,9.86030
4.175,-0.10778,-0.02395,9.85072
4.226,-0.08862,-0.00719,9.85790
4.226,-0.08143,-0.00240,9.86509
4.288,-0.09341,-0.00958,9.86509
4.357,-0.08862,-0.00719,9.85311
4.406,-0.10538,-0.02635,9.84832
4.476,-0.07664,0.00958,9.86988
4.528,-0.09101,-0.00719,9.85551
4.528,-0.07185,-0.02874,9.86269
4.582,-0.09580,-0.00240,9.85072
4.650,-0.08622,-0.01198,9.86509
4.704,-0.07425,0.00240,9.86030
4.762,-0.10538,-0.00479,9.86269
4.820,-0.06227,-0.00479,9.87227
4.831,-0.11257,-0.04072,9.85551
4.884,-0.09341,0.00000,9.86509
4.943,-0.09580,-0.01916,9.83635
4.998,-0.08383,-0.01437,9.85551
5.058,-0.10059,-0.00240,9.87706
5.125,-0.07664,-0.01437,9.84353
5.125,-0.09580,-0.00958,9.84832
