time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.011,-0.36602,0.35946,-0.13081
0.060,0.28806,-0.42564,-0.01097
0.110,-0.11248,-0.11511,0.07478
0.162,0.36689,-0.23975,0.01193
0.206,-0.06934,0.03136,-0.01097
0.258,0.14318,-0.18755,-0.01097
0.304,0.02280,-0.06132,-0.02908
0.362,0.14105,-0.09860,-0.11910
0.405,0.03186,-0.09114,-0.13188
0.453,-0.05176,-0.02723,-0.14147
0.509,0.10376,-0.09807,-0.06477
0.557,-0.03312,-0.03628,0.03963
0.607,-0.06188,0.07823,-0.03121
0.652,-0.04377,0.03136,-0.06424
0.716,-0.13645,0.08889,-0.01577
0.763,-0.05336,-0.05759,-0.11750
0.815,-0.11941,0.06438,-0.00511
0.854,-0.05975,0.01432,-0.03654
0.908,-0.06295,0.07557,0.02791
0.952,-0.01341,0.01219,0.00341
1.016,-0.10183,0.01432,0.03803
1.060,0.00097,0.03243,0.00607
1.107,-0.13539,0.05480,-0.01044
1.156,-0.07840,-0.02616,-0.04826
1.203,-0.13113,0.01272,-0.02322
1.257,-0.05496,0.01538,-0.06264
1.306,-0.02460,-0.02030,-0.05944
1.354,-0.02353,0.04042,-0.10152
1.408,0.00256,0.02390,-0.06157
1.459,-0.02407,-0.03522,-0.06424
1.526,-0.05123,0.03509,-0.04506
1.563,0.01908,-0.04214,-0.03174
1.605,0.03399,0.06705,0.08703
1.653,0.07021,0.06172,0.11420
1.709,-0.00649,0.02976,0.11473
1.790,0.05530,-0.01924,0.12325
1.812,0.03772,-0.11564,0.04922
1.860,0.03186,-0.10606,0.00394
1.908,0.32960,0.19062,-0.38648
1.958,-0.02140,-0.07410,-0.18781
2.005,-0.22647,-0.19607,-0.08714
2.064,0.11282,-0.06291,-0.16970
2.107,0.65557,-0.16252,-0.77477
2.168,0.33280,0.19648,-0.43548
2.204,-1.18414,-0.31272,0.16320
2.268,-0.83527,-0.02883,-0.06104
2.302,-0.52953,-0.00965,0.04815
2.360,-0.20250,0.53790,-0.10099
2.403,-0.19185,0.49848,0.11899
2.459,0.64385,0.75681,-0.05997
2.504,0.22094,0.34561,0.31500
2.557,-0.23339,0.62844,-0.02376
2.602,0.04784,0.26359,0.00980
2.656,0.43879,0.25400,-0.08128
2.705,0.39085,0.52458,0.15574
2.762,0.07447,0.53417,-0.11750
2.806,0.13626,-0.01551,-0.04826
2.855,0.32001,0.00686,0.00714
2.903,0.11175,-0.04853,0.00128
2.956,0.17354,-0.12310,-0.00991
3.002,0.03292,-0.06398,-0.04613
3.059,0.14531,-0.11991,-0.04400
3.104,0.07287,-0.06664,-0.04985
3.155,0.09151,-0.01924,-0.03281
3.203,0.04518,0.08516,-0.01044
3.254,-0.03632,-0.02030,-0.04240
3.308,-0.01608,-0.05812,-0.01843
3.357,0.00256,-0.10712,-0.02216
3.418,0.04411,-0.19021,-0.01949
3.461,0.06382,-0.07303,-0.03707
3.521,0.07234,0.00846,-0.09087
3.560,-0.33779,0.59702,-0.22189
3.608,-0.77721,0.67478,-0.35772
3.652,0.15117,0.02657,-0.16863
3.709,-0.04324,-0.01391,-0.08288
3.754,-0.20569,-0.01018,-0.07915
3.812,-0.23605,-0.02084,-0.13934
3.860,-0.22966,-0.18968,-0.15478
3.907,-0.17107,-0.27810,-0.18461
3.960,-0.27866,-0.52417,-0.19526
4.013,0.07074,-0.80700,-0.21444
4.054,0.56236,-0.73669,-0.10525
4.110,1.25105,-0.35480,0.08916
4.153,1.11577,-0.25093,-0.11324
4.219,0.08406,0.21192,-0.08874
4.255,0.12880,0.11978,-0.10685
4.305,0.36529,0.14588,-0.06370
4.361,0.04304,0.15120,-0.01417
4.406,-0.10343,0.00686,-0.01204
4.454,-0.01874,0.01325,0.01406
4.505,-0.05070,0.03616,0.00341
4.561,-0.03472,-0.04960,-0.00511
4.620,-0.09544,0.03829,-0.02535
4.657,-0.12527,-0.03255,-0.02642
4.705,-0.04377,-0.04374,0.00075
4.770,0.11388,0.07610,-0.03281
4.804,0.06062,-0.03735,-0.02855
4.863,-0.03738,-0.07676,-0.02855
4.903,0.11761,0.00633,-0.04879
4.962,0.05263,-0.03255,-0.04027
5.010,0.14957,0.03935,-0.06424
5.059,0.10909,0.07557,-0.05678
5.113,-0.02247,-0.10766,-0.04240
5.158,0.02174,-0.02403,-0.04080
5.215,0.09151,0.19222,-0.11164
5.258,0.22467,0.16079,-0.07382
5.309,0.36582,0.16772,-0.19793
5.373,-0.57428,0.06865,-0.05145
5.404,-0.84805,-0.08475,0.01619
5.457,0.30190,-0.26372,-0.02748
5.505,-0.70211,-0.17903,-0.23042
5.556,-0.07094,-0.08422,-0.07968
5.602,0.12134,0.01485,-0.09246
5.654,0.01535,-0.04587,-0.11537
5.702,0.12880,0.13043,-0.15585
5.760,0.28273,0.16292,-0.12229
5.804,0.50377,0.15333,-0.15425
5.858,0.57568,0.17730,-0.20698
5.905,-1.45685,-0.37610,-0.07329
5.958,-0.84752,-0.01977,-0.00138
6.003,-0.34737,0.17464,0.02418
6.054,-0.78999,0.03296,-0.12016
6.109,-0.06934,-0.07676,-0.05784
6.156,0.05689,0.06758,-0.07595
6.208,0.21455,0.13789,0.04389
6.259,0.37541,0.25773,0.10088
6.309,0.24971,0.35840,0.06093
6.352,0.25716,0.32697,0.09076
6.409,0.25663,0.42391,0.09289
6.455,0.15703,0.51712,-0.00991
6.509,-0.23446,0.50754,0.09129
6.555,-0.21209,0.38663,0.24096
6.608,-0.02886,0.22417,0.05454
6.652,0.09578,0.70674,0.05987
6.706,-0.46668,-0.34841,0.12112
6.764,-0.21688,-0.49754,0.17332
6.806,-0.65896,-0.24454,0.12378
6.853,-0.32767,-0.33988,0.10621
6.906,-1.80838,0.95069,-0.42429
6.954,-1.53408,1.02366,-0.07542
7.014,-0.39638,-0.45227,0.22552
7.055,-0.23233,-0.34894,0.18504
7.105,-0.02620,-0.57264,0.34483
7.153,0.06062,-1.31833,0.92540
7.205,-0.69838,-1.31780,-0.01204
7.261,-0.82834,-1.05201,0.33204
7.304,-0.81769,-0.77664,-0.26610
7.353,0.22840,-0.95241,-0.08874
7.404,0.36955,0.06012,0.04655
7.458,0.74186,0.80102,0.21220
7.503,-0.28186,0.06438,0.08863
7.559,-0.23392,0.38663,0.17758
7.602,-0.28665,-0.41498,0.06732
7.662,-0.08692,-0.15080,0.02578
7.701,-0.30636,0.24335,-0.06424
7.759,0.03825,0.04628,-0.01204
7.803,0.05157,0.26572,0.08437
7.857,0.44731,0.32378,0.20102
7.906,-0.29837,0.29342,0.05614
7.957,-0.02620,0.35520,0.30594
8.003,-0.23286,0.51180,0.06093
8.057,-0.00756,0.19328,0.13071
8.105,0.07767,0.12937,0.08650
8.155,0.05210,0.25986,-0.02961
8.203,-0.04111,0.28543,-0.01577
8.261,-0.17267,0.88251,0.38584
8.307,0.23373,1.58878,0.94350
8.357,-0.11515,3.67084,0.92646
8.407,0.79299,1.14669,0.02898
8.455,-1.99481,2.86070,0.05507
8.504,-3.22838,4.99336,0.16267
8.555,-3.78445,3.31930,1.32274
8.604,-3.92240,1.28624,0.38957
