time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.013,-0.00161,-0.04596,0.00134
0.062,0.00265,0.01210,0.00880
0.109,0.00745,0.00198,-0.00398
0.165,-0.00054,0.00464,0.00880
0.213,0.00425,0.00198,0.00400
0.257,0.00691,0.00091,-0.00612
0.308,-0.00054,-0.00388,0.00773
0.363,0.00372,0.00038,0.00507
0.407,-0.00640,-0.00015,0.00241
0.457,0.00745,-0.00122,0.00187
0.506,0.00265,0.00997,0.00773
0.562,0.00904,-0.00069,-0.00079
0.606,-0.00054,0.00517,0.00241
0.657,-0.00534,-0.01187,-0.00185
0.708,-0.00800,0.00304,-0.00132
0.758,-0.00161,0.00304,-0.00079
0.810,-0.00853,-0.00654,0.00028
0.857,-0.00267,0.00251,0.00347
0.908,-0.00321,-0.00548,-0.01038
0.955,0.00105,0.00038,0.00507
1.003,0.00425,-0.00282,-0.00505
1.054,0.00212,-0.00388,0.00134
1.117,0.00159,-0.00228,0.00187
1.160,0.00265,0.00411,-0.00026
1.210,0.00052,-0.00228,0.00454
1.255,-0.00587,0.00038,-0.00079
1.315,0.00372,0.00198,0.00347
1.358,0.00319,-0.00868,0.00241
1.417,-0.00321,-0.00761,-0.00026
1.461,-0.00480,0.00411,-0.00185
1.517,-0.00054,0.00038,0.00081
1.558,-0.00640,-0.00282,-0.00132
1.609,-0.00587,-0.00175,-0.00718
1.653,0.00105,0.00677,-0.00292
1.708,-0.00108,-0.00601,-0.00079
1.754,-0.00800,0.00571,0.00187
1.814,-0.00267,-0.00175,0.00347
1.860,-0.00427,-0.00654,-0.00345
1.911,0.00212,0.00517,-0.00612
1.953,0.00372,-0.00282,-0.00132
2.006,0.00105,0.00411,0.00134
2.055,0.00052,-0.01240,0.00028
2.106,-0.00214,-0.00921,-0.00292
2.154,0.00691,0.00624,0.00081
2.204,-0.00267,-0.00069,-0.00292
2.253,-0.00800,0.00251,0.00241
2.305,-0.00321,0.00038,0.00028
2.353,0.00052,0.00784,0.00081
2.406,0.00265,-0.00388,-0.00345
2.460,-0.00054,-0.00388,-0.01357
2.505,-0.00001,-0.00069,0.00187
2.562,0.00851,0.00038,0.00294
2.604,0.00319,-0.00548,-0.00505
2.658,-0.00267,-0.00548,-0.00452
2.708,0.00425,-0.00282,-0.00292
2.760,-0.00321,0.00677,-0.00665
2.814,0.00372,-0.00654,-0.00558
2.858,0.00265,-0.00282,0.00241
2.904,-0.00640,0.00890,-0.00292
2.962,-0.01013,-0.01027,0.00454
3.003,0.00105,0.00730,-0.00505
3.059,-0.00267,-0.00122,0.00028
3.106,-0.00640,0.00304,-0.00185
3.157,0.01970,0.00677,-0.00345
3.208,-0.00161,-0.00495,-0.01837
3.257,0.00958,-0.00388,-0.00026
3.306,-0.00427,-0.00495,-0.00132
3.359,-0.00800,-0.00122,-0.00452
3.412,0.00319,0.01156,-0.00132
3.457,-0.00321,0.00464,0.00614
3.504,0.00638,-0.00708,0.00880
3.556,0.00265,0.00517,0.00454
3.605,-0.00214,-0.00122,0.00880
3.653,0.00745,0.00304,-0.00132
3.712,-0.00001,0.01849,-0.00345
3.755,-0.00108,-0.00282,0.00720
3.813,0.00691,0.00251,0.01253
3.858,0.00105,-0.00069,0.00241
3.910,0.00159,0.00837,-0.00292
3.963,-0.00374,-0.00015,-0.01570
4.009,-0.00907,0.00198,0.00241
4.058,-0.02398,-0.00495,-0.00079
4.111,-0.00108,-0.00601,0.00134
4.157,-0.00534,-0.00069,-0.00185
4.226,0.00798,-0.00654,-0.00558
4.254,-0.00054,-0.00015,-0.00718
4.308,0.01277,0.00677,-0.00984
4.356,0.00105,0.00038,0.00028
4.408,-0.00054,-0.00228,-0.00665
4.455,-0.00480,-0.00654,-0.00718
4.504,0.00372,-0.00122,-0.00558
4.561,-0.00161,0.00411,-0.00079
4.613,0.00372,-0.00175,0.00880
4.653,0.00372,0.00997,-0.00079
4.706,0.00745,-0.00388,-0.00345
4.755,0.00105,0.00411,0.00081
4.812,-0.00054,0.00091,-0.00132
4.860,0.00372,-0.00708,-0.01357
4.906,-0.00161,0.00038,0.00294
4.960,0.00691,-0.00069,-0.00505
5.008,-0.00108,-0.00548,-0.00239
5.063,0.00159,-0.00282,-0.00239
5.107,0.00585,-0.01453,-0.00398
5.163,0.00851,-0.00441,-0.00345
5.210,0.00745,0.01742,0.00667
5.268,-0.00321,-0.00228,0.00454
5.303,-0.01013,0.00038,-0.00292
5.358,-0.00214,0.00304,-0.00026
5.411,0.00159,-0.00441,-0.00452
5.458,0.00052,-0.00069,-0.00558
5.513,0.00052,-0.00548,-0.00292
5.558,0.00478,-0.00335,-0.00185
5.607,-0.01492,-0.00708,-0.00292
5.660,0.00319,-0.01187,0.00667
5.703,0.00265,0.00304,0.00773
5.760,-0.00108,0.00198,-0.01197
5.804,0.00319,-0.00175,-0.01251
5.866,0.00425,-0.00388,-0.00718
5.904,-0.00108,0.00198,-0.00612
5.957,-0.00214,-0.00441,-0.00452
6.003,-0.00640,-0.00228,-0.00398
6.056,-0.01226,-0.00761,0.00028
6.112,-0.00267,-0.00175,0.00241
6.159,-0.00108,-0.00654,0.00028
6.205,-0.00321,0.00571,0.00028
6.257,0.00319,0.00411,0.00134
6.304,-0.00001,0.00837,-0.00771
6.353,0.00212,0.00198,0.01466
6.410,-0.00480,-0.00654,0.00134
6.455,-0.00907,0.00943,0.00560
6.516,-0.00853,-0.00228,0.00241
6.555,-0.00214,0.00997,-0.00345
6.613,0.00105,-0.00441,0.00241
6.656,0.00532,0.00997,-0.00452
6.717,0.00105,0.00144,0.00028
6.756,-0.00640,0.00730,0.00081
6.820,-0.00161,-0.00015,0.01199
6.864,-0.00054,0.00251,0.00507
6.910,0.00052,-0.00015,-0.00132
6.964,-0.01439,-0.00069,-0.00026
7.017,-0.00907,0.00571,0.00507
7.066,-0.00054,0.00198,0.00081
7.110,-0.00587,0.00837,0.00507
7.155,0.00478,-0.00761,0.00187
7.212,-0.01333,-0.10082,0.00560
7.261,-0.01333,-0.03904,-0.00026
7.316,0.00159,-0.02359,0.00667
7.357,0.01916,-0.00015,0.00028
7.408,-0.01439,0.00144,-0.00718
7.455,-0.00321,-0.00654,0.00454
7.506,0.01064,0.01210,-0.00132
7.554,-0.00480,-0.00654,-0.00132
7.610,0.00691,-0.00069,0.00028
7.654,-0.00267,-0.00335,0.00614
7.706,-0.00161,-0.00814,-0.00398
7.761,0.00478,0.00038,-0.00398
7.806,-0.00534,-0.00974,0.00134
7.860,0.00532,-0.00015,0.01040
7.910,-0.00480,0.00837,-0.00452
7.961,-0.00267,-0.00228,0.00187
8.005,-0.00534,0.01103,0.00347
8.065,-0.00054,-0.00335,0.00081
8.106,-0.00001,0.00411,0.01093
8.159,-0.00214,-0.00122,-0.00771
8.231,-0.00108,-0.00335,-0.00771
8.259,-0.00693,-0.00282,-0.00079
8.304,-0.00640,-0.00282,-0.00132
8.363,0.00532,-0.00441,-0.00398
8.411,0.00052,0.00038,-0.00345
8.469,-0.00054,-0.00122,-0.00452
8.505,0.00478,-0.00228,0.00134
8.563,-0.00001,0.00091,-0.00292
8.610,0.00532,0.00358,0.00028
8.665,0.00745,-0.00974,-0.01091
8.703,-0.00054,-0.00175,0.00294
8.757,-0.01279,0.00837,0.00454
8.804,-0.00587,-0.00175,0.00028
8.872,-0.01226,0.00038,0.00028
8.905,0.00585,-0.00548,-0.00345
8.964,-0.00108,0.00038,0.00028
9.004,-0.00747,0.00730,0.00294
9.058,0.00105,-0.00175,0.00028
9.111,0.00319,0.00464,0.00667
