time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.018,-0.05988,-0.22753,10.13812
0.055,-0.09341,0.10538,9.86988
0.105,-0.05748,0.19879,9.78126
0.157,-0.04790,0.15089,9.84593
0.203,-0.06467,0.03832,9.87227
0.258,-0.06227,0.17963,9.87227
0.302,-0.03832,0.13173,9.92736
0.355,-0.10299,0.16765,9.71180
0.403,-0.03353,0.08622,9.87227
0.457,-0.04072,0.06467,9.91299
0.502,-0.05988,0.10299,9.92017
0.561,-0.12933,0.17005,9.87467
0.603,0.00479,0.08622,9.87227
0.658,-0.04072,0.09580,9.81479
0.717,-0.09101,0.05030,9.87227
0.753,-0.08383,0.05748,9.78366
0.809,-0.00479,0.07664,9.87227
0.855,-0.05988,0.17723,9.91299
0.908,-0.07425,0.11017,9.81958
0.959,-0.03114,0.14131,9.86748
1.006,-0.05030,0.08622,9.91778
1.054,-0.07425,0.16765,9.89622
1.112,0.01437,0.13173,9.79084
1.157,-0.05748,0.10299,9.80282
1.218,-0.11017,0.08622,9.79323
1.257,-0.02156,0.04311,9.92257
1.305,0.00479,0.08622,9.86269
1.353,0.04790,0.17484,9.83635
1.408,-0.12215,0.14610,9.86988
1.461,-0.05269,0.11736,9.80521
1.510,-0.07664,0.13891,9.86509
1.555,-0.04072,0.09820,9.86030
1.604,-0.06946,0.12215,9.95849
1.653,-0.10778,0.06706,9.78605
1.720,-0.03114,0.08862,9.89383
1.753,-0.09341,0.11736,9.83395
1.806,-0.03593,0.06946,9.88425
1.851,-0.06946,0.08383,9.86030
1.908,-0.01198,0.07185,9.88185
1.954,-0.06946,0.03593,9.86748
2.002,-0.00958,0.17244,9.75731
2.058,0.03593,0.08622,9.86269
2.108,-0.06946,0.13173,9.84114
2.160,0.01198,0.05748,9.84114
2.202,-0.06706,0.08143,9.90341
2.257,0.08622,0.12215,9.78126
2.300,-0.05988,0.20358,9.88425
2.372,-0.04790,0.13652,9.80282
2.402,-0.08143,0.10059,9.83635
2.459,-0.06227,0.13652,9.88425
2.507,0.01437,0.10299,9.91778
2.555,-0.06467,0.09580,9.94891
2.606,-0.00240,0.07185,9.91299
2.654,-0.02395,0.09341,9.88664
2.710,-0.02874,0.18681,9.87706
2.766,-0.10538,0.12454,9.78605
2.807,-0.09101,0.11017,9.86269
2.857,-0.06706,0.10538,9.81479
2.901,-0.07664,0.18442,9.82677
2.960,0.01437,0.13652,9.98484
3.003,-0.03593,0.12454,9.84832
3.063,-0.07904,0.17244,9.86030
3.103,-0.04072,0.13173,9.84593
3.159,-0.03353,0.15807,9.90101
3.210,-0.04551,0.14610,9.88425
3.257,-0.07664,0.10538,9.80042
3.309,-0.05988,0.11257,9.91059
3.356,0.03114,0.09341,9.90101
3.418,-0.13173,0.04790,9.85072
3.458,-0.03832,0.08622,9.83156
3.513,-0.02395,0.06467,9.95849
3.551,-0.05509,0.06227,9.87946
3.613,-0.08143,0.08862,9.90341
3.657,-0.06706,0.00958,9.86748
3.709,0.01198,0.07664,9.92017
3.757,0.05988,0.15328,9.86509
3.815,-0.07425,0.13891,9.82916
3.852,-0.05030,0.16526,9.85790
3.905,-0.14131,0.11736,9.92736
3.952,-0.04551,0.13891,9.87946
4.014,-0.02156,0.11017,9.87946
4.053,-0.09341,0.06227,9.90341
4.110,-0.03353,0.09580,9.76449
4.152,-0.04551,0.13891,9.94891
4.206,-0.07425,0.09580,9.56571
4.253,-0.01198,0.04311,9.76689
4.310,-0.04311,0.12933,9.88664
4.353,-0.02156,0.09820,9.88904
4.409,-0.00240,0.18681,9.87706
4.453,-0.12933,0.01677,9.81479
4.507,-0.06227,0.04311,9.85072
4.551,-0.07904,0.13173,9.90101
4.601,0.01198,0.08862,9.86509
4.657,-0.08383,0.13412,9.86748
4.711,0.06227,0.10538,9.84832
4.760,-0.03832,0.17005,9.87227
4.802,-0.07425,0.08862,9.91299
4.859,-0.12454,0.12215,9.86269
4.903,0.00000,0.07185,9.83635
4.967,-0.04072,0.16526,9.87706
5.003,-0.05030,0.14131,9.86030
5.056,-0.03114,0.17005,9.74773
5.101,-0.05269,0.08862,9.86748
5.162,-0.10059,0.09820,9.75492
5.201,-0.03832,0.10778,9.86988
5.264,-0.03353,0.11736,9.82677
5.301,-0.11496,0.10299,9.85311
5.376,-0.00719,0.17963,9.94173
5.405,-0.07425,0.14370,9.92017
