time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.014,-0.37394,0.15294,0.13195
0.055,-0.41069,-0.10752,0.04832
0.104,0.22208,-0.13095,-0.06566
0.154,0.05589,-0.08941,0.01690
0.207,-0.03305,-0.04467,0.00465
0.251,0.10064,-0.06118,0.02915
0.301,0.15656,-0.01963,0.04619
0.355,0.02553,-0.01111,0.06004
0.407,0.02713,-0.05905,-0.05181
0.451,0.05483,-0.07875,0.06697
0.510,0.10436,-0.15758,-0.24729
0.555,-0.13266,0.00806,-0.17112
0.606,0.77282,0.76600,-0.42092
0.650,0.61622,0.15347,-0.17538
0.708,0.10010,0.07677,-0.23930
0.753,0.14804,0.16679,-0.45927
0.807,0.51023,0.09755,-0.57858
0.852,-0.06182,-0.06171,-0.18018
0.911,0.42022,0.00221,-0.23823
0.952,0.19172,0.05387,-0.25421
1.013,0.06761,0.04428,-0.23717
1.056,0.15656,0.10660,-0.35807
1.120,0.36482,-0.00046,-0.32452
1.158,0.01009,0.00753,-0.03157
1.213,0.13259,0.06772,0.18255
1.252,-0.08152,0.21153,0.19213
1.306,0.07454,-0.01644,0.45046
1.352,0.17893,0.75268,0.91758
1.404,-0.41016,1.60543,0.48615
1.456,-1.17449,3.34554,0.25445
1.505,-0.86609,3.84994,0.83129
1.550,-2.00326,1.73273,0.31943
1.603,-1.50845,1.82967,0.45472
1.650,-1.35505,1.46109,0.53302
1.703,-1.96331,2.02514,0.20598
1.758,-1.36304,1.29011,0.27363
1.801,-0.49538,0.05653,-0.66594
1.866,0.60024,-1.02045,-1.03878
1.902,0.04258,-3.26869,-0.97113
1.955,-0.33666,-1.67665,-0.23983
2.006,0.45803,-2.85110,-0.33198
2.063,-0.00269,-1.12165,-0.00174
2.107,0.74086,-3.05457,0.02009
2.158,0.67215,-2.77068,-0.04169
2.203,0.76376,-2.65882,-0.13384
2.269,0.50863,-0.84415,0.20066
2.300,0.38506,-0.26624,0.05844
2.360,0.09957,-0.65506,0.28162
2.402,-0.08046,0.45228,0.21131
2.462,-0.17260,1.58945,-0.16846
2.505,-0.28179,2.57695,-0.09815
2.557,0.52514,2.56417,-1.32427
2.609,-0.63759,-0.35519,0.09360
2.660,0.04471,1.11168,-0.36713
2.710,-0.89113,2.69147,-0.08856
2.756,-1.88661,2.77402,0.06377
2.802,-1.71990,3.83343,-1.08086
2.855,-0.95983,1.33325,-1.97994
2.909,-1.24213,1.01847,-3.54854
2.954,-0.01441,0.95775,-2.57915
3.003,-0.21841,3.45206,-4.27825
3.053,-0.32600,1.44564,-1.65557
3.112,-0.90764,1.13458,-2.68355
3.158,-2.09754,-1.30541,-1.46915
3.216,1.68841,-1.87532,-2.52322
3.252,-3.07119,1.77907,0.36098
3.318,-1.48075,-0.29926,1.02783
3.349,-2.00646,0.23710,2.53625
3.406,-1.09512,1.12819,4.20605
3.454,-0.00056,-0.68809,1.53543
3.506,-0.12893,-2.79411,-1.01002
3.551,0.54698,-0.39194,-0.32186
3.604,0.50331,-0.54214,-0.77193
3.650,-0.32440,-1.32139,-1.02866
3.705,-0.04637,-0.09420,-1.31149
3.754,-0.38246,-0.13894,-0.11147
3.805,-1.39233,-2.15922,0.43502
3.851,-2.14494,-0.93363,2.58312
3.906,-0.91776,-0.12829,2.47233
3.960,0.94219,-0.93310,-0.37778
4.003,-0.14065,0.83684,-0.92693
4.053,0.65937,0.74470,-3.27690
4.121,-0.84319,-0.08302,-3.65294
4.151,-0.54704,-2.05429,-0.76767
4.227,0.05483,-0.27476,0.05259
4.255,0.14271,-0.28382,-0.26699
4.303,-0.21362,0.40061,-0.56420
4.351,0.13526,0.34203,-2.14079
4.405,0.14964,0.20248,-3.42284
4.456,-1.34919,-0.82764,-4.47745
4.506,-1.20005,-1.61327,-2.39060
4.564,-1.03653,-5.15953,-1.25662
4.604,-0.31961,-0.82657,1.02198
4.661,1.56644,2.11835,1.24036
4.704,0.14058,3.19214,2.83079
4.756,0.19331,-0.45053,0.17030
4.805,0.15656,0.13430,-0.46300
4.855,0.09584,0.10074,0.04087
4.905,0.09158,0.25361,0.00838
4.957,0.13100,0.17691,0.02063
5.007,0.09691,0.18437,0.03661
5.054,0.04151,0.14868,0.03288
5.106,0.05643,0.06080,0.03235
5.158,-0.00323,-0.00845,0.03181
5.202,-0.02773,-0.11284,0.02649
5.257,-0.06341,-0.14533,0.05631
5.300,-0.13585,-0.06917,0.03607
5.369,-0.05596,-0.01857,0.03448
5.403,-0.02773,0.07198,0.03341
5.460,-0.00216,0.07518,0.02968
5.502,-0.01654,0.05068,0.01850
5.556,-0.00589,0.05600,0.00571
5.600,0.02181,0.07198,0.01051
5.651,0.01541,0.10021,0.00252
5.700,0.02767,0.05973,0.00039
5.771,0.03512,0.03896,-0.01027
5.818,0.05376,0.02671,-0.01506
5.853,0.10436,0.02990,-0.01559
5.907,0.21355,0.04854,-0.01186
5.951,0.11981,0.07198,-0.00334
6.001,0.10490,0.00487,0.01743
6.050,0.12088,-0.00472,0.00571
6.112,0.10330,0.07677,-0.00387
6.156,0.10916,0.04002,-0.02092
6.209,0.15816,0.09009,-0.01399
6.256,0.38932,0.04162,-0.02465
6.304,0.43247,0.12471,0.03501
6.354,0.12354,-0.04254,0.01264
6.407,-0.05063,-0.05052,0.01317
6.452,-0.10176,-0.06704,0.00838
6.511,-0.08046,0.03842,0.01690
6.553,-0.07620,0.04002,0.00412
6.607,-0.16142,-0.05372,0.02116
6.654,-0.19178,-0.05585,0.03927
6.710,-0.15396,-0.06544,0.01424
6.752,-0.10922,-0.02869,0.03554
6.803,-0.06128,0.08530,0.02595
6.854,0.00263,0.05866,-0.00068
6.907,0.03086,0.02830,-0.00281
6.957,-0.01122,0.01126,-0.00387
7.001,-0.01068,-0.05106,-0.01027
7.053,0.04471,0.01392,-0.00015
7.102,0.09211,0.03416,-0.01399
7.166,0.08785,-0.00845,-0.02198
7.201,0.00263,0.02830,-0.00600
7.256,-0.09218,-0.05425,0.00412
7.307,-0.12307,-0.02336,0.02223
7.356,-0.15663,-0.03028,-0.00387
7.402,-0.17633,-0.08195,-0.00867
7.461,-0.15343,-0.05745,0.01796
7.507,-0.09377,-0.14267,-0.01719
7.558,-0.01122,-0.11018,-0.02891
7.601,0.01435,-0.13628,-0.02837
7.660,0.01648,-0.11071,-0.03903
7.700,0.05589,-0.10272,-0.03903
7.754,0.13419,-0.05479,-0.03796
7.812,0.18319,-0.00046,-0.03636
7.854,0.16029,0.04641,-0.01346
7.901,0.14484,-0.01431,-0.01506
7.968,0.13526,0.04641,0.00092
8.003,0.04844,0.05014,0.01530
8.070,-0.01388,0.02724,0.00625
8.101,-0.04957,0.04002,0.01743
8.160,-0.02027,0.04375,0.02755
8.203,-0.02613,0.03949,0.02009
8.262,-0.03998,-0.02869,0.01317
8.311,-0.09218,-0.03401,0.01530
8.354,-0.08312,-0.04573,0.02755
8.400,0.03139,0.02937,0.00891
8.465,0.07507,0.04801,-0.00121
8.513,0.06495,-0.02815,-0.00174
8.557,0.01914,-0.06650,-0.00707
8.615,-0.00642,-0.04520,0.01211
8.657,0.00796,-0.00951,0.00092
8.717,0.02660,0.00753,0.00678
8.752,0.08199,0.07092,0.01104
8.806,0.09584,0.03629,-0.00228
8.857,-0.01281,-0.02975,0.02063
8.905,-0.08312,-0.03774,0.03235
8.964,-0.11135,-0.03561,0.03288
9.011,-0.09963,-0.02602,0.03927
9.051,-0.04744,0.01073,0.02489
9.107,0.00689,-0.02496,0.00145
9.154,0.01275,-0.02602,0.01637
9.204,0.02127,-0.04040,0.01370
9.258,0.01328,0.03736,0.01157
9.303,-0.01388,0.06186,0.00518
9.362,0.01541,-0.01537,0.01317
9.403,0.03406,0.00380,0.03235
9.458,-0.00802,0.02511,0.01796
9.507,-0.04477,0.03150,0.04406
9.554,-0.06182,0.02298,0.02862
9.611,-0.05702,0.00966,0.02702
9.650,-0.04424,-0.03348,0.01690
9.703,-0.06128,-0.00312,0.00997
9.750,-0.06661,0.02351,0.01051
9.811,-0.01175,0.03416,0.00571
9.870,0.04098,0.02830,-0.00707
9.901,0.07134,-0.00898,0.00039
9.956,0.09531,-0.03721,-0.01612
10.003,0.02926,0.00434,-0.01612
10.061,0.01328,0.00274,-0.02092
10.104,0.04791,0.03736,-0.00547
10.165,0.12034,0.01073,-0.02358
10.207,0.07720,0.03736,0.02702
10.265,-0.00163,0.04641,0.00838
10.300,-0.09271,0.05494,0.01424
10.361,-0.12041,0.00114,0.03075
10.403,-0.11348,-0.02336,0.02968
10.462,-0.06128,-0.02336,0.00518
10.501,-0.08685,-0.07396,0.02382
10.556,-0.07780,-0.01324,-0.00228
10.601,-0.00536,-0.00046,0.01264
10.653,0.03885,0.01446,0.00199
10.705,0.03565,0.01499,-0.00228
10.759,0.01382,-0.05425,-0.00174
10.810,-0.02293,-0.01164,0.00518
10.852,-0.03252,-0.03242,-0.00121
10.911,-0.01068,-0.00046,0.00518
10.964,-0.00376,0.06186,-0.00387
11.000,-0.00642,0.04056,0.00944
11.053,0.01808,0.00274,0.00678
11.107,0.05163,0.00274,0.00784
11.161,0.02873,0.00540,-0.00760
11.216,0.00743,-0.02709,0.00252
11.251,0.00689,-0.03934,-0.00281
11.305,0.00103,-0.02762,-0.00441
11.354,-0.00749,-0.06278,-0.00973
11.423,0.00849,-0.03188,-0.01027
11.454,0.00157,0.00061,-0.00600
11.505,0.07187,-0.01484,-0.02092
11.554,0.08040,0.08423,-0.01559
11.604,0.07081,0.05973,-0.03264
11.667,0.01595,0.07198,-0.02039
11.705,-0.00642,0.01978,-0.02039
11.749,-0.01122,-0.02656,-0.00547
11.807,-0.02453,-0.03348,-0.00121
11.854,-0.02134,-0.01218,-0.00973
11.904,-0.00110,0.00061,-0.00654
11.954,-0.00216,-0.03082,-0.00973
12.011,-0.00216,-0.04680,-0.01453
12.062,-0.02986,-0.02176,-0.00867
12.103,-0.02400,-0.04200,-0.02145
12.151,-0.00429,-0.02869,-0.01719
12.206,0.01009,-0.00685,-0.00707
12.251,0.03938,0.00753,-0.01133
12.308,0.05270,0.01499,-0.00600
12.350,0.05483,0.02511,0.00358
12.401,0.01062,0.02032,0.00092
12.464,-0.00909,0.02671,0.01157
12.506,0.00050,0.01659,0.01051
12.562,0.02287,0.02990,0.00997
12.606,-0.00855,-0.00685,0.00944
12.656,-0.02507,0.01126,0.01477
12.702,-0.00749,0.01339,0.01477
12.761,0.00316,0.03044,0.02169
12.807,-0.01335,0.01872,0.01690
12.858,-0.00749,0.06399,0.03980
12.901,-0.02560,0.00487,0.02382
12.955,-0.03625,-0.01111,0.03075
13.004,-0.04211,-0.02443,0.03394
13.055,-0.04584,-0.03455,0.02169
13.111,-0.01921,-0.02975,0.02223
13.164,-0.01175,-0.02869,0.02649
13.201,-0.03039,-0.02709,0.02009
13.255,-0.02879,-0.03827,0.01370
13.303,-0.01335,-0.00472,0.02116
13.368,0.04684,0.07997,0.02649
13.402,0.02980,0.07092,0.01104
13.453,-0.01335,0.07518,0.01317
13.505,-0.02400,0.00114,0.00145
13.558,-0.02613,0.02511,0.00412
13.601,0.02980,-0.01058,-0.00973
13.653,0.05110,0.02511,-0.01240
13.700,0.05696,0.05014,-0.03849
13.765,0.06175,0.05068,-0.03530
13.807,0.04045,0.07092,-0.01879
13.852,0.06548,0.03523,-0.02358
13.914,0.03938,0.00966,-0.02145
13.950,0.02500,0.02245,-0.02411
14.017,0.01648,0.00114,-0.03264
14.056,0.01595,0.01286,-0.01985
14.107,0.03512,0.03416,-0.02411
14.155,0.02500,0.00487,-0.02784
14.206,0.02447,-0.00152,-0.01399
14.253,0.03086,0.00753,-0.01399
14.311,0.01115,0.02724,-0.00867
14.350,-0.00163,0.00753,-0.00334
14.412,0.01062,0.00806,0.00145
14.451,-0.00163,0.01233,-0.00760
14.507,-0.00483,0.02884,0.01317
14.551,0.02607,0.00593,0.01903
14.605,0.05909,0.02138,-0.00281
14.653,-0.00536,-0.02336,0.00891
14.703,-0.02240,-0.00845,0.00944
14.750,-0.01335,-0.01644,0.00465
14.803,-0.00056,-0.03614,0.00997
14.852,-0.02666,-0.01271,0.02223
14.910,-0.05170,0.04801,0.01956
14.952,-0.03305,0.03576,0.02542
15.001,-0.01654,0.03257,0.01850
15.051,-0.01495,-0.00046,0.02169
15.108,-0.01441,-0.00845,0.01637
15.167,-0.03572,-0.02123,0.00784
15.207,-0.01548,-0.07183,0.00997
15.263,0.01648,-0.05638,0.00891
15.308,0.04577,-0.04626,0.00145
15.357,0.03992,-0.08195,-0.02252
15.400,-0.00163,-0.04573,-0.00228
15.459,0.01382,-0.01058,-0.00973
15.502,0.00157,-0.02336,0.00625
15.563,0.00476,-0.01697,0.00731
15.604,-0.02453,-0.03774,0.00571
15.654,-0.08898,-0.06331,0.01424
15.700,-0.05329,-0.02549,0.01424
15.761,-0.00376,-0.01377,-0.00068
15.806,0.01914,0.03416,-0.00068
15.860,0.07187,0.04908,-0.00174
15.907,0.06069,0.04162,-0.00547
15.963,0.03086,0.00913,0.00252
16.007,-0.01548,0.01605,-0.00760
16.060,0.00263,0.00434,-0.02252
16.100,0.03725,0.00061,-0.02678
16.153,0.04897,-0.01271,-0.03104
16.201,0.04364,-0.00312,-0.03956
16.254,0.02500,0.02671,-0.04009
16.319,0.02447,0.02884,-0.02305
16.354,0.07613,0.01552,-0.02731
16.400,0.06974,0.08210,-0.00441
16.451,0.06761,0.09595,-0.01772
16.516,0.01062,0.08956,0.00784
16.558,-0.01122,0.02990,-0.00121
16.614,-0.01548,0.04588,0.01264
16.650,-0.00376,0.01765,0.02063
16.714,-0.05063,0.02671,0.03501
16.758,-0.09271,0.01552,0.04460
16.805,-0.05756,-0.00099,0.03235
16.852,-0.05329,0.00221,0.04193
16.906,-0.02400,-0.01004,0.04619
16.951,-0.06341,-0.05266,0.05525
17.009,-0.13639,-0.12509,0.05472
17.051,-0.10869,-0.11284,0.02915
17.111,-0.12413,-0.05585,0.05205
17.156,-0.08099,-0.07343,0.01637
17.213,-0.04850,-0.02869,0.00518
17.256,0.01222,-0.01484,0.00571
17.303,0.05323,0.00008,0.00199
17.369,0.02340,0.04269,-0.00654
17.407,-0.00696,0.00167,-0.01825
17.453,-0.01015,0.02404,-0.01559
17.510,0.00902,0.01659,-0.02092
17.556,0.04631,0.02564,-0.03583
17.602,0.07773,0.01233,-0.03636
17.651,0.10490,-0.01324,-0.03104
17.707,0.09052,0.02032,-0.01879
17.751,0.09584,0.01925,-0.02039
17.801,0.04258,-0.01218,-0.01453
17.857,-0.00962,0.00593,-0.00547
17.903,-0.00589,0.02085,0.00199
17.961,-0.03146,0.03150,-0.00654
18.004,-0.05276,-0.00685,0.00625
18.063,-0.07300,-0.01857,0.01104
18.105,-0.04584,0.00061,0.00358
18.156,-0.03092,0.02564,-0.00174
18.202,-0.03252,0.00700,0.03021
18.257,-0.02080,-0.01218,0.01690
18.302,-0.03359,0.01552,0.03767
18.361,-0.02453,-0.00898,0.00678
18.401,-0.03092,-0.00525,0.02116
18.458,0.01222,-0.00259,0.00358
18.511,0.00423,-0.00419,0.00625
18.554,-0.01654,-0.02815,-0.00654
18.601,0.00636,0.02884,0.00571
18.654,0.04684,-0.01377,-0.01399
18.700,0.04311,0.00647,0.00199
18.765,0.02607,-0.02123,0.00039
18.802,-0.00110,-0.00845,0.00465
18.853,-0.02027,-0.03668,0.00305
18.905,0.00796,-0.00632,0.00997
18.953,0.00263,0.00753,-0.00813
19.000,-0.00056,0.00221,-0.00441
19.053,-0.00056,-0.02123,-0.01559
19.100,-0.00216,0.00860,-0.00760
19.155,0.00796,0.00380,-0.01559
19.208,0.01115,0.01552,-0.02092
19.254,0.02500,0.01392,-0.01453
19.318,0.02021,0.00008,-0.00334
19.351,0.00316,0.00860,-0.00973
19.415,0.00157,-0.00578,-0.01612
19.451,0.01861,0.00274,-0.01506
19.507,0.00423,0.01126,-0.00334
19.552,0.01062,0.01978,0.00518
19.612,0.00157,0.01818,0.00731
19.654,0.00423,-0.00738,-0.00494
