time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.011,0.09007,-0.33126,0.01866
0.048,-0.01486,0.00536,-0.00158
0.104,0.00165,-0.00529,0.00214
0.153,0.00059,-0.00955,0.00001
0.199,0.00591,-0.00582,0.00747
0.251,0.00964,-0.00423,0.00214
0.298,0.00538,-0.00423,-0.00531
0.350,0.00751,-0.00156,-0.01064
0.407,-0.01220,-0.00210,-0.00158
0.445,0.00485,-0.00742,0.00641
0.499,-0.00048,0.00323,0.00747
0.549,-0.00421,-0.00316,0.00534
0.599,0.00325,-0.00263,0.01280
0.643,-0.00953,-0.00902,0.00001
0.697,0.00059,-0.00636,0.00587
0.746,0.00165,0.00057,-0.00052
0.797,-0.00314,-0.00263,0.00055
0.845,0.00059,-0.00849,0.00161
0.900,-0.00474,0.00004,0.00001
0.951,-0.00314,0.00163,0.01226
0.996,0.00378,-0.00316,0.01013
1.057,0.00591,-0.00423,0.00641
1.096,-0.00794,0.01335,0.00641
1.151,0.00218,-0.00689,-0.00798
1.197,-0.01166,-0.00050,0.00268
1.256,0.00272,-0.00795,-0.00478
1.309,-0.00527,-0.01008,0.00641
1.351,0.00698,0.00749,0.00268
1.396,-0.00900,-0.00050,0.00268
1.454,-0.00314,-0.00529,0.00428
1.496,0.00059,-0.01222,0.00268
1.555,-0.00048,-0.00263,-0.00425
1.599,-0.00900,-0.01488,0.00587
1.648,0.01071,0.00696,0.00694
1.698,-0.00740,-0.00476,-0.00052
1.748,0.00751,0.01016,0.00161
1.796,-0.00101,-0.00156,0.00001
1.848,-0.00048,-0.00582,-0.00158
1.897,0.00485,0.01122,0.00641
1.953,-0.00634,0.00217,0.00161
1.995,0.00538,-0.00369,0.00854
2.049,-0.00367,-0.00742,-0.00105
2.096,-0.00367,-0.00529,0.00268
2.150,0.00165,0.00057,0.00108
2.196,0.00698,0.00323,0.00907
2.248,-0.00847,0.00110,0.00747
2.296,-0.01220,-0.00210,-0.00052
2.346,0.00432,-0.00529,0.00268
2.405,-0.00953,0.00270,0.00001
2.471,0.00485,0.01548,0.00214
2.514,0.00112,-0.00263,-0.00691
2.546,0.00325,-0.00156,0.00747
2.596,-0.00208,-0.00582,-0.00105
2.644,-0.00154,0.00057,0.00481
2.702,0.00485,-0.00689,0.00268
2.747,-0.00580,-0.00103,0.00374
2.805,0.00378,-0.00902,-0.00371
2.846,-0.00527,-0.00476,-0.00638
2.906,-0.00953,-0.00156,0.00161
2.948,0.00751,0.00004,0.00055
2.998,0.00165,-0.00742,0.00268
3.045,-0.00740,0.00217,0.00268
