time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.011,-0.15807,-0.44308,11.32365
0.048,-0.10538,0.38560,9.64714
0.104,-0.08383,0.12215,10.04950
0.153,0.09341,0.07185,9.79084
0.199,-0.06467,0.08383,9.98005
0.251,0.04311,0.11017,9.92736
0.298,-0.09341,0.23711,9.96328
0.350,0.04790,0.09101,9.79563
0.407,0.03832,0.13652,9.96568
0.445,0.00958,0.12454,9.71899
0.499,0.00000,0.05988,9.98244
0.549,-0.00479,0.10538,9.69025
0.599,-0.05030,0.15807,9.98963
0.643,0.05509,0.15807,9.79563
0.697,-0.00719,0.09820,10.08303
0.746,-0.01437,0.13412,9.72857
0.797,0.08622,0.08383,9.89622
0.845,-0.03353,0.13891,9.77886
0.900,0.01916,0.12215,9.99681
0.951,0.01198,0.17723,9.92017
0.994,0.01198,0.09820,9.93933
1.057,0.01916,0.12454,9.76689
1.096,-0.02395,0.17963,9.90341
1.151,-0.01677,0.10299,9.81000
1.197,-0.02395,0.11736,9.85790
1.256,-0.02635,0.07664,9.84832
1.309,0.01916,0.11736,9.89383
1.351,-0.00479,0.08622,9.81958
1.396,-0.00479,0.05988,9.94891
1.454,0.05748,0.20597,9.84114
1.496,-0.05988,0.11496,9.87946
1.555,0.03593,0.12454,9.83156
1.599,0.01437,0.10299,9.89383
1.648,-0.06706,0.12933,9.87946
1.698,0.01198,0.13173,10.01358
1.748,-0.06946,0.10299,9.80521
1.796,-0.01198,0.02395,9.91299
1.848,0.03593,0.16526,9.75492
1.897,-0.08862,0.12694,9.95610
1.953,-0.03593,0.18442,9.87467
1.995,0.04072,0.11017,9.96089
2.049,-0.02395,0.06946,9.80042
2.096,-0.09341,0.17005,10.00879
2.149,-0.05509,0.10538,9.77886
2.196,0.00719,0.14849,9.82916
2.248,-0.08383,0.13891,9.76929
2.296,0.04790,0.18681,10.00400
2.346,0.09341,0.12933,9.78845
2.405,-0.02156,0.18202,9.91538
2.471,-0.00240,-0.01916,9.83874
2.510,0.01916,0.12215,9.94891
2.546,0.00958,0.06706,9.82437
2.596,-0.04551,0.12454,9.94652
2.644,-0.00479,0.11975,9.73096
2.702,-0.05269,0.07425,9.81958
2.747,-0.06467,0.11257,9.81240
2.805,0.03593,0.06227,9.90341
2.845,-0.07904,0.11257,9.87467
2.906,-0.00719,0.03114,9.94412
2.947,0.03832,0.11496,9.84114
2.998,-0.01677,0.05748,9.88425
3.045,-0.06946,0.11736,9.97526
3.100,-0.05748,0.04311,9.82677
3.146,0.06227,0.03832,9.85311
3.199,-0.06227,0.08383,9.93215
3.246,0.00958,0.15568,9.80521
3.305,-0.14849,0.05269,9.90820
3.349,-0.09580,0.05988,9.75012
3.398,0.06467,0.14610,9.92257
3.447,0.07425,0.10538,9.91299
3.499,0.02156,0.05748,9.87227
3.545,-0.04072,0.10299,9.79803
3.618,0.02635,0.10059,9.90101
3.652,0.01437,0.05748,9.85551
3.698,0.04072,0.16765,9.81000
3.744,0.03114,0.08383,9.87467
3.797,-0.01198,0.11736,9.81479
3.865,-0.05988,0.24669,9.85072
3.902,0.06467,0.14849,9.92496
