time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.011,-0.01677,3.90628,10.44947
0.060,0.79036,4.59844,9.30465
0.110,0.68977,4.14099,9.03162
0.158,0.89574,3.95418,8.08319
0.206,0.80952,4.32780,9.45314
0.258,0.96280,4.29427,8.86397
0.304,1.00112,4.25835,8.28437
0.362,1.09692,4.32780,9.16095
0.405,0.84305,4.30146,8.32988
0.453,1.14482,4.34696,8.81128
0.508,0.77599,4.37810,8.83283
0.557,0.61552,4.26792,9.05796
0.607,1.58550,4.37331,8.51190
0.652,1.03944,4.40923,8.49274
0.716,1.40588,4.46432,8.90229
0.763,0.70893,4.31822,8.61728
0.815,0.71851,4.21763,8.91426
0.854,0.60594,4.22721,8.45681
0.908,0.45026,4.13620,8.93103
0.952,0.86700,4.27032,8.66279
1.016,0.89574,4.27511,8.96695
1.060,0.90053,4.16254,8.87355
1.107,1.07297,4.13141,8.86397
1.156,0.78796,4.01166,8.92863
1.203,1.20469,4.14578,8.97414
1.257,0.89334,3.92544,9.32381
1.306,0.96040,4.03321,8.66518
1.354,0.92687,3.95897,9.16813
1.408,0.74964,4.00447,8.74661
1.459,0.50774,3.96376,9.10107
1.526,0.34728,3.93023,9.02204
1.563,0.36404,3.98531,9.07712
1.605,0.37841,3.75060,9.29268
1.653,0.75683,3.99489,9.07952
1.709,0.87658,4.00447,9.09149
1.772,0.87418,3.95657,9.05078
1.812,1.12566,4.01166,8.77535
1.860,1.14482,4.04279,9.30944
1.908,1.04423,4.29906,9.41961
1.958,0.78317,3.48475,7.87482
2.004,0.46463,3.46080,8.98132
2.063,1.09213,3.39614,9.54415
2.107,1.47773,4.42600,8.83283
2.168,-0.00240,4.67987,5.59956
2.204,0.75204,4.04279,8.07840
2.268,0.85023,4.21523,9.82198
2.302,0.78796,3.61408,10.18602
2.360,0.78078,3.38895,8.88552
2.403,0.98914,2.33035,9.81000
2.459,0.97238,3.32429,9.55373
2.504,0.50295,3.17580,8.32269
2.557,-0.71372,4.02603,7.92991
2.602,-0.41194,3.02251,10.67460
2.656,-0.43589,4.16015,8.34425
2.705,-0.41434,3.77934,8.91666
2.756,-1.41546,4.59365,9.02922
2.806,-1.40588,4.41881,9.51062
2.854,-1.41067,4.45953,9.14658
2.903,-1.18074,3.98531,8.43286
2.956,-1.12087,4.40444,8.74901
3.002,-1.09213,4.46911,8.41610
3.058,-1.02267,4.39965,9.21843
3.104,-1.06099,4.54814,8.52866
3.154,-1.07536,4.57209,8.64602
3.203,-1.03225,4.64873,8.49274
3.254,-1.15679,4.43797,8.61968
3.304,-0.95322,4.33978,8.50950
3.357,-0.98435,4.50264,8.68674
3.418,-0.83347,4.43558,8.64363
3.461,-0.71611,4.52180,8.71308
3.521,-0.55085,4.50024,8.55741
3.560,-0.75922,4.81399,7.14674
3.608,-1.29092,4.05956,10.43271
3.652,-1.82500,4.13620,8.84481
3.709,-1.56155,4.09788,8.30593
3.754,-1.84417,4.01405,8.96935
3.812,-1.59269,4.00687,8.87355
3.860,-1.81063,3.91586,9.48188
3.907,-1.51126,3.61648,8.19097
3.960,-1.56634,3.57816,10.08782
4.013,-1.27415,3.43446,9.49865
4.054,-0.70174,3.39374,10.30577
4.110,-0.11257,3.42967,8.97414
4.153,0.37602,4.35894,7.49881
4.219,-0.68019,5.06547,7.25691
4.255,-0.39039,4.88105,8.88792
4.304,-0.46224,4.86189,8.32988
4.361,-0.93166,5.28581,7.71196
4.406,-0.61792,4.90500,8.62447
4.454,-0.57241,5.02236,8.54064
4.503,-0.78078,5.09421,8.53106
4.561,-0.67061,5.23312,8.53825
4.620,-0.78796,5.19719,8.44963
4.657,-0.72809,5.13732,8.57178
4.705,-0.57480,4.84991,9.15856
4.770,-0.70174,4.97925,8.36341
4.804,-0.72090,5.01517,8.71308
4.863,-0.61792,4.87865,7.99937
4.903,-0.52211,4.82836,8.59573
4.962,-0.57959,5.00080,8.54064
5.010,-0.63947,4.99122,8.55741
5.059,-1.17116,5.39598,7.75268
5.103,-0.88137,5.09660,8.32509
5.158,-0.52451,4.96727,8.58136
5.215,-0.64905,4.99122,8.57178
5.258,-0.99393,5.49417,8.52148
5.309,-1.03944,5.42951,8.07840
5.373,-1.89925,5.76002,5.81271
5.404,-1.58311,5.48699,9.01246
5.457,-0.46703,4.08830,6.86892
5.505,-1.51605,5.75763,8.33467
5.556,-0.72809,5.08942,10.08543
5.602,-0.51493,4.66071,8.07122
5.654,-0.56522,4.53138,8.51908
5.702,-0.68977,4.74932,8.86636
5.760,-0.84544,4.74453,8.79930
5.804,-1.07536,5.01517,8.80888
5.858,-1.66214,5.39598,7.32876
5.905,-1.82740,5.03673,7.47725
5.958,-1.36037,4.40444,10.91410
6.003,-0.85981,3.42009,6.45218
6.054,-1.46575,4.15536,10.38960
6.109,-1.33642,3.92304,9.09149
6.153,-1.04902,3.73623,9.51062
6.208,-1.31487,3.89430,9.61361
6.259,-1.29092,3.67157,8.66518
6.306,-1.48252,4.00447,8.39215
6.352,-1.52323,3.96376,8.13828
6.409,-1.63819,4.09309,8.33946
6.455,-1.68609,4.17452,8.49274
6.509,-2.28964,4.69903,7.88440
6.555,-2.50998,4.08351,8.98851
6.607,-2.46208,4.31583,9.24478
6.652,-2.99856,4.15775,8.17660
6.706,-2.96264,4.55054,9.27112
6.764,-2.03577,3.82724,7.98260
6.806,-1.64059,3.56379,8.03529
6.853,-1.61424,3.54463,8.09038
6.906,-2.69919,3.63564,7.79818
6.954,-3.33866,1.87291,9.47230
7.014,-2.62255,1.79387,11.74518
7.055,-2.91713,2.29682,8.73224
7.105,-3.20214,1.88967,10.90452
7.153,-2.12678,2.01900,10.22434
7.205,-0.44547,3.53984,8.76817
7.254,-0.68977,1.39151,10.17165
7.304,1.07776,-0.53169,9.36692
7.353,-0.09101,1.42743,10.17404
7.404,1.31247,0.38081,8.29874
7.458,0.03593,1.64538,7.11321
7.503,0.74246,-0.04790,9.31184
7.558,-1.18314,1.97829,11.38592
7.602,-0.48140,2.06690,12.49961
7.662,0.11017,1.37474,9.37650
7.701,0.03832,1.00591,9.81240
7.759,-0.06467,0.79036,9.58008
7.803,0.26345,0.85502,9.42201
7.855,0.28740,0.57001,9.96568
7.906,-0.57241,1.14242,10.87099
7.957,-1.17116,1.56155,8.49513
8.003,-1.08494,1.24302,9.49625
8.057,-1.08015,1.16877,10.07345
8.105,-0.90532,1.29331,10.17404
8.155,-1.14721,1.28134,9.77168
8.203,-1.56634,1.42264,9.45314
8.261,-1.96631,0.85981,8.48555
8.307,-2.49561,0.71851,7.84848
8.354,-3.68354,0.24669,7.48923
8.407,-3.93502,1.38193,6.10969
8.455,-6.71803,-0.72330,2.24653
8.504,-10.25308,-2.76864,3.74102
8.555,-8.47358,-3.84401,4.05716
8.604,-2.48843,-4.80680,1.62382
8.656,-8.90708,-5.76481,7.23296
8.709,-11.39790,-8.61249,6.57672
8.755,-14.69345,-9.35734,11.08415
8.814,-8.14067,-6.99346,5.98994
8.862,-9.31423,-6.16718,4.71579
8.925,-5.40795,-8.55741,-4.48348
8.961,-5.47501,-7.06770,-3.14706
9.008,-6.44260,-7.21380,-7.07728
9.058,-9.20646,-7.43654,-7.22338
9.110,-10.27703,-6.10251,-4.23200
9.155,-16.94716,-3.78413,3.13987
9.210,-10.52132,-3.14945,6.92400
9.253,-5.58040,-5.42711,5.42711
9.314,-9.78605,-5.43190,2.54112
9.354,-9.04120,-7.03657,-2.12678
9.408,-3.63564,-6.85934,-6.76833
9.459,-6.62223,-6.41147,2.47406
9.506,-5.93725,-3.82724,0.73048
9.556,-9.47470,-9.26394,-0.70414
9.606,-8.27719,-6.48571,1.93757
9.658,-7.84608,-8.79451,1.09213
9.710,-7.43414,-6.86413,1.16158
9.755,-7.51318,-6.33004,0.97717
9.807,-7.85566,-5.38400,0.84544
9.854,-7.75507,-5.74805,1.26457
9.905,-8.67955,-5.88456,0.56762
9.962,-8.05685,-5.30497,0.80233
10.005,-7.35032,-4.99601,0.85742
10.052,-8.06643,-6.61504,1.11368
10.107,-7.15153,-6.03784,1.70765
10.159,-5.80792,-8.38017,1.17356
10.220,-7.16590,-5.30257,0.82868
10.258,-6.80904,-6.81383,1.17595
10.303,-7.52036,-5.37921,1.38911
10.361,-6.59588,-8.54543,0.60354
10.409,-6.55996,-4.93374,0.98435
10.461,-5.33131,-9.11305,0.90532
10.505,-2.41657,-8.69392,-0.36883
10.569,-4.95769,-8.51908,3.33626
10.605,-2.77104,-8.18139,1.21188
10.656,-1.58550,-9.88425,0.47661
10.704,-1.36756,-8.87355,0.66821
10.757,4.62957,-31.41787,1.65017
10.803,3.70510,-9.21843,0.55085
10.859,2.63692,-9.55134,-0.76641
10.902,2.89558,-9.67348,0.04311
10.960,3.35303,-9.95849,-0.16526
11.006,2.98419,-9.62558,0.19160
11.053,3.04407,-9.49625,-0.20358
11.109,3.43206,-9.39806,-0.26585
11.154,3.42248,-9.29747,0.00719
11.204,2.41418,-9.42680,0.11975
11.253,1.57832,-9.82677,1.02746
11.311,1.81303,-9.78605,1.22146
11.362,2.75188,-9.49386,0.17723
11.402,2.32556,-8.96695,0.06227
11.455,1.47054,-9.80042,0.19639
11.510,1.89925,-9.80282,-0.04790
11.553,2.32077,-9.66869,0.30896
11.613,0.82868,-9.63037,1.17835
11.652,1.48012,-9.82916,0.36404
11.714,1.48491,-9.43398,-0.72330
11.769,2.11241,-9.71180,-1.41306
11.808,3.84880,-9.90820,-0.15089
11.853,2.53633,-9.95131,-0.53409
11.919,3.32668,-9.47470,-0.72090
