date,attributes,rDev,name
"Sep 12, 2015",look: 2.75 | smell: 2 | taste: 2.25 | feel: 2 | overall: 2.25,-18.8%,Coors | Coors Brewing Company
"Sep 04, 2015",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2.25,-23.2%,Coors | Coors Brewing Company
"Aug 05, 2015",look: 2 | smell: 1.75 | taste: 3 | feel: 3.5 | overall: 2.25,-6.3%,Coors | Coors Brewing Company
"Aug 02, 2015",look: 3 | smell: 2.75 | taste: 3 | feel: 3.25 | overall: 3,+9.6%,Coors | Coors Brewing Company
"Aug 01, 2015",look: 3.75 | smell: 2.75 | taste: 2.75 | feel: 3.25 | overall: 3,+7.4%,Coors | Coors Brewing Company
"Jul 28, 2015",look: 2 | smell: 1 | taste: 2.5 | feel: 2.5 | overall: 2.25,-24%,Coors | Coors Brewing Company
"Jul 24, 2015",look: 2.5 | smell: 2.5 | taste: 2.75 | feel: 2.5 | overall: 2.5,-4.1%,Coors | Coors Brewing Company
"Jul 24, 2015",look: 2.5 | smell: 2.75 | taste: 2.25 | feel: 3 | overall: 2.5,-7.4%,Coors | Coors Brewing Company
"Jul 21, 2015",look: 3.25 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3,+15.1%,Coors | Coors Brewing Company
"Jun 26, 2015",look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4,+46.1%,Coors | Coors Brewing Company
"Jun 20, 2015",look: 3.25 | smell: 2.25 | taste: 2.5 | feel: 3.75 | overall: 2.5,-3.7%,Coors | Coors Brewing Company
"Jun 18, 2015",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3,+6.3%,Coors | Coors Brewing Company
"Jun 16, 2015",look: 3 | smell: 3 | taste: 4 | feel: 4 | overall: 3.75,+34.7%,Coors | Coors Brewing Company
"Jun 09, 2015",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-26.2%,Coors | Coors Brewing Company
"Jun 09, 2015",look: 2.5 | smell: 1.75 | taste: 2 | feel: 2.75 | overall: 2.5,-20.7%,Coors | Coors Brewing Company
"May 25, 2015",look: 1.25 | smell: 1.5 | taste: 1.25 | feel: 1.5 | overall: 1.25,-50.6%,Coors | Coors Brewing Company
"May 07, 2015",look: 3.75 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+12.5%,Coors | Coors Brewing Company
"May 04, 2015",look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5,+59.8%,Coors | Coors Brewing Company
"Apr 23, 2015",look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4,+47.6%,Coors | Coors Brewing Company
"Apr 19, 2015",look: 4.5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75,+77.1%,Coors | Coors Brewing Company
"Apr 10, 2015",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+84.5%,Coors | Coors Brewing Company
"Apr 09, 2015",look: 2.5 | smell: 2.75 | taste: 2.75 | feel: 3 | overall: 3,+3.7%,Coors | Coors Brewing Company
"Mar 26, 2015",look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5,+29.2%,Coors | Coors Brewing Company
"Mar 22, 2015",look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25,+56.1%,Coors | Coors Brewing Company
"Mar 14, 2015",look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5,+79.7%,Coors | Coors Brewing Company
"Mar 03, 2015",look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75,-35.4%,Coors | Coors Brewing Company
"Feb 25, 2015",look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4,+41.7%,Coors | Coors Brewing Company
"Feb 22, 2015",look: 3 | smell: 3 | taste: 3.5 | feel: 4 | overall: 3.5,+25.5%,Coors | Coors Brewing Company
"Feb 21, 2015",look: 3 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5,+62%,Coors | Coors Brewing Company
"Feb 15, 2015",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,-11.4%,Coors | Coors Brewing Company
"Feb 08, 2015",look: 2.5 | smell: 2 | taste: 1.25 | feel: 1.25 | overall: 1.25,-44.3%,Coors | Coors Brewing Company
"Jan 27, 2015",look: 1.75 | smell: 2 | taste: 1.5 | feel: 2.25 | overall: 2,-33.2%,Coors | Coors Brewing Company
"Jan 21, 2015",look: 3 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,-9.2%,Coors | Coors Brewing Company
"Jan 19, 2015",look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3,+14.4%,Coors | Coors Brewing Company
"Jan 04, 2015",look: 1.5 | smell: 2.25 | taste: 1.75 | feel: 3.25 | overall: 2,-24%,Coors | Coors Brewing Company
"Jan 03, 2015",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 2.75,+1.5%,Coors | Coors Brewing Company
"Jan 01, 2015",look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 3.25 | overall: 3.25,+25.5%,Coors | Coors Brewing Company
"Dec 24, 2014",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,-7.7%,Coors | Coors Brewing Company
"Dec 10, 2014",look: 2.25 | smell: 2 | taste: 2.25 | feel: 2 | overall: 2.25,-19.9%,Coors | Coors Brewing Company
"Dec 08, 2014",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+84.5%,Coors | Coors Brewing Company
"Nov 15, 2014",look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5,+28%,Coors | Coors Brewing Company
"Nov 10, 2014",500 characters,-63.1%,Coors | Coors Brewing Company
"Oct 13, 2014",274 characters,+1.5%,Coors | Coors Brewing Company
"Oct 13, 2014",597 characters,+1.5%,Coors | Coors Brewing Company
"Oct 12, 2014",look: 2.5 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.25,+23.2%,Coors | Coors Brewing Company
"Oct 05, 2014","3,104 characters",+10.7%,Coors | Coors Brewing Company
"Oct 05, 2014",look: 2.5 | smell: 2.25 | taste: 3 | feel: 2.25 | overall: 2.75,-1.5%,Coors | Coors Brewing Company
"Sep 21, 2014",382 characters,+1.5%,Coors | Coors Brewing Company
"Sep 19, 2014",look: 2 | smell: 1 | taste: 2.5 | feel: 2.25 | overall: 2.25,-24.7%,Coors | Coors Brewing Company
"Sep 06, 2014",look: 2.5 | smell: 2.25 | taste: 2.75 | feel: 2.25 | overall: 2.25,-8.9%,Coors | Coors Brewing Company
"Aug 25, 2014",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+10.7%,Coors | Coors Brewing Company
"Aug 23, 2014",look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4,+44.6%,Coors | Coors Brewing Company
"Aug 12, 2014",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+10.7%,Coors | Coors Brewing Company
"Aug 05, 2014",look: 1.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.5,-8.1%,Coors | Coors Brewing Company
"Jul 28, 2014",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+84.5%,Coors | Coors Brewing Company
"Jul 16, 2014",look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5,+80.8%,Coors | Coors Brewing Company
"Jul 16, 2014",look: 3.25 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3,+15.9%,Coors | Coors Brewing Company
"Jul 15, 2014",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 5,+25.5%,Coors | Coors Brewing Company
"Jul 12, 2014",look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 2.75 | overall: 3.25,+18.1%,Coors | Coors Brewing Company
"Jul 12, 2014",look: 3.5 | smell: 3 | taste: 4.5 | feel: 4.5 | overall: 3.75,+45%,Coors | Coors Brewing Company
"Jul 11, 2014",look: 4.75 | smell: 4.25 | taste: 5 | feel: 3 | overall: 5,+70.1%,Coors | Coors Brewing Company
"Jul 08, 2014",look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5,+28%,Coors | Coors Brewing Company
"Jun 21, 2014",look: 4 | smell: 3 | taste: 3 | feel: 4 | overall: 4.25,+25.8%,Coors | Coors Brewing Company
"Jun 11, 2014",look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5,+66.1%,Coors | Coors Brewing Company
"Jun 06, 2014",look: 2 | smell: 2 | taste: 1.75 | feel: 2.25 | overall: 2,-28.8%,Coors | Coors Brewing Company
"Jun 04, 2014",look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75,+34.3%,Coors | Coors Brewing Company
"May 28, 2014",look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25,+49.4%,Coors | Coors Brewing Company
"May 22, 2014",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+10.7%,Coors | Coors Brewing Company
"May 13, 2014",look: 2.75 | smell: 2.5 | taste: 3 | feel: 2.75 | overall: 3,+4.8%,Coors | Coors Brewing Company
"May 13, 2014",look: 3 | smell: 2 | taste: 2.75 | feel: 3 | overall: 2.5,-5.5%,Coors | Coors Brewing Company
"May 11, 2014",look: 2 | smell: 2 | taste: 1.75 | feel: 2.25 | overall: 2,-28.8%,Coors | Coors Brewing Company
"May 02, 2014",look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4,+40.2%,Coors | Coors Brewing Company
"Apr 27, 2014",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+10.7%,Coors | Coors Brewing Company
"Apr 25, 2014",look: 2.75 | smell: 2.5 | taste: 2.25 | feel: 2.5 | overall: 3,-7%,Coors | Coors Brewing Company
"Apr 23, 2014",look: 3.5 | smell: 2.5 | taste: 3 | feel: 3.25 | overall: 3.25,+10.3%,Coors | Coors Brewing Company
"Apr 14, 2014",look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.5,+29.9%,Coors | Coors Brewing Company
"Apr 11, 2014",look: 2.5 | smell: 2.5 | taste: 2 | feel: 3.25 | overall: 2.25,-14%,Coors | Coors Brewing Company
"Apr 10, 2014",look: 2 | smell: 3 | taste: 2.5 | feel: 2 | overall: 2.5,-6.3%,Coors | Coors Brewing Company
"Mar 30, 2014",look: 2.75 | smell: 2.75 | taste: 3 | feel: 3.25 | overall: 3.25,+10.7%,Coors | Coors Brewing Company
"Mar 26, 2014",look: 2 | smell: 2.75 | taste: 3.25 | feel: 3.25 | overall: 3,+11.1%,Coors | Coors Brewing Company
"Mar 22, 2014",look: 1.75 | smell: 1.75 | taste: 1.5 | feel: 1.25 | overall: 1.25,-44.6%,Coors | Coors Brewing Company
"Mar 12, 2014",look: 3 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.5,+22.9%,Coors | Coors Brewing Company
"Feb 08, 2014",look: 2.75 | smell: 2.5 | taste: 2.75 | feel: 3 | overall: 2.75,+0.4%,Coors | Coors Brewing Company
"Jan 23, 2014",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 2.5 | overall: 2.5,-33.6%,Coors | Coors Brewing Company
"Jan 19, 2014",look: 2 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3,+10%,Coors | Coors Brewing Company
"Jan 15, 2014",look: 3.25 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.75,+32.8%,Coors | Coors Brewing Company
"Jan 12, 2014",look: 2.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75,-33.2%,Coors | Coors Brewing Company
"Jan 09, 2014",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+10.7%,Coors | Coors Brewing Company
"Jan 01, 2014",look: 3 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25,+21.8%,Coors | Coors Brewing Company
"Dec 10, 2013",look: 3.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,-5.5%,Coors | Coors Brewing Company
"Nov 22, 2013",look: 3.5 | smell: 2.5 | taste: 2.75 | feel: 3 | overall: 2.5,look: 3.5 | smell: 2.5 | taste: 2.75 | feel: 3 | overall: 2.5,Coors | Coors Brewing Company
"Nov 21, 2013",look: 3.25 | smell: 2.5 | taste: 3 | feel: 3.25 | overall: 3,+7.7%,Coors | Coors Brewing Company
"Nov 19, 2013",look: 3 | smell: 3 | taste: 3.5 | feel: 2.75 | overall: 3.25,+19.2%,Coors | Coors Brewing Company
"Nov 15, 2013",look: 2.75 | smell: 2.25 | taste: 2 | feel: 1.75 | overall: 2,-23.2%,Coors | Coors Brewing Company
"Nov 03, 2013",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-13.3%,Coors | Coors Brewing Company
"Oct 30, 2013",look: 3 | smell: 2.5 | taste: 3 | feel: 2.75 | overall: 3,+5.5%,Coors | Coors Brewing Company
"Oct 29, 2013",look: 2.25 | smell: 2.25 | taste: 3.25 | feel: 3 | overall: 2.75,+4.4%,Coors | Coors Brewing Company
"Oct 29, 2013",look: 2.75 | smell: 2.25 | taste: 2.25 | feel: 3.25 | overall: 2.5,-10.3%,Coors | Coors Brewing Company
"Oct 16, 2013",look: 3 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3,+12.9%,Coors | Coors Brewing Company
"Oct 06, 2013",look: 2.75 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 2.75,+5.2%,Coors | Coors Brewing Company
"Oct 02, 2013",look: 3.25 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 2.75,+6.3%,Coors | Coors Brewing Company
"Sep 29, 2013",look: 2 | smell: 2.5 | taste: 2.75 | feel: 2.25 | overall: 2.5,-5.9%,Coors | Coors Brewing Company
"Sep 20, 2013",look: 3.25 | smell: 3 | taste: 3.25 | feel: 3.5 | overall: 3.75,+22.5%,Coors | Coors Brewing Company
"Sep 16, 2013",look: 2.5 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 2.75,+4.8%,Coors | Coors Brewing Company
"Sep 07, 2013",look: 2.75 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3,+14%,Coors | Coors Brewing Company
"Sep 05, 2013",look: 3.5 | smell: 3.5 | taste: 3 | feel: 3.75 | overall: 3.5,+22.9%,Coors | Coors Brewing Company
"Aug 29, 2013",look: 3 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 2.75,-0.4%,Coors | Coors Brewing Company
"Aug 05, 2013",look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5,+26.6%,Coors | Coors Brewing Company
"Jul 22, 2013",look: 2.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25,+22.9%,Coors | Coors Brewing Company
"Jul 21, 2013",look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75,+36.5%,Coors | Coors Brewing Company
"Jul 19, 2013",look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4,+47.6%,Coors | Coors Brewing Company
"Jul 18, 2013",look: 2.5 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 2.75,+3.3%,Coors | Coors Brewing Company
"Jul 11, 2013",look: 3 | smell: 2.25 | taste: 2 | feel: 2.5 | overall: 2.5,-16.2%,Coors | Coors Brewing Company
"Jul 09, 2013",look: 2.75 | smell: 2.25 | taste: 2.5 | feel: 2.75 | overall: 3,-4.8%,Coors | Coors Brewing Company
"Jul 06, 2013",look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75,+42.8%,Coors | Coors Brewing Company
"Jun 30, 2013",look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 2.75 | overall: 3.25,+18.1%,Coors | Coors Brewing Company
"Jun 22, 2013",look: 2.75 | smell: 2.75 | taste: 3 | feel: 3.5 | overall: 3.25,+11.8%,Coors | Coors Brewing Company
"Jun 21, 2013",look: 2 | smell: 2 | taste: 1.75 | feel: 1.75 | overall: 2,-30.6%,Coors | Coors Brewing Company
"Jun 21, 2013",look: 3.75 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3.25,+15.1%,Coors | Coors Brewing Company
"Jun 16, 2013",look: 2.75 | smell: 2.25 | taste: 2.5 | feel: 3 | overall: 2.75,-5.5%,Coors | Coors Brewing Company
"Jun 15, 2013",look: 5 | smell: 2 | taste: 2 | feel: 4 | overall: 2,-12.2%,Coors | Coors Brewing Company
"Jun 10, 2013",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-25.1%,Coors | Coors Brewing Company
"Jun 07, 2013",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+84.5%,Coors | Coors Brewing Company
"May 29, 2013",look: 2.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.75,-8.5%,Coors | Coors Brewing Company
"May 09, 2013",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5,-22.5%,Coors | Coors Brewing Company
"Apr 30, 2013",look: 3.25 | smell: 3 | taste: 3.5 | feel: 3 | overall: 4,+26.2%,Coors | Coors Brewing Company
"Apr 19, 2013",look: 2.75 | smell: 2.75 | taste: 3 | feel: 3.5 | overall: 3,+10%,Coors | Coors Brewing Company
"Apr 10, 2013",look: 4 | smell: 4 | taste: 4.75 | feel: 4 | overall: 4.25,+60.5%,Coors | Coors Brewing Company
"Apr 03, 2013",look: 3.75 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.5,+64.6%,Coors | Coors Brewing Company
"Apr 02, 2013",look: 3.5 | smell: 3 | taste: 3.5 | feel: 2.75 | overall: 3.5,+22.1%,Coors | Coors Brewing Company
"Mar 31, 2013",look: 3 | smell: 3 | taste: 4 | feel: 3.5 | overall: 4.75,+40.2%,Coors | Coors Brewing Company
"Mar 28, 2013",look: 2.5 | smell: 2.25 | taste: 3.75 | feel: 3.25 | overall: 3.75,+20.7%,Coors | Coors Brewing Company
"Mar 18, 2013",look: 1.75 | smell: 1 | taste: 2.25 | feel: 2.5 | overall: 1.25,-35.4%,Coors | Coors Brewing Company
"Mar 06, 2013",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-26.2%,Coors | Coors Brewing Company
"Mar 01, 2013",look: 3 | smell: 2.25 | taste: 2.25 | feel: 2.75 | overall: 2.75,-9.6%,Coors | Coors Brewing Company
"Feb 20, 2013",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+84.5%,Coors | Coors Brewing Company
"Feb 19, 2013",look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3 | overall: 3.75,+35.1%,Coors | Coors Brewing Company
"Feb 19, 2013",look: 5 | smell: 4 | taste: 5 | feel: 5 | overall: 5,+75.6%,Coors | Coors Brewing Company
"Feb 04, 2013",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.25 | overall: 2.25,-10.3%,Coors | Coors Brewing Company
"Feb 03, 2013",look: 2 | smell: 2.25 | taste: 2.5 | feel: 3.5 | overall: 3,-3.7%,Coors | Coors Brewing Company
"Dec 29, 2012",look: 3 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-11.1%,Coors | Coors Brewing Company
"Dec 21, 2012",look: 3 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 2.5,-2.2%,Coors | Coors Brewing Company
"Dec 10, 2012",look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5,+28%,Coors | Coors Brewing Company
"Dec 01, 2012",look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4,+45.8%,Coors | Coors Brewing Company
"Nov 22, 2012",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2,-15.9%,Coors | Coors Brewing Company
"Nov 16, 2012",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 2.5,+0.7%,Coors | Coors Brewing Company
"Oct 30, 2012",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2,-15.9%,Coors | Coors Brewing Company
"Oct 30, 2012",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,-8.9%,Coors | Coors Brewing Company
"Oct 29, 2012",look: 3 | smell: 2.5 | taste: 2.5 | feel: 4 | overall: 2.5,-1.1%,Coors | Coors Brewing Company
"Oct 29, 2012",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,-6.6%,Coors | Coors Brewing Company
"Oct 28, 2012",look: 2.5 | smell: 2 | taste: 2 | feel: 3 | overall: 1.5,-25.1%,Coors | Coors Brewing Company
"Oct 16, 2012",look: 2 | smell: 1 | taste: 1.5 | feel: 1.75 | overall: 1.75,-45%,Coors | Coors Brewing Company
