date,attributes,rDev,name
"Oct 23, 2013",look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3,+39.3%,Busch Beer | Anheuser-Busch
"Oct 21, 2013",look: 1.25 | smell: 1 | taste: 1.25 | feel: 3 | overall: 1,-37.4%,Busch Beer | Anheuser-Busch
"Oct 11, 2013",look: 2.25 | smell: 2.25 | taste: 2 | feel: 2.25 | overall: 2.25,+1.9%,Busch Beer | Anheuser-Busch
"Oct 05, 2013",look: 3 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3.25,+52.1%,Busch Beer | Anheuser-Busch
"Sep 28, 2013",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+42.2%,Busch Beer | Anheuser-Busch
"Sep 26, 2013",look: 3.75 | smell: 2.5 | taste: 2.25 | feel: 3 | overall: 2.25,+17.5%,Busch Beer | Anheuser-Busch
"Aug 24, 2013",look: 3.5 | smell: 3.75 | taste: 3.25 | feel: 2.75 | overall: 3.25,+58.3%,Busch Beer | Anheuser-Busch
"Aug 13, 2013",look: 1.25 | smell: 1.75 | taste: 2 | feel: 1.5 | overall: 2,-12.3%,Busch Beer | Anheuser-Busch
"Aug 07, 2013",look: 4.25 | smell: 2.25 | taste: 2 | feel: 2 | overall: 2.25,+6.6%,Busch Beer | Anheuser-Busch
"Aug 06, 2013",look: 2.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.5,+47.9%,Busch Beer | Anheuser-Busch
"Jul 28, 2013",look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25,+58.8%,Busch Beer | Anheuser-Busch
"Jul 09, 2013",look: 2 | smell: 1.75 | taste: 2.25 | feel: 1.5 | overall: 2.25,-3.3%,Busch Beer | Anheuser-Busch
"Jun 16, 2013",look: 3.5 | smell: 2 | taste: 1.5 | feel: 3 | overall: 1.75,-8.1%,Busch Beer | Anheuser-Busch
"May 26, 2013",look: 3.25 | smell: 3 | taste: 3.25 | feel: 3.5 | overall: 3.5,+55%,Busch Beer | Anheuser-Busch
"Apr 25, 2013",look: 4 | smell: 2 | taste: 3 | feel: 3 | overall: 4,+43.1%,Busch Beer | Anheuser-Busch
"Apr 11, 2013",look: 2 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1,-41.7%,Busch Beer | Anheuser-Busch
"Apr 07, 2013",look: 2 | smell: 1.75 | taste: 2.5 | feel: 2.5 | overall: 2.75,+10.9%,Busch Beer | Anheuser-Busch
"Mar 19, 2013",look: 1.25 | smell: 2 | taste: 2.25 | feel: 2 | overall: 3,+7.1%,Busch Beer | Anheuser-Busch
"Mar 16, 2013",look: 2.25 | smell: 2.25 | taste: 2 | feel: 2.25 | overall: 2.25,+1.9%,Busch Beer | Anheuser-Busch
"Mar 09, 2013",look: 2 | smell: 1.75 | taste: 2.25 | feel: 2.5 | overall: 2.5,+3.8%,Busch Beer | Anheuser-Busch
"Mar 01, 2013",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+137%,Busch Beer | Anheuser-Busch
"Feb 22, 2013",look: 2 | smell: 1.75 | taste: 2 | feel: 2 | overall: 1.75,-10.4%,Busch Beer | Anheuser-Busch
"Feb 11, 2013",look: 2.5 | smell: 2.5 | taste: 4.75 | feel: 5 | overall: 4,+87.2%,Busch Beer | Anheuser-Busch
"Feb 09, 2013",look: 2.5 | smell: 2.25 | taste: 2.5 | feel: 2.5 | overall: 2,+10.9%,Busch Beer | Anheuser-Busch
"Dec 16, 2012",look: 3.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.5,+50.7%,Busch Beer | Anheuser-Busch
"Dec 07, 2012",look: 2 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-49.8%,Busch Beer | Anheuser-Busch
"Nov 22, 2012",look: 1 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1,-46.9%,Busch Beer | Anheuser-Busch
"Nov 17, 2012",look: 1.5 | smell: 1 | taste: 2 | feel: 2 | overall: 1.5,-22.7%,Busch Beer | Anheuser-Busch
"Nov 10, 2012",look: 2.5 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 3,+9.5%,Busch Beer | Anheuser-Busch
"Sep 27, 2012",look: 3 | smell: 2 | taste: 2 | feel: 3.5 | overall: 2.5,+9.5%,Busch Beer | Anheuser-Busch
"Sep 14, 2012",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-3.8%,Busch Beer | Anheuser-Busch
"Aug 27, 2012",look: 3 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2,-11.8%,Busch Beer | Anheuser-Busch
"Aug 24, 2012",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 2.5,+28%,Busch Beer | Anheuser-Busch
"Aug 20, 2012",look: 1.5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5,+121.3%,Busch Beer | Anheuser-Busch
"Aug 09, 2012",look: 1.5 | smell: 1.5 | taste: 1.25 | feel: 2.5 | overall: 1.5,-28.9%,Busch Beer | Anheuser-Busch
"Aug 07, 2012",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+18.5%,Busch Beer | Anheuser-Busch
"Aug 03, 2012",look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-2.4%,Busch Beer | Anheuser-Busch
"Jul 31, 2012",look: 1.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5,+7.6%,Busch Beer | Anheuser-Busch
"Jul 30, 2012",look: 1.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.5,+18%,Busch Beer | Anheuser-Busch
"Jul 27, 2012",look: 1 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-8.1%,Busch Beer | Anheuser-Busch
"Jul 21, 2012",look: 5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,+3.3%,Busch Beer | Anheuser-Busch
"Jul 03, 2012",look: 4 | smell: 2 | taste: 3.5 | feel: 4.5 | overall: 3.5,+55%,Busch Beer | Anheuser-Busch
"Jun 30, 2012",look: 2 | smell: 2 | taste: 1.5 | feel: 3 | overall: 2,-10%,Busch Beer | Anheuser-Busch
"Jun 20, 2012",look: 3 | smell: 3 | taste: 2.5 | feel: 2 | overall: 2.5,+23.2%,Busch Beer | Anheuser-Busch
"Jun 14, 2012",look: 2.5 | smell: 2.5 | taste: 3 | feel: 3.5 | overall: 3,+37.4%,Busch Beer | Anheuser-Busch
"Jun 07, 2012",look: 2 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.5,-25.1%,Busch Beer | Anheuser-Busch
"May 07, 2012",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-52.6%,Busch Beer | Anheuser-Busch
"Apr 18, 2012",look: 1.5 | smell: 1.5 | taste: 2 | feel: 1 | overall: 1.5,-21.8%,Busch Beer | Anheuser-Busch
"Mar 15, 2012",look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5,+64.5%,Busch Beer | Anheuser-Busch
"Mar 12, 2012",look: 3.5 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 1.5,-13.7%,Busch Beer | Anheuser-Busch
"Feb 29, 2012",look: 2.5 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2,+4.3%,Busch Beer | Anheuser-Busch
"Feb 28, 2012",look: 2 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,+13.7%,Busch Beer | Anheuser-Busch
"Feb 28, 2012",look: 3 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1.5,-36.5%,Busch Beer | Anheuser-Busch
"Feb 10, 2012",look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 1.5,-46.4%,Busch Beer | Anheuser-Busch
"Feb 02, 2012",look: 1.5 | smell: 1 | taste: 1 | feel: 1.5 | overall: 1.5,-44.1%,Busch Beer | Anheuser-Busch
"Jan 30, 2012",look: 3 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-16.6%,Busch Beer | Anheuser-Busch
"Jan 20, 2012",look: 3 | smell: 3 | taste: 2.5 | feel: 3 | overall: 3,+32.7%,Busch Beer | Anheuser-Busch
"Jan 15, 2012",look: 1.5 | smell: 1 | taste: 2 | feel: 3 | overall: 2,-13.3%,Busch Beer | Anheuser-Busch
"Jan 14, 2012",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-28.9%,Busch Beer | Anheuser-Busch
"Jan 04, 2012",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2,+15.2%,Busch Beer | Anheuser-Busch
"Jan 01, 2012",look: 2 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1.5,-37%,Busch Beer | Anheuser-Busch
"Dec 28, 2011",look: 1.5 | smell: 1 | taste: 1.5 | feel: 2 | overall: 1.5,-32.2%,Busch Beer | Anheuser-Busch
"Dec 05, 2011",look: 1 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1.5,-39.8%,Busch Beer | Anheuser-Busch
"Nov 16, 2011",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-52.6%,Busch Beer | Anheuser-Busch
"Oct 05, 2011",look: 1.5 | smell: 1 | taste: 2 | feel: 1.5 | overall: 1.5,-25.1%,Busch Beer | Anheuser-Busch
"Sep 28, 2011",look: 3 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2,+5.7%,Busch Beer | Anheuser-Busch
"Sep 25, 2011",look: 2 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-19.4%,Busch Beer | Anheuser-Busch
"Sep 09, 2011",look: 3 | smell: 3 | taste: 2 | feel: 2 | overall: 1,-0.5%,Busch Beer | Anheuser-Busch
"Aug 30, 2011",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 1.5,-31.3%,Busch Beer | Anheuser-Busch
"Aug 16, 2011",look: 1 | smell: 1 | taste: 1.5 | feel: 1 | overall: 1.5,-38.4%,Busch Beer | Anheuser-Busch
"Aug 16, 2011",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 1,-36%,Busch Beer | Anheuser-Busch
"Aug 07, 2011",look: 1 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-22.3%,Busch Beer | Anheuser-Busch
"Jul 29, 2011",look: 2.5 | smell: 2 | taste: 2.5 | feel: 1.5 | overall: 2,+3.3%,Busch Beer | Anheuser-Busch
"Jul 29, 2011",look: 1.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2,+2.8%,Busch Beer | Anheuser-Busch
"Jul 18, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,+11.4%,Busch Beer | Anheuser-Busch
"Jul 18, 2011",look: 2 | smell: 3 | taste: 2 | feel: 3 | overall: 2,+10.9%,Busch Beer | Anheuser-Busch
"Jul 05, 2011",look: 2.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.5,+47.9%,Busch Beer | Anheuser-Busch
"Jun 27, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+16.1%,Busch Beer | Anheuser-Busch
"Jun 17, 2011",look: 3 | smell: 3 | taste: 2.5 | feel: 3 | overall: 3,+32.7%,Busch Beer | Anheuser-Busch
"Jun 10, 2011",look: 2 | smell: 3 | taste: 1.5 | feel: 1.5 | overall: 1,-15.2%,Busch Beer | Anheuser-Busch
"May 15, 2011",look: 3 | smell: 2 | taste: 2 | feel: 3.5 | overall: 2.5,+9.5%,Busch Beer | Anheuser-Busch
"May 03, 2011",look: 3 | smell: 3 | taste: 4 | feel: 3 | overall: 3.5,+65.9%,Busch Beer | Anheuser-Busch
"Apr 29, 2011",look: 2.5 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 5,+16.6%,Busch Beer | Anheuser-Busch
"Apr 07, 2011",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 2,-24.2%,Busch Beer | Anheuser-Busch
"Mar 26, 2011",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-7.6%,Busch Beer | Anheuser-Busch
"Mar 22, 2011",look: 1.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-20.9%,Busch Beer | Anheuser-Busch
"Mar 20, 2011",look: 2 | smell: 1.5 | taste: 2 | feel: 3 | overall: 1.5,-10.9%,Busch Beer | Anheuser-Busch
"Feb 24, 2011",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 3.5,+10.4%,Busch Beer | Anheuser-Busch
"Feb 23, 2011",look: 4 | smell: 4 | taste: 1.5 | feel: 3 | overall: 3,+28%,Busch Beer | Anheuser-Busch
"Feb 19, 2011",look: 1.5 | smell: 1 | taste: 1.5 | feel: 2 | overall: 2,-27.5%,Busch Beer | Anheuser-Busch
"Feb 06, 2011",look: 1.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2,-16.1%,Busch Beer | Anheuser-Busch
"Jan 20, 2011",look: 3.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+20.4%,Busch Beer | Anheuser-Busch
"Jan 13, 2011",look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 2,-41.7%,Busch Beer | Anheuser-Busch
"Jan 05, 2011",look: 1.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-6.6%,Busch Beer | Anheuser-Busch
"Jan 04, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,+13.7%,Busch Beer | Anheuser-Busch
"Jan 04, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,+11.4%,Busch Beer | Anheuser-Busch
"Jan 03, 2011",look: 1.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 1,-18.5%,Busch Beer | Anheuser-Busch
"Dec 28, 2010",look: 2 | smell: 1 | taste: 1.5 | feel: 3 | overall: 2,-21.3%,Busch Beer | Anheuser-Busch
"Dec 24, 2010",look: 2 | smell: 1 | taste: 1.5 | feel: 1.25 | overall: 1.5,-34.1%,Busch Beer | Anheuser-Busch
"Dec 24, 2010",look: 3 | smell: 3 | taste: 3 | feel: 4 | overall: 4,+56.4%,Busch Beer | Anheuser-Busch
"Dec 21, 2010",look: 2 | smell: 3 | taste: 3 | feel: 2 | overall: 3.5,+39.3%,Busch Beer | Anheuser-Busch
"Nov 23, 2010",look: 2 | smell: 2 | taste: 1 | feel: 1 | overall: 1,-38.4%,Busch Beer | Anheuser-Busch
"Nov 19, 2010",look: 2 | smell: 1.5 | taste: 2.5 | feel: 3.5 | overall: 3.5,+19.9%,Busch Beer | Anheuser-Busch
"Nov 16, 2010",look: 2.5 | smell: 1.5 | taste: 1.5 | feel: 3 | overall: 3,-4.7%,Busch Beer | Anheuser-Busch
"Nov 15, 2010",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-10.9%,Busch Beer | Anheuser-Busch
"Oct 30, 2010",look: 2 | smell: 2 | taste: 1 | feel: 2.5 | overall: 1,-31.3%,Busch Beer | Anheuser-Busch
"Oct 08, 2010",look: 2 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-49.8%,Busch Beer | Anheuser-Busch
"Oct 07, 2010",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1.5,-38.4%,Busch Beer | Anheuser-Busch
"Oct 06, 2010",look: 3 | smell: 4 | taste: 4 | feel: 2 | overall: 4.5,+82%,Busch Beer | Anheuser-Busch
"Sep 26, 2010",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5,+0.9%,Busch Beer | Anheuser-Busch
"Sep 22, 2010",look: 3 | smell: 2.5 | taste: 2 | feel: 2 | overall: 2.5,+8.1%,Busch Beer | Anheuser-Busch
"Aug 20, 2010",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-5.2%,Busch Beer | Anheuser-Busch
"Aug 12, 2010",look: 2.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-9.5%,Busch Beer | Anheuser-Busch
"Aug 12, 2010",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.5,-26.5%,Busch Beer | Anheuser-Busch
"Jul 23, 2010",look: 2 | smell: 1.5 | taste: 2.5 | feel: 3 | overall: 3.5,+17.5%,Busch Beer | Anheuser-Busch
"Jul 14, 2010",look: 2 | smell: 2 | taste: 2.5 | feel: 3 | overall: 1.5,+4.3%,Busch Beer | Anheuser-Busch
"Jul 06, 2010",look: 2.5 | smell: 3 | taste: 3 | feel: 2 | overall: 3,+36%,Busch Beer | Anheuser-Busch
"Jun 28, 2010",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 2.5,-21.8%,Busch Beer | Anheuser-Busch
"Jun 25, 2010",look: 2 | smell: 1 | taste: 3 | feel: 2 | overall: 3,+11.8%,Busch Beer | Anheuser-Busch
"Jun 19, 2010",look: 2 | smell: 1.5 | taste: 1 | feel: 2 | overall: 1.5,-34.6%,Busch Beer | Anheuser-Busch
"Jun 19, 2010",look: 1.5 | smell: 2.5 | taste: 3 | feel: 2 | overall: 1,+8.5%,Busch Beer | Anheuser-Busch
"Jun 17, 2010",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 2,-43.1%,Busch Beer | Anheuser-Busch
