date,attributes,rDev,name
"Dec 31, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"Dec 26, 2015",look: 4 | smell: 2 | taste: 2.5 | feel: 3.25 | overall: 2.5,+32.1%,Bud Light | Anheuser-Busch
"Dec 02, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"Nov 27, 2015",look: 2.25 | smell: 2.5 | taste: 1.5 | feel: 1.25 | overall: 1.75,-6.2%,Bud Light | Anheuser-Busch
"Nov 16, 2015",look: 2.5 | smell: 1.25 | taste: 1.25 | feel: 1 | overall: 1.25,-32.6%,Bud Light | Anheuser-Busch
"Nov 14, 2015",look: 4 | smell: 3.25 | taste: 3 | feel: 1 | overall: 3.5,+56.5%,Bud Light | Anheuser-Busch
"Nov 09, 2015",look: 1.25 | smell: 2 | taste: 1.5 | feel: 1.25 | overall: 1.25,-20.7%,Bud Light | Anheuser-Busch
"Oct 29, 2015",look: 4.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25,+71.5%,Bud Light | Anheuser-Busch
"Oct 22, 2015",look: 3 | smell: 2.25 | taste: 1.75 | feel: 1 | overall: 2,-0.5%,Bud Light | Anheuser-Busch
"Oct 15, 2015",look: 2.25 | smell: 2.5 | taste: 2 | feel: 3 | overall: 2.5,+21.2%,Bud Light | Anheuser-Busch
"Sep 28, 2015",look: 2.5 | smell: 2.25 | taste: 2.75 | feel: 3.5 | overall: 3,+42%,Bud Light | Anheuser-Busch
"Sep 24, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"Sep 19, 2015",look: 2 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 2,+7.8%,Bud Light | Anheuser-Busch
"Sep 19, 2015",look: 1.75 | smell: 1.5 | taste: 1.5 | feel: 1.75 | overall: 1.5,-20.2%,Bud Light | Anheuser-Busch
"Sep 11, 2015",look: 1.75 | smell: 1.25 | taste: 1.5 | feel: 1.5 | overall: 1.5,-24.4%,Bud Light | Anheuser-Busch
"Aug 30, 2015",look: 3 | smell: 2 | taste: 3 | feel: 3 | overall: 2.5,+37.8%,Bud Light | Anheuser-Busch
"Aug 28, 2015",look: 3 | smell: 2.25 | taste: 2.25 | feel: 2 | overall: 2.25,+17.6%,Bud Light | Anheuser-Busch
"Aug 21, 2015",look: 4 | smell: 1.75 | taste: 2.25 | feel: 3 | overall: 2.25,+19.7%,Bud Light | Anheuser-Busch
"Aug 08, 2015",look: 2 | smell: 1.25 | taste: 2.25 | feel: 3 | overall: 2.25,+7.3%,Bud Light | Anheuser-Busch
"Aug 07, 2015",look: 3 | smell: 2 | taste: 2.75 | feel: 1 | overall: 2.5,+22.3%,Bud Light | Anheuser-Busch
"Aug 07, 2015",look: 2 | smell: 1 | taste: 1 | feel: 1.5 | overall: 1.5,-37.3%,Bud Light | Anheuser-Busch
"Aug 05, 2015",look: 3 | smell: 2.5 | taste: 2.75 | feel: 2.75 | overall: 2.75,+40.4%,Bud Light | Anheuser-Busch
"Jul 27, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"Jul 24, 2015",look: 2.5 | smell: 1.5 | taste: 3.5 | feel: 2 | overall: 3.5,+45.6%,Bud Light | Anheuser-Busch
"Jul 17, 2015",look: 3 | smell: 3.25 | taste: 4 | feel: 4 | overall: 4,+94.8%,Bud Light | Anheuser-Busch
"Jul 08, 2015",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.75,+36.3%,Bud Light | Anheuser-Busch
"Jul 06, 2015",look: 2 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.75,-15.5%,Bud Light | Anheuser-Busch
"Jun 26, 2015",look: 2.5 | smell: 2.5 | taste: 2.75 | feel: 2.5 | overall: 2.5,+34.7%,Bud Light | Anheuser-Busch
"Jun 26, 2015",look: 2 | smell: 1 | taste: 1 | feel: 1.5 | overall: 1.25,-39.9%,Bud Light | Anheuser-Busch
"Jun 25, 2015",look: 1.25 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-47.2%,Bud Light | Anheuser-Busch
"Jun 22, 2015",look: 3.75 | smell: 2.75 | taste: 4 | feel: 3.75 | overall: 3.75,+87%,Bud Light | Anheuser-Busch
"Jun 22, 2015",look: 2 | smell: 1 | taste: 1.75 | feel: 1 | overall: 2,-19.2%,Bud Light | Anheuser-Busch
"Jun 16, 2015",look: 2.25 | smell: 1.25 | taste: 2 | feel: 2.75 | overall: 2.5,+4.1%,Bud Light | Anheuser-Busch
"Jun 13, 2015",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,+3.6%,Bud Light | Anheuser-Busch
"Jun 10, 2015",look: 2 | smell: 2 | taste: 1.75 | feel: 1.75 | overall: 2,-2.6%,Bud Light | Anheuser-Busch
"Jun 06, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"Jun 01, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"May 30, 2015",look: 3.5 | smell: 3 | taste: 3.75 | feel: 5 | overall: 4.5,+98.4%,Bud Light | Anheuser-Busch
"May 27, 2015",look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-46.6%,Bud Light | Anheuser-Busch
"May 18, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"May 08, 2015",look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 4,+76.2%,Bud Light | Anheuser-Busch
"May 04, 2015",look: 3.5 | smell: 5 | taste: 5 | feel: 5 | overall: 4.5,+149.2%,Bud Light | Anheuser-Busch
"Apr 27, 2015",look: 2.5 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3,+59.1%,Bud Light | Anheuser-Busch
"Apr 25, 2015",look: 2 | smell: 2.25 | taste: 2.5 | feel: 3 | overall: 2.75,+30.1%,Bud Light | Anheuser-Busch
"Apr 24, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"Apr 24, 2015",look: 3 | smell: 2.25 | taste: 2.25 | feel: 2.5 | overall: 2.75,+25.4%,Bud Light | Anheuser-Busch
"Apr 22, 2015",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+55.4%,Bud Light | Anheuser-Busch
"Apr 21, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"Apr 20, 2015",look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4,+107.3%,Bud Light | Anheuser-Busch
"Apr 10, 2015",look: 3 | smell: 1.5 | taste: 1 | feel: 2 | overall: 1.25,-28%,Bud Light | Anheuser-Busch
"Apr 09, 2015",look: 2.25 | smell: 2.25 | taste: 2 | feel: 2 | overall: 2,+7.8%,Bud Light | Anheuser-Busch
"Apr 07, 2015",look: 3.25 | smell: 2.75 | taste: 3.75 | feel: 2.25 | overall: 2.75,+62.2%,Bud Light | Anheuser-Busch
"Apr 06, 2015",look: 3 | smell: 3.5 | taste: 4.5 | feel: 5 | overall: 4,+113.5%,Bud Light | Anheuser-Busch
"Apr 02, 2015",look: 2 | smell: 1.75 | taste: 1.5 | feel: 1.5 | overall: 1.75,-15%,Bud Light | Anheuser-Busch
"Apr 02, 2015",look: 3 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1.25,-30.6%,Bud Light | Anheuser-Busch
"Mar 23, 2015",look: 2.5 | smell: 1.5 | taste: 1.75 | feel: 2 | overall: 1.5,-11.4%,Bud Light | Anheuser-Busch
"Mar 19, 2015",look: 2.75 | smell: 2.5 | taste: 2.25 | feel: 2.25 | overall: 2.25,+21.2%,Bud Light | Anheuser-Busch
"Mar 17, 2015",look: 1.5 | smell: 2 | taste: 1.75 | feel: 1.75 | overall: 1.75,-6.7%,Bud Light | Anheuser-Busch
"Feb 24, 2015",look: 2.5 | smell: 2.25 | taste: 2.25 | feel: 2.5 | overall: 2.25,+18.7%,Bud Light | Anheuser-Busch
"Feb 22, 2015",look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4,+110.9%,Bud Light | Anheuser-Busch
"Feb 21, 2015",look: 1.75 | smell: 1.75 | taste: 1.5 | feel: 2.5 | overall: 1.75,-10.4%,Bud Light | Anheuser-Busch
"Feb 12, 2015",look: 2 | smell: 2.25 | taste: 2.5 | feel: 2.25 | overall: 2.75,+26.4%,Bud Light | Anheuser-Busch
"Feb 04, 2015",look: 1.25 | smell: 1.75 | taste: 2 | feel: 3.25 | overall: 2.25,+7.3%,Bud Light | Anheuser-Busch
"Feb 03, 2015",look: 3.5 | smell: 2.75 | taste: 2.5 | feel: 3 | overall: 2.75,+40.9%,Bud Light | Anheuser-Busch
"Jan 31, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"Jan 27, 2015",look: 1.25 | smell: 1.25 | taste: 1 | feel: 1.25 | overall: 1.25,-40.4%,Bud Light | Anheuser-Busch
"Jan 26, 2015",look: 1 | smell: 1.75 | taste: 1.5 | feel: 1 | overall: 1,-28.5%,Bud Light | Anheuser-Busch
"Jan 25, 2015",look: 2 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 1.75,-11.9%,Bud Light | Anheuser-Busch
"Jan 22, 2015",look: 2 | smell: 1.25 | taste: 1.5 | feel: 1.25 | overall: 1.5,-24.9%,Bud Light | Anheuser-Busch
"Jan 16, 2015",look: 2 | smell: 1.75 | taste: 2.5 | feel: 2.25 | overall: 2.75,+20.2%,Bud Light | Anheuser-Busch
"Jan 16, 2015",look: 1.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.25,+7.3%,Bud Light | Anheuser-Busch
"Jan 11, 2015",look: 2.5 | smell: 2.5 | taste: 2.25 | feel: 2.25 | overall: 2.25,+20.7%,Bud Light | Anheuser-Busch
"Jan 07, 2015",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1.25,-37.8%,Bud Light | Anheuser-Busch
"Jan 05, 2015",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1.25,-37.8%,Bud Light | Anheuser-Busch
"Dec 30, 2014",look: 2 | smell: 2 | taste: 2.5 | feel: 1 | overall: 3,+19.2%,Bud Light | Anheuser-Busch
"Dec 22, 2014",look: 4.25 | smell: 1.75 | taste: 1.75 | feel: 4 | overall: 2.25,+15.5%,Bud Light | Anheuser-Busch
"Dec 14, 2014",look: 3 | smell: 2.5 | taste: 1 | feel: 1.75 | overall: 1,-19.2%,Bud Light | Anheuser-Busch
"Dec 14, 2014",look: 1.25 | smell: 1.25 | taste: 1.5 | feel: 1.5 | overall: 1.25,-28.5%,Bud Light | Anheuser-Busch
"Dec 09, 2014","2,070 characters",+159.1%,Bud Light | Anheuser-Busch
"Dec 07, 2014",194 characters,+16.6%,Bud Light | Anheuser-Busch
"Dec 05, 2014",214 characters,+16.6%,Bud Light | Anheuser-Busch
"Dec 05, 2014",346 characters,-9.3%,Bud Light | Anheuser-Busch
"Nov 23, 2014",188 characters,-9.3%,Bud Light | Anheuser-Busch
"Nov 22, 2014",225 characters,-48.2%,Bud Light | Anheuser-Busch
"Nov 07, 2014",299 characters,-9.3%,Bud Light | Anheuser-Busch
"Nov 04, 2014",179 characters,-35.2%,Bud Light | Anheuser-Busch
"Oct 26, 2014",look: 3 | smell: 1 | taste: 1 | feel: 1 | overall: 1.75,-34.2%,Bud Light | Anheuser-Busch
"Oct 25, 2014",look: 1 | smell: 1.5 | taste: 1.25 | feel: 1.25 | overall: 1.5,-30.1%,Bud Light | Anheuser-Busch
"Oct 12, 2014",192 characters,+68.4%,Bud Light | Anheuser-Busch
"Sep 21, 2014",look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75,-9.3%,Bud Light | Anheuser-Busch
"Sep 13, 2014",272 characters,-9.3%,Bud Light | Anheuser-Busch
"Sep 08, 2014","1,034 characters",+159.1%,Bud Light | Anheuser-Busch
"Sep 07, 2014",320 characters,-48.2%,Bud Light | Anheuser-Busch
"Sep 05, 2014",287 characters,-48.2%,Bud Light | Anheuser-Busch
"Aug 27, 2014",328 characters,-48.2%,Bud Light | Anheuser-Busch
"Aug 27, 2014",258 characters,+16.6%,Bud Light | Anheuser-Busch
"Aug 25, 2014","2,023 characters",+7.3%,Bud Light | Anheuser-Busch
"Aug 17, 2014",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+29.5%,Bud Light | Anheuser-Busch
"Aug 13, 2014",look: 2 | smell: 2 | taste: 1.5 | feel: 1.25 | overall: 1,-20.7%,Bud Light | Anheuser-Busch
"Aug 12, 2014",look: 2.5 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2,+14%,Bud Light | Anheuser-Busch
"Aug 02, 2014",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"Jul 12, 2014",look: 1 | smell: 1.5 | taste: 1.75 | feel: 1.5 | overall: 1.5,-18.7%,Bud Light | Anheuser-Busch
"Jul 10, 2014",look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75,+42.5%,Bud Light | Anheuser-Busch
"Jul 07, 2014",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"Jul 06, 2014",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+159.1%,Bud Light | Anheuser-Busch
"Jul 06, 2014",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.2%,Bud Light | Anheuser-Busch
"Jun 29, 2014",look: 2 | smell: 1 | taste: 2 | feel: 1 | overall: 1,-24.4%,Bud Light | Anheuser-Busch
"Jun 20, 2014",look: 2.75 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,+3.6%,Bud Light | Anheuser-Busch
"Jun 19, 2014",look: 1.5 | smell: 1 | taste: 1.5 | feel: 1.75 | overall: 1.5,-26.9%,Bud Light | Anheuser-Busch
"Jun 18, 2014",look: 2 | smell: 1.5 | taste: 2 | feel: 3 | overall: 2,+2.6%,Bud Light | Anheuser-Busch
"Jun 15, 2014",look: 2.25 | smell: 1.5 | taste: 1.75 | feel: 1.5 | overall: 2,-9.3%,Bud Light | Anheuser-Busch
"Jun 04, 2014",look: 1.25 | smell: 1 | taste: 2 | feel: 1.75 | overall: 1.5,-17.6%,Bud Light | Anheuser-Busch
"May 28, 2014",look: 3.5 | smell: 2 | taste: 2 | feel: 3 | overall: 2,+13.5%,Bud Light | Anheuser-Busch
"May 23, 2014",look: 2 | smell: 1 | taste: 1.5 | feel: 2.5 | overall: 1.75,-19.2%,Bud Light | Anheuser-Busch
"May 17, 2014",look: 2 | smell: 1.75 | taste: 1.75 | feel: 1 | overall: 1.75,-12.4%,Bud Light | Anheuser-Busch
"May 15, 2014",look: 1 | smell: 1 | taste: 1 | feel: 2 | overall: 1,-43%,Bud Light | Anheuser-Busch
"May 14, 2014",look: 2.75 | smell: 3 | taste: 1 | feel: 1 | overall: 1,-17.6%,Bud Light | Anheuser-Busch
"May 13, 2014",look: 1.75 | smell: 2 | taste: 1.75 | feel: 1.5 | overall: 1.75,-7.3%,Bud Light | Anheuser-Busch
"May 11, 2014",look: 2 | smell: 1.75 | taste: 2 | feel: 1.5 | overall: 1.75,-4.7%,Bud Light | Anheuser-Busch
"May 07, 2014",look: 2.25 | smell: 2.5 | taste: 2.5 | feel: 3.25 | overall: 2.5,+32.6%,Bud Light | Anheuser-Busch
"Apr 28, 2014",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+159.1%,Bud Light | Anheuser-Busch
"Apr 25, 2014",look: 2 | smell: 2 | taste: 1.25 | feel: 1 | overall: 1.25,-24.9%,Bud Light | Anheuser-Busch
"Apr 23, 2014",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3,+37.3%,Bud Light | Anheuser-Busch
"Apr 22, 2014",look: 2 | smell: 3 | taste: 3 | feel: 2.25 | overall: 2.5,+43.5%,Bud Light | Anheuser-Busch
"Apr 15, 2014",look: 1 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 1.5,-30.1%,Bud Light | Anheuser-Busch
"Apr 12, 2014",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-2.6%,Bud Light | Anheuser-Busch
"Apr 04, 2014",look: 3 | smell: 3 | taste: 2.75 | feel: 2.5 | overall: 3,+47.7%,Bud Light | Anheuser-Busch
"Mar 27, 2014",look: 2.25 | smell: 1.75 | taste: 2 | feel: 2.25 | overall: 2.25,+5.2%,Bud Light | Anheuser-Busch
"Mar 25, 2014",look: 3 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-42%,Bud Light | Anheuser-Busch
"Mar 24, 2014",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+29.5%,Bud Light | Anheuser-Busch
"Mar 07, 2014",look: 4.25 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 4,+98.4%,Bud Light | Anheuser-Busch
"Mar 01, 2014",look: 2 | smell: 1.5 | taste: 1.75 | feel: 1.75 | overall: 1.75,-11.4%,Bud Light | Anheuser-Busch
"Feb 23, 2014",look: 3 | smell: 2 | taste: 3 | feel: 3 | overall: 3,+43%,Bud Light | Anheuser-Busch
"Feb 19, 2014",look: 1 | smell: 1 | taste: 1 | feel: 2 | overall: 1,-43%,Bud Light | Anheuser-Busch
"Feb 10, 2014",look: 2.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-19.2%,Bud Light | Anheuser-Busch
"Feb 09, 2014",look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4,+107.3%,Bud Light | Anheuser-Busch
"Feb 08, 2014",look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2 | overall: 2.25,+15.5%,Bud Light | Anheuser-Busch
"Jan 25, 2014",look: 2.5 | smell: 1.75 | taste: 2.5 | feel: 2.75 | overall: 2.5,+21.8%,Bud Light | Anheuser-Busch
"Jan 11, 2014",look: 2.25 | smell: 2.25 | taste: 2.75 | feel: 3.5 | overall: 2.75,+38.9%,Bud Light | Anheuser-Busch
"Jan 06, 2014",look: 2.75 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3,+51.8%,Bud Light | Anheuser-Busch
"Jan 03, 2014",look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75,-9.3%,Bud Light | Anheuser-Busch
"Dec 28, 2013",look: 1.5 | smell: 1.5 | taste: 1.25 | feel: 1.5 | overall: 1.5,-27.5%,Bud Light | Anheuser-Busch
"Dec 25, 2013",look: 1.75 | smell: 1.75 | taste: 1.5 | feel: 1.75 | overall: 1.75,-14.5%,Bud Light | Anheuser-Busch
"Dec 25, 2013",look: 3.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+155.4%,Bud Light | Anheuser-Busch
"Dec 12, 2013",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-22.3%,Bud Light | Anheuser-Busch
"Dec 10, 2013",595 characters,-31.6%,Bud Light | Anheuser-Busch
"Dec 09, 2013",look: 1.25 | smell: 1 | taste: 1.25 | feel: 1 | overall: 1,-42%,Bud Light | Anheuser-Busch
"Dec 03, 2013",look: 2 | smell: 2.5 | taste: 3 | feel: 2 | overall: 2.5,+35.8%,Bud Light | Anheuser-Busch
"Nov 29, 2013",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+159.1%,Bud Light | Anheuser-Busch
"Nov 27, 2013",look: 1 | smell: 1 | taste: 1 | feel: 1.25 | overall: 1,-46.6%,Bud Light | Anheuser-Busch
"Nov 22, 2013",look: 3.5 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 3.5,+66.3%,Bud Light | Anheuser-Busch
"Nov 13, 2013",look: 3.5 | smell: 2.25 | taste: 1.25 | feel: 2 | overall: 1.75,-6.7%,Bud Light | Anheuser-Busch
"Nov 08, 2013",look: 1.75 | smell: 3 | taste: 1.5 | feel: 2 | overall: 1.5,look: 1.75 | smell: 3 | taste: 1.5 | feel: 2 | overall: 1.5,Bud Light | Anheuser-Busch
"Nov 08, 2013",look: 3 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-42%,Bud Light | Anheuser-Busch
"Nov 07, 2013",look: 3 | smell: 2.5 | taste: 3 | feel: 3.5 | overall: 3.5,+57%,Bud Light | Anheuser-Busch
"Oct 21, 2013",look: 2 | smell: 1.25 | taste: 1.5 | feel: 1.5 | overall: 1.75,-21.2%,Bud Light | Anheuser-Busch
"Oct 13, 2013",look: 2 | smell: 2.5 | taste: 1.25 | feel: 2.5 | overall: 1.5,-8.3%,Bud Light | Anheuser-Busch
"Sep 20, 2013",look: 2.5 | smell: 3 | taste: 2.75 | feel: 2.5 | overall: 2.75,+43.5%,Bud Light | Anheuser-Busch
"Aug 21, 2013",look: 2.25 | smell: 1.25 | taste: 2 | feel: 2.5 | overall: 2,-2.1%,Bud Light | Anheuser-Busch
"Aug 20, 2013",look: 1.75 | smell: 1.5 | taste: 1.5 | feel: 1.25 | overall: 1.5,-22.8%,Bud Light | Anheuser-Busch
"Aug 18, 2013",look: 2 | smell: 1.75 | taste: 1.25 | feel: 1.25 | overall: 1.75,-21.2%,Bud Light | Anheuser-Busch
