date,attributes,rDev,name
"May 18, 2016",look: 2.75 | smell: 2.5 | taste: 2 | feel: 2.75 | overall: 2.25,+11.7%,Coors Light | Coors Brewing Company
"May 16, 2016",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-51.2%,Coors Light | Coors Brewing Company
"May 14, 2016",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+22%,Coors Light | Coors Brewing Company
"May 10, 2016",look: 4 | smell: 3 | taste: 1 | feel: 3 | overall: 2,+0.5%,Coors Light | Coors Brewing Company
"Apr 22, 2016",look: 2 | smell: 1 | taste: 2 | feel: 2.25 | overall: 2,-12.7%,Coors Light | Coors Brewing Company
"Apr 13, 2016",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+143.9%,Coors Light | Coors Brewing Company
"Mar 31, 2016",look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4,+95.1%,Coors Light | Coors Brewing Company
"Mar 29, 2016",look: 2 | smell: 1.75 | taste: 2 | feel: 1.75 | overall: 2,-6.3%,Coors Light | Coors Brewing Company
"Mar 29, 2016",look: 2.75 | smell: 3 | taste: 3 | feel: 2.5 | overall: 3,+43.4%,Coors Light | Coors Brewing Company
"Mar 28, 2016",look: 3.5 | smell: 1.75 | taste: 3.75 | feel: 4 | overall: 4,+62.4%,Coors Light | Coors Brewing Company
"Mar 25, 2016",look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4,+88.3%,Coors Light | Coors Brewing Company
"Mar 24, 2016",look: 1.5 | smell: 1.25 | taste: 1.5 | feel: 1.25 | overall: 1.25,-33.2%,Coors Light | Coors Brewing Company
"Mar 14, 2016",look: 2.25 | smell: 2.5 | taste: 2.25 | feel: 2.25 | overall: 2.25,+12.7%,Coors Light | Coors Brewing Company
"Feb 18, 2016",look: 1.25 | smell: 1.25 | taste: 1.5 | feel: 1 | overall: 1.5,-32.7%,Coors Light | Coors Brewing Company
"Feb 10, 2016",look: 1.5 | smell: 1.25 | taste: 1.25 | feel: 1.5 | overall: 1.5,-34.6%,Coors Light | Coors Brewing Company
"Jan 30, 2016",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-51.2%,Coors Light | Coors Brewing Company
"Jan 24, 2016",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-2.4%,Coors Light | Coors Brewing Company
"Jan 20, 2016",look: 1.75 | smell: 2 | taste: 2 | feel: 1.75 | overall: 1.75,-6.8%,Coors Light | Coors Brewing Company
"Jan 15, 2016",look: 1.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 1.75,-12.2%,Coors Light | Coors Brewing Company
"Jan 13, 2016",look: 3 | smell: 2 | taste: 1 | feel: 2 | overall: 2,-19%,Coors Light | Coors Brewing Company
"Jan 03, 2016",look: 2.5 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 2.75,+38.5%,Coors Light | Coors Brewing Company
"Dec 24, 2015",look: 2.25 | smell: 1 | taste: 1 | feel: 1 | overall: 1.5,-42.4%,Coors Light | Coors Brewing Company
"Dec 18, 2015",look: 1.75 | smell: 1 | taste: 1.5 | feel: 1 | overall: 1.5,-34.1%,Coors Light | Coors Brewing Company
"Dec 16, 2015",look: 2 | smell: 1.5 | taste: 1.25 | feel: 2 | overall: 1.5,-27.8%,Coors Light | Coors Brewing Company
"Nov 27, 2015",look: 1.25 | smell: 1.5 | taste: 1.25 | feel: 1.5 | overall: 1.25,-34.6%,Coors Light | Coors Brewing Company
"Nov 27, 2015",look: 2.75 | smell: 1.5 | taste: 3.5 | feel: 3.5 | overall: 3,+40.5%,Coors Light | Coors Brewing Company
"Nov 15, 2015",look: 2.25 | smell: 2 | taste: 2.25 | feel: 2.25 | overall: 2.25,+6.8%,Coors Light | Coors Brewing Company
"Nov 09, 2015",look: 1.5 | smell: 1.25 | taste: 1.75 | feel: 1.5 | overall: 1.5,-24.9%,Coors Light | Coors Brewing Company
"Nov 02, 2015",look: 1.25 | smell: 2 | taste: 2 | feel: 1 | overall: 2,-9.3%,Coors Light | Coors Brewing Company
"Oct 31, 2015",look: 2 | smell: 1 | taste: 1.5 | feel: 3 | overall: 1.5,-23.9%,Coors Light | Coors Brewing Company
"Oct 22, 2015",look: 2 | smell: 1 | taste: 3 | feel: 2 | overall: 2.25,+7.8%,Coors Light | Coors Brewing Company
"Oct 09, 2015",look: 3 | smell: 2 | taste: 3 | feel: 3.25 | overall: 3,+36.1%,Coors Light | Coors Brewing Company
"Oct 07, 2015",look: 2 | smell: 1.75 | taste: 1.5 | feel: 3 | overall: 2,-10.2%,Coors Light | Coors Brewing Company
"Oct 02, 2015",look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75,-14.6%,Coors Light | Coors Brewing Company
"Sep 29, 2015",look: 2.5 | smell: 3 | taste: 2.75 | feel: 3 | overall: 2.75,+37.6%,Coors Light | Coors Brewing Company
"Sep 24, 2015",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-2.4%,Coors Light | Coors Brewing Company
"Sep 23, 2015",look: 3 | smell: 2.5 | taste: 2.75 | feel: 2.75 | overall: 2.75,+32.2%,Coors Light | Coors Brewing Company
"Sep 11, 2015",look: 1.75 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 1.5,-16.1%,Coors Light | Coors Brewing Company
"Aug 17, 2015",look: 3.75 | smell: 2.25 | taste: 3.5 | feel: 2 | overall: 4.25,+57.1%,Coors Light | Coors Brewing Company
"Aug 14, 2015",look: 2.5 | smell: 1 | taste: 1 | feel: 1 | overall: 1.5,-42%,Coors Light | Coors Brewing Company
"Aug 11, 2015",look: 1.5 | smell: 1.25 | taste: 1.75 | feel: 1.25 | overall: 1.25,-28.3%,Coors Light | Coors Brewing Company
"Aug 06, 2015",look: 1 | smell: 1 | taste: 1.75 | feel: 1.75 | overall: 1.5,-27.8%,Coors Light | Coors Brewing Company
"Aug 04, 2015",look: 1 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 1.25,-36.6%,Coors Light | Coors Brewing Company
"Jul 27, 2015",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.75,+28.3%,Coors Light | Coors Brewing Company
"Jul 26, 2015",look: 4 | smell: 3 | taste: 4.25 | feel: 3 | overall: 4.25,+85.9%,Coors Light | Coors Brewing Company
"Jul 22, 2015",look: 3 | smell: 3.25 | taste: 2.75 | feel: 2.75 | overall: 2.75,+41%,Coors Light | Coors Brewing Company
"Jul 21, 2015",look: 3 | smell: 2.25 | taste: 1.75 | feel: 2 | overall: 2.5,+3.4%,Coors Light | Coors Brewing Company
"Jul 17, 2015",look: 1.5 | smell: 2 | taste: 2 | feel: 1.75 | overall: 2.25,-2.4%,Coors Light | Coors Brewing Company
"Jul 13, 2015",look: 3 | smell: 3 | taste: 3.5 | feel: 4 | overall: 3.75,+68.3%,Coors Light | Coors Brewing Company
"Jul 11, 2015",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-2.4%,Coors Light | Coors Brewing Company
"Jul 05, 2015",look: 1.25 | smell: 1.25 | taste: 1.25 | feel: 1.25 | overall: 1.25,-39%,Coors Light | Coors Brewing Company
"Jun 25, 2015",look: 1 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 1.75,-16.1%,Coors Light | Coors Brewing Company
"Jun 24, 2015",look: 2.5 | smell: 1.75 | taste: 2.25 | feel: 2 | overall: 2.25,+3.4%,Coors Light | Coors Brewing Company
"Jun 24, 2015",look: 3.5 | smell: 2.5 | taste: 2.75 | feel: 3 | overall: 3,+37.1%,Coors Light | Coors Brewing Company
"Jun 22, 2015",look: 2.75 | smell: 2.75 | taste: 2.5 | feel: 2.25 | overall: 2.25,+22%,Coors Light | Coors Brewing Company
"Jun 20, 2015",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.25 | overall: 1.25,-30.2%,Coors Light | Coors Brewing Company
"Jun 11, 2015",look: 3 | smell: 3 | taste: 3 | feel: 3.75 | overall: 3.25,+52.7%,Coors Light | Coors Brewing Company
"Jun 07, 2015",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1,-43.9%,Coors Light | Coors Brewing Company
"Jun 06, 2015",look: 2 | smell: 2.75 | taste: 3.5 | feel: 3 | overall: 3,+50.2%,Coors Light | Coors Brewing Company
"Jun 04, 2015",look: 3.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,+2%,Coors Light | Coors Brewing Company
"May 15, 2015",look: 2 | smell: 2 | taste: 3 | feel: 2.5 | overall: 2.5,+24.4%,Coors Light | Coors Brewing Company
"May 11, 2015",look: 1.75 | smell: 1.5 | taste: 1.5 | feel: 1.75 | overall: 1.5,-24.9%,Coors Light | Coors Brewing Company
"May 08, 2015",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-26.8%,Coors Light | Coors Brewing Company
"May 06, 2015",look: 5 | smell: 3.75 | taste: 3.25 | feel: 5 | overall: 3.25,+78%,Coors Light | Coors Brewing Company
"Apr 22, 2015",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+22%,Coors Light | Coors Brewing Company
"Apr 16, 2015",look: 3 | smell: 2 | taste: 4 | feel: 3 | overall: 3,+54.1%,Coors Light | Coors Brewing Company
"Apr 09, 2015",look: 2 | smell: 2 | taste: 1.75 | feel: 2 | overall: 2,-7.3%,Coors Light | Coors Brewing Company
"Apr 01, 2015",look: 1.5 | smell: 1.5 | taste: 1.25 | feel: 1.25 | overall: 1.25,-35.1%,Coors Light | Coors Brewing Company
"Mar 23, 2015",look: 2.5 | smell: 2.5 | taste: 2.25 | feel: 2.5 | overall: 2.5,+17.1%,Coors Light | Coors Brewing Company
"Mar 22, 2015",look: 2.5 | smell: 2 | taste: 1 | feel: 3 | overall: 1.5,-20.5%,Coors Light | Coors Brewing Company
"Mar 21, 2015",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+23.4%,Coors Light | Coors Brewing Company
"Mar 17, 2015",look: 2.25 | smell: 2.5 | taste: 3 | feel: 2.75 | overall: 2.75,+34.6%,Coors Light | Coors Brewing Company
"Mar 16, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-51.2%,Coors Light | Coors Brewing Company
"Feb 17, 2015",look: 2 | smell: 2.5 | taste: 2.75 | feel: 2.5 | overall: 2.5,+25.4%,Coors Light | Coors Brewing Company
"Feb 07, 2015",look: 2.5 | smell: 2 | taste: 2.25 | feel: 2 | overall: 2.25,+6.3%,Coors Light | Coors Brewing Company
"Jan 23, 2015",look: 2 | smell: 1.75 | taste: 1.5 | feel: 1.5 | overall: 1.75,-20%,Coors Light | Coors Brewing Company
"Jan 09, 2015",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-51.2%,Coors Light | Coors Brewing Company
"Jan 09, 2015",look: 1.25 | smell: 2 | taste: 1.25 | feel: 1 | overall: 1.25,-31.2%,Coors Light | Coors Brewing Company
"Jan 03, 2015",look: 2.25 | smell: 1.75 | taste: 2.75 | feel: 3.25 | overall: 3,+25.9%,Coors Light | Coors Brewing Company
"Jan 02, 2015",look: 1.25 | smell: 1.75 | taste: 1.5 | feel: 1.75 | overall: 1.25,-25.9%,Coors Light | Coors Brewing Company
"Dec 31, 2014",look: 3 | smell: 3 | taste: 3.5 | feel: 3.75 | overall: 3.5,+64.9%,Coors Light | Coors Brewing Company
"Dec 31, 2014",look: 3 | smell: 2 | taste: 2.75 | feel: 1.5 | overall: 2.5,+17.6%,Coors Light | Coors Brewing Company
"Dec 31, 2014",look: 2 | smell: 2.75 | taste: 4.5 | feel: 4.5 | overall: 4.25,+89.3%,Coors Light | Coors Brewing Company
"Dec 28, 2014",look: 1.75 | smell: 2 | taste: 3 | feel: 1.5 | overall: 2.5,+19%,Coors Light | Coors Brewing Company
"Dec 07, 2014",194 characters,+9.8%,Coors Light | Coors Brewing Company
"Dec 02, 2014",173 characters,-26.8%,Coors Light | Coors Brewing Company
"Nov 30, 2014",270 characters,+82.9%,Coors Light | Coors Brewing Company
"Nov 26, 2014",906 characters,-2.4%,Coors Light | Coors Brewing Company
"Nov 26, 2014",421 characters,-2.4%,Coors Light | Coors Brewing Company
"Nov 21, 2014",474 characters,-26.8%,Coors Light | Coors Brewing Company
"Nov 18, 2014",385 characters,-39%,Coors Light | Coors Brewing Company
"Nov 17, 2014",look: 2.25 | smell: 2.5 | taste: 2.25 | feel: 3 | overall: 2.5,+19%,Coors Light | Coors Brewing Company
"Oct 12, 2014",208 characters,+9.8%,Coors Light | Coors Brewing Company
"Oct 06, 2014",730 characters,+22%,Coors Light | Coors Brewing Company
"Oct 01, 2014",186 characters,-2.4%,Coors Light | Coors Brewing Company
"Sep 29, 2014","1,006 characters",+70.7%,Coors Light | Coors Brewing Company
"Sep 28, 2014",look: 1.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 1.75,-12.2%,Coors Light | Coors Brewing Company
"Sep 16, 2014","1,413 characters",+11.7%,Coors Light | Coors Brewing Company
"Sep 08, 2014",899 characters,+143.9%,Coors Light | Coors Brewing Company
"Sep 06, 2014",286 characters,+22%,Coors Light | Coors Brewing Company
"Sep 02, 2014",912 characters,-2.4%,Coors Light | Coors Brewing Company
"Sep 01, 2014",226 characters,-26.8%,Coors Light | Coors Brewing Company
"Sep 01, 2014",774 characters,+17.1%,Coors Light | Coors Brewing Company
"Aug 30, 2014",721 characters,-2.4%,Coors Light | Coors Brewing Company
"Aug 26, 2014",look: 2 | smell: 1.5 | taste: 1.75 | feel: 1.75 | overall: 1.75,-16.6%,Coors Light | Coors Brewing Company
"Aug 20, 2014","1,339 characters",+9.8%,Coors Light | Coors Brewing Company
"Aug 18, 2014",look: 2.5 | smell: 3 | taste: 3 | feel: 2.5 | overall: 2.5,+37.6%,Coors Light | Coors Brewing Company
"Aug 06, 2014",look: 1.75 | smell: 1.75 | taste: 1.5 | feel: 1.75 | overall: 1.75,-19.5%,Coors Light | Coors Brewing Company
"Jul 28, 2014",look: 2 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 1.75,-17.1%,Coors Light | Coors Brewing Company
"Jul 27, 2014",look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25,+55.1%,Coors Light | Coors Brewing Company
"Jul 27, 2014",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+143.9%,Coors Light | Coors Brewing Company
"Jul 26, 2014",look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25,+9.8%,Coors Light | Coors Brewing Company
"Jul 20, 2014",look: 2.5 | smell: 2.5 | taste: 2.75 | feel: 3.5 | overall: 2.75,+34.1%,Coors Light | Coors Brewing Company
"Jul 19, 2014",look: 1.25 | smell: 1.25 | taste: 1.25 | feel: 1.25 | overall: 1.25,-39%,Coors Light | Coors Brewing Company
"Jul 13, 2014",look: 2 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 2.5,+6.3%,Coors Light | Coors Brewing Company
"Jul 10, 2014",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+46.3%,Coors Light | Coors Brewing Company
"Jul 06, 2014",look: 2 | smell: 2.25 | taste: 2.25 | feel: 2.75 | overall: 2.5,+14.1%,Coors Light | Coors Brewing Company
"Jun 18, 2014",look: 2 | smell: 1.75 | taste: 2.25 | feel: 1.75 | overall: 2,-1.5%,Coors Light | Coors Brewing Company
"Jun 17, 2014",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-51.2%,Coors Light | Coors Brewing Company
"Jun 04, 2014",look: 2.75 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.75,+25.4%,Coors Light | Coors Brewing Company
"Jun 01, 2014",look: 1.5 | smell: 2.75 | taste: 2 | feel: 2.25 | overall: 2.25,+8.8%,Coors Light | Coors Brewing Company
"May 31, 2014",look: 3 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3,+52.2%,Coors Light | Coors Brewing Company
"May 30, 2014",look: 1.75 | smell: 2 | taste: 1.75 | feel: 2.5 | overall: 1.75,-7.8%,Coors Light | Coors Brewing Company
"May 27, 2014",look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4.75 | overall: 4.25,+91.2%,Coors Light | Coors Brewing Company
"May 20, 2014",look: 2.25 | smell: 2.25 | taste: 2.75 | feel: 2.5 | overall: 3,+28.3%,Coors Light | Coors Brewing Company
"May 18, 2014",look: 1.5 | smell: 1.25 | taste: 2.75 | feel: 2 | overall: 2,+2%,Coors Light | Coors Brewing Company
"May 14, 2014",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-2.4%,Coors Light | Coors Brewing Company
"May 13, 2014",look: 2.25 | smell: 2 | taste: 2.25 | feel: 1.5 | overall: 2,+1%,Coors Light | Coors Brewing Company
"May 11, 2014",look: 1.75 | smell: 1.5 | taste: 2 | feel: 1.75 | overall: 1.5,-15.1%,Coors Light | Coors Brewing Company
"Apr 27, 2014",look: 2 | smell: 2.25 | taste: 2.25 | feel: 2 | overall: 2.25,+7.8%,Coors Light | Coors Brewing Company
"Apr 26, 2014",look: 2.75 | smell: 2.25 | taste: 2 | feel: 1.75 | overall: 2,+1.5%,Coors Light | Coors Brewing Company
"Apr 26, 2014",look: 2 | smell: 1.5 | taste: 1.25 | feel: 2 | overall: 1.5,-27.8%,Coors Light | Coors Brewing Company
"Apr 23, 2014",look: 2 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2,+24.9%,Coors Light | Coors Brewing Company
"Apr 22, 2014",look: 1.5 | smell: 1.75 | taste: 1.5 | feel: 2.75 | overall: 2.5,-7.8%,Coors Light | Coors Brewing Company
"Apr 13, 2014",look: 1.5 | smell: 1.25 | taste: 1.5 | feel: 1.5 | overall: 1.25,-32.2%,Coors Light | Coors Brewing Company
"Apr 09, 2014",look: 3.5 | smell: 2.25 | taste: 2.5 | feel: 2.5 | overall: 2.25,+19.5%,Coors Light | Coors Brewing Company
"Apr 04, 2014",look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5,+70.7%,Coors Light | Coors Brewing Company
"Mar 26, 2014",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-51.2%,Coors Light | Coors Brewing Company
"Mar 15, 2014",look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5,+72.7%,Coors Light | Coors Brewing Company
"Mar 07, 2014",look: 4 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25,+61%,Coors Light | Coors Brewing Company
"Feb 09, 2014",look: 1.75 | smell: 2 | taste: 2 | feel: 1.75 | overall: 2,-4.4%,Coors Light | Coors Brewing Company
"Feb 01, 2014",look: 1.5 | smell: 1 | taste: 2 | feel: 2 | overall: 1.5,-20.5%,Coors Light | Coors Brewing Company
"Jan 25, 2014",look: 4 | smell: 3.5 | taste: 2.75 | feel: 3 | overall: 3,+50.2%,Coors Light | Coors Brewing Company
"Jan 05, 2014",look: 2.25 | smell: 2.25 | taste: 2.5 | feel: 3 | overall: 2.25,+18.5%,Coors Light | Coors Brewing Company
"Dec 24, 2013",look: 1 | smell: 2 | taste: 1 | feel: 1 | overall: 1,-39.5%,Coors Light | Coors Brewing Company
"Dec 14, 2013",look: 1.75 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-2.9%,Coors Light | Coors Brewing Company
"Dec 09, 2013",look: 2.25 | smell: 2.25 | taste: 2 | feel: 2.25 | overall: 2.25,+4.9%,Coors Light | Coors Brewing Company
"Dec 05, 2013",look: 2 | smell: 1.75 | taste: 2.5 | feel: 2 | overall: 2.25,+6.8%,Coors Light | Coors Brewing Company
"Nov 08, 2013",look: 1.75 | smell: 3.25 | taste: 1.75 | feel: 2 | overall: 2,+6.8%,Coors Light | Coors Brewing Company
"Nov 07, 2013",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-51.2%,Coors Light | Coors Brewing Company
"Oct 23, 2013",look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4,+86.8%,Coors Light | Coors Brewing Company
"Oct 21, 2013",look: 1.5 | smell: 1.5 | taste: 1.75 | feel: 2 | overall: 1.75,-17.1%,Coors Light | Coors Brewing Company
"Oct 13, 2013",look: 1.25 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.5,-24.9%,Coors Light | Coors Brewing Company
"Oct 07, 2013",look: 1.75 | smell: 1.25 | taste: 1 | feel: 1.75 | overall: 2,-32.7%,Coors Light | Coors Brewing Company
"Oct 01, 2013",look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25,+9.8%,Coors Light | Coors Brewing Company
"Sep 28, 2013",look: 2.5 | smell: 2.75 | taste: 2.5 | feel: 1.75 | overall: 2.5,+21.5%,Coors Light | Coors Brewing Company
"Sep 23, 2013",look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5,+70.7%,Coors Light | Coors Brewing Company
"Sep 22, 2013",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2.25,+15.6%,Coors Light | Coors Brewing Company
"Sep 05, 2013",look: 1 | smell: 1.5 | taste: 2 | feel: 2 | overall: 3,-1.5%,Coors Light | Coors Brewing Company
"Sep 02, 2013",look: 2 | smell: 2.75 | taste: 2.5 | feel: 3 | overall: 2.5,+25.9%,Coors Light | Coors Brewing Company
"Sep 01, 2013",look: 1.5 | smell: 1 | taste: 3 | feel: 2 | overall: 2.5,+8.8%,Coors Light | Coors Brewing Company
"Aug 22, 2013",look: 1.25 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-50.2%,Coors Light | Coors Brewing Company
"Aug 22, 2013",look: 1.75 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-48.8%,Coors Light | Coors Brewing Company
"Aug 21, 2013",look: 2 | smell: 1.75 | taste: 2 | feel: 1.75 | overall: 2,-6.3%,Coors Light | Coors Brewing Company
"Aug 20, 2013",look: 2 | smell: 3 | taste: 1.5 | feel: 1 | overall: 2,-5.4%,Coors Light | Coors Brewing Company
"Aug 17, 2013",look: 3 | smell: 2.75 | taste: 2.5 | feel: 2.25 | overall: 2.5,+25.4%,Coors Light | Coors Brewing Company
"Aug 04, 2013",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.25,+9.8%,Coors Light | Coors Brewing Company
"Jul 27, 2013",look: 1.5 | smell: 2 | taste: 3 | feel: 3 | overall: 2.75,+27.8%,Coors Light | Coors Brewing Company
"Jul 24, 2013",look: 3.5 | smell: 1.75 | taste: 1.5 | feel: 2.75 | overall: 2,-6.8%,Coors Light | Coors Brewing Company
"Jul 23, 2013",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 5 | overall: 2.75,+36.6%,Coors Light | Coors Brewing Company
"Jul 18, 2013",look: 2.25 | smell: 2 | taste: 2 | feel: 2 | overall: 1.5,-6.3%,Coors Light | Coors Brewing Company
"Jul 16, 2013",look: 1.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2,-13.7%,Coors Light | Coors Brewing Company
"Jul 15, 2013",look: 2.75 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3,+27.8%,Coors Light | Coors Brewing Company
"Jul 09, 2013",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+143.9%,Coors Light | Coors Brewing Company
"Jul 07, 2013",look: 2.75 | smell: 1.75 | taste: 2 | feel: 2 | overall: 2,-2.9%,Coors Light | Coors Brewing Company
"Jul 03, 2013",look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5,+70.2%,Coors Light | Coors Brewing Company
"Jun 30, 2013",look: 1.5 | smell: 1.5 | taste: 2.25 | feel: 1.5 | overall: 2,-7.3%,Coors Light | Coors Brewing Company
