date,attributes,rDev,name
"Jan 31, 2017",look: 4.5 | smell: 1.5 | taste: 3 | feel: 3 | overall: 3.75,+18.5%,Budweiser | Anheuser-Busch
"May 02, 2007",look: 2 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 3.5,+9.1%,Budweiser | Anheuser-Busch
"May 01, 2007",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 1.5,-26.7%,Budweiser | Anheuser-Busch
"Apr 28, 2007",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2 | overall: 3.5,+17.3%,Budweiser | Anheuser-Busch
"Apr 28, 2007",look: 1.5 | smell: 1.5 | taste: 2 | feel: 1 | overall: 2.5,-23.9%,Budweiser | Anheuser-Busch
"Apr 24, 2007",look: 3 | smell: 2.5 | taste: 2 | feel: 3 | overall: 2,-6.2%,Budweiser | Anheuser-Busch
"Apr 24, 2007",look: 2 | smell: 2 | taste: 3 | feel: 2 | overall: 3.5,+11.1%,Budweiser | Anheuser-Busch
"Apr 24, 2007",look: 2.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 2,-31.7%,Budweiser | Anheuser-Busch
"Apr 22, 2007",look: 3 | smell: 3 | taste: 4 | feel: 4 | overall: 5,+60.5%,Budweiser | Anheuser-Busch
"Apr 21, 2007",look: 2.5 | smell: 2 | taste: 3.5 | feel: 2 | overall: 3,+16.5%,Budweiser | Anheuser-Busch
"Apr 17, 2007",look: 3.5 | smell: 2.5 | taste: 3 | feel: 2 | overall: 4,+23.9%,Budweiser | Anheuser-Busch
"Apr 15, 2007",look: 3 | smell: 3 | taste: 3 | feel: 4 | overall: 3.5,+31.7%,Budweiser | Anheuser-Busch
"Apr 08, 2007",look: 2 | smell: 1 | taste: 1 | feel: 1 | overall: 3,-39.9%,Budweiser | Anheuser-Busch
"Mar 30, 2007",look: 1.5 | smell: 1 | taste: 3 | feel: 2.5 | overall: 4,+6.2%,Budweiser | Anheuser-Busch
"Mar 27, 2007",look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3,+31.7%,Budweiser | Anheuser-Busch
"Mar 25, 2007",look: 1.5 | smell: 2 | taste: 1 | feel: 1 | overall: 2,-39.5%,Budweiser | Anheuser-Busch
"Mar 21, 2007",look: 2.5 | smell: 2.5 | taste: 2 | feel: 2 | overall: 3,-3.3%,Budweiser | Anheuser-Busch
"Mar 20, 2007",look: 1.5 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 1.5,-30%,Budweiser | Anheuser-Busch
"Mar 12, 2007",look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 4,+1.2%,Budweiser | Anheuser-Busch
"Mar 12, 2007",look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-7%,Budweiser | Anheuser-Busch
"Mar 06, 2007",look: 2 | smell: 1.5 | taste: 1.5 | feel: 2.5 | overall: 1.5,-32.9%,Budweiser | Anheuser-Busch
"Feb 28, 2007",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Feb 27, 2007",look: 1.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-31.3%,Budweiser | Anheuser-Busch
"Feb 24, 2007",look: 3.5 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2,-7%,Budweiser | Anheuser-Busch
"Feb 24, 2007",look: 1.5 | smell: 1 | taste: 1 | feel: 1.5 | overall: 2,-47.3%,Budweiser | Anheuser-Busch
"Feb 22, 2007",look: 2 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1,-34.2%,Budweiser | Anheuser-Busch
"Feb 17, 2007",look: 1.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,-0.4%,Budweiser | Anheuser-Busch
"Feb 16, 2007",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,-1.2%,Budweiser | Anheuser-Busch
"Feb 14, 2007",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5,+27.6%,Budweiser | Anheuser-Busch
"Feb 13, 2007",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2,-6.2%,Budweiser | Anheuser-Busch
"Feb 10, 2007",look: 2 | smell: 2 | taste: 1.5 | feel: 2 | overall: 3,-17.7%,Budweiser | Anheuser-Busch
"Feb 09, 2007",look: 2.5 | smell: 2.5 | taste: 1.5 | feel: 2.5 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Jan 27, 2007",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 3,+4.9%,Budweiser | Anheuser-Busch
"Jan 25, 2007",look: 3.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-18.9%,Budweiser | Anheuser-Busch
"Jan 21, 2007",look: 3.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2,-11.9%,Budweiser | Anheuser-Busch
"Jan 16, 2007",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 3,-14.4%,Budweiser | Anheuser-Busch
"Jan 14, 2007",look: 1.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-21%,Budweiser | Anheuser-Busch
"Jan 08, 2007",look: 2.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-18.5%,Budweiser | Anheuser-Busch
"Jan 01, 2007",look: 1.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-31.3%,Budweiser | Anheuser-Busch
"Dec 29, 2006",look: 1.5 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-10.7%,Budweiser | Anheuser-Busch
"Dec 24, 2006",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 4,+23.5%,Budweiser | Anheuser-Busch
"Dec 22, 2006",look: 2 | smell: 2.5 | taste: 1.5 | feel: 1.5 | overall: 2,-23%,Budweiser | Anheuser-Busch
"Dec 16, 2006",look: 2 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5,+18.1%,Budweiser | Anheuser-Busch
"Dec 12, 2006",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,-1.2%,Budweiser | Anheuser-Busch
"Dec 05, 2006",look: 2 | smell: 1 | taste: 1.5 | feel: 2 | overall: 1.5,-39.9%,Budweiser | Anheuser-Busch
"Nov 29, 2006",look: 4 | smell: 1 | taste: 1 | feel: 1.5 | overall: 1,-49.4%,Budweiser | Anheuser-Busch
"Nov 28, 2006",look: 2 | smell: 1.5 | taste: 3 | feel: 2 | overall: 4,+10.3%,Budweiser | Anheuser-Busch
"Nov 26, 2006",look: 1.5 | smell: 1 | taste: 1.5 | feel: 1 | overall: 1.5,-45.3%,Budweiser | Anheuser-Busch
"Nov 26, 2006",look: 2.5 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1,-50.2%,Budweiser | Anheuser-Busch
"Nov 12, 2006",look: 3 | smell: 3 | taste: 2 | feel: 3 | overall: 3.5,+11.1%,Budweiser | Anheuser-Busch
"Nov 12, 2006",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Nov 10, 2006",look: 2.5 | smell: 2 | taste: 1.5 | feel: 2.5 | overall: 1.5,-26.7%,Budweiser | Anheuser-Busch
"Nov 08, 2006",look: 2 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3,+14%,Budweiser | Anheuser-Busch
"Nov 01, 2006",look: 3 | smell: 3 | taste: 2.5 | feel: 3 | overall: 3,+15.2%,Budweiser | Anheuser-Busch
"Oct 30, 2006",look: 1.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 3,-12.8%,Budweiser | Anheuser-Busch
"Oct 15, 2006",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+0.8%,Budweiser | Anheuser-Busch
"Oct 12, 2006",look: 2.5 | smell: 3 | taste: 2.5 | feel: 3 | overall: 3,+14%,Budweiser | Anheuser-Busch
"Sep 29, 2006",look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3,+31.7%,Budweiser | Anheuser-Busch
"Sep 24, 2006",look: 3.5 | smell: 1.5 | taste: 2 | feel: 3 | overall: 2,-14.8%,Budweiser | Anheuser-Busch
"Sep 24, 2006",look: 2 | smell: 1 | taste: 2.5 | feel: 2 | overall: 5,+5.3%,Budweiser | Anheuser-Busch
"Sep 23, 2006",look: 3 | smell: 1.5 | taste: 2.5 | feel: 3 | overall: 3.5,+4.5%,Budweiser | Anheuser-Busch
"Sep 22, 2006",look: 2 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 2,-20.6%,Budweiser | Anheuser-Busch
"Sep 21, 2006",look: 3 | smell: 2.5 | taste: 3.5 | feel: 3.5 | overall: 4,+37%,Budweiser | Anheuser-Busch
"Sep 16, 2006",look: 2 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 4,+39.5%,Budweiser | Anheuser-Busch
"Sep 13, 2006",look: 1.5 | smell: 1.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,-9.5%,Budweiser | Anheuser-Busch
"Sep 10, 2006",look: 3 | smell: 3 | taste: 3 | feel: 4 | overall: 5,+44%,Budweiser | Anheuser-Busch
"Sep 08, 2006",look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-57.6%,Budweiser | Anheuser-Busch
"Sep 05, 2006",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 4,+31.7%,Budweiser | Anheuser-Busch
"Sep 02, 2006",look: 2 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 2,-35%,Budweiser | Anheuser-Busch
"Aug 29, 2006",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3,+9.1%,Budweiser | Anheuser-Busch
"Aug 26, 2006",look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-15.2%,Budweiser | Anheuser-Busch
"Aug 25, 2006",look: 3 | smell: 2 | taste: 3 | feel: 2.5 | overall: 5,+28%,Budweiser | Anheuser-Busch
"Aug 21, 2006",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Aug 18, 2006",look: 3.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 1,-24.3%,Budweiser | Anheuser-Busch
"Aug 17, 2006",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3.5,+12.3%,Budweiser | Anheuser-Busch
"Aug 15, 2006",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-8.2%,Budweiser | Anheuser-Busch
"Aug 14, 2006",look: 1 | smell: 1 | taste: 2 | feel: 2.5 | overall: 3,-19.8%,Budweiser | Anheuser-Busch
"Aug 14, 2006",look: 1.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,-0.4%,Budweiser | Anheuser-Busch
"Aug 13, 2006",look: 2.5 | smell: 1 | taste: 2 | feel: 2.5 | overall: 2.5,-20.2%,Budweiser | Anheuser-Busch
"Aug 13, 2006",look: 2.5 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 2,-26.7%,Budweiser | Anheuser-Busch
"Aug 11, 2006",look: 3 | smell: 3 | taste: 3 | feel: 3.5 | overall: 4.5,+37.9%,Budweiser | Anheuser-Busch
"Aug 09, 2006",look: 1.5 | smell: 1 | taste: 2 | feel: 2 | overall: 3,-20.6%,Budweiser | Anheuser-Busch
"Aug 08, 2006",look: 2 | smell: 2 | taste: 2.5 | feel: 1.5 | overall: 4,+4.9%,Budweiser | Anheuser-Busch
"Aug 07, 2006",look: 3 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 3,+26.7%,Budweiser | Anheuser-Busch
"Aug 06, 2006",look: 2 | smell: 2.5 | taste: 2 | feel: 2 | overall: 2,-12.8%,Budweiser | Anheuser-Busch
"Aug 03, 2006",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3,+8.2%,Budweiser | Anheuser-Busch
"Aug 02, 2006",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+0.8%,Budweiser | Anheuser-Busch
"Jul 30, 2006",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 3,+3.7%,Budweiser | Anheuser-Busch
"Jul 22, 2006",look: 3.5 | smell: 2.5 | taste: 2.5 | feel: 3.5 | overall: 4,+21.8%,Budweiser | Anheuser-Busch
"Jul 22, 2006",look: 2.5 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 2,-26.7%,Budweiser | Anheuser-Busch
"Jul 15, 2006",look: 3 | smell: 2.5 | taste: 1.5 | feel: 3 | overall: 2,-14.4%,Budweiser | Anheuser-Busch
"Jul 12, 2006",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Jul 07, 2006",look: 3 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 3,look: 3 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 3,Budweiser | Anheuser-Busch
"Jul 07, 2006",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 2,+7%,Budweiser | Anheuser-Busch
"Jul 05, 2006",look: 2 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-30%,Budweiser | Anheuser-Busch
"Jul 04, 2006",look: 1 | smell: 1 | taste: 1 | feel: 1.5 | overall: 4,-32.1%,Budweiser | Anheuser-Busch
"Jun 18, 2006",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2.5,-18.5%,Budweiser | Anheuser-Busch
"Jun 17, 2006",look: 2.5 | smell: 2.5 | taste: 3.5 | feel: 2.5 | overall: 3.5,+27.6%,Budweiser | Anheuser-Busch
"Jun 12, 2006",look: 1.5 | smell: 1.5 | taste: 3 | feel: 1.5 | overall: 3.5,+2.9%,Budweiser | Anheuser-Busch
"Jun 10, 2006",look: 3 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 2.5,+9.1%,Budweiser | Anheuser-Busch
"Jun 09, 2006",look: 3 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 3,+7.4%,Budweiser | Anheuser-Busch
"Jun 09, 2006",look: 3 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1,-49%,Budweiser | Anheuser-Busch
"Jun 07, 2006",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3.5 | overall: 3.5,+15.2%,Budweiser | Anheuser-Busch
"May 30, 2006",look: 3.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.5,+67.5%,Budweiser | Anheuser-Busch
"May 29, 2006",look: 1 | smell: 2 | taste: 1 | feel: 2 | overall: 1,-44.9%,Budweiser | Anheuser-Busch
"May 27, 2006",look: 3.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.5,-7.8%,Budweiser | Anheuser-Busch
"May 26, 2006",look: 2.5 | smell: 2 | taste: 3 | feel: 2.5 | overall: 2,+2.1%,Budweiser | Anheuser-Busch
"May 26, 2006",look: 3.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 3,+7.4%,Budweiser | Anheuser-Busch
"May 24, 2006",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-9.5%,Budweiser | Anheuser-Busch
"May 24, 2006",look: 3.5 | smell: 3 | taste: 3 | feel: 4 | overall: 4.5,+41.2%,Budweiser | Anheuser-Busch
"May 23, 2006",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3,+15.2%,Budweiser | Anheuser-Busch
"May 23, 2006",look: 2 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 2.5,-23.9%,Budweiser | Anheuser-Busch
"May 22, 2006",look: 1.5 | smell: 1.5 | taste: 1 | feel: 3 | overall: 1,-44.4%,Budweiser | Anheuser-Busch
"May 21, 2006",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 4,+10.3%,Budweiser | Anheuser-Busch
"May 20, 2006",look: 3 | smell: 2 | taste: 3.5 | feel: 3 | overall: 5,+38.3%,Budweiser | Anheuser-Busch
"May 16, 2006",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5,+27.6%,Budweiser | Anheuser-Busch
"May 10, 2006",look: 2 | smell: 2 | taste: 3 | feel: 3 | overall: 4,+19.3%,Budweiser | Anheuser-Busch
"May 09, 2006",look: 2 | smell: 1 | taste: 2 | feel: 2.5 | overall: 2,-25.5%,Budweiser | Anheuser-Busch
"May 09, 2006",look: 2.5 | smell: 2 | taste: 2 | feel: 3 | overall: 2.5,-8.2%,Budweiser | Anheuser-Busch
"May 07, 2006",look: 4 | smell: 2.5 | taste: 4 | feel: 3.5 | overall: 4.5,+51.9%,Budweiser | Anheuser-Busch
"May 05, 2006",look: 3.5 | smell: 3 | taste: 4 | feel: 3.5 | overall: 4,+51.4%,Budweiser | Anheuser-Busch
"May 04, 2006",look: 2.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,look: 2.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,Budweiser | Anheuser-Busch
"Apr 25, 2006",look: 3 | smell: 3 | taste: 4 | feel: 3.5 | overall: 4,+50.2%,Budweiser | Anheuser-Busch
"Apr 25, 2006",look: 2.75 | smell: 2.5 | taste: 3.75 | feel: 1.75 | overall: 3.25,+27.2%,Budweiser | Anheuser-Busch
"Apr 23, 2006",look: 2.5 | smell: 2 | taste: 3 | feel: 3 | overall: 3,+12.3%,Budweiser | Anheuser-Busch
"Apr 14, 2006",look: 3 | smell: 3 | taste: 3 | feel: 3.5 | overall: 4,+33.7%,Budweiser | Anheuser-Busch
"Apr 13, 2006",look: 2 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-30%,Budweiser | Anheuser-Busch
"Apr 11, 2006",look: 2.5 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.5,-33.7%,Budweiser | Anheuser-Busch
"Apr 10, 2006",look: 2 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.5,+27.2%,Budweiser | Anheuser-Busch
"Apr 09, 2006",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5,-5.3%,Budweiser | Anheuser-Busch
"Apr 01, 2006",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 3.5,+10.3%,Budweiser | Anheuser-Busch
"Apr 01, 2006",look: 2 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 3,-12.3%,Budweiser | Anheuser-Busch
"Mar 29, 2006",look: 3 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,+1.2%,Budweiser | Anheuser-Busch
"Mar 28, 2006",look: 2 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 3.5,-15.6%,Budweiser | Anheuser-Busch
"Mar 26, 2006",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5,-4.1%,Budweiser | Anheuser-Busch
"Mar 23, 2006",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+2.1%,Budweiser | Anheuser-Busch
"Mar 15, 2006",look: 3.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 5,+34.2%,Budweiser | Anheuser-Busch
"Mar 13, 2006",look: 4 | smell: 2 | taste: 2 | feel: 3 | overall: 4.5,+11.9%,Budweiser | Anheuser-Busch
"Mar 08, 2006",look: 3 | smell: 3 | taste: 3.5 | feel: 4.5 | overall: 4.5,+50.2%,Budweiser | Anheuser-Busch
"Mar 05, 2006",look: 3 | smell: 3 | taste: 4 | feel: 3 | overall: 5,+56.4%,Budweiser | Anheuser-Busch
"Mar 04, 2006",look: 3.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5,+21.8%,Budweiser | Anheuser-Busch
"Feb 26, 2006",look: 4 | smell: 2 | taste: 2.5 | feel: 4 | overall: 2,+3.7%,Budweiser | Anheuser-Busch
"Feb 23, 2006",look: 2.5 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 2,-33.7%,Budweiser | Anheuser-Busch
"Feb 22, 2006",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Feb 19, 2006",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3.5,+13.2%,Budweiser | Anheuser-Busch
"Feb 18, 2006",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+2.1%,Budweiser | Anheuser-Busch
"Feb 17, 2006",look: 1 | smell: 1 | taste: 3 | feel: 3 | overall: 4.5,+11.1%,Budweiser | Anheuser-Busch
"Feb 14, 2006",look: 2.5 | smell: 3 | taste: 3 | feel: 2.5 | overall: 4,+28.4%,Budweiser | Anheuser-Busch
"Feb 13, 2006",look: 3 | smell: 2.5 | taste: 3 | feel: 3.5 | overall: 4.5,+32.9%,Budweiser | Anheuser-Busch
"Feb 13, 2006",look: 3 | smell: 3 | taste: 1 | feel: 2.5 | overall: 1,-28%,Budweiser | Anheuser-Busch
"Feb 09, 2006",look: 2.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 3,-10.3%,Budweiser | Anheuser-Busch
"Feb 05, 2006",look: 2.5 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3.5,+21.4%,Budweiser | Anheuser-Busch
"Feb 03, 2006",look: 3 | smell: 3 | taste: 2 | feel: 2 | overall: 3,+2.9%,Budweiser | Anheuser-Busch
"Jan 30, 2006",look: 3 | smell: 2.75 | taste: 3 | feel: 3.5 | overall: 3.5,+27.2%,Budweiser | Anheuser-Busch
"Jan 30, 2006",look: 2.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 2,-31.7%,Budweiser | Anheuser-Busch
"Jan 30, 2006",look: 3 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 2,-32.5%,Budweiser | Anheuser-Busch
"Jan 29, 2006",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-3.3%,Budweiser | Anheuser-Busch
"Jan 24, 2006",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 4,+10.3%,Budweiser | Anheuser-Busch
"Jan 23, 2006",look: 1.5 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 3,-17.7%,Budweiser | Anheuser-Busch
"Jan 21, 2006",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+0.8%,Budweiser | Anheuser-Busch
"Jan 21, 2006",look: 2 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-30%,Budweiser | Anheuser-Busch
"Jan 20, 2006",look: 3 | smell: 2.5 | taste: 3.5 | feel: 2.5 | overall: 3.5,+28.8%,Budweiser | Anheuser-Busch
"Jan 15, 2006",look: 3 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 4,+35%,Budweiser | Anheuser-Busch
"Jan 11, 2006",look: 3.5 | smell: 3 | taste: 2.5 | feel: 3 | overall: 3,+16.5%,Budweiser | Anheuser-Busch
"Jan 06, 2006",look: 2 | smell: 1.5 | taste: 3 | feel: 4 | overall: 4,+18.5%,Budweiser | Anheuser-Busch
"Dec 30, 2005",look: 2 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1,-51.4%,Budweiser | Anheuser-Busch
"Dec 28, 2005",look: 3 | smell: 2 | taste: 3 | feel: 3 | overall: 3,+13.6%,Budweiser | Anheuser-Busch
"Dec 26, 2005",look: 1.5 | smell: 2 | taste: 3 | feel: 2 | overall: 3.5,+9.9%,Budweiser | Anheuser-Busch
"Dec 24, 2005",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5,-12.3%,Budweiser | Anheuser-Busch
"Dec 20, 2005",look: 2.5 | smell: 3 | taste: 2.5 | feel: 2 | overall: 3,+9.9%,Budweiser | Anheuser-Busch
"Dec 16, 2005",look: 1.5 | smell: 2.5 | taste: 2 | feel: 2 | overall: 2.5,-9.9%,Budweiser | Anheuser-Busch
"Dec 15, 2005",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-9.5%,Budweiser | Anheuser-Busch
"Dec 14, 2005",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-38.3%,Budweiser | Anheuser-Busch
"Dec 07, 2005",look: 1.5 | smell: 1.5 | taste: 2 | feel: 3 | overall: 3,-11.5%,Budweiser | Anheuser-Busch
"Dec 05, 2005",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2,-9.5%,Budweiser | Anheuser-Busch
"Dec 04, 2005",look: 2 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 2.5,-10.3%,Budweiser | Anheuser-Busch
"Nov 30, 2005",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+4.1%,Budweiser | Anheuser-Busch
"Nov 26, 2005",look: 2.5 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2,-9.5%,Budweiser | Anheuser-Busch
"Nov 25, 2005",look: 3 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.5,+29.6%,Budweiser | Anheuser-Busch
"Nov 25, 2005",look: 2.5 | smell: 2 | taste: 1.5 | feel: 2.5 | overall: 1.5,-26.7%,Budweiser | Anheuser-Busch
"Nov 18, 2005",look: 2 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 1.5,-42%,Budweiser | Anheuser-Busch
"Nov 18, 2005",look: 3.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2,+1.2%,Budweiser | Anheuser-Busch
"Nov 07, 2005",look: 2.5 | smell: 1.5 | taste: 2 | feel: 4 | overall: 2,-13.2%,Budweiser | Anheuser-Busch
"Oct 31, 2005",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3,+9.1%,Budweiser | Anheuser-Busch
"Oct 31, 2005",look: 2.5 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 2,-13.2%,Budweiser | Anheuser-Busch
"Oct 25, 2005",look: 3 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 3,-20.2%,Budweiser | Anheuser-Busch
"Oct 24, 2005",look: 4 | smell: 3 | taste: 4 | feel: 3 | overall: 4,+50.6%,Budweiser | Anheuser-Busch
"Oct 20, 2005",look: 4 | smell: 4 | taste: 3.5 | feel: 4 | overall: 4,+56.4%,Budweiser | Anheuser-Busch
"Oct 20, 2005",look: 2 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 4,+39.5%,Budweiser | Anheuser-Busch
"Oct 17, 2005",look: 2 | smell: 2 | taste: 2.5 | feel: 1 | overall: 2,-13.6%,Budweiser | Anheuser-Busch
"Oct 16, 2005",look: 3 | smell: 3 | taste: 2.5 | feel: 4 | overall: 2,+11.1%,Budweiser | Anheuser-Busch
"Oct 15, 2005",look: 1.5 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 3.5,-9.5%,Budweiser | Anheuser-Busch
"Oct 13, 2005",look: 2 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 2,-41.2%,Budweiser | Anheuser-Busch
"Oct 11, 2005",look: 3 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2,-23.5%,Budweiser | Anheuser-Busch
"Oct 04, 2005",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1.5,-54.7%,Budweiser | Anheuser-Busch
"Oct 03, 2005",look: 2 | smell: 2 | taste: 2 | feel: 3 | overall: 2,-13.6%,Budweiser | Anheuser-Busch
"Sep 30, 2005",look: 2.5 | smell: 3 | taste: 3.5 | feel: 1.5 | overall: 3,+24.3%,Budweiser | Anheuser-Busch
"Sep 23, 2005",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+2.9%,Budweiser | Anheuser-Busch
"Sep 20, 2005",look: 3 | smell: 2 | taste: 2 | feel: 4 | overall: 3,+1.2%,Budweiser | Anheuser-Busch
