movie_name,sentiment_mean
A bigger splash ,0.309071518987
Captain america civil war ,-0.229148338369
Miss hokusai ,0.295659574468
Dont breathe ,-0.119261578947
Kubo and the two strings ,0.410202717391
Aferim ,0.425308823529
Embrace of the serpent ,0.483764615385
Lo and behold reveries of the connected world ,0.213781196581
The handmaiden ,0.277096402878
Little men ,0.244018487395
Neruda ,0.285003614458
Hail caesar ,0.448727062706
Nuts ,0.0203239130435
Queen of katwe ,0.47296369863
The measure of a man ,0.0229818181818
Lion ,0.285886111111
Eat that question frank zappa in his own words ,0.342741935484
Everybody wants some ,0.427774747475
Dheepan ,0.342741935484
Demon ,-0.00674150943396
Love and friendship ,0.858283625731
Fences ,0.279069942197
Train to busan ,0.065308974359
Rams ,0.218950537634
City of gold ,0.369289090909
The little prince ,0.500075
Green room ,-0.0265600985222
Our little sister ,0.378443
Gimme danger ,-0.147734065934
Almost holy ,0.425308823529
Arrival ,0.318801986755
Sing street ,0.46621871345
Things to come ,0.229705102041
A war ,-0.586254216867
Weiner ,0.061675862069
Doctor strange ,0.251158041958
A man called ove ,0.24658
Elle ,0.129874829932
T10 cloverfield lane ,0.181747565543
Only yesterday 1991 ,0.269778461538
April and the extraordinary world ,0.254988888889
The innocents ,0.350951136364
The love witch ,0.530753731343
Tower ,0.0452421875
Aquarius ,0.252133333333
Tunder the shadow ,-0.106815384615
Gleason ,0.294480769231
Sully ,0.360683629893
Deadpool ,0.279283333333
Cameraperson ,0.165426506024
The beatles eight days a week the touring years ,0.475372839506
The witch ,-0.405458364312
Marguerite ,0.322930208333
Loving ,0.726712135922
Southside with you ,0.451168382353
Certain women ,0.482362745098
Manchester by the sea ,0.0993969957082
Dark horse ,0.425308823529
Cpaterson ,0.419336363636
Kung fu panda 3 ,-0.365510457516
Hunt for the wilderpeople ,0.471890532544
I am not a serial killer ,0.240947727273
Hell or high water ,-0.413114479638
The jungle book ,0.372402930403
Krisha ,0.13848115942
The eagle huntress ,0.3544875
The edge of seventeen ,0.336277358491
Zootopia ,0.438102074689
Rogue one a star wars story ,0.0496444444444
La belle saison ,0.387634
Fire at sea ,-0.313509333333
La la land ,0.438825609756
Jackie ,0.147665983607
The last man on the moon ,0.326393181818
Long way north ,0.511523404255
The lobster ,0.24692970297
Zero days ,-0.0379307692308
Eye in the sky ,0.0310738888889
Life animated ,0.344775531915
13th ,-0.0839594202899
De palma ,0.35575106383
Toni erdmann ,0.329789705882
Moana ,0.478296774194
Petes dragon ,0.377471356784
Star trek beyond ,0.368893253968
Barbershop the next cut ,0.113410869565
Florence foster jenkins ,0.427738219895
I daniel blake ,0.0697641509434
The witness ,-0.117739285714
The nice guys ,0.332015625
The fits ,0.303215068493
Cemetery of splendor ,0.708720289855
Dont think twice ,0.39088018018
Finding dory ,0.428672761194
The wailing ,-0.118472058824
Tickled ,0.0655164835165
Moonlight ,0.276900938967
Hacksaw ridge ,0.0963194570136
The dark horse ,0.316740322581
Oj made in america ,0.184495454545
