Region,Export Country,Year,WEX,WEM,ECA,ANZ,USC,LAC,AME,APA
WEX,POR,1996,5.87,0.87,0.09,0.45,0.50,1.38,4.34,0.35
WEX,POR,1997,6.35,0.89,0.06,0.43,0.50,1.62,5.34,0.27
WEX,POR,1998,5.30,0.90,0.06,0.40,0.53,1.53,6.89,0.20
WEX,POR,1999,5.09,0.91,0.06,0.39,0.58,1.45,3.53,0.20
WEX,POR,2000,5.44,0.91,0.05,0.43,0.66,1.63,3.72,0.18
WEX,POR,2001,6.00,0.90,0.07,0.42,0.65,1.59,4.00,0.18
WEX,POR,2002,6.64,0.88,0.07,0.32,0.68,1.30,4.35,0.20
WEX,POR,2003,6.54,0.90,0.08,0.32,0.55,1.32,6.10,0.17
WEX,POR,2004,6.02,0.88,0.11,0.27,0.57,1.32,7.01,0.19
WEX,POR,2005,5.11,0.92,0.14,0.22,0.61,1.50,6.74,0.19
WEX,POR,2006,5.13,0.89,0.26,0.22,0.59,1.64,7.70,0.20
WEX,POR,2007,5.06,0.87,0.40,0.25,0.59,1.61,7.59,0.19
WEX,POR,2008,4.71,0.87,0.33,0.18,0.63,1.56,6.88,0.20
WEX,POR,2009,4.76,0.90,0.21,0.20,0.65,1.55,8.48,0.21
WEX,SPN,1990,0.59,1.23,1.11,0.39,1.00,1.35,2.45,0.31
WEX,SPN,1991,0.88,1.22,1.32,0.29,0.85,1.48,2.63,0.29
WEX,SPN,1992,1.30,1.25,0.47,0.39,0.74,1.63,1.57,0.37
WEX,SPN,1993,2.16,1.16,1.33,0.25,0.67,1.34,2.47,0.29
WEX,SPN,1994,2.08,1.24,0.30,0.60,0.69,1.28,1.91,0.35
WEX,SPN,1995,1.53,1.34,0.15,0.47,0.60,0.85,1.56,0.29
WEX,SPN,1996,1.42,1.41,0.35,0.32,0.54,0.73,2.18,0.31
WEX,SPN,1997,2.07,1.42,0.33,0.50,0.49,0.86,2.23,0.36
WEX,SPN,1998,2.22,1.39,0.33,0.79,0.45,0.85,2.32,0.51
WEX,SPN,1999,2.12,1.30,0.47,0.45,0.52,1.14,2.82,0.60
WEX,SPN,2000,2.31,1.36,0.44,0.32,0.49,1.25,2.37,0.56
WEX,SPN,2001,2.36,1.35,0.41,0.15,0.53,1.56,2.39,0.44
WEX,SPN,2002,2.33,1.34,0.46,0.17,0.57,1.94,2.43,0.41
WEX,SPN,2003,2.87,1.31,0.54,0.17,0.56,1.95,2.07,0.39
WEX,SPN,2004,3.02,1.27,0.71,0.18,0.61,1.79,1.32,0.40
WEX,SPN,2005,2.57,1.27,0.85,0.14,0.67,1.94,1.07,0.51
WEX,SPN,2006,1.99,1.28,1.09,0.18,0.71,1.91,1.02,0.53
WEX,SPN,2007,2.28,1.22,1.22,0.18,0.78,1.53,1.00,0.47
WEX,SPN,2008,2.84,1.19,1.20,0.18,0.78,1.69,0.77,0.47
WEX,SPN,2009,2.77,1.22,1.17,0.18,0.81,1.58,0.93,0.45
WEM,AUT,1990,0.28,1.14,6.34,na,0.23,na,na,0.80
WEM,AUT,1991,0.12,1.03,10.97,na,0.15,na,na,1.45
WEM,AUT,1992,0.37,1.31,3.50,na,0.11,na,na,0.38
WEM,AUT,1993,0.57,1.45,0.25,na,0.19,na,na,0.47
WEM,AUT,1994,0.20,1.47,0.77,na,0.18,na,na,0.37
WEM,AUT,1995,0.20,1.18,3.85,0.01,0.13,0.00,na,0.61
WEM,AUT,1996,0.17,1.19,5.12,0.00,0.16,0.03,0.10,0.54
WEM,AUT,1997,0.45,1.47,1.76,0.18,0.13,0.06,0.07,0.42
WEM,AUT,1998,3.30,1.27,0.73,0.07,0.13,0.05,0.03,0.23
WEM,AUT,1999,0.59,1.38,3.27,0.06,0.28,0.02,0.16,0.48
WEM,AUT,2000,0.28,1.55,1.66,0.19,0.25,0.05,0.21,0.24
WEM,AUT,2001,0.35,1.37,2.59,0.06,0.41,0.08,0.60,0.23
WEM,AUT,2002,0.65,1.46,1.61,0.14,0.28,0.09,0.08,0.22
WEM,AUT,2003,0.49,1.42,2.45,0.14,0.27,0.04,0.06,0.19
WEM,AUT,2004,1.41,1.29,2.57,0.14,0.29,0.18,0.12,0.24
WEM,AUT,2005,1.61,1.31,2.44,0.08,0.32,0.06,0.08,0.21
WEM,AUT,2006,0.54,1.51,1.74,0.09,0.41,0.08,0.08,0.18
WEM,AUT,2007,0.44,1.55,1.39,0.13,0.38,0.07,0.15,0.14
WEM,AUT,2008,0.32,1.54,1.58,0.19,0.41,0.09,0.16,0.14
WEM,AUT,2009,0.32,1.61,1.33,0.17,0.32,0.06,0.21,0.16
WEM,BEL,1990,0.26,1.48,na,na,0.03,1.35,0.08,0.15
WEM,BEL,1991,0.57,1.39,0.29,na,0.08,0.39,0.02,0.41
WEM,BEL,1992,0.40,1.39,na,na,0.24,2.90,na,0.16
WEM,BEL,1993,1.25,1.09,0.89,na,0.55,4.00,0.48,0.43
WEM,BEL,1994,0.68,1.28,0.61,na,0.19,3.83,0.41,0.49
WEM,BEL,1995,1.39,1.23,0.84,0.42,0.04,1.10,1.95,0.25
WEM,BEL,1996,2.86,1.22,0.50,0.48,0.03,0.64,2.08,0.22
WEM,BEL,1997,3.58,1.24,0.27,0.29,0.06,0.56,2.04,0.41
WEM,BEL,1998,2.59,1.33,0.46,0.40,0.06,0.74,2.60,0.18
WEM,BEL,1999,2.95,1.28,0.60,0.06,0.08,0.38,1.80,0.22
WEM,BEL,2000,3.45,1.30,0.42,0.08,0.13,0.14,1.92,0.32
WEM,BEL,2001,4.01,1.27,0.71,0.13,0.06,0.21,1.12,0.33
WEM,BEL,2002,4.26,1.29,0.70,0.05,0.08,0.03,0.92,0.15
WEM,BEL,2003,5.38,1.21,0.36,0.10,0.07,0.06,1.12,0.09
WEM,BEL,2004,3.68,1.36,0.31,0.10,0.05,0.13,1.00,0.06
WEM,BEL,2005,4.28,1.30,0.58,0.08,0.06,0.29,1.39,0.07
WEM,BEL,2006,4.64,1.28,0.91,0.01,0.08,0.09,1.56,0.09
WEM,BEL,2007,1.77,0.45,0.78,0.06,2.91,0.01,0.52,0.03
WEM,BEL,2008,1.49,0.35,0.81,0.07,3.53,0.06,0.27,0.08
WEM,BEL,2009,7.41,0.77,0.46,0.08,0.90,0.04,0.65,0.14
WEM,DEN,1990,na,1.47,0.26,na,0.28,na,na,na
WEM,DEN,1991,0.21,1.40,1.59,na,0.24,na,na,na
WEM,DEN,1992,0.48,1.42,na,na,0.26,1.07,na,na
WEM,DEN,1993,0.86,1.22,2.62,na,0.19,0.72,na,na
WEM,DEN,1994,0.96,1.33,1.45,na,0.14,0.80,na,na
WEM,DEN,1995,1.84,1.33,0.53,na,na,na,na,na
WEM,DEN,1996,1.38,1.48,0.38,na,0.01,0.07,0.08,0.05
WEM,DEN,1997,1.81,1.56,0.37,na,na,na,na,na
WEM,DEN,1998,1.00,1.64,0.36,na,na,0.03,0.01,0.04
WEM,DEN,1999,0.58,1.65,0.60,na,0.00,na,0.01,0.01
WEM,DEN,2000,0.24,1.77,0.42,0.01,0.00,0.00,0.03,0.01
WEM,DEN,2001,1.06,1.66,0.31,0.02,0.01,0.03,0.06,0.06
WEM,DEN,2002,1.16,1.68,0.29,0.00,0.00,0.00,0.04,0.04
WEM,DEN,2003,0.26,1.77,0.26,0.00,0.02,0.00,0.06,0.05
WEM,DEN,2004,0.23,1.76,0.24,0.08,0.03,0.03,0.06,0.02
WEM,DEN,2005,0.77,1.72,0.48,0.02,0.08,na,0.01,0.03
WEM,DEN,2006,0.29,1.74,0.87,na,0.21,0.00,0.01,0.01
WEM,DEN,2007,0.30,1.73,1.07,0.00,0.13,0.00,0.01,0.09
WEM,DEN,2008,0.24,1.74,1.09,0.02,0.17,0.00,0.02,0.05
WEM,DEN,2009,0.36,1.71,1.02,na,0.12,na,na,0.21
WEM,FIN,1990,na,1.55,na,na,na,na,na,na
WEM,FIN,1991,na,1.52,na,na,na,na,na,na
WEM,FIN,1992,5.32,0.93,na,na,na,na,na,na
WEM,FIN,1993,na,na,na,na,na,na,na,na
WEM,FIN,1994,na,na,19.63,na,na,na,na,na
WEM,FIN,1995,na,na,17.82,na,na,na,na,na
WEM,FIN,1996,na,0.00,24.11,na,na,na,na,0.24
WEM,FIN,1997,na,0.21,19.47,na,na,na,na,0.12
WEM,FIN,1998,na,0.23,26.66,na,0.02,na,na,0.02
WEM,FIN,1999,0.53,0.19,40.15,na,0.02,na,na,0.11
WEM,FIN,2000,na,0.43,26.10,na,0.02,na,na,0.25
WEM,FIN,2001,na,0.19,22.76,na,na,na,na,0.06
WEM,FIN,2002,na,0.20,18.71,na,0.01,na,na,0.15
WEM,FIN,2003,0.02,0.10,19.63,na,0.01,na,na,0.16
WEM,FIN,2004,0.06,0.24,17.62,na,na,na,1.26,0.03
WEM,FIN,2005,0.11,0.54,13.34,na,na,0.71,na,0.01
WEM,FIN,2006,0.03,0.28,17.74,na,na,0.55,0.01,na
WEM,FIN,2007,0.01,0.61,12.53,0.55,na,0.08,0.05,na
WEM,FIN,2008,0.01,0.59,12.29,na,na,0.10,0.02,0.01
WEM,FIN,2009,0.14,0.70,10.59,0.00,0.00,0.11,0.00,na
WEM,GER,1990,0.15,1.12,0.26,0.97,1.01,2.23,0.45,2.13
WEM,GER,1991,0.24,1.16,0.34,1.12,0.90,1.69,0.18,2.02
WEM,GER,1992,0.24,1.18,0.42,0.90,0.81,1.77,0.17,2.27
WEM,GER,1993,0.46,1.10,1.17,0.74,0.73,1.99,0.09,2.33
WEM,GER,1994,0.39,1.03,2.51,0.56,0.64,2.79,0.10,2.12
WEM,GER,1995,0.59,1.03,1.72,0.65,0.70,2.04,0.10,2.22
WEM,GER,1996,1.07,1.06,1.41,0.58,0.58,2.04,0.14,1.90
WEM,GER,1997,0.99,1.10,1.46,0.41,0.53,1.52,0.21,1.64
WEM,GER,1998,0.70,1.15,1.66,0.49,0.54,1.21,0.15,1.45
WEM,GER,1999,0.80,1.14,1.91,0.40,0.53,1.20,0.23,1.81
WEM,GER,2000,0.94,1.12,2.15,0.54,0.62,1.02,0.26,1.50
WEM,GER,2001,1.42,1.10,1.82,0.54,0.61,1.12,0.21,1.24
WEM,GER,2002,1.59,1.10,1.51,0.43,0.64,0.98,0.49,1.23
WEM,GER,2003,1.31,1.13,1.54,0.39,0.72,0.84,0.48,1.02
WEM,GER,2004,0.95,1.16,1.51,0.36,0.78,0.72,0.57,0.85
WEM,GER,2005,1.08,1.21,1.43,0.28,0.75,0.56,0.48,0.75
WEM,GER,2006,1.03,1.17,2.22,0.30,0.80,0.41,0.92,0.64
WEM,GER,2007,1.01,1.18,2.16,0.25,0.85,0.38,0.60,0.50
WEM,GER,2008,0.96,1.19,2.42,0.21,0.83,0.38,0.49,0.50
WEM,GER,2009,1.01,1.26,2.11,0.22,0.79,0.23,0.54,0.43
WEM,GRE,1990,4.23,0.94,0.29,0.65,0.45,,,0.02
WEM,GRE,1991,3.09,1.03,0.07,0.74,0.54,,,
WEM,GRE,1992,2.92,1.05,0.03,0.85,0.64,,0.02,0.04
WEM,GRE,1993,0.73,1.27,0.78,0.89,0.67,,0.19,0.07
WEM,GRE,1994,3.17,1.05,0.35,0.89,0.64,,,0.07
WEM,GRE,1995,2.37,1.13,0.33,0.87,0.57,0.03,0.08,0.12
WEM,GRE,1996,2.37,1.22,0.26,0.82,0.50,0.08,0.04,0.12
WEM,GRE,1997,2.27,1.32,0.23,0.79,0.49,0.11,0.06,0.16
WEM,GRE,1998,3.39,1.13,0.26,0.71,0.55,0.12,0.19,0.25
WEM,GRE,1999,2.08,1.27,0.62,0.99,0.48,0.12,0.12,0.07
WEM,GRE,2000,2.69,1.25,0.50,0.98,0.53,0.18,0.12,0.09
WEM,GRE,2001,2.30,1.24,0.52,1.12,0.64,0.10,0.10,0.15
WEM,GRE,2002,1.43,1.27,0.57,0.68,0.72,0.52,0.10,0.21
WEM,GRE,2003,2.07,1.33,0.43,0.59,0.52,0.07,0.10,0.11
WEM,GRE,2004,2.25,1.23,0.43,0.51,0.59,0.03,0.22,0.47
WEM,GRE,2005,2.10,1.32,0.48,0.41,0.62,0.05,0.07,0.04
WEM,GRE,2006,3.22,1.21,0.67,0.35,0.67,0.08,0.06,0.03
WEM,GRE,2007,1.96,1.26,0.80,0.54,0.81,0.13,0.15,0.04
WEM,GRE,2008,1.70,1.28,1.08,0.39,0.83,0.13,0.02,0.06
WEM,GRE,2009,2.37,1.32,0.63,0.50,0.74,0.13,0.02,0.05
WEM,IRL,1990,na,1.34,na,na,0.42,6.09,na,na
WEM,IRL,1991,na,1.36,na,na,0.70,na,na,na
WEM,IRL,1992,na,1.56,na,na,na,na,na,na
WEM,IRL,1993,0.66,1.54,na,na,na,na,na,na
WEM,IRL,1994,na,1.38,1.37,na,na,4.25,na,na
WEM,IRL,1995,0.02,1.37,0.54,0.74,0.95,na,na,0.01
WEM,IRL,1996,0.03,1.24,0.01,2.23,0.44,1.09,3.79,1.18
WEM,IRL,1997,4.68,0.76,0.53,1.50,1.08,na,3.30,0.02
WEM,IRL,1998,0.04,0.94,0.21,4.25,1.89,0.23,4.37,na
WEM,IRL,1999,na,1.01,na,0.50,1.73,0.44,1.80,0.06
WEM,IRL,2000,na,0.86,na,na,1.63,4.95,0.28,0.10
WEM,IRL,2001,0.00,1.18,0.03,na,1.43,0.57,0.18,0.03
WEM,IRL,2002,na,1.05,0.09,0.11,1.44,0.03,0.02,1.00
WEM,IRL,2003,0.38,1.41,0.02,0.43,0.69,0.00,2.95,na
WEM,IRL,2004,na,1.03,na,0.00,1.66,3.38,na,0.02
WEM,IRL,2005,2.89,1.29,na,0.93,0.30,2.34,0.98,0.00
WEM,IRL,2006,na,1.41,na,0.04,0.95,1.17,1.08,0.03
WEM,IRL,2007,3.64,1.40,na,0.09,0.28,na,0.43,na
WEM,IRL,2008,8.38,0.90,na,0.07,0.26,0.00,na,0.00
WEM,IRL,2009,1.96,1.69,na,0.01,0.15,0.01,na,0.00
WEM,NLD,1990,1.26,1.25,0.80,0.70,0.13,na,na,0.86
WEM,NLD,1991,1.64,1.25,na,0.40,0.18,na,0.69,0.26
WEM,NLD,1992,1.26,1.33,0.24,na,0.12,0.19,0.16,0.48
WEM,NLD,1993,0.51,1.34,1.17,0.29,0.12,1.64,0.45,0.23
WEM,NLD,1994,0.71,1.30,1.98,0.24,0.08,0.45,0.61,0.33
WEM,NLD,1995,0.80,1.06,0.68,0.62,0.09,0.26,0.56,3.84
WEM,NLD,1996,1.22,0.68,1.38,0.64,0.12,0.27,0.50,6.43
WEM,NLD,1997,1.29,0.81,0.98,0.36,0.13,0.47,0.82,4.38
WEM,NLD,1998,1.71,0.72,1.21,0.37,0.21,0.41,2.04,3.64
WEM,NLD,1999,1.41,0.87,1.14,0.62,0.43,1.11,0.91,3.51
WEM,NLD,2000,1.60,0.87,0.84,0.45,0.42,0.51,1.53,3.52
WEM,NLD,2001,2.40,0.91,0.56,0.82,0.22,0.61,0.79,3.58
WEM,NLD,2002,2.53,0.98,0.54,0.74,0.42,1.18,1.12,2.29
WEM,NLD,2003,2.67,0.90,0.68,0.72,0.44,1.51,1.24,2.60
WEM,NLD,2004,2.16,0.97,0.73,0.98,0.35,1.64,0.86,2.29
WEM,NLD,2005,1.91,1.00,1.04,1.12,0.33,1.04,0.82,2.38
WEM,NLD,2006,2.08,1.10,0.71,1.17,0.19,0.73,1.04,2.23
WEM,NLD,2007,2.54,1.05,0.93,1.32,0.17,1.10,1.43,1.70
WEM,NLD,2008,1.79,1.02,1.07,1.59,0.11,0.89,1.97,1.89
WEM,NLD,2009,0.98,1.17,1.04,0.02,0.14,1.02,1.36,1.84
WEM,SWE,1990,3.59,na,17.95,na,1.81,na,na,na
WEM,SWE,1991,na,1.52,na,na,na,na,na,na
WEM,SWE,1992,na,1.10,na,na,1.81,na,na,na
WEM,SWE,1993,5.19,1.08,na,na,na,na,na,na
WEM,SWE,1994,0.43,1.53,0.58,na,na,na,na,na
WEM,SWE,1995,1.12,1.36,1.28,na,na,na,na,na
WEM,SWE,1996,0.02,1.50,1.82,0.05,0.02,0.13,0.15,0.21
WEM,SWE,1997,0.05,1.65,1.04,0.98,0.00,0.02,0.21,0.03
WEM,SWE,1998,0.40,1.34,6.21,0.01,0.05,0.10,0.16,0.08
WEM,SWE,1999,1.27,1.22,9.47,na,0.05,0.01,0.26,0.04
WEM,SWE,2000,0.28,1.52,4.90,0.02,0.01,0.06,0.40,0.02
WEM,SWE,2001,0.26,1.28,5.87,0.57,0.01,0.05,1.64,0.15
WEM,SWE,2002,0.52,1.51,2.29,2.17,0.00,0.02,0.19,0.05
WEM,SWE,2003,0.10,1.75,0.63,0.00,0.00,0.02,0.15,0.01
WEM,SWE,2004,0.15,1.76,0.34,0.00,0.00,0.01,0.11,0.01
WEM,SWE,2005,0.28,1.78,0.46,na,0.00,0.57,0.07,0.01
WEM,SWE,2006,0.17,1.83,0.59,0.00,0.00,0.02,1.20,0.02
WEM,SWE,2007,0.60,1.38,1.16,0.00,0.71,0.27,1.85,0.01
WEM,SWE,2008,0.26,1.62,1.90,0.00,0.04,0.01,1.52,0.07
WEM,SWE,2009,2.19,1.38,2.11,0.00,0.00,0.18,2.26,0.04
WEM,SWISS,1990,1.89,0.90,0.51,na,0.50,na,0.39,2.92
WEM,SWISS,1991,1.95,0.88,0.40,na,0.63,na,na,3.06
WEM,SWISS,1992,2.10,0.82,0.49,na,0.72,na,0.35,3.49
WEM,SWISS,1993,2.95,0.63,0.28,na,0.99,na,na,4.81
WEM,SWISS,1994,3.70,0.68,0.39,na,0.96,na,na,2.38
WEM,SWISS,1995,0.66,1.28,0.26,na,0.64,0.02,0.02,1.14
WEM,SWISS,1996,2.67,0.88,0.28,0.00,0.48,0.06,0.15,2.92
WEM,SWISS,1997,3.60,0.99,0.08,0.04,0.33,0.06,0.13,1.88
WEM,SWISS,1998,2.60,0.84,0.04,0.01,0.66,0.23,0.34,2.13
WEM,SWISS,1999,2.53,0.87,0.14,0.01,0.45,0.19,0.63,3.03
WEM,SWISS,2000,2.29,0.87,0.29,0.09,0.49,0.15,0.73,3.24
WEM,SWISS,2001,2.77,0.75,0.22,0.00,0.65,0.15,0.67,3.55
WEM,SWISS,2002,2.83,0.71,0.19,0.02,0.93,0.20,0.48,3.20
WEM,SWISS,2003,2.26,0.75,0.30,0.07,1.20,0.29,0.60,2.27
WEM,SWISS,2004,2.55,0.85,0.34,0.06,0.67,0.25,0.79,2.71
WEM,SWISS,2005,2.67,0.88,0.71,0.41,0.54,0.24,0.36,2.69
WEM,SWISS,2006,2.34,1.05,0.31,0.05,0.37,0.13,0.35,2.60
WEM,SWISS,2007,3.18,0.95,0.31,0.05,0.46,0.14,0.70,2.17
WEM,SWISS,2008,2.69,0.99,0.44,0.07,0.33,0.12,0.07,2.32
WEM,SWISS,2009,2.72,0.74,0.49,0.06,0.42,0.11,0.39,3.14
WEM,UK,1990,1.86,0.42,0.49,2.72,0.82,2.55,12.67,3.58
WEM,UK,1991,2.51,0.46,na,2.23,0.90,1.43,6.55,4.35
WEM,UK,1992,1.65,0.44,0.34,3.27,1.07,0.57,4.22,5.99
WEM,UK,1993,3.52,0.45,0.14,1.94,0.77,0.70,4.73,5.37
WEM,UK,1994,2.02,0.50,0.25,1.58,0.74,1.11,4.57,5.51
WEM,UK,1995,3.61,0.47,0.23,1.65,0.56,1.30,2.12,4.12
WEM,UK,1996,4.49,0.43,0.32,0.85,1.03,0.77,1.94,3.26
WEM,UK,1997,5.21,0.37,0.16,0.81,0.76,0.69,1.84,3.65
WEM,UK,1998,2.84,0.55,0.21,0.77,1.44,0.67,1.92,1.84
WEM,UK,1999,2.44,0.34,0.46,0.83,1.87,1.18,2.50,2.52
WEM,UK,2000,2.74,0.39,0.48,0.65,1.57,0.78,2.97,2.60
WEM,UK,2001,4.41,0.37,0.53,0.60,1.41,0.97,2.22,2.46
WEM,UK,2002,3.83,0.49,0.39,2.28,1.07,2.33,2.24,2.65
WEM,UK,2003,3.17,0.48,0.32,0.81,1.30,1.22,2.20,2.92
WEM,UK,2004,3.15,0.59,0.16,1.32,0.94,0.81,2.91,2.95
WEM,UK,2005,3.06,0.69,0.12,0.53,0.72,0.88,2.91,3.08
WEM,UK,2006,4.16,0.58,0.23,0.27,0.81,1.22,1.99,2.63
WEM,UK,2007,3.35,0.72,0.28,0.21,0.65,0.42,1.97,2.74
WEM,UK,2008,3.16,0.56,0.38,0.67,0.48,0.35,1.40,3.70
WEM,UK,2009,2.90,0.54,0.27,0.33,0.37,0.33,0.86,4.34
ECA,BUL,1990,,0.55,35.56,0.26,0.14,,,0.44
ECA,BUL,1991,0.19,1.23,5.77,,0.23,,,0.73
ECA,BUL,1992,0.48,0.99,10.60,0.09,0.18,,,0.61
ECA,BUL,1993,0.30,0.78,9.92,,0.11,,,0.39
ECA,BUL,1994,0.40,0.85,9.20,,0.10,,,0.34
ECA,BUL,1995,0.52,0.80,8.72,0.02,0.10,,0.00,0.57
ECA,BUL,1996,0.44,0.83,11.60,na,0.17,0.00,0.18,0.39
ECA,BUL,1997,0.49,0.92,8.66,0.07,0.15,0.02,0.15,0.75
ECA,BUL,1998,0.36,0.82,10.77,0.07,0.13,0.04,0.08,1.68
ECA,BUL,1999,0.32,1.01,14.74,0.02,0.19,0.03,0.53,0.90
ECA,BUL,2000,0.24,0.99,12.47,0.03,0.18,0.03,0.80,0.73
ECA,BUL,2001,0.36,0.91,10.56,na,0.12,0.03,1.14,0.50
ECA,BUL,2002,0.22,0.77,11.18,na,0.09,0.05,1.05,0.41
ECA,BUL,2003,0.24,0.64,13.23,na,0.06,0.02,0.60,0.27
ECA,BUL,2004,0.21,0.50,14.97,0.02,0.05,0.02,0.58,0.20
ECA,BUL,2005,0.08,0.32,16.23,na,0.06,0.00,0.25,0.27
ECA,BUL,2006,0.10,0.29,18.41,0.01,0.06,0.00,0.23,0.19
ECA,BUL,2007,0.12,0.26,16.57,na,0.05,0.01,0.20,0.10
ECA,BUL,2008,0.06,0.28,15.43,na,0.07,0.00,0.26,0.10
ECA,BUL,2009,0.21,0.32,13.50,na,0.10,0.00,0.34,0.16
ECA,CRO,1990,na,na,na,na,na,na,na,na
ECA,CRO,1991,na,na,na,na,na,na,na,na
ECA,CRO,1992,0.42,0.63,19.69,na,0.12,na,na,0.15
ECA,CRO,1993,0.30,1.25,3.51,na,0.11,na,na,na
ECA,CRO,1994,0.56,0.80,8.11,na,0.35,na,na,na
ECA,CRO,1995,0.18,1.05,5.80,0.09,0.20,na,na,na
ECA,CRO,1996,0.97,0.54,13.83,0.88,0.26,0.19,0.00,na
ECA,CRO,1997,0.81,0.69,11.21,0.78,0.29,0.03,0.02,0.00
ECA,CRO,1998,0.62,0.73,14.39,0.17,0.34,0.18,0.06,0.15
ECA,CRO,1999,0.84,0.79,19.46,0.14,0.36,0.02,na,0.06
ECA,CRO,2000,1.44,0.90,12.59,0.07,0.27,0.01,0.08,na
ECA,CRO,2001,0.63,0.77,12.97,0.35,0.13,0.01,na,0.00
ECA,CRO,2002,0.44,0.71,11.40,0.08,0.20,0.08,0.00,0.02
ECA,CRO,2003,0.58,0.73,11.22,0.00,0.15,0.02,0.00,0.00
ECA,CRO,2004,0.49,0.76,10.66,0.05,0.19,0.00,0.01,0.02
ECA,CRO,2005,0.60,0.80,9.52,0.06,0.19,na,0.05,0.00
ECA,CRO,2006,0.57,0.73,11.73,0.13,0.15,na,na,0.02
ECA,CRO,2007,0.39,0.61,11.52,0.03,0.20,0.01,0.00,0.03
ECA,CRO,2008,0.35,0.65,10.65,0.01,0.19,0.00,0.00,0.11
ECA,CRO,2009,0.30,0.73,9.51,0.06,0.14,0.00,na,0.11
ECA,GEO,1990,na,na,na,na,na,na,na,na
ECA,GEO,1991,na,na,na,na,na,na,na,na
