Region,Export Country,Year,WEX,WEM,ECA,ANZ,USC,LAC,AME,APA
WEM,AUT,1996,0.05,0.84,4.40,0.01,0.11,0.01,0.02,0.43
WEM,AUT,1997,0.08,1.46,1.35,0.05,0.10,0.03,0.01,0.40
WEM,AUT,1998,0.38,1.47,1.28,0.05,0.14,0.02,0.01,0.26
WEM,AUT,1999,0.04,1.22,4.73,0.04,0.21,0.01,0.04,0.34
WEM,AUT,2000,0.03,1.40,2.59,0.12,0.13,0.01,0.08,0.16
WEM,AUT,2001,0.05,1.04,4.67,0.02,0.10,0.01,0.18,0.12
WEM,AUT,2002,0.61,1.21,2.36,0.03,0.08,0.03,0.02,0.07
WEM,AUT,2003,0.28,1.19,2.98,0.03,0.11,0.01,0.02,0.06
WEM,AUT,2004,0.24,1.10,3.49,0.02,0.12,0.05,0.03,0.07
WEM,AUT,2005,0.41,1.17,2.42,0.03,0.13,0.01,0.01,0.07
WEM,AUT,2006,0.17,1.38,1.66,0.04,0.26,0.02,0.03,0.09
WEM,AUT,2007,0.13,1.53,1.38,0.05,0.25,0.01,0.02,0.06
WEM,AUT,2008,0.12,1.57,1.32,0.08,0.25,0.02,0.04,0.06
WEM,AUT,2009,0.10,1.57,1.42,0.08,0.19,0.01,0.06,0.07
WEM,BEL,1990,0.23,1.55,na,na,0.04,0.32,0.05,0.21
WEM,BEL,1991,0.39,1.45,0.23,na,0.06,0.47,0.01,0.57
WEM,BEL,1992,0.22,1.56,na,na,0.17,1.87,na,0.19
WEM,BEL,1993,0.32,1.46,0.41,na,0.27,1.63,0.21,0.43
WEM,BEL,1994,0.39,1.51,0.18,na,0.10,2.25,0.24,0.43
WEM,BEL,1995,0.49,1.55,0.61,0.13,0.02,0.48,0.59,0.17
WEM,BEL,1996,0.68,1.52,0.11,0.22,0.03,0.31,0.58,0.23
WEM,BEL,1997,0.94,1.55,0.08,0.14,0.06,0.27,0.66,0.34
WEM,BEL,1998,0.67,1.53,0.19,0.12,0.09,0.32,0.62,0.18
WEM,BEL,1999,3.28,0.83,0.01,na,0.11,na,0.05,0.26
WEM,BEL,2000,0.95,1.38,0.13,0.06,0.25,0.08,0.75,0.40
WEM,BEL,2001,1.17,1.35,0.16,0.08,0.12,0.42,0.57,0.45
WEM,BEL,2002,1.54,1.34,0.15,0.03,0.18,0.03,0.30,0.13
WEM,BEL,2003,1.57,1.36,0.16,0.13,0.11,0.09,0.53,0.08
WEM,BEL,2004,1.19,1.42,0.21,0.08,0.08,0.22,0.66,0.04
WEM,BEL,2005,1.61,1.36,0.29,0.05,0.11,0.54,0.65,0.03
WEM,BEL,2006,1.74,1.33,0.60,0.01,0.08,0.10,0.72,0.05
WEM,BEL,2007,1.40,0.79,0.86,0.05,2.77,0.02,0.37,0.02
WEM,BEL,2008,0.94,0.68,0.86,0.09,3.53,0.06,0.24,0.04
WEM,BEL,2009,2.58,1.14,0.38,0.27,0.60,0.05,0.58,0.11
WEM,DEN,1990,na,1.58,na,na,0.26,na,na,na
WEM,DEN,1991,0.16,1.46,0.77,na,0.16,na,na,na
WEM,DEN,1992,0.45,1.51,na,na,0.33,0.56,na,na
WEM,DEN,1993,0.26,1.20,1.84,na,0.23,0.33,na,na
WEM,DEN,1994,0.25,1.25,2.10,na,0.19,0.39,na,na
WEM,DEN,1995,0.73,1.56,0.41,na,na,na,na,na
WEM,DEN,1996,0.34,1.61,0.20,na,0.02,0.08,0.02,0.01
WEM,DEN,1997,0.46,1.71,0.15,na,na,na,na,na
WEM,DEN,1998,0.16,1.72,0.22,na,na,0.01,0.00,0.02
WEM,DEN,1999,0.08,1.39,2.98,na,0.01,na,0.01,0.02
WEM,DEN,2000,0.03,1.70,0.25,0.01,0.01,0.00,0.02,0.01
WEM,DEN,2001,0.05,1.67,0.15,0.05,0.01,0.02,0.01,0.03
WEM,DEN,2002,0.34,1.64,0.07,0.00,0.00,0.00,0.01,0.01
WEM,DEN,2003,0.09,1.76,0.05,0.00,0.00,0.00,0.01,0.01
WEM,DEN,2004,0.09,1.75,0.04,0.05,0.02,0.02,0.02,0.00
WEM,DEN,2005,0.29,1.74,0.16,0.01,0.02,na,0.00,0.02
WEM,DEN,2006,0.13,1.78,0.25,na,0.03,0.00,0.00,0.01
WEM,DEN,2007,0.06,1.81,0.40,0.00,0.02,0.00,0.00,0.01
WEM,DEN,2008,0.01,1.86,0.40,0.01,0.01,0.00,0.00,0.00
WEM,DEN,2009,0.03,1.83,0.43,na,0.01,na,na,0.01
WEM,FIN,1990,na,1.61,na,na,na,na,na,na
WEM,FIN,1991,na,1.60,na,na,na,na,na,na
WEM,FIN,1992,2.69,1.02,na,na,na,na,na,na
WEM,FIN,1993,na,na,na,na,na,na,na,na
WEM,FIN,1994,na,na,8.82,na,na,na,na,na
WEM,FIN,1995,na,na,7.46,na,na,na,na,na
WEM,FIN,1996,na,0.00,8.88,na,na,na,na,0.20
WEM,FIN,1997,na,0.14,7.45,na,na,na,na,0.09
WEM,FIN,1998,na,0.14,12.78,na,0.01,na,na,0.01
WEM,FIN,1999,0.15,0.16,19.07,na,0.03,na,na,0.12
WEM,FIN,2000,na,0.52,10.33,na,0.01,na,na,0.19
WEM,FIN,2001,na,0.25,10.40,na,na,na,na,0.02
WEM,FIN,2002,na,0.15,9.50,na,0.00,na,na,0.09
WEM,FIN,2003,0.00,0.18,8.98,na,0.00,na,na,0.10
WEM,FIN,2004,0.03,0.26,8.20,na,na,na,1.51,0.02
WEM,FIN,2005,0.06,0.48,5.63,na,na,0.70,na,0.01
WEM,FIN,2006,0.03,0.23,6.74,na,na,0.73,0.00,na
WEM,FIN,2007,0.00,0.71,5.35,0.45,na,0.35,0.02,na
WEM,FIN,2008,0.01,0.77,5.36,na,na,0.07,0.01,0.00
WEM,FIN,2009,0.14,0.91,4.81,0.00,0.00,0.15,0.00,na
WEM,GER,1990,0.11,1.39,0.11,1.20,1.08,2.15,0.26,2.52
WEM,GER,1991,0.16,1.40,0.10,1.21,0.86,2.15,0.11,2.56
WEM,GER,1992,0.35,1.43,0.13,0.95,0.90,2.08,0.11,2.47
WEM,GER,1993,0.63,1.33,0.55,0.44,0.78,2.11,0.04,2.32
WEM,GER,1994,0.32,1.25,1.39,0.30,0.71,2.23,0.03,2.35
WEM,GER,1995,0.34,1.33,0.92,0.38,0.74,2.41,0.04,2.38
WEM,GER,1996,0.64,1.25,0.60,0.49,0.66,1.91,0.05,1.84
WEM,GER,1997,0.56,1.31,0.58,0.37,0.62,1.53,0.07,1.49
WEM,GER,1998,0.31,1.33,0.75,0.33,0.71,1.11,0.06,1.18
WEM,GER,1999,0.35,1.27,0.72,0.33,0.77,1.44,0.07,1.48
WEM,GER,2000,0.49,1.32,0.70,0.48,0.77,0.75,0.06,1.21
WEM,GER,2001,0.53,1.28,0.75,0.40,0.77,0.94,0.05,1.16
WEM,GER,2002,0.64,1.27,0.70,0.33,0.76,0.98,0.07,1.20
WEM,GER,2003,0.61,1.32,0.76,0.26,0.77,0.73,0.07,0.95
WEM,GER,2004,0.46,1.35,0.75,0.32,0.86,0.67,0.11,0.76
WEM,GER,2005,0.51,1.36,0.66,0.35,0.92,0.49,0.10,0.76
WEM,GER,2006,0.47,1.29,1.05,0.34,0.99,0.39,0.25,0.61
WEM,GER,2007,0.47,1.32,1.28,0.30,0.94,0.25,0.18,0.45
WEM,GER,2008,0.50,1.32,1.50,0.23,0.85,0.26,0.16,0.41
WEM,GER,2009,0.51,1.34,1.55,0.24,0.73,0.14,0.21,0.39
WEM,GRE,1990,3.81,0.75,0.25,0.99,0.42,,,0.01
WEM,GRE,1991,3.03,0.85,0.01,1.26,0.50,,,
WEM,GRE,1992,3.09,0.85,0.00,1.34,0.70,,0.01,0.02
WEM,GRE,1993,0.87,1.10,1.36,0.87,0.87,,0.06,0.05
WEM,GRE,1994,2.08,0.86,0.99,0.69,0.79,,,0.07
WEM,GRE,1995,1.92,1.06,0.32,0.78,0.64,0.01,0.02,0.08
WEM,GRE,1996,1.45,1.31,0.11,1.09,0.63,0.03,0.01,0.07
WEM,GRE,1997,1.38,1.38,0.11,1.18,0.67,0.05,0.02,0.15
WEM,GRE,1998,3.28,0.87,0.11,0.82,0.60,0.04,0.04,0.16
WEM,GRE,1999,1.46,1.15,0.27,1.27,0.68,0.07,0.03,0.07
WEM,GRE,2000,2.01,1.02,0.18,1.18,0.95,0.11,0.06,0.12
WEM,GRE,2001,1.95,1.04,0.23,1.29,1.17,0.05,0.05,0.21
WEM,GRE,2002,1.32,1.11,0.25,0.91,1.40,0.28,0.04,0.32
WEM,GRE,2003,1.89,1.13,0.17,0.68,0.95,0.04,0.04,0.15
WEM,GRE,2004,1.83,1.06,0.18,0.72,1.03,0.02,0.12,0.76
WEM,GRE,2005,1.21,1.36,0.21,1.05,0.74,0.02,0.04,0.04
WEM,GRE,2006,2.69,1.07,0.34,0.80,0.82,0.04,0.03,0.03
WEM,GRE,2007,1.50,1.24,0.54,1.06,0.95,0.11,0.06,0.04
WEM,GRE,2008,1.18,1.28,0.72,0.84,0.89,0.15,0.02,0.05
WEM,GRE,2009,1.58,1.31,0.43,0.92,0.72,0.08,0.02,0.08
WEM,IRL,1990,na,1.47,na,na,0.41,3.89,na,na
WEM,IRL,1991,na,1.41,na,na,1.24,na,na,na
WEM,IRL,1992,na,1.68,na,na,na,na,na,na
WEM,IRL,1993,0.50,1.62,na,na,na,na,na,na
WEM,IRL,1994,na,1.67,0.19,na,na,2.04,na,na
WEM,IRL,1995,0.01,1.75,0.18,3.71,0.56,na,na,na
WEM,IRL,1996,0.01,1.51,0.00,6.52,0.26,0.42,1.47,0.50
WEM,IRL,1997,1.93,1.17,0.06,2.21,0.97,na,1.15,0.01
WEM,IRL,1998,0.01,1.71,0.08,1.25,0.17,0.00,0.36,na
WEM,IRL,1999,na,na,na,na,na,na,na,na
WEM,IRL,2000,na,0.88,na,na,3.36,3.51,0.28,0.10
WEM,IRL,2001,0.00,1.11,0.01,na,3.03,0.69,0.09,0.06
WEM,IRL,2002,na,0.91,0.03,0.10,3.76,0.02,0.01,1.01
WEM,IRL,2003,0.48,1.32,0.01,0.57,1.34,0.00,1.38,na
WEM,IRL,2004,na,1.06,na,0.00,2.95,2.96,na,0.03
WEM,IRL,2005,2.72,1.01,na,1.17,0.47,2.31,0.83,0.02
WEM,IRL,2006,na,1.30,na,0.05,1.69,2.34,1.14,0.10
WEM,IRL,2007,0.04,1.64,na,0.41,0.92,na,0.59,na
WEM,IRL,2008,3.47,0.97,na,0.11,0.84,0.00,na,0.00
WEM,IRL,2009,0.10,1.84,na,0.04,0.21,0.03,na,0.00
WEM,NLD,1990,0.45,1.33,0.68,0.91,0.21,na,na,1.40
WEM,NLD,1991,0.61,1.37,na,0.48,0.34,na,0.35,0.40
WEM,NLD,1992,0.69,1.33,0.71,na,0.17,0.67,0.08,0.67
WEM,NLD,1993,0.26,1.38,1.03,0.11,0.07,1.24,0.02,0.27
WEM,NLD,1994,0.42,1.13,2.21,0.16,0.16,0.65,0.29,0.57
WEM,NLD,1995,0.41,1.33,0.58,1.06,0.07,0.31,0.34,4.61
WEM,NLD,1996,0.68,0.82,1.37,1.43,0.09,0.27,0.31,7.07
WEM,NLD,1997,0.60,0.93,1.56,0.54,0.05,0.37,0.49,3.83
WEM,NLD,1998,0.68,0.75,1.51,0.39,0.39,0.40,1.51,3.92
WEM,NLD,1999,0.73,0.82,0.84,0.57,0.74,0.89,0.51,4.91
WEM,NLD,2000,0.93,0.94,0.63,0.65,0.45,0.45,0.86,4.23
WEM,NLD,2001,2.30,0.87,0.46,0.98,0.19,0.47,0.36,3.04
WEM,NLD,2002,1.93,1.06,0.60,0.87,0.19,1.03,0.34,1.25
WEM,NLD,2003,1.48,1.11,0.62,1.02,0.22,1.50,0.30,1.37
WEM,NLD,2004,1.04,1.25,0.53,0.56,0.10,1.77,0.27,1.16
WEM,NLD,2005,0.63,1.45,0.39,0.93,0.06,0.98,0.53,0.94
WEM,NLD,2006,0.73,1.55,0.22,0.46,0.03,0.63,0.22,0.68
WEM,NLD,2007,0.77,1.45,0.40,1.67,0.04,1.06,0.20,0.84
WEM,NLD,2008,0.50,1.55,0.49,2.08,0.02,0.73,0.33,0.50
WEM,NLD,2009,0.50,1.19,0.35,na,0.21,0.56,0.83,3.33
WEM,SWE,1990,0.75,na,8.71,na,2.00,na,na,na
WEM,SWE,1991,na,1.60,na,na,na,na,na,na
WEM,SWE,1992,na,0.93,na,na,5.18,na,na,na
WEM,SWE,1993,2.75,1.10,na,na,na,na,na,na
WEM,SWE,1994,0.12,1.47,1.41,na,na,na,na,na
WEM,SWE,1995,0.69,1.54,0.55,na,na,na,na,na
WEM,SWE,1996,0.01,1.53,0.73,0.07,0.07,0.12,0.08,0.52
WEM,SWE,1997,0.07,1.65,0.52,2.18,0.01,0.02,0.14,0.07
WEM,SWE,1998,0.10,1.44,2.36,0.01,0.03,0.11,0.14,0.04
WEM,SWE,1999,0.20,1.21,4.80,na,0.04,0.01,0.12,0.05
WEM,SWE,2000,0.23,1.36,2.61,0.02,0.01,0.03,0.23,0.03
WEM,SWE,2001,0.17,1.20,2.98,0.00,0.01,0.01,1.40,0.05
WEM,SWE,2002,0.33,1.38,1.21,3.89,0.00,0.01,0.05,0.03
WEM,SWE,2003,0.06,1.69,0.36,0.00,0.00,0.00,0.05,0.01
WEM,SWE,2004,0.09,1.71,0.19,0.00,0.00,0.01,0.11,0.01
WEM,SWE,2005,0.23,1.71,0.13,na,0.00,0.97,0.02,0.01
WEM,SWE,2006,0.12,1.69,0.15,0.00,0.00,0.01,2.46,0.01
WEM,SWE,2007,0.39,1.64,0.23,0.00,0.03,0.48,1.49,0.01
WEM,SWE,2008,0.19,1.54,0.97,0.00,0.04,0.00,2.44,0.08
WEM,SWE,2009,3.84,0.97,0.86,0.00,0.00,0.11,0.62,0.00
WEM,SWISS,1990,1.14,1.06,0.82,na,0.54,na,0.24,2.63
WEM,SWISS,1991,0.51,1.32,0.12,na,0.51,na,na,1.97
WEM,SWISS,1992,0.91,1.20,0.17,na,0.79,na,0.28,2.74
WEM,SWISS,1993,1.76,0.79,0.13,na,2.92,na,na,2.65
WEM,SWISS,1994,1.28,0.89,0.21,na,2.74,na,na,1.88
WEM,SWISS,1995,0.72,1.10,0.39,na,2.65,0.03,na,1.22
WEM,SWISS,1996,1.49,1.01,0.29,0.02,0.64,0.18,0.22,3.56
WEM,SWISS,1997,1.64,1.03,0.06,0.29,0.67,0.27,0.17,3.08
WEM,SWISS,1998,1.38,0.95,0.03,0.02,0.81,0.36,2.41,1.83
WEM,SWISS,1999,1.19,0.85,0.06,0.03,0.71,0.64,5.15,2.26
WEM,SWISS,2000,0.97,1.02,0.15,0.38,0.79,0.53,0.77,3.01
WEM,SWISS,2001,0.87,1.15,0.05,0.00,0.73,0.24,0.56,2.83
WEM,SWISS,2002,2.19,0.68,0.14,0.04,1.31,0.31,0.44,4.33
WEM,SWISS,2003,0.96,0.73,0.14,0.09,2.50,0.23,0.28,3.80
WEM,SWISS,2004,1.29,1.22,0.06,0.29,0.51,0.36,0.18,1.57
WEM,SWISS,2005,1.11,1.37,0.10,0.22,0.34,0.34,0.23,1.33
WEM,SWISS,2006,1.19,1.21,0.12,0.13,0.35,0.25,0.17,3.09
WEM,SWISS,2007,1.51,1.05,0.19,0.07,0.53,0.13,1.20,2.94
WEM,SWISS,2008,1.97,1.16,0.09,0.09,0.33,0.21,0.12,1.87
WEM,SWISS,2009,2.51,1.08,0.05,0.05,0.33,0.29,0.52,1.67
WEM,UK,1990,2.69,0.38,0.59,3.84,0.49,1.66,2.76,7.45
WEM,UK,1991,4.40,0.23,na,1.99,0.46,0.78,1.99,4.66
WEM,UK,1992,1.25,0.48,0.09,3.26,1.72,1.17,3.50,10.33
WEM,UK,1993,2.30,0.45,0.15,1.66,0.93,1.96,5.00,7.08
WEM,UK,1994,0.99,0.53,0.25,1.96,1.26,1.98,5.19,8.72
WEM,UK,1995,2.52,0.68,0.11,1.86,0.66,0.96,1.33,1.68
WEM,UK,1996,4.40,0.62,0.17,1.04,0.31,0.62,0.89,1.12
WEM,UK,1997,4.78,0.61,0.08,1.14,0.85,0.35,0.78,0.65
WEM,UK,1998,2.41,1.01,0.14,0.62,0.37,0.40,1.02,0.45
WEM,UK,1999,3.04,0.63,0.49,0.96,0.56,1.06,1.58,0.88
WEM,UK,2000,2.55,0.77,0.49,0.72,0.51,0.54,2.04,0.99
WEM,UK,2001,3.09,0.70,0.80,1.29,0.59,0.53,1.56,0.97
WEM,UK,2002,2.56,0.70,0.46,11.30,0.45,1.48,0.84,1.74
WEM,UK,2003,2.26,0.94,0.43,0.49,0.43,0.96,1.42,1.16
WEM,UK,2004,2.31,0.96,0.06,1.29,0.35,0.69,2.37,1.07
WEM,UK,2005,2.96,0.93,0.07,0.72,0.25,0.71,2.46,1.15
WEM,UK,2006,3.63,0.91,0.07,0.22,0.30,1.11,1.54,0.63
WEM,UK,2007,1.86,1.34,0.19,0.24,0.16,0.10,0.94,0.55
WEM,UK,2008,2.09,1.22,0.41,0.61,0.19,0.15,1.06,0.54
WEM,UK,2009,2.79,1.17,0.32,0.19,0.12,0.33,0.67,0.57
ECA,BUL,1990,,0.61,8.92,0.23,0.15,,,1.41
ECA,BUL,1991,0.11,1.29,1.79,,0.26,,,2.30
ECA,BUL,1992,0.31,0.95,3.80,0.07,0.21,,,1.86
ECA,BUL,1993,0.23,0.88,3.40,,0.18,,,1.43
ECA,BUL,1994,0.23,0.76,5.05,,0.13,,,0.93
ECA,BUL,1995,0.26,0.66,4.96,0.02,0.10,,0.00,1.29
ECA,BUL,1996,0.30,0.71,5.53,na,0.23,0.00,0.08,0.79
ECA,BUL,1997,0.33,0.80,3.96,0.08,0.21,0.01,0.05,1.39
ECA,BUL,1998,0.25,0.73,6.15,0.05,0.19,0.02,0.05,2.25
ECA,BUL,1999,0.22,0.85,8.64,0.01,0.30,0.02,0.22,1.48
ECA,BUL,2000,0.15,0.94,5.64,0.04,0.25,0.01,0.42,1.23
ECA,BUL,2001,0.27,0.84,5.24,na,0.16,0.01,0.69,1.01
ECA,BUL,2002,0.16,0.68,5.87,na,0.12,0.03,0.60,0.85
ECA,BUL,2003,0.15,0.51,7.13,na,0.07,0.01,0.33,0.59
ECA,BUL,2004,0.10,0.36,8.36,0.01,0.05,0.01,0.39,0.35
ECA,BUL,2005,0.04,0.21,7.46,na,0.05,0.00,0.12,0.44
ECA,BUL,2006,0.05,0.18,7.64,0.01,0.04,0.00,0.12,0.28
ECA,BUL,2007,0.07,0.17,8.67,na,0.04,0.00,0.07,0.12
ECA,BUL,2008,0.02,0.20,8.61,na,0.04,0.00,0.12,0.12
ECA,BUL,2009,0.11,0.24,8.42,na,0.06,0.00,0.18,0.17
ECA,CRO,1990,na,na,na,na,na,na,na,na
ECA,CRO,1991,na,na,na,na,na,na,na,na
ECA,CRO,1992,0.15,0.56,6.80,na,0.14,na,na,0.31
ECA,CRO,1993,0.21,1.13,2.28,na,0.21,na,na,na
ECA,CRO,1994,0.28,1.26,1.88,na,0.48,na,na,na
ECA,CRO,1995,0.10,0.59,4.98,0.06,0.28,na,na,na
ECA,CRO,1996,0.81,0.42,5.82,0.46,0.23,0.03,0.00,na
ECA,CRO,1997,0.56,0.72,4.11,0.47,0.35,0.02,0.01,0.00
ECA,CRO,1998,0.58,0.76,6.26,0.08,0.39,0.07,0.01,0.13
ECA,CRO,1999,1.02,0.72,8.37,0.11,0.34,0.02,na,0.03
ECA,CRO,2000,1.28,0.58,7.03,0.02,0.20,0.00,0.01,na
ECA,CRO,2001,0.43,0.41,8.53,0.14,0.12,0.00,na,0.00
ECA,CRO,2002,0.30,0.33,8.04,0.02,0.17,0.01,0.00,0.01
ECA,CRO,2003,0.40,0.38,7.27,0.00,0.15,0.01,0.00,0.00
ECA,CRO,2004,0.54,0.52,6.20,0.06,0.19,0.00,0.00,0.01
ECA,CRO,2005,0.75,0.78,3.58,0.09,0.28,na,0.02,0.00
ECA,CRO,2006,0.97,0.67,4.11,0.11,0.14,na,na,0.01
ECA,CRO,2007,0.66,0.61,5.15,0.04,0.19,0.00,0.00,0.03
ECA,CRO,2008,0.52,0.64,5.21,0.01,0.17,0.00,0.00,0.14
ECA,CRO,2009,0.32,0.71,5.39,0.07,0.13,0.01,na,0.16
ECA,GEO,1990,na,na,na,na,na,na,na,na
