Region,Export Country,Year,WEX,WEM,ECA,ANZ,USC,LAC,AME,APA
WEM,DEN,2004,461,38998,143,18,71,18,13,1
WEM,DEN,2005,1289,36827,814,3,89,na,2,30
WEM,DEN,2006,569,39736,1330,na,129,0,4,28
WEM,DEN,2007,185,30007,1440,0,72,3,1,24
WEM,DEN,2008,63,39379,1836,6,74,0,2,10
WEM,DEN,2009,121,34183,1621,na,44,na,na,32
WEM,FIN,1990,na,74,na,na,na,na,na,na
WEM,FIN,1991,na,191,na,na,na,na,na,na
WEM,FIN,1992,15,23,na,na,na,na,na,na
WEM,FIN,1993,na,na,na,na,na,na,na,na
WEM,FIN,1994,na,na,27,na,na,na,na,na
WEM,FIN,1995,na,na,199,na,na,na,na,na
WEM,FIN,1996,na,0,220,na,na,na,na,2
WEM,FIN,1997,na,7,84,na,na,na,na,0
WEM,FIN,1998,na,13,151,na,0,na,na,0
WEM,FIN,1999,3,14,127,na,0,na,na,1
WEM,FIN,2000,na,39,90,na,0,na,na,1
WEM,FIN,2001,na,33,197,na,na,na,na,0
WEM,FIN,2002,na,26,256,na,0,na,na,1
WEM,FIN,2003,0,40,365,na,0,na,na,2
WEM,FIN,2004,3,99,552,na,na,na,21,1
WEM,FIN,2005,7,242,654,na,na,16,na,0
WEM,FIN,2006,4,136,942,na,na,21,0,na
WEM,FIN,2007,1,701,1147,9,na,24,1,na
WEM,FIN,2008,1,741,1105,na,na,4,1,0
WEM,FIN,2009,37,1293,1379,0,0,15,0,na
WEM,GER,1990,4076,215248,2400,1480,25084,7124,1853,15723
WEM,GER,1991,5816,209082,1668,1246,19769,6595,751,13131
WEM,GER,1992,13790,217074,3391,1125,20307,7297,1021,13140
WEM,GER,1993,24409,212210,21750,864,17641,10590,301,13641
WEM,GER,1994,17856,218882,48951,808,17939,14973,279,18188
WEM,GER,1995,18216,188354,34245,745,16458,14935,239,18057
WEM,GER,1996,18662,175322,16679,758,16762,10781,263,16300
WEM,GER,1997,13304,157165,16171,629,15673,8887,385,17786
WEM,GER,1998,9282,162268,11919,664,15615,6285,281,19856
WEM,GER,1999,11602,172166,7482,747,16842,6793,329,16712
WEM,GER,2000,16353,173203,10865,787,18900,6279,254,13368
WEM,GER,2001,14682,172298,14442,676,18746,8077,235,11834
WEM,GER,2002,16622,174042,15911,700,20120,4964,435,12056
WEM,GER,2003,18926,191377,19922,668,22904,4376,485,10685
WEM,GER,2004,15353,195904,19526,739,25521,3887,602,8696
WEM,GER,2005,16315,205381,23438,762,30325,3404,642,8927
WEM,GER,2006,14893,210111,40784,924,37378,3267,1895,9867
WEM,GER,2007,16485,227421,47733,1067,37702,3185,1997,8412
WEM,GER,2008,19618,230364,56021,1049,37157,2795,1506,9260
WEM,GER,2009,17643,231241,53556,898,33695,1773,1612,9109
WEM,GRE,1990,38792,37051,1671,383,3038,,,25
WEM,GRE,1991,28119,34611,57,350,3056,,,
WEM,GRE,1992,27408,31461,29,375,3767,,19,34
WEM,GRE,1993,5298,28419,8350,261,3107,,75,47
WEM,GRE,1994,19800,27603,6435,319,3531,,,111
WEM,GRE,1995,23606,35915,2803,349,3352,21,32,159
WEM,GRE,1996,10209,45287,737,400,3891,40,14,152
WEM,GRE,1997,6805,35105,650,416,3543,60,21,390
WEM,GRE,1998,28120,31826,527,484,3929,65,53,793
WEM,GRE,1999,9859,33516,597,587,3166,73,33,162
WEM,GRE,2000,8699,17970,360,250,3066,119,32,177
WEM,GRE,2001,5980,15903,490,240,3186,51,26,244
WEM,GRE,2002,2631,11987,447,145,2852,111,20,252
WEM,GRE,2003,6475,18440,494,190,3144,29,28,193
WEM,GRE,2004,6463,16790,505,178,3292,14,69,931
WEM,GRE,2005,4614,25305,897,271,2950,20,29,54
WEM,GRE,2006,8209,17350,1310,207,3056,28,19,48
WEM,GRE,2007,4569,19127,1808,325,3371,125,58,62
WEM,GRE,2008,3513,17567,2126,284,3009,123,11,90
WEM,GRE,2009,4227,18103,1205,261,2579,74,13,146
WEM,IRL,1990,na,219,na,na,9,13,na,na
WEM,IRL,1991,na,159,na,na,21,na,na,na
WEM,IRL,1992,na,195,na,na,na,na,na,na
WEM,IRL,1993,27,375,na,na,na,na,na,na
WEM,IRL,1994,na,646,15,na,na,32,na,na
WEM,IRL,1995,1,862,23,24,42,na,na,na
WEM,IRL,1996,1,956,0,44,29,11,37,21
WEM,IRL,1997,221,685,8,18,117,na,28,1
WEM,IRL,1998,4,5236,30,61,91,0,39,na
WEM,IRL,1999,na,na,na,na,na,na,na,na
WEM,IRL,2000,na,145,na,na,101,36,1,1
WEM,IRL,2001,0,344,0,na,167,14,1,1
WEM,IRL,2002,na,413,2,1,320,0,0,33
WEM,IRL,2003,40,529,1,4,108,0,25,na
WEM,IRL,2004,na,115,na,0,65,13,na,0
WEM,IRL,2005,184,335,na,5,34,34,11,0
WEM,IRL,2006,na,173,na,0,52,15,7,1
WEM,IRL,2007,2,447,na,2,57,na,10,na
WEM,IRL,2008,178,232,na,1,49,0,na,0
WEM,IRL,2009,10,919,na,0,27,1,na,0
WEM,NLD,1990,300,4085,277,22,94,na,na,184
WEM,NLD,1991,569,5481,na,13,201,na,61,58
WEM,NLD,1992,795,6233,541,na,113,75,21,116
WEM,NLD,1993,721,16327,2881,15,109,479,12,124
WEM,NLD,1994,824,7371,2922,15,148,172,81,177
WEM,NLD,1995,858,7542,852,79,64,80,81,1462
WEM,NLD,1996,878,5189,1664,96,101,71,76,2868
WEM,NLD,1997,1171,9328,3549,75,104,181,205,3820
WEM,NLD,1998,1500,6902,1782,58,637,172,501,4941
WEM,NLD,1999,1730,8407,645,93,1190,318,179,4164
WEM,NLD,2000,1987,8120,631,68,711,240,228,3034
WEM,NLD,2001,4301,8085,606,111,320,279,117,2119
WEM,NLD,2002,2382,7106,648,86,240,252,99,607
WEM,NLD,2003,1714,6113,599,96,240,335,76,578
WEM,NLD,2004,1301,7012,528,49,111,385,56,497
WEM,NLD,2005,990,11141,688,99,107,342,166,553
WEM,NLD,2006,1594,17758,606,83,81,355,110,755
WEM,NLD,2007,1676,15882,942,363,90,812,139,971
WEM,NLD,2008,983,13956,957,460,45,389,154,557
WEM,NLD,2009,839,10301,618,na,471,332,299,3705
WEM,SWE,1990,10,na,71,na,18,na,na,na
WEM,SWE,1991,na,17,na,na,na,na,na,na
WEM,SWE,1992,na,86,na,na,69,na,na,na
WEM,SWE,1993,10,17,na,na,na,na,na,na
WEM,SWE,1994,24,995,194,na,na,na,na,na
WEM,SWE,1995,46,281,26,na,na,na,na,na
WEM,SWE,1996,1,350,32,0,3,1,1,8
WEM,SWE,1997,14,1645,117,30,2,1,6,7
WEM,SWE,1998,31,1926,403,0,6,7,7,7
WEM,SWE,1999,35,904,268,na,4,0,3,3
WEM,SWE,2000,31,728,161,0,1,1,4,1
WEM,SWE,2001,26,887,309,0,1,1,35,3
WEM,SWE,2002,78,1784,254,74,0,0,3,3
WEM,SWE,2003,43,5686,212,0,1,1,7,2
WEM,SWE,2004,81,7305,146,0,0,1,18,2
WEM,SWE,2005,150,5364,96,na,0,138,3,2
WEM,SWE,2006,56,4102,88,0,0,1,261,3
WEM,SWE,2007,114,2409,73,0,10,49,135,1
WEM,SWE,2008,70,2693,364,0,18,0,219,18
WEM,SWE,2009,1748,2280,407,0,0,18,61,1
WEM,SWISS,1990,186,794,82,na,59,na,8,85
WEM,SWISS,1991,137,1523,14,na,89,na,na,83
WEM,SWISS,1992,190,1016,23,na,97,na,14,86
WEM,SWISS,1993,433,834,33,na,422,na,na,108
WEM,SWISS,1994,348,805,38,na,345,na,na,80
WEM,SWISS,1995,185,769,71,na,285,1,na,48
WEM,SWISS,1996,200,665,37,0,75,5,6,152
WEM,SWISS,1997,257,833,11,3,112,11,6,250
WEM,SWISS,1998,268,772,3,0,118,13,70,204
WEM,SWISS,1999,269,831,4,0,109,22,171,185
WEM,SWISS,2000,181,766,13,3,109,25,18,189
WEM,SWISS,2001,144,942,5,0,107,12,16,175
WEM,SWISS,2002,671,1137,39,1,411,19,31,523
WEM,SWISS,2003,2272,8189,286,17,5643,104,145,3248
WEM,SWISS,2004,347,1475,12,5,125,17,8,145
WEM,SWISS,2005,318,1918,32,4,103,21,13,142
WEM,SWISS,2006,521,2785,66,5,185,28,17,687
WEM,SWISS,2007,653,2301,90,3,268,19,163,677
WEM,SWISS,2008,444,1209,21,2,84,13,6,241
WEM,SWISS,2009,494,1097,11,1,86,21,22,220
WEM,UK,1990,2884,1885,388,149,359,184,592,1565
WEM,UK,1991,7397,1643,na,98,502,121,631,1221
WEM,UK,1992,1187,1844,58,95,958,108,781,1454
WEM,UK,1993,2162,1808,142,77,516,258,945,1096
WEM,UK,1994,1103,1971,188,105,652,298,825,1515
WEM,UK,1995,9258,6813,280,246,1012,445,564,945
WEM,UK,1996,14896,10588,564,188,941,433,595,1233
WEM,UK,1997,21725,14686,449,379,4226,415,777,1562
WEM,UK,1998,11022,19348,337,193,1257,358,706,1192
WEM,UK,1999,10758,9708,564,234,1357,568,823,1138
WEM,UK,2000,7648,9395,691,106,1146,407,759,1008
WEM,UK,2001,6394,7205,1166,162,1093,344,551,752
WEM,UK,2002,7517,11279,1187,2553,1368,861,576,2018
WEM,UK,2003,6347,12564,1008,112,1175,521,867,1190
WEM,UK,2004,6251,11748,129,244,871,326,1072,997
WEM,UK,2005,7518,11618,193,124,679,397,1234,1094
WEM,UK,2006,11375,15248,279,59,1163,914,1123,1010
WEM,UK,2007,9002,32975,1041,116,899,168,1432,1433
WEM,UK,2008,10423,28144,2076,347,1086,200,1267,1559
WEM,UK,2009,14977,32911,1833,111,849,640,782,2078
ECA,BUL,1990,,46963,73495,144,1698,,,4552
ECA,BUL,1991,1031,49048,7068,,1507,,,3146
ECA,BUL,1992,3943,48471,29934,26,1573,,,3453
ECA,BUL,1993,3522,57347,49673,,1681,,,3577
ECA,BUL,1994,5263,56305,68234,,1391,,,3207
ECA,BUL,1995,9794,66606,114481,21,1633,,11,7154
ECA,BUL,1996,7344,83532,107163,na,4788,15,385,6053
ECA,BUL,1997,6784,83483,85447,114,4489,45,230,14210
ECA,BUL,1998,5930,71608,67567,76,3311,94,181,29099
ECA,BUL,1999,2942,49010,33392,13,2794,36,432,7091
ECA,BUL,2000,1687,41295,27119,19,2072,28,572,4520
ECA,BUL,2001,2517,38655,31983,na,1343,33,1095,3470
ECA,BUL,2002,1371,31089,41185,na,1057,58,1181,2821
ECA,BUL,2003,1479,23686,54667,na,705,15,711,2104
ECA,BUL,2004,1104,18847,69583,9,565,16,750,1410
ECA,BUL,2005,569,13196,97373,na,646,3,303,2114
ECA,BUL,2006,567,10739,98517,9,594,4,321,1624
ECA,BUL,2007,862,10313,101445,na,547,13,263,785
ECA,BUL,2008,205,8942,76925,na,471,0,269,656
ECA,BUL,2009,577,6647,45264,na,463,0,210,631
ECA,CRO,1990,na,na,na,na,na,na,na,na
ECA,CRO,1991,na,na,na,na,na,na,na,na
ECA,CRO,1992,653,10074,19060,na,358,na,na,208
ECA,CRO,1993,764,17557,8330,na,460,na,na,na
ECA,CRO,1994,661,9698,2933,na,517,na,na,na
ECA,CRO,1995,454,7598,16295,10,550,na,na,na
ECA,CRO,1996,2068,5246,13771,61,502,16,0,na
ECA,CRO,1997,628,4188,5378,37,417,5,1,1
ECA,CRO,1998,519,2851,3000,5,264,12,2,67
ECA,CRO,1999,959,2895,2510,7,216,2,na,10
ECA,CRO,2000,1615,2953,4109,1,189,1,2,na
ECA,CRO,2001,454,2147,6136,9,112,1,na,0
ECA,CRO,2002,327,1956,7736,2,189,2,0,5
ECA,CRO,2003,386,1758,5864,0,136,1,0,0
ECA,CRO,2004,342,1470,3079,3,110,0,0,2
ECA,CRO,2005,240,1223,1294,2,96,na,1,0
ECA,CRO,2006,297,1093,1573,3,53,na,na,1
ECA,CRO,2007,205,965,1763,1,68,0,0,4
ECA,CRO,2008,153,876,1527,0,57,0,0,23
ECA,CRO,2009,84,966,1477,2,47,1,na,28
ECA,GEO,1990,na,na,na,na,na,na,na,na
ECA,GEO,1991,na,na,na,na,na,na,na,na
ECA,GEO,1992,na,na,3000,na,na,na,na,na
ECA,GEO,1993,na,63,2937,na,na,na,na,na
ECA,GEO,1994,na,na,2877,na,na,na,na,23
ECA,GEO,1995,na,375,2813,na,na,na,na,12
ECA,GEO,1996,2,1048,3466,na,na,na,na,34
ECA,GEO,1997,na,370,19414,na,na,na,8,na
ECA,GEO,1998,na,1020,16082,na,60,na,51,0
ECA,GEO,1999,na,na,na,na,na,na,na,na
ECA,GEO,2000,21,84,12907,na,214,0,9,123
ECA,GEO,2001,na,111,15274,na,372,na,151,234
ECA,GEO,2002,16,28,15079,na,378,na,122,72
ECA,GEO,2003,7,115,22251,na,507,na,185,39
ECA,GEO,2004,0,143,22038,3,435,na,115,42
ECA,GEO,2005,19,175,40594,na,672,na,99,64
ECA,GEO,2006,0,199,14188,na,434,10,90,105
ECA,GEO,2007,32,246,8168,na,519,na,119,180
ECA,GEO,2008,37,225,9638,na,439,na,179,118
ECA,GEO,2009,na,na,na,na,na,na,na,2
ECA,HUN,1990,192,22455,132765,152,3970,na,na,219
ECA,HUN,1991,328,27604,44990,109,4300,na,na,312
ECA,HUN,1992,66,38712,35850,93,4497,na,na,427
ECA,HUN,1993,262,37099,69551,76,4095,na,na,486
ECA,HUN,1994,884,36682,61048,67,3497,na,67,659
ECA,HUN,1995,1516,41113,78639,49,4171,15,98,1452
ECA,HUN,1996,1124,44900,53453,118,4779,98,59,1492
ECA,HUN,1997,1113,48851,44154,99,3444,53,61,2707
ECA,HUN,1998,927,49636,49365,61,3585,41,44,3870
ECA,HUN,1999,1247,46861,34909,52,2388,23,87,1655
ECA,HUN,2000,1317,39125,35912,36,2111,75,325,1319
ECA,HUN,2001,1338,36339,29140,29,1631,56,207,818
ECA,HUN,2002,2258,37371,34200,21,1691,36,84,1062
ECA,HUN,2003,2335,38504,25625,22,1703,23,60,587
ECA,HUN,2004,2448,25588,22842,19,1723,38,54,399
ECA,HUN,2005,1974,18972,28317,44,1783,16,39,698
ECA,HUN,2006,731,18311,30744,24,2431,22,34,632
ECA,HUN,2007,1703,20854,22561,22,1817,19,47,760
ECA,HUN,2008,1349,25969,35531,28,2225,54,28,521
ECA,HUN,2009,559,29151,37780,8,2594,24,40,779
ECA,MOLD,1990,na,na,na,na,na,na,na,na
ECA,MOLD,1991,na,na,na,na,na,na,na,na
ECA,MOLD,1992,na,19,164334,na,na,na,na,na
ECA,MOLD,1993,na,1351,171850,na,na,na,na,na
ECA,MOLD,1994,na,2762,142691,na,48,na,na,na
ECA,MOLD,1995,2379,1509,255565,281,17,na,na,na
ECA,MOLD,1996,484,1507,157962,na,na,na,7,168
ECA,MOLD,1997,560,1689,291754,na,35,na,na,na
ECA,MOLD,1998,21,143,114393,na,210,na,8,na
ECA,MOLD,1999,na,5,647,na,4,na,1,0
ECA,MOLD,2000,23,200,98637,na,181,na,63,31
ECA,MOLD,2001,na,283,136174,na,85,na,215,48
ECA,MOLD,2002,53,536,152406,na,328,na,233,101
ECA,MOLD,2003,50,912,200591,4,336,na,271,6
ECA,MOLD,2004,5,1059,225924,6,574,na,370,95
ECA,MOLD,2005,26,1308,252066,1,427,34,329,67
ECA,MOLD,2006,19,1288,143566,6,592,na,329,201
ECA,MOLD,2007,20,1405,63617,na,491,12,348,152
ECA,MOLD,2008,9,1218,87439,11,607,1,225,351
ECA,MOLD,2009,3,1332,93564,6,399,na,187,187
ECA,ROM,1990,71,12785,1340,na,1376,na,210,1081
ECA,ROM,1991,29,13015,17657,na,1444,na,42,1689
ECA,ROM,1992,na,15320,na,na,815,na,117,909
ECA,ROM,1993,40,15802,4137,na,872,na,164,1022
ECA,ROM,1994,554,17044,9176,na,606,na,162,1087
ECA,ROM,1995,110,24639,4480,52,422,na,na,1833
ECA,ROM,1996,185,31208,7856,72,849,na,2184,3063
ECA,ROM,1997,405,31693,40537,31,1263,13,454,6237
ECA,ROM,1998,115,27052,23854,na,957,11,839,11884
ECA,ROM,1999,86,20516,4418,18,864,94,548,2508
ECA,ROM,2000,333,19495,2867,34,965,1,598,1063
ECA,ROM,2001,5492,20054,10673,10,981,na,610,1658
ECA,ROM,2002,2641,17882,27661,11,900,11,889,391
ECA,ROM,2003,275,18172,20127,13,1345,5,639,435
ECA,ROM,2004,404,17113,17109,10,1411,21,343,605
ECA,ROM,2005,258,13807,10186,14,1336,10,257,638
ECA,ROM,2006,440,10299,5292,10,1346,12,177,248
ECA,ROM,2007,693,7126,4885,9,766,18,196,522
ECA,ROM,2008,887,6612,4221,9,759,31,169,803
ECA,ROM,2009,579,6154,2627,na,685,10,128,520
ECA,RUS,1990,51,4024,na,na,89,na,na,56
ECA,RUS,1991,na,3962,3288,na,na,na,na,na
ECA,RUS,1992,7,1841,517,na,68,na,na,na
ECA,RUS,1993,na,514,748,na,na,1912,na,na
ECA,RUS,1994,211,1228,13567,na,na,3032,na,6
ECA,RUS,1995,145,205,2606,na,na,na,na,na
ECA,RUS,1996,na,312,9293,na,87,na,1551,5
ECA,RUS,1997,na,77,1026,na,na,na,302,132
ECA,RUS,1998,na,44,309,na,0,na,15,471
ECA,RUS,1999,na,31,649,na,41,na,na,157
ECA,RUS,2000,0,15,1055,0,na,na,na,19
ECA,RUS,2001,na,10,352,na,4,na,na,90
ECA,RUS,2002,0,13,532,na,14,0,na,na
ECA,RUS,2003,4,14,612,na,6,0,0,0
ECA,RUS,2004,na,20,600,2,21,0,14,5
ECA,RUS,2005,6,35,659,na,3,na,15,4
ECA,RUS,2006,0,17,13026,791,na,na,8,na
ECA,RUS,2007,48,14,1888,372,5,na,na,9
ECA,RUS,2008,5,10,1207,0,0,na,7,23
ECA,RUS,2009,0,2,712,na,na,na,na,33
ECA,UKR,1990,na,na,na,na,na,na,na,na
ECA,UKR,1991,na,na,na,na,na,na,na,na
ECA,UKR,1992,na,2142,na,na,na,na,na,na
ECA,UKR,1993,na,2337,1328,na,na,na,na,na
ECA,UKR,1994,na,2069,18804,na,na,na,na,na
ECA,UKR,1995,na,1811,99818,na,na,na,na,na
ECA,UKR,1996,2,5061,46171,na,na,na,47,na
ECA,UKR,1997,36,3613,31716,na,na,4,60,na
ECA,UKR,1998,1,2084,23620,na,na,na,93,1
ECA,UKR,1999,1,3762,10797,na,98,na,141,na
ECA,UKR,2000,11,2996,10797,na,114,na,117,5
ECA,UKR,2001,na,2703,15392,3,33,2,160,3
ECA,UKR,2002,na,2680,13219,na,144,na,194,13
ECA,UKR,2003,2,1581,10857,na,113,na,75,17
ECA,UKR,2004,4,826,12800,na,128,7,92,16
ECA,UKR,2005,13,1430,17653,8,187,na,123,47
ECA,UKR,2006,13,826,16683,4,67,1,128,50
ECA,UKR,2007,17,1311,15586,na,101,na,122,0
ECA,UKR,2008,21,1294,22485,3,74,na,222,3
ECA,UKR,2009,30,1332,59000,1,81,na,202,36
ANZ,AUS,1990,109,28501,,6894,9898,,967,6308
ANZ,AUS,1991,667,44318,,6856,16113,,808,5991
